connector_id,location,function,candidate_housing,mating_part,contact_order_code,contact_count,keying_retention_strain_relief,source,source_date,selection_state
J-WPS-TTL-RDIST-OUT-2,WPS-TTL-RDIST,CHANNEL 2 ACTUATOR OUTPUT,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,2,SELECTION REQUIRED,electrical/walking-power-successor-p0.1,generated 2026-08-17,OUTPUT CONNECTOR / PCB / FIELD ASSEMBLY SELECTION REQUIRED
J-WPS-TTL-RDIST-CTL-2,WPS-TTL-RDIST,CHANNEL 2 DISABLE/POWER-GOOD CONTROL,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,3,SELECTION REQUIRED,electrical/walking-power-successor-p0.1,generated 2026-08-17,CONTROL CONNECTOR / PCB / FIELD ASSEMBLY SELECTION REQUIRED
J-WPS-TTL-RDIST-OUT-3,WPS-TTL-RDIST,CHANNEL 3 ACTUATOR OUTPUT,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,2,SELECTION REQUIRED,electrical/walking-power-successor-p0.1,generated 2026-08-17,DNP CHANNEL HAS NO FIELD HARNESS
J-WPS-TTL-RDIST-CTL-3,WPS-TTL-RDIST,CHANNEL 3 DISABLE/POWER-GOOD CONTROL,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,3,SELECTION REQUIRED,electrical/walking-power-successor-p0.1,generated 2026-08-17,DNP CHANNEL CONTROL UNPOPULATED
J-WPS-TTL-RDIST-OUT-4,WPS-TTL-RDIST,CHANNEL 4 ACTUATOR OUTPUT,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,2,SELECTION REQUIRED,electrical/walking-power-successor-p0.1,generated 2026-08-17,DNP CHANNEL HAS NO FIELD HARNESS
J-WPS-TTL-RDIST-CTL-4,WPS-TTL-RDIST,CHANNEL 4 DISABLE/POWER-GOOD CONTROL,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,3,SELECTION REQUIRED,electrical/walking-power-successor-p0.1,generated 2026-08-17,DNP CHANNEL CONTROL UNPOPULATED
J-WPS-TTL-RDIST-OUT-5,WPS-TTL-RDIST,CHANNEL 5 ACTUATOR OUTPUT,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,2,SELECTION REQUIRED,electrical/walking-power-successor-p0.1,generated 2026-08-17,DNP CHANNEL HAS NO FIELD HARNESS
J-WPS-TTL-RDIST-CTL-5,WPS-TTL-RDIST,CHANNEL 5 DISABLE/POWER-GOOD CONTROL,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,3,SELECTION REQUIRED,electrical/walking-power-successor-p0.1,generated 2026-08-17,DNP CHANNEL CONTROL UNPOPULATED
J-WPS-TTL-RDIST-OUT-6,WPS-TTL-RDIST,CHANNEL 6 ACTUATOR OUTPUT,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,2,SELECTION REQUIRED,electrical/walking-power-successor-p0.1,generated 2026-08-17,DNP CHANNEL HAS NO FIELD HARNESS
J-WPS-TTL-RDIST-CTL-6,WPS-TTL-RDIST,CHANNEL 6 DISABLE/POWER-GOOD CONTROL,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,3,SELECTION REQUIRED,electrical/walking-power-successor-p0.1,generated 2026-08-17,DNP CHANNEL CONTROL UNPOPULATED
J-WPS-TTL-HEAD-OUT-1,WPS-TTL-HEAD,CHANNEL 1 ACTUATOR OUTPUT,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,2,SELECTION REQUIRED,electrical/walking-power-successor-p0.1,generated 2026-08-17,OUTPUT CONNECTOR / PCB / FIELD ASSEMBLY SELECTION REQUIRED
J-WPS-TTL-HEAD-CTL-1,WPS-TTL-HEAD,CHANNEL 1 DISABLE/POWER-GOOD CONTROL,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,3,SELECTION REQUIRED,electrical/walking-power-successor-p0.1,generated 2026-08-17,CONTROL CONNECTOR / PCB / FIELD ASSEMBLY SELECTION REQUIRED
J-WPS-TTL-HEAD-OUT-2,WPS-TTL-HEAD,CHANNEL 2 ACTUATOR OUTPUT,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,2,SELECTION REQUIRED,electrical/walking-power-successor-p0.1,generated 2026-08-17,OUTPUT CONNECTOR / PCB / FIELD ASSEMBLY SELECTION REQUIRED
J-WPS-TTL-HEAD-CTL-2,WPS-TTL-HEAD,CHANNEL 2 DISABLE/POWER-GOOD CONTROL,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,3,SELECTION REQUIRED,electrical/walking-power-successor-p0.1,generated 2026-08-17,CONTROL CONNECTOR / PCB / FIELD ASSEMBLY SELECTION REQUIRED
J-WPS-TTL-HEAD-OUT-3,WPS-TTL-HEAD,CHANNEL 3 ACTUATOR OUTPUT,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,2,SELECTION REQUIRED,electrical/walking-power-successor-p0.1,generated 2026-08-17,DNP CHANNEL HAS NO FIELD HARNESS
J-WPS-TTL-HEAD-CTL-3,WPS-TTL-HEAD,CHANNEL 3 DISABLE/POWER-GOOD CONTROL,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,3,SELECTION REQUIRED,electrical/walking-power-successor-p0.1,generated 2026-08-17,DNP CHANNEL CONTROL UNPOPULATED
J-WPS-TTL-HEAD-OUT-4,WPS-TTL-HEAD,CHANNEL 4 ACTUATOR OUTPUT,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,2,SELECTION REQUIRED,electrical/walking-power-successor-p0.1,generated 2026-08-17,DNP CHANNEL HAS NO FIELD HARNESS
J-WPS-TTL-HEAD-CTL-4,WPS-TTL-HEAD,CHANNEL 4 DISABLE/POWER-GOOD CONTROL,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,3,SELECTION REQUIRED,electrical/walking-power-successor-p0.1,generated 2026-08-17,DNP CHANNEL CONTROL UNPOPULATED
J-WPS-TTL-HEAD-OUT-5,WPS-TTL-HEAD,CHANNEL 5 ACTUATOR OUTPUT,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,2,SELECTION REQUIRED,electrical/walking-power-successor-p0.1,generated 2026-08-17,DNP CHANNEL HAS NO FIELD HARNESS
J-WPS-TTL-HEAD-CTL-5,WPS-TTL-HEAD,CHANNEL 5 DISABLE/POWER-GOOD CONTROL,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,3,SELECTION REQUIRED,electrical/walking-power-successor-p0.1,generated 2026-08-17,DNP CHANNEL CONTROL UNPOPULATED
J-WPS-TTL-HEAD-OUT-6,WPS-TTL-HEAD,CHANNEL 6 ACTUATOR OUTPUT,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,2,SELECTION REQUIRED,electrical/walking-power-successor-p0.1,generated 2026-08-17,DNP CHANNEL HAS NO FIELD HARNESS
J-WPS-TTL-HEAD-CTL-6,WPS-TTL-HEAD,CHANNEL 6 DISABLE/POWER-GOOD CONTROL,SELECTION REQUIRED,SELECTION REQUIRED,SELECTION REQUIRED,3,SELECTION REQUIRED,electrical/walking-power-successor-p0.1,generated 2026-08-17,DNP CHANNEL CONTROL UNPOPULATED
J-TR-DYN-L_HIP_YAW,FIXED SIDE OF LOOP-L_HIP_YAW-PWR,MOVING CF130 POWER-PAIR TERMINATION,Molex 430250200,Molex 430200200,Molex 430300001,2,"LOCKING/POLARIZED FAMILY; CF130 CORE OD, CRIMP AND CABLE CLAMP VALIDATION OPEN",Molex 43025/43030 official series charts,accessed 2026-08-17,EXACT CANDIDATE ORDER CODES BOUND; RECEIVED FIT/CRIMP/DERATING/BRACKET VALIDATION OPEN
J-TR-PIG-L_HIP_YAW,PANEL AT FIXED SIDE OF LOOP-L_HIP_YAW-PWR,RESTRAINED ACTUATOR-PIGTAIL SOURCE,Molex 430200200,Molex 430250200,Molex 430310001,2,PANEL-MOUNT EARS; BRACKET/FASTENERS/PIGTAIL CLAMP AND PULL VALIDATION OPEN,Molex 43020/43031 official series charts,accessed 2026-08-17,EXACT CANDIDATE ORDER CODES BOUND; PANEL GEOMETRY/CRIMP/DERATING VALIDATION OPEN
J-ACT-L_HIP_YAW,L_HIP_YAW,COMBINED ACTUATOR POWER AND DATA,JST EHR-04,SELECTION REQUIRED,JST SEH-001T-P0.6,4,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xh_series/xh540-w270/,2026-08-14,DEVICE INTERFACE VERIFIED; SPLIT-HARNESS CANDIDATE DEFINED; ASSEMBLY VALIDATION OPEN
J-OUT-L_HIP_YAW,L_HIP_YAW,DATA-ONLY OUTGOING LINK TO L_HIP_ROLL,JST EHR-04,SECOND ACTUATOR PORT,JST SEH-001T-P0.6,4,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xh_series/xh540-w270/,2026-08-14,PIN 1 AND PIN 2 INTENTIONALLY UNPOPULATED; DATA CONTACTS ONLY; VALIDATION OPEN
J-TR-DYN-L_HIP_ROLL,FIXED SIDE OF LOOP-L_HIP_ROLL-PWR,MOVING CF130 POWER-PAIR TERMINATION,Molex 430250200,Molex 430200200,Molex 430300001,2,"LOCKING/POLARIZED FAMILY; CF130 CORE OD, CRIMP AND CABLE CLAMP VALIDATION OPEN",Molex 43025/43030 official series charts,accessed 2026-08-17,EXACT CANDIDATE ORDER CODES BOUND; RECEIVED FIT/CRIMP/DERATING/BRACKET VALIDATION OPEN
J-TR-PIG-L_HIP_ROLL,PANEL AT FIXED SIDE OF LOOP-L_HIP_ROLL-PWR,RESTRAINED ACTUATOR-PIGTAIL SOURCE,Molex 430200200,Molex 430250200,Molex 430310001,2,PANEL-MOUNT EARS; BRACKET/FASTENERS/PIGTAIL CLAMP AND PULL VALIDATION OPEN,Molex 43020/43031 official series charts,accessed 2026-08-17,EXACT CANDIDATE ORDER CODES BOUND; PANEL GEOMETRY/CRIMP/DERATING VALIDATION OPEN
J-ACT-L_HIP_ROLL,L_HIP_ROLL,COMBINED ACTUATOR POWER AND DATA,JST EHR-04,SELECTION REQUIRED,JST SEH-001T-P0.6,4,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xh_series/xh540-w270/,2026-08-14,DEVICE INTERFACE VERIFIED; SPLIT-HARNESS CANDIDATE DEFINED; ASSEMBLY VALIDATION OPEN
J-OUT-L_HIP_ROLL,L_HIP_ROLL,DATA-ONLY OUTGOING LINK TO L_HIP_PITCH,JST EHR-04,SECOND ACTUATOR PORT,JST SEH-001T-P0.6,4,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xh_series/xh540-w270/,2026-08-14,PIN 1 AND PIN 2 INTENTIONALLY UNPOPULATED; DATA CONTACTS ONLY; VALIDATION OPEN
J-TR-DYN-L_HIP_PITCH,FIXED SIDE OF LOOP-L_HIP_PITCH-PWR,MOVING CF130 POWER-PAIR TERMINATION,Molex 430250200,Molex 430200200,Molex 430300001,2,"LOCKING/POLARIZED FAMILY; CF130 CORE OD, CRIMP AND CABLE CLAMP VALIDATION OPEN",Molex 43025/43030 official series charts,accessed 2026-08-17,EXACT CANDIDATE ORDER CODES BOUND; RECEIVED FIT/CRIMP/DERATING/BRACKET VALIDATION OPEN
J-TR-PIG-L_HIP_PITCH,PANEL AT FIXED SIDE OF LOOP-L_HIP_PITCH-PWR,RESTRAINED ACTUATOR-PIGTAIL SOURCE,Molex 430200200,Molex 430250200,Molex 430310001,2,PANEL-MOUNT EARS; BRACKET/FASTENERS/PIGTAIL CLAMP AND PULL VALIDATION OPEN,Molex 43020/43031 official series charts,accessed 2026-08-17,EXACT CANDIDATE ORDER CODES BOUND; PANEL GEOMETRY/CRIMP/DERATING VALIDATION OPEN
J-ACT-L_HIP_PITCH,L_HIP_PITCH,COMBINED ACTUATOR POWER AND DATA,JST EHR-04,SELECTION REQUIRED,JST SEH-001T-P0.6,4,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xh_series/xh540-w270/,2026-08-14,DEVICE INTERFACE VERIFIED; SPLIT-HARNESS CANDIDATE DEFINED; ASSEMBLY VALIDATION OPEN
J-OUT-L_HIP_PITCH,L_HIP_PITCH,DATA-ONLY OUTGOING LINK TO L_KNEE_PITCH,JST EHR-04,SECOND ACTUATOR PORT,JST SEH-001T-P0.6,4,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xh_series/xh540-w270/,2026-08-14,PIN 1 AND PIN 2 INTENTIONALLY UNPOPULATED; DATA CONTACTS ONLY; VALIDATION OPEN
J-TR-DYN-L_KNEE_PITCH,FIXED SIDE OF LOOP-L_KNEE_PITCH-PWR,MOVING CF130 POWER-PAIR TERMINATION,Molex 430250200,Molex 430200200,Molex 430300001,2,"LOCKING/POLARIZED FAMILY; CF130 CORE OD, CRIMP AND CABLE CLAMP VALIDATION OPEN",Molex 43025/43030 official series charts,accessed 2026-08-17,EXACT CANDIDATE ORDER CODES BOUND; RECEIVED FIT/CRIMP/DERATING/BRACKET VALIDATION OPEN
J-TR-PIG-L_KNEE_PITCH,PANEL AT FIXED SIDE OF LOOP-L_KNEE_PITCH-PWR,RESTRAINED ACTUATOR-PIGTAIL SOURCE,Molex 430200200,Molex 430250200,Molex 430310001,2,PANEL-MOUNT EARS; BRACKET/FASTENERS/PIGTAIL CLAMP AND PULL VALIDATION OPEN,Molex 43020/43031 official series charts,accessed 2026-08-17,EXACT CANDIDATE ORDER CODES BOUND; PANEL GEOMETRY/CRIMP/DERATING VALIDATION OPEN
J-ACT-L_KNEE_PITCH,L_KNEE_PITCH,COMBINED ACTUATOR POWER AND DATA,JST EHR-04,SELECTION REQUIRED,JST SEH-001T-P0.6,4,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xh_series/xh540-w270/,2026-08-14,DEVICE INTERFACE VERIFIED; SPLIT-HARNESS CANDIDATE DEFINED; ASSEMBLY VALIDATION OPEN
J-OUT-L_KNEE_PITCH,L_KNEE_PITCH,DATA-ONLY OUTGOING LINK TO L_ANKLE_PITCH,JST EHR-04,SECOND ACTUATOR PORT,JST SEH-001T-P0.6,4,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xh_series/xh540-w270/,2026-08-14,PIN 1 AND PIN 2 INTENTIONALLY UNPOPULATED; DATA CONTACTS ONLY; VALIDATION OPEN
J-TR-DYN-L_ANKLE_PITCH,FIXED SIDE OF LOOP-L_ANKLE_PITCH-PWR,MOVING CF130 POWER-PAIR TERMINATION,Molex 430250200,Molex 430200200,Molex 430300001,2,"LOCKING/POLARIZED FAMILY; CF130 CORE OD, CRIMP AND CABLE CLAMP VALIDATION OPEN",Molex 43025/43030 official series charts,accessed 2026-08-17,EXACT CANDIDATE ORDER CODES BOUND; RECEIVED FIT/CRIMP/DERATING/BRACKET VALIDATION OPEN
J-TR-PIG-L_ANKLE_PITCH,PANEL AT FIXED SIDE OF LOOP-L_ANKLE_PITCH-PWR,RESTRAINED ACTUATOR-PIGTAIL SOURCE,Molex 430200200,Molex 430250200,Molex 430310001,2,PANEL-MOUNT EARS; BRACKET/FASTENERS/PIGTAIL CLAMP AND PULL VALIDATION OPEN,Molex 43020/43031 official series charts,accessed 2026-08-17,EXACT CANDIDATE ORDER CODES BOUND; PANEL GEOMETRY/CRIMP/DERATING VALIDATION OPEN
J-ACT-L_ANKLE_PITCH,L_ANKLE_PITCH,COMBINED ACTUATOR POWER AND DATA,JST EHR-04,SELECTION REQUIRED,JST SEH-001T-P0.6,4,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xm_series/xm430-w350/,2026-08-14,DEVICE INTERFACE VERIFIED; SPLIT-HARNESS CANDIDATE DEFINED; ASSEMBLY VALIDATION OPEN
J-OUT-L_ANKLE_PITCH,L_ANKLE_PITCH,DATA-ONLY OUTGOING LINK TO L_ANKLE_ROLL,JST EHR-04,SECOND ACTUATOR PORT,JST SEH-001T-P0.6,4,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xm_series/xm430-w350/,2026-08-14,PIN 1 AND PIN 2 INTENTIONALLY UNPOPULATED; DATA CONTACTS ONLY; VALIDATION OPEN
J-TR-DYN-L_ANKLE_ROLL,FIXED SIDE OF LOOP-L_ANKLE_ROLL-PWR,MOVING CF130 POWER-PAIR TERMINATION,Molex 430250200,Molex 430200200,Molex 430300001,2,"LOCKING/POLARIZED FAMILY; CF130 CORE OD, CRIMP AND CABLE CLAMP VALIDATION OPEN",Molex 43025/43030 official series charts,accessed 2026-08-17,EXACT CANDIDATE ORDER CODES BOUND; RECEIVED FIT/CRIMP/DERATING/BRACKET VALIDATION OPEN
J-TR-PIG-L_ANKLE_ROLL,PANEL AT FIXED SIDE OF LOOP-L_ANKLE_ROLL-PWR,RESTRAINED ACTUATOR-PIGTAIL SOURCE,Molex 430200200,Molex 430250200,Molex 430310001,2,PANEL-MOUNT EARS; BRACKET/FASTENERS/PIGTAIL CLAMP AND PULL VALIDATION OPEN,Molex 43020/43031 official series charts,accessed 2026-08-17,EXACT CANDIDATE ORDER CODES BOUND; PANEL GEOMETRY/CRIMP/DERATING VALIDATION OPEN
J-ACT-L_ANKLE_ROLL,L_ANKLE_ROLL,COMBINED ACTUATOR POWER AND DATA,JST EHR-04,SELECTION REQUIRED,JST SEH-001T-P0.6,4,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xm_series/xm430-w350/,2026-08-14,DEVICE INTERFACE VERIFIED; SPLIT-HARNESS CANDIDATE DEFINED; ASSEMBLY VALIDATION OPEN
J-TR-DYN-R_HIP_YAW,FIXED SIDE OF LOOP-R_HIP_YAW-PWR,MOVING CF130 POWER-PAIR TERMINATION,Molex 430250200,Molex 430200200,Molex 430300001,2,"LOCKING/POLARIZED FAMILY; CF130 CORE OD, CRIMP AND CABLE CLAMP VALIDATION OPEN",Molex 43025/43030 official series charts,accessed 2026-08-17,EXACT CANDIDATE ORDER CODES BOUND; RECEIVED FIT/CRIMP/DERATING/BRACKET VALIDATION OPEN
J-TR-PIG-R_HIP_YAW,PANEL AT FIXED SIDE OF LOOP-R_HIP_YAW-PWR,RESTRAINED ACTUATOR-PIGTAIL SOURCE,Molex 430200200,Molex 430250200,Molex 430310001,2,PANEL-MOUNT EARS; BRACKET/FASTENERS/PIGTAIL CLAMP AND PULL VALIDATION OPEN,Molex 43020/43031 official series charts,accessed 2026-08-17,EXACT CANDIDATE ORDER CODES BOUND; PANEL GEOMETRY/CRIMP/DERATING VALIDATION OPEN
J-ACT-R_HIP_YAW,R_HIP_YAW,COMBINED ACTUATOR POWER AND DATA,JST EHR-04,SELECTION REQUIRED,JST SEH-001T-P0.6,4,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xh_series/xh540-w270/,2026-08-14,DEVICE INTERFACE VERIFIED; SPLIT-HARNESS CANDIDATE DEFINED; ASSEMBLY VALIDATION OPEN
J-OUT-R_HIP_YAW,R_HIP_YAW,DATA-ONLY OUTGOING LINK TO R_HIP_ROLL,JST EHR-04,SECOND ACTUATOR PORT,JST SEH-001T-P0.6,4,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xh_series/xh540-w270/,2026-08-14,PIN 1 AND PIN 2 INTENTIONALLY UNPOPULATED; DATA CONTACTS ONLY; VALIDATION OPEN
J-TR-DYN-R_HIP_ROLL,FIXED SIDE OF LOOP-R_HIP_ROLL-PWR,MOVING CF130 POWER-PAIR TERMINATION,Molex 430250200,Molex 430200200,Molex 430300001,2,"LOCKING/POLARIZED FAMILY; CF130 CORE OD, CRIMP AND CABLE CLAMP VALIDATION OPEN",Molex 43025/43030 official series charts,accessed 2026-08-17,EXACT CANDIDATE ORDER CODES BOUND; RECEIVED FIT/CRIMP/DERATING/BRACKET VALIDATION OPEN
J-TR-PIG-R_HIP_ROLL,PANEL AT FIXED SIDE OF LOOP-R_HIP_ROLL-PWR,RESTRAINED ACTUATOR-PIGTAIL SOURCE,Molex 430200200,Molex 430250200,Molex 430310001,2,PANEL-MOUNT EARS; BRACKET/FASTENERS/PIGTAIL CLAMP AND PULL VALIDATION OPEN,Molex 43020/43031 official series charts,accessed 2026-08-17,EXACT CANDIDATE ORDER CODES BOUND; PANEL GEOMETRY/CRIMP/DERATING VALIDATION OPEN
J-ACT-R_HIP_ROLL,R_HIP_ROLL,COMBINED ACTUATOR POWER AND DATA,JST EHR-04,SELECTION REQUIRED,JST SEH-001T-P0.6,4,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xh_series/xh540-w270/,2026-08-14,DEVICE INTERFACE VERIFIED; SPLIT-HARNESS CANDIDATE DEFINED; ASSEMBLY VALIDATION OPEN
J-OUT-R_HIP_ROLL,R_HIP_ROLL,DATA-ONLY OUTGOING LINK TO R_HIP_PITCH,JST EHR-04,SECOND ACTUATOR PORT,JST SEH-001T-P0.6,4,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xh_series/xh540-w270/,2026-08-14,PIN 1 AND PIN 2 INTENTIONALLY UNPOPULATED; DATA CONTACTS ONLY; VALIDATION OPEN
J-TR-DYN-R_HIP_PITCH,FIXED SIDE OF LOOP-R_HIP_PITCH-PWR,MOVING CF130 POWER-PAIR TERMINATION,Molex 430250200,Molex 430200200,Molex 430300001,2,"LOCKING/POLARIZED FAMILY; CF130 CORE OD, CRIMP AND CABLE CLAMP VALIDATION OPEN",Molex 43025/43030 official series charts,accessed 2026-08-17,EXACT CANDIDATE ORDER CODES BOUND; RECEIVED FIT/CRIMP/DERATING/BRACKET VALIDATION OPEN
J-TR-PIG-R_HIP_PITCH,PANEL AT FIXED SIDE OF LOOP-R_HIP_PITCH-PWR,RESTRAINED ACTUATOR-PIGTAIL SOURCE,Molex 430200200,Molex 430250200,Molex 430310001,2,PANEL-MOUNT EARS; BRACKET/FASTENERS/PIGTAIL CLAMP AND PULL VALIDATION OPEN,Molex 43020/43031 official series charts,accessed 2026-08-17,EXACT CANDIDATE ORDER CODES BOUND; PANEL GEOMETRY/CRIMP/DERATING VALIDATION OPEN
J-ACT-R_HIP_PITCH,R_HIP_PITCH,COMBINED ACTUATOR POWER AND DATA,JST EHR-04,SELECTION REQUIRED,JST SEH-001T-P0.6,4,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xh_series/xh540-w270/,2026-08-14,DEVICE INTERFACE VERIFIED; SPLIT-HARNESS CANDIDATE DEFINED; ASSEMBLY VALIDATION OPEN
J-OUT-R_HIP_PITCH,R_HIP_PITCH,DATA-ONLY OUTGOING LINK TO R_KNEE_PITCH,JST EHR-04,SECOND ACTUATOR PORT,JST SEH-001T-P0.6,4,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xh_series/xh540-w270/,2026-08-14,PIN 1 AND PIN 2 INTENTIONALLY UNPOPULATED; DATA CONTACTS ONLY; VALIDATION OPEN
J-TR-DYN-R_KNEE_PITCH,FIXED SIDE OF LOOP-R_KNEE_PITCH-PWR,MOVING CF130 POWER-PAIR TERMINATION,Molex 430250200,Molex 430200200,Molex 430300001,2,"LOCKING/POLARIZED FAMILY; CF130 CORE OD, CRIMP AND CABLE CLAMP VALIDATION OPEN",Molex 43025/43030 official series charts,accessed 2026-08-17,EXACT CANDIDATE ORDER CODES BOUND; RECEIVED FIT/CRIMP/DERATING/BRACKET VALIDATION OPEN
J-TR-PIG-R_KNEE_PITCH,PANEL AT FIXED SIDE OF LOOP-R_KNEE_PITCH-PWR,RESTRAINED ACTUATOR-PIGTAIL SOURCE,Molex 430200200,Molex 430250200,Molex 430310001,2,PANEL-MOUNT EARS; BRACKET/FASTENERS/PIGTAIL CLAMP AND PULL VALIDATION OPEN,Molex 43020/43031 official series charts,accessed 2026-08-17,EXACT CANDIDATE ORDER CODES BOUND; PANEL GEOMETRY/CRIMP/DERATING VALIDATION OPEN
J-ACT-R_KNEE_PITCH,R_KNEE_PITCH,COMBINED ACTUATOR POWER AND DATA,JST EHR-04,SELECTION REQUIRED,JST SEH-001T-P0.6,4,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xh_series/xh540-w270/,2026-08-14,DEVICE INTERFACE VERIFIED; SPLIT-HARNESS CANDIDATE DEFINED; ASSEMBLY VALIDATION OPEN
J-OUT-R_KNEE_PITCH,R_KNEE_PITCH,DATA-ONLY OUTGOING LINK TO R_ANKLE_PITCH,JST EHR-04,SECOND ACTUATOR PORT,JST SEH-001T-P0.6,4,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xh_series/xh540-w270/,2026-08-14,PIN 1 AND PIN 2 INTENTIONALLY UNPOPULATED; DATA CONTACTS ONLY; VALIDATION OPEN
J-TR-DYN-R_ANKLE_PITCH,FIXED SIDE OF LOOP-R_ANKLE_PITCH-PWR,MOVING CF130 POWER-PAIR TERMINATION,Molex 430250200,Molex 430200200,Molex 430300001,2,"LOCKING/POLARIZED FAMILY; CF130 CORE OD, CRIMP AND CABLE CLAMP VALIDATION OPEN",Molex 43025/43030 official series charts,accessed 2026-08-17,EXACT CANDIDATE ORDER CODES BOUND; RECEIVED FIT/CRIMP/DERATING/BRACKET VALIDATION OPEN
J-TR-PIG-R_ANKLE_PITCH,PANEL AT FIXED SIDE OF LOOP-R_ANKLE_PITCH-PWR,RESTRAINED ACTUATOR-PIGTAIL SOURCE,Molex 430200200,Molex 430250200,Molex 430310001,2,PANEL-MOUNT EARS; BRACKET/FASTENERS/PIGTAIL CLAMP AND PULL VALIDATION OPEN,Molex 43020/43031 official series charts,accessed 2026-08-17,EXACT CANDIDATE ORDER CODES BOUND; PANEL GEOMETRY/CRIMP/DERATING VALIDATION OPEN
J-ACT-R_ANKLE_PITCH,R_ANKLE_PITCH,COMBINED ACTUATOR POWER AND DATA,JST EHR-04,SELECTION REQUIRED,JST SEH-001T-P0.6,4,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xm_series/xm430-w350/,2026-08-14,DEVICE INTERFACE VERIFIED; SPLIT-HARNESS CANDIDATE DEFINED; ASSEMBLY VALIDATION OPEN
J-OUT-R_ANKLE_PITCH,R_ANKLE_PITCH,DATA-ONLY OUTGOING LINK TO R_ANKLE_ROLL,JST EHR-04,SECOND ACTUATOR PORT,JST SEH-001T-P0.6,4,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xm_series/xm430-w350/,2026-08-14,PIN 1 AND PIN 2 INTENTIONALLY UNPOPULATED; DATA CONTACTS ONLY; VALIDATION OPEN
J-TR-DYN-R_ANKLE_ROLL,FIXED SIDE OF LOOP-R_ANKLE_ROLL-PWR,MOVING CF130 POWER-PAIR TERMINATION,Molex 430250200,Molex 430200200,Molex 430300001,2,"LOCKING/POLARIZED FAMILY; CF130 CORE OD, CRIMP AND CABLE CLAMP VALIDATION OPEN",Molex 43025/43030 official series charts,accessed 2026-08-17,EXACT CANDIDATE ORDER CODES BOUND; RECEIVED FIT/CRIMP/DERATING/BRACKET VALIDATION OPEN
J-TR-PIG-R_ANKLE_ROLL,PANEL AT FIXED SIDE OF LOOP-R_ANKLE_ROLL-PWR,RESTRAINED ACTUATOR-PIGTAIL SOURCE,Molex 430200200,Molex 430250200,Molex 430310001,2,PANEL-MOUNT EARS; BRACKET/FASTENERS/PIGTAIL CLAMP AND PULL VALIDATION OPEN,Molex 43020/43031 official series charts,accessed 2026-08-17,EXACT CANDIDATE ORDER CODES BOUND; PANEL GEOMETRY/CRIMP/DERATING VALIDATION OPEN
