sample_index,daq_time_s,stop_event_state,k1_coil_state,k2_coil_state,common_edm_chain_state,k1_aux_status_state,k2_aux_status_state,source_voltage_V,external_angle_deg,dropped_scan_count,sensor_saturation_flags,run_id,configuration_commit,article_revision,calibration_bundle_hash,timing_budget_revision
124,0.124000,1,0,0,0,0,0,24.000000,110.000000000,0,0,SYN-FAIL-EDM-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
125,0.125000,1,0,0,0,0,0,24.000000,110.000000000,0,0,SYN-FAIL-EDM-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
126,0.126000,1,0,0,0,0,0,24.000000,110.000000000,0,0,SYN-FAIL-EDM-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
127,0.127000,1,0,0,0,0,0,24.000000,110.000000000,0,0,SYN-FAIL-EDM-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
128,0.128000,1,0,0,0,0,0,24.000000,110.000000000,0,0,SYN-FAIL-EDM-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
129,0.129000,1,0,0,0,0,0,24.000000,110.000000000,0,0,SYN-FAIL-EDM-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
130,0.130000,1,0,0,0,0,0,24.000000,110.000000000,0,0,SYN-FAIL-EDM-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
131,0.131000,1,0,0,0,0,0,24.000000,110.000000000,0,0,SYN-FAIL-EDM-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
132,0.132000,1,0,0,0,0,0,24.000000,110.000000000,0,0,SYN-FAIL-EDM-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
133,0.133000,1,0,0,0,0,0,24.000000,110.000000000,0,0,SYN-FAIL-EDM-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
134,0.134000,1,0,0,0,0,0,24.000000,110.000000000,0,0,SYN-FAIL-EDM-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
135,0.135000,1,0,0,0,0,0,24.000000,110.000000000,0,0,SYN-FAIL-EDM-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
136,0.136000,1,0,0,0,0,0,24.000000,110.000000000,0,0,SYN-FAIL-EDM-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
137,0.137000,1,0,0,0,0,0,24.000000,110.000000000,0,0,SYN-FAIL-EDM-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
138,0.138000,1,0,0,0,0,0,24.000000,110.000000000,0,0,SYN-FAIL-EDM-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
139,0.139000,1,0,0,0,0,0,24.000000,110.000000000,0,0,SYN-FAIL-EDM-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
140,0.140000,1,0,0,0,0,0,24.000000,110.000000000,0,0,SYN-FAIL-EDM-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
141,0.141000,1,0,0,0,0,0,24.000000,110.000000000,0,0,SYN-FAIL-EDM-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
142,0.142000,1,0,0,0,0,0,24.000000,110.000000000,0,0,SYN-FAIL-EDM-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
143,0.143000,1,0,0,0,0,0,24.000000,110.000000000,0,0,SYN-FAIL-EDM-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
144,0.144000,1,0,0,0,0,0,24.000000,110.000000000,0,0,SYN-FAIL-EDM-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
145,0.145000,1,0,0,0,0,0,24.000000,110.000000000,0,0,SYN-FAIL-EDM-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
146,0.146000,1,0,0,0,0,0,24.000000,110.000000000,0,0,SYN-FAIL-EDM-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
147,0.147000,1,0,0,0,0,0,24.000000,110.000000000,0,0,SYN-FAIL-EDM-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
148,0.148000,1,0,0,0,0,0,24.000000,110.000000000,0,0,SYN-FAIL-EDM-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
149,0.149000,1,0,0,0,0,0,24.000000,110.000000000,0,0,SYN-FAIL-EDM-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
150,0.150000,1,0,0,0,0,0,24.000000,110.000000000,0,0,SYN-FAIL-EDM-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
