sample_index,daq_time_s,reset_event_state,arm_event_state,k1_coil_state,k2_coil_state,k1_aux_status_state,k2_aux_status_state,source_voltage_V,external_angle_deg,dropped_scan_count,sensor_saturation_flags,run_id,configuration_commit,article_revision,calibration_bundle_hash,timing_budget_revision
125,0.125000,0,1,1,1,0,0,24.000000,100.000000000,0,0,SYN-PASS-RESET-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
126,0.126000,0,1,1,1,0,0,24.000000,100.000000000,0,0,SYN-PASS-RESET-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
127,0.127000,0,1,1,1,0,0,24.000000,100.000000000,0,0,SYN-PASS-RESET-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
128,0.128000,0,1,1,1,0,0,24.000000,100.000000000,0,0,SYN-PASS-RESET-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
129,0.129000,0,1,1,1,0,0,24.000000,100.000000000,0,0,SYN-PASS-RESET-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
130,0.130000,0,1,1,1,1,0,24.000000,100.000000000,0,0,SYN-PASS-RESET-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
131,0.131000,0,1,1,1,1,1,24.000000,100.000000000,0,0,SYN-PASS-RESET-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
132,0.132000,0,1,1,1,1,1,24.000000,100.000000000,0,0,SYN-PASS-RESET-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
133,0.133000,0,1,1,1,1,1,24.000000,100.000000000,0,0,SYN-PASS-RESET-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
134,0.134000,0,1,1,1,1,1,24.000000,100.000000000,0,0,SYN-PASS-RESET-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
135,0.135000,0,1,1,1,1,1,24.000000,100.000000000,0,0,SYN-PASS-RESET-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
136,0.136000,0,1,1,1,1,1,24.000000,100.000000000,0,0,SYN-PASS-RESET-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
137,0.137000,0,1,1,1,1,1,24.000000,100.000000000,0,0,SYN-PASS-RESET-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
138,0.138000,0,1,1,1,1,1,24.000000,100.000000000,0,0,SYN-PASS-RESET-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
139,0.139000,0,1,1,1,1,1,24.000000,100.000000000,0,0,SYN-PASS-RESET-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
140,0.140000,0,1,1,1,1,1,24.000000,100.000000000,0,0,SYN-PASS-RESET-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
141,0.141000,0,1,1,1,1,1,24.000000,100.000000000,0,0,SYN-PASS-RESET-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
142,0.142000,0,1,1,1,1,1,24.000000,100.000000000,0,0,SYN-PASS-RESET-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
143,0.143000,0,1,1,1,1,1,24.000000,100.000000000,0,0,SYN-PASS-RESET-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
144,0.144000,0,1,1,1,1,1,24.000000,100.000000000,0,0,SYN-PASS-RESET-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
145,0.145000,0,1,1,1,1,1,24.000000,100.000000000,0,0,SYN-PASS-RESET-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
146,0.146000,0,1,1,1,1,1,24.000000,100.000000000,0,0,SYN-PASS-RESET-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
147,0.147000,0,1,1,1,1,1,24.000000,100.000000000,0,0,SYN-PASS-RESET-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
148,0.148000,0,1,1,1,1,1,24.000000,100.000000000,0,0,SYN-PASS-RESET-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
149,0.149000,0,1,1,1,1,1,24.000000,100.000000000,0,0,SYN-PASS-RESET-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
150,0.150000,0,1,1,1,1,1,24.000000,100.000000000,0,0,SYN-PASS-RESET-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
151,0.151000,0,1,1,1,1,1,24.000000,100.000000000,0,0,SYN-PASS-RESET-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
152,0.152000,0,1,1,1,1,1,24.000000,100.000000000,0,0,SYN-PASS-RESET-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
153,0.153000,0,1,1,1,1,1,24.000000,100.000000000,0,0,SYN-PASS-RESET-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
154,0.154000,0,1,1,1,1,1,24.000000,100.000000000,0,0,SYN-PASS-RESET-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
155,0.155000,0,1,1,1,1,1,24.000000,100.000000000,0,0,SYN-PASS-RESET-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
156,0.156000,0,1,1,1,1,1,24.000000,100.000000000,0,0,SYN-PASS-RESET-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
157,0.157000,0,1,1,1,1,1,24.000000,100.000000000,0,0,SYN-PASS-RESET-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
158,0.158000,0,1,1,1,1,1,24.000000,100.000000000,0,0,SYN-PASS-RESET-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
159,0.159000,0,1,1,1,1,1,24.000000,100.000000000,0,0,SYN-PASS-RESET-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
160,0.160000,0,1,1,1,1,1,24.000000,100.000000000,0,0,SYN-PASS-RESET-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
161,0.161000,0,1,1,1,1,1,24.000000,100.000000000,0,0,SYN-PASS-RESET-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
162,0.162000,0,1,1,1,1,1,24.000000,100.000000000,0,0,SYN-PASS-RESET-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
163,0.163000,0,1,1,1,1,1,24.000000,100.000000000,0,0,SYN-PASS-RESET-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
164,0.164000,0,1,1,1,1,1,24.000000,100.000000000,0,0,SYN-PASS-RESET-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
165,0.165000,0,1,1,1,1,1,24.000000,100.000000000,0,0,SYN-PASS-RESET-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
166,0.166000,0,1,1,1,1,1,24.000000,100.000000000,0,0,SYN-PASS-RESET-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
167,0.167000,0,1,1,1,1,1,24.000000,100.000000000,0,0,SYN-PASS-RESET-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
168,0.168000,0,1,1,1,1,1,24.000000,100.000000000,0,0,SYN-PASS-RESET-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
169,0.169000,0,1,1,1,1,1,24.000000,100.000000000,0,0,SYN-PASS-RESET-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
170,0.170000,0,1,1,1,1,1,24.000000,100.000000000,0,0,SYN-PASS-RESET-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
171,0.171000,0,1,1,1,1,1,24.000000,100.000000000,0,0,SYN-PASS-RESET-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
172,0.172000,0,1,1,1,1,1,24.000000,100.000000000,0,0,SYN-PASS-RESET-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
173,0.173000,0,1,1,1,1,1,24.000000,100.000000000,0,0,SYN-PASS-RESET-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
174,0.174000,0,1,1,1,1,1,24.000000,100.000000000,0,0,SYN-PASS-RESET-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
175,0.175000,0,1,1,1,1,1,24.000000,100.000000000,0,0,SYN-PASS-RESET-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
176,0.176000,0,1,1,1,1,1,24.000000,100.000000000,0,0,SYN-PASS-RESET-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
177,0.177000,0,1,1,1,1,1,24.000000,100.000000000,0,0,SYN-PASS-RESET-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
178,0.178000,0,1,1,1,1,1,24.000000,100.000000000,0,0,SYN-PASS-RESET-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
179,0.179000,0,1,1,1,1,1,24.000000,100.000000000,0,0,SYN-PASS-RESET-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
180,0.180000,0,1,1,1,1,1,24.000000,100.000000000,0,0,SYN-PASS-RESET-001,synthetic-validation-not-hardware,SYNTHETIC-P0.2,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.2
