family_id,part_name,part_kind,solid_count,volume_mm3,candidate_non_actuator_mass_kg,material_or_product_candidate,note,authority,warning
JMF-04-MEDIUM,CARRIER_B_SCREW_21,socket-head carrier screw,1,248.129720,0.001947818,metric alloy-steel screw candidate,"property class, length, tapped side, torque, locking and access open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-04-MEDIUM,CARRIER_B_SCREW_22,socket-head carrier screw,1,248.129720,0.001947818,metric alloy-steel screw candidate,"property class, length, tapped side, torque, locking and access open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-04-MEDIUM,OUTPUT_ENCODER_CARRIER,output encoder carrier,1,789.325154,0.001420785,magnetic absolute encoder carrier candidate,"sensor, magnet, PCB, accuracy, redundancy and safety role SELECTION REQUIRED","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-04-MEDIUM,OUTPUT_MAGNET_HUB,encoder magnet hub,1,190.003524,0.000513010,nonmagnetic hub plus magnet candidate,"magnet grade, adhesive, retention and air gap open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-04-MEDIUM,ACTUATOR,SHA-bound manufacturer actuator,18,44894.794853,0.000000000,ROBOTIS-X430,exact manufacturer B-Rep; exact model/suffix and project mounting stack remain provisional,"NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-04-MEDIUM,OUTPUT_COUPLER,coaxial clamping coupler,1,7800.770908,0.021062081,split-clamp aluminum/steel coupler candidate,"spline/horn interface, clamp preload, fretting and retention open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-05-WAIST,OUTPUT_SHAFT,hollow output shaft,1,5868.615086,0.045775198,17-4PH or alloy-steel candidate - SELECTION REQUIRED,"shoulders, surface finish, hardness and received runout open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-05-WAIST,BEARING_B,catalogue bearing candidate,1,1465.710053,0.011505824,6803 OPEN EVALUATION CANDIDATE,"application, suffix, fit, lubrication, life and preload open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-05-WAIST,CARRIER_B,removable joint carrier,1,16090.081829,0.043443221,6061-T6 plate candidate,"machining process, tolerances, inserts and capacity open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-05-WAIST,RETAINER_B,axial bearing retainer,1,135.186659,0.001061215,spring-steel ring or threaded collar candidate,groove/thread geometry and axial capacity open,"NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-05-WAIST,CARRIER_B_SCREW_11,socket-head carrier screw,1,439.810898,0.003452516,metric alloy-steel screw candidate,"property class, length, tapped side, torque, locking and access open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-05-WAIST,CARRIER_B_SCREW_12,socket-head carrier screw,1,439.810898,0.003452516,metric alloy-steel screw candidate,"property class, length, tapped side, torque, locking and access open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-05-WAIST,CARRIER_B_SCREW_21,socket-head carrier screw,1,439.810898,0.003452516,metric alloy-steel screw candidate,"property class, length, tapped side, torque, locking and access open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-05-WAIST,CARRIER_B_SCREW_22,socket-head carrier screw,1,439.810898,0.003452516,metric alloy-steel screw candidate,"property class, length, tapped side, torque, locking and access open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-05-WAIST,OUTPUT_ENCODER_CARRIER,output encoder carrier,1,1119.192383,0.002014546,magnetic absolute encoder carrier candidate,"sensor, magnet, PCB, accuracy, redundancy and safety role SELECTION REQUIRED","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-05-WAIST,OUTPUT_MAGNET_HUB,encoder magnet hub,1,295.561037,0.000798015,nonmagnetic hub plus magnet candidate,"magnet grade, adhesive, retention and air gap open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-05-WAIST,ACTUATOR,SHA-bound manufacturer actuator,1,84589.528735,0.000000000,ROBOTIS-540,exact manufacturer B-Rep; exact model/suffix and project mounting stack remain provisional,"NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-05-WAIST,OUTPUT_COUPLER,coaxial clamping coupler,1,13393.263326,0.036161811,split-clamp aluminum/steel coupler candidate,"spline/horn interface, clamp preload, fretting and retention open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-06-LEG-DIRECT,OUTPUT_SHAFT,hollow output shaft,1,5152.081262,0.040186234,17-4PH or alloy-steel candidate - SELECTION REQUIRED,"shoulders, surface finish, hardness and received runout open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-06-LEG-DIRECT,BEARING_B,catalogue bearing candidate,1,1989.759123,0.015619609,6901 OPEN EVALUATION CANDIDATE,"application, suffix, fit, lubrication, life and preload open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-06-LEG-DIRECT,CARRIER_B,removable joint carrier,1,12041.497240,0.032512043,6061-T6 plate candidate,"machining process, tolerances, inserts and capacity open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-06-LEG-DIRECT,RETAINER_B,axial bearing retainer,1,99.843742,0.000783773,spring-steel ring or threaded collar candidate,groove/thread geometry and axial capacity open,"NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-06-LEG-DIRECT,CARRIER_B_SCREW_11,socket-head carrier screw,1,439.810898,0.003452516,metric alloy-steel screw candidate,"property class, length, tapped side, torque, locking and access open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-06-LEG-DIRECT,CARRIER_B_SCREW_12,socket-head carrier screw,1,439.810898,0.003452516,metric alloy-steel screw candidate,"property class, length, tapped side, torque, locking and access open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-06-LEG-DIRECT,CARRIER_B_SCREW_21,socket-head carrier screw,1,439.810898,0.003452516,metric alloy-steel screw candidate,"property class, length, tapped side, torque, locking and access open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-06-LEG-DIRECT,CARRIER_B_SCREW_22,socket-head carrier screw,1,439.810898,0.003452516,metric alloy-steel screw candidate,"property class, length, tapped side, torque, locking and access open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-06-LEG-DIRECT,OUTPUT_ENCODER_CARRIER,output encoder carrier,1,883.572934,0.001590431,magnetic absolute encoder carrier candidate,"sensor, magnet, PCB, accuracy, redundancy and safety role SELECTION REQUIRED","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-06-LEG-DIRECT,OUTPUT_MAGNET_HUB,encoder magnet hub,1,220.162813,0.000594440,nonmagnetic hub plus magnet candidate,"magnet grade, adhesive, retention and air gap open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-06-LEG-DIRECT,ACTUATOR,SHA-bound manufacturer actuator,1,84589.528735,0.000000000,ROBOTIS-540,exact manufacturer B-Rep; exact model/suffix and project mounting stack remain provisional,"NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-06-LEG-DIRECT,OUTPUT_COUPLER,coaxial clamping coupler,1,11758.855639,0.031748910,split-clamp aluminum/steel coupler candidate,"spline/horn interface, clamp preload, fretting and retention open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-07-LEG-REDUCED-15,OUTPUT_SHAFT,hollow output shaft,1,5430.572141,0.042358463,17-4PH or alloy-steel candidate - SELECTION REQUIRED,"shoulders, surface finish, hardness and received runout open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-07-LEG-REDUCED-15,BEARING_A,catalogue bearing candidate,1,1989.759123,0.015619609,6901 OPEN EVALUATION CANDIDATE,"application, suffix, fit, lubrication, life and preload open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-07-LEG-REDUCED-15,CARRIER_A,removable joint carrier,1,13715.973179,0.037033128,6061-T6 plate candidate,"machining process, tolerances, inserts and capacity open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-07-LEG-REDUCED-15,RETAINER_A,axial bearing retainer,1,99.843742,0.000783773,spring-steel ring or threaded collar candidate,groove/thread geometry and axial capacity open,"NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-07-LEG-REDUCED-15,CARRIER_A_SCREW_11,socket-head carrier screw,1,439.810898,0.003452516,metric alloy-steel screw candidate,"property class, length, tapped side, torque, locking and access open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-07-LEG-REDUCED-15,CARRIER_A_SCREW_12,socket-head carrier screw,1,439.810898,0.003452516,metric alloy-steel screw candidate,"property class, length, tapped side, torque, locking and access open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-07-LEG-REDUCED-15,CARRIER_A_SCREW_21,socket-head carrier screw,1,439.810898,0.003452516,metric alloy-steel screw candidate,"property class, length, tapped side, torque, locking and access open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-07-LEG-REDUCED-15,CARRIER_A_SCREW_22,socket-head carrier screw,1,439.810898,0.003452516,metric alloy-steel screw candidate,"property class, length, tapped side, torque, locking and access open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-07-LEG-REDUCED-15,BEARING_B,catalogue bearing candidate,1,1989.759123,0.015619609,6901 OPEN EVALUATION CANDIDATE,"application, suffix, fit, lubrication, life and preload open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-07-LEG-REDUCED-15,CARRIER_B,removable joint carrier,1,13715.973179,0.037033128,6061-T6 plate candidate,"machining process, tolerances, inserts and capacity open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-07-LEG-REDUCED-15,RETAINER_B,axial bearing retainer,1,99.843742,0.000783773,spring-steel ring or threaded collar candidate,groove/thread geometry and axial capacity open,"NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-07-LEG-REDUCED-15,CARRIER_B_SCREW_11,socket-head carrier screw,1,439.810898,0.003452516,metric alloy-steel screw candidate,"property class, length, tapped side, torque, locking and access open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-07-LEG-REDUCED-15,CARRIER_B_SCREW_12,socket-head carrier screw,1,439.810898,0.003452516,metric alloy-steel screw candidate,"property class, length, tapped side, torque, locking and access open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-07-LEG-REDUCED-15,CARRIER_B_SCREW_21,socket-head carrier screw,1,439.810898,0.003452516,metric alloy-steel screw candidate,"property class, length, tapped side, torque, locking and access open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-07-LEG-REDUCED-15,CARRIER_B_SCREW_22,socket-head carrier screw,1,439.810898,0.003452516,metric alloy-steel screw candidate,"property class, length, tapped side, torque, locking and access open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-07-LEG-REDUCED-15,OUTPUT_ENCODER_CARRIER,output encoder carrier,1,883.572934,0.001590431,magnetic absolute encoder carrier candidate,"sensor, magnet, PCB, accuracy, redundancy and safety role SELECTION REQUIRED","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-07-LEG-REDUCED-15,OUTPUT_MAGNET_HUB,encoder magnet hub,1,220.162813,0.000594440,nonmagnetic hub plus magnet candidate,"magnet grade, adhesive, retention and air gap open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-07-LEG-REDUCED-15,ACTUATOR,SHA-bound manufacturer actuator,1,84589.528735,0.000000000,ROBOTIS-540,exact manufacturer B-Rep; exact model/suffix and mount remain provisional,"NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-07-LEG-REDUCED-15,OUTPUT_PULLEY,spoked timing-pulley candidate,1,10060.653316,0.028270436,7075-T6 or reinforced-polymer pulley candidate,"pitch, tooth form, flange, bore and retention open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-07-LEG-REDUCED-15,MOTOR_PULLEY,spoked timing-pulley candidate,1,5298.618008,0.014889117,7075-T6 or reinforced-polymer pulley candidate,"pitch, tooth form, flange, bore and retention open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-07-LEG-REDUCED-15,TIMING_BELT,closed-loop belt candidate,4,3862.020351,0.004634424,5M elastomer/fiber belt candidate,"exact tooth count, width, preload, rating, guard clearance and life open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-07-LEG-REDUCED-15,TRANSMISSION_GUARD,removable belt guard,1,15415.537198,0.018190334,printed polymer or thin aluminum guard candidate,"split, retention, vent, pinch access and impact proof open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-08-LEG-REDUCED-20,OUTPUT_SHAFT,hollow output shaft,1,5430.572141,0.042358463,17-4PH or alloy-steel candidate - SELECTION REQUIRED,"shoulders, surface finish, hardness and received runout open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-08-LEG-REDUCED-20,BEARING_A,catalogue bearing candidate,1,1989.759123,0.015619609,6901 OPEN EVALUATION CANDIDATE,"application, suffix, fit, lubrication, life and preload open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-08-LEG-REDUCED-20,CARRIER_A,removable joint carrier,1,12997.594241,0.035093504,6061-T6 plate candidate,"machining process, tolerances, inserts and capacity open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-08-LEG-REDUCED-20,RETAINER_A,axial bearing retainer,1,99.843742,0.000783773,spring-steel ring or threaded collar candidate,groove/thread geometry and axial capacity open,"NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-08-LEG-REDUCED-20,CARRIER_A_SCREW_11,socket-head carrier screw,1,439.810898,0.003452516,metric alloy-steel screw candidate,"property class, length, tapped side, torque, locking and access open","NO PROCUREMENT, FABRICATION, ASSEMBLY, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
