pair_id,coordinate,q1_lo_deg,q1_hi_deg,q2_lo_deg,q2_hi_deg,center_distance_mm,motion_bound_mm,guaranteed_clearance_mm,distance_method,subdivision_depth,status
BASE_FORE:J1_BODY:G1_H104,J1+J2,25.000000000,47.500000000,15.000000000,120.000000000,226.473446178,186.877044653,39.596401525,AABB_LOWER_BOUND,2,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:J1_BODY:G1_H104,J1+J2,47.500000000,70.000000000,15.000000000,120.000000000,231.331133728,186.877044653,44.454089075,AABB_LOWER_BOUND,2,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:J1_S102:J2_H101,J1+J2,-20.000000000,70.000000000,15.000000000,120.000000000,215.180830370,214.063802270,1.117028100,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:J1_S102:FORE_PROX_ADAPTER,J1+J2,-20.000000000,25.000000000,15.000000000,120.000000000,214.717798441,150.255258868,64.462539573,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:J1_S102:FORE_PROX_ADAPTER,J1+J2,25.000000000,70.000000000,15.000000000,120.000000000,187.173455685,150.255258868,36.918196817,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:J1_S102:FORE_MEMBER,J1+J2,-20.000000000,25.000000000,15.000000000,120.000000000,237.533706248,198.456430459,39.077275790,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:J1_S102:FORE_MEMBER,J1+J2,25.000000000,70.000000000,15.000000000,120.000000000,200.748043893,198.456430459,2.291613434,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:J1_S102:FORE_DIST_H104_ADAPTER,J1+J2,-20.000000000,25.000000000,15.000000000,120.000000000,263.261538809,210.345244916,52.916293893,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:J1_S102:FORE_DIST_H104_ADAPTER,J1+J2,25.000000000,70.000000000,15.000000000,120.000000000,236.852010184,210.345244916,26.506765269,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:J1_S102:G1_H104,J1+J2,-20.000000000,25.000000000,15.000000000,120.000000000,275.324828261,252.642506993,22.682321268,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:J1_S102:G1_H104,J1+J2,25.000000000,47.500000000,15.000000000,120.000000000,255.964845055,186.877044653,69.087800402,AABB_LOWER_BOUND,2,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:J1_S102:G1_H104,J1+J2,47.500000000,70.000000000,15.000000000,120.000000000,238.786036350,186.877044653,51.908991697,AABB_LOWER_BOUND,2,CERTIFIED_NOMINAL_MODEL_SPACE
