component,group,physical_or_reference,xmin_mm,xmax_mm,ymin_mm,ymax_mm,zmin_mm,zmax_mm,note,status
JMOD_L_SHOULDER_ROLL_CABLE_CORRIDOR,joint cable corridor,REFERENCE/RESERVATION,100.000000,110.000000,-30.001554,30.001554,568.758446,578.761554,JMF-03-SHOULDER-GIMBAL routing reservation; cable construction and bend control selection required,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_SHOULDER_ROLL_OUTPUT_PULLEY,joint transmission,PHYSICAL ENVELOPE,88.995027,121.004973,-6.004973,6.004973,574.000000,606.000000,1.0:1 initial candidate lightweight spoked pulley envelope; pitch/width/tooth count selection required,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_SHOULDER_ROLL_MOTOR_PULLEY,joint transmission,PHYSICAL ENVELOPE,92.996270,117.003730,-6.003730,6.003730,540.000000,564.000000,1.0:1 initial candidate lightweight spoked motor pulley envelope; bore and retention selection required,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_SHOULDER_ROLL_ACTUATOR_VENDOR_CANDIDATE,joint actuator vendor geometry,PHYSICAL ENVELOPE,88.250000,121.750000,-24.500000,29.800000,507.250000,565.750000,ROBOTIS-540 SHA-bound manufacturer geometry in STEP; dimension-matched simplified body in GLB; project mounting interface remains candidate,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_SHOULDER_ROLL_BELT_PATH_RESERVATION,joint transmission reservation,REFERENCE/RESERVATION,100.998757,109.001243,-4.000000,4.000000,551.998757,590.001243,belt sweep/guard reservation only; no belt selection or load credit,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_ELBOW_PITCH_OUTPUT_SHAFT,joint module shaft,PHYSICAL ENVELOPE,107.998446,162.001554,-5.000000,5.000000,434.998446,445.001554,"JMF-04-MEDIUM hollow shaft candidate with 6.2 mm through bore; material, wall, fits and retention selection required",CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_ELBOW_PITCH_BEARING_B_RING,joint module bearing,PHYSICAL ENVELOPE,151.996581,158.003419,-11.000000,11.000000,428.996581,451.003419,JMF-04-MEDIUM bearing envelope; exact bearing selection required,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_ELBOW_PITCH_INTERFACE_PLATE_B,joint module interface plate,PHYSICAL ENVELOPE,157.998416,162.001584,-26.000000,26.000000,412.000000,468.000000,JMF-04-MEDIUM provisional four-hole module interface; thread/fastener stack not released,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_ELBOW_PITCH_CABLE_CORRIDOR,joint cable corridor,REFERENCE/RESERVATION,107.998601,162.001399,10.060000,19.060000,435.498601,444.501399,JMF-04-MEDIUM routing reservation; cable construction and bend control selection required,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_ELBOW_PITCH_ACTUATOR_VENDOR_CANDIDATE,joint actuator vendor geometry,PHYSICAL ENVELOPE,65.000000,107.700000,-14.250000,14.250000,404.750000,451.250000,ROBOTIS-X430 SHA-bound manufacturer geometry in STEP; dimension-matched simplified body in GLB; project mounting interface remains candidate,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_ELBOW_PITCH_ACTUATOR_OUTPUT_COUPLER,joint transmission,PHYSICAL ENVELOPE,83.998881,135.001119,-3.600000,3.600000,436.398881,443.601119,"coaxial output coupling candidate; spline, clamp, material and retention selection required",CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_WRIST_ROTATION_OUTPUT_SHAFT,joint module shaft,PHYSICAL ENVELOPE,136.999067,143.000933,-3.000000,3.000000,275.999067,314.000933,"JMF-01-COMPACT hollow shaft candidate with 3.7 mm through bore; material, wall, fits and retention selection required",CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_WRIST_ROTATION_BEARING_B_RING,joint module bearing,PHYSICAL ENVELOPE,132.497669,147.502331,-7.500000,7.500000,305.997669,311.002331,JMF-01-COMPACT bearing envelope; exact bearing selection required,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_WRIST_ROTATION_INTERFACE_PLATE_B,joint module interface plate,PHYSICAL ENVELOPE,121.000000,159.000000,-18.000000,18.000000,310.998994,314.001006,JMF-01-COMPACT provisional four-hole module interface; thread/fastener stack not released,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_WRIST_ROTATION_CABLE_CORRIDOR,joint cable corridor,REFERENCE/RESERVATION,136.999067,143.000933,7.080000,13.080000,275.999067,314.000933,JMF-01-COMPACT routing reservation; cable construction and bend control selection required,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_WRIST_ROTATION_ACTUATOR_VENDOR_CANDIDATE,joint actuator vendor geometry,PHYSICAL ENVELOPE,104.750000,151.250000,-14.250000,14.250000,312.000000,354.700000,ROBOTIS-X430 SHA-bound manufacturer geometry in STEP; dimension-matched simplified body in GLB; project mounting interface remains candidate,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_WRIST_ROTATION_ACTUATOR_OUTPUT_COUPLER,joint transmission,PHYSICAL ENVELOPE,137.839329,142.160671,-2.160000,2.160000,294.999329,331.000671,"coaxial output coupling candidate; spline, clamp, material and retention selection required",CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_GRIPPER_OUTPUT_SHAFT,joint module shaft,PHYSICAL ENVELOPE,122.999223,157.000777,-2.500000,2.500000,249.499223,254.500777,"JMF-02-GRIPPER hollow shaft candidate with 3.1 mm through bore; material, wall, fits and retention selection required",CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_GRIPPER_BEARING_B_RING,joint module bearing,PHYSICAL ENVELOPE,149.998135,154.001865,-6.000000,6.000000,245.998135,258.001865,JMF-02-GRIPPER bearing envelope; exact bearing selection required,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_GRIPPER_INTERFACE_PLATE_B,joint module interface plate,PHYSICAL ENVELOPE,153.999150,157.000850,-21.000000,21.000000,233.000000,271.000000,JMF-02-GRIPPER provisional four-hole module interface; thread/fastener stack not released,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_GRIPPER_CABLE_CORRIDOR,joint cable corridor,REFERENCE/RESERVATION,122.999067,157.000933,7.640000,13.640000,248.999067,255.000933,JMF-02-GRIPPER routing reservation; cable construction and bend control selection required,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_GRIPPER_ACTUATOR_VENDOR_CANDIDATE,joint actuator vendor geometry,PHYSICAL ENVELOPE,130.000000,150.000000,-22.500000,6.500000,253.500000,287.500000,ROBOTIS-XC330 SHA-bound manufacturer geometry mounted transversely in the palm; dimension-matched simplified body in GLB; project mounting interface remains candidate,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_GRIPPER_SYMMETRIC_DRIVE_COUPLER,gripper transmission,PHYSICAL ENVELOPE,136.999067,143.000933,-3.000000,3.000000,251.999067,278.000933,candidate rack/pinion or tendon equalizer connection; geometry is packaging-only,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_HIP_YAW_OUTPUT_SHAFT,joint module shaft,PHYSICAL ENVELOPE,55.497824,69.502176,-7.000000,7.000000,361.997824,432.002176,"JMF-06-LEG-DIRECT hollow shaft candidate with 8.7 mm through bore; material, wall, fits and retention selection required",CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_HIP_YAW_BEARING_B_RING,joint module bearing,PHYSICAL ENVELOPE,46.495027,78.504973,-16.000000,16.000000,418.995027,427.004973,JMF-06-LEG-DIRECT bearing envelope; exact bearing selection required,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_HIP_YAW_INTERFACE_PLATE_B,joint module interface plate,PHYSICAL ENVELOPE,27.500000,97.500000,-33.000000,33.000000,426.997805,432.002195,JMF-06-LEG-DIRECT provisional four-hole module interface; thread/fastener stack not released,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_HIP_YAW_CABLE_CORRIDOR,joint cable corridor,REFERENCE/RESERVATION,56.498135,68.501865,12.480000,24.480000,361.998135,432.001865,JMF-06-LEG-DIRECT routing reservation; cable construction and bend control selection required,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_HIP_YAW_ACTUATOR_VENDOR_CANDIDATE,joint actuator vendor geometry,PHYSICAL ENVELOPE,17.750000,76.250000,-16.750000,16.750000,311.500000,365.800000,ROBOTIS-540 SHA-bound manufacturer geometry in STEP; dimension-matched simplified body in GLB; project mounting interface remains candidate,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_HIP_YAW_ACTUATOR_OUTPUT_COUPLER,joint transmission,PHYSICAL ENVELOPE,57.458433,67.541567,-5.040000,5.040000,335.998433,397.001567,"coaxial output coupling candidate; spline, clamp, material and retention selection required",CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_HIP_ROLL_OUTPUT_SHAFT,joint module shaft,PHYSICAL ENVELOPE,55.500000,69.500000,-37.002176,37.002176,380.997824,395.002176,"JMF-08-LEG-REDUCED-20 hollow shaft candidate with 8.7 mm through bore; material, wall, fits and retention selection required",CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_HIP_ROLL_BEARING_A_RING,joint module bearing,PHYSICAL ENVELOPE,46.500000,78.500000,-32.004973,-23.995027,371.995027,404.004973,JMF-08-LEG-REDUCED-20 bearing envelope; exact bearing selection required,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_HIP_ROLL_INTERFACE_PLATE_A,joint module interface plate,PHYSICAL ENVELOPE,25.500000,99.500000,-37.002195,-31.997805,353.000000,423.000000,JMF-08-LEG-REDUCED-20 provisional four-hole module interface; thread/fastener stack not released,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_HIP_ROLL_BEARING_B_RING,joint module bearing,PHYSICAL ENVELOPE,46.500000,78.500000,23.995027,32.004973,371.995027,404.004973,JMF-08-LEG-REDUCED-20 bearing envelope; exact bearing selection required,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_HIP_ROLL_INTERFACE_PLATE_B,joint module interface plate,PHYSICAL ENVELOPE,25.500000,99.500000,31.997805,37.002195,353.000000,423.000000,JMF-08-LEG-REDUCED-20 provisional four-hole module interface; thread/fastener stack not released,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_HIP_ROLL_CABLE_CORRIDOR,joint cable corridor,REFERENCE/RESERVATION,56.500000,68.500000,-37.001865,37.001865,362.398135,374.401865,JMF-08-LEG-REDUCED-20 routing reservation; cable construction and bend control selection required,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_HIP_ROLL_OUTPUT_PULLEY,joint transmission,PHYSICAL ENVELOPE,36.491919,88.508081,-6.008081,6.008081,362.000000,414.000000,2.0:1 geometric candidate lightweight spoked pulley envelope; pitch/width/tooth count selection required,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_HIP_ROLL_MOTOR_PULLEY,joint transmission,PHYSICAL ENVELOPE,49.495959,75.504041,-6.004041,6.004041,329.000000,355.000000,2.0:1 geometric candidate lightweight spoked motor pulley envelope; bore and retention selection required,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_HIP_ROLL_ACTUATOR_VENDOR_CANDIDATE,joint actuator vendor geometry,PHYSICAL ENVELOPE,45.750000,79.250000,-24.500000,29.800000,297.250000,355.750000,ROBOTIS-540 SHA-bound manufacturer geometry in STEP; dimension-matched simplified body in GLB; project mounting interface remains candidate,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_HIP_ROLL_BELT_PATH_RESERVATION,joint transmission reservation,REFERENCE/RESERVATION,58.498757,66.501243,-4.000000,4.000000,341.998757,388.001243,belt sweep/guard reservation only; no belt selection or load credit,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_HIP_PITCH_OUTPUT_SHAFT,joint module shaft,PHYSICAL ENVELOPE,25.497824,99.502176,-7.000000,7.000000,372.997824,387.002176,"JMF-07-LEG-REDUCED-15 hollow shaft candidate with 8.7 mm through bore; material, wall, fits and retention selection required",CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_HIP_PITCH_BEARING_A_RING,joint module bearing,PHYSICAL ENVELOPE,30.495027,38.504973,-16.000000,16.000000,363.995027,396.004973,JMF-07-LEG-REDUCED-15 bearing envelope; exact bearing selection required,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_HIP_PITCH_INTERFACE_PLATE_A,joint module interface plate,PHYSICAL ENVELOPE,25.497805,30.502195,-36.000000,36.000000,341.000000,419.000000,JMF-07-LEG-REDUCED-15 provisional four-hole module interface; thread/fastener stack not released,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_HIP_PITCH_BEARING_B_RING,joint module bearing,PHYSICAL ENVELOPE,86.495027,94.504973,-16.000000,16.000000,363.995027,396.004973,JMF-07-LEG-REDUCED-15 bearing envelope; exact bearing selection required,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_HIP_PITCH_INTERFACE_PLATE_B,joint module interface plate,PHYSICAL ENVELOPE,94.497805,99.502195,-36.000000,36.000000,341.000000,419.000000,JMF-07-LEG-REDUCED-15 provisional four-hole module interface; thread/fastener stack not released,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_HIP_PITCH_CABLE_CORRIDOR,joint cable corridor,REFERENCE/RESERVATION,25.498135,99.501865,-6.000000,6.000000,353.838135,365.841865,JMF-07-LEG-REDUCED-15 routing reservation; cable construction and bend control selection required,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_HIP_PITCH_OUTPUT_PULLEY,joint transmission,PHYSICAL ENVELOPE,56.492540,68.507460,-24.007460,24.007460,356.000000,404.000000,1.5:1 geometric candidate lightweight spoked pulley envelope; pitch/width/tooth count selection required,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_HIP_PITCH_MOTOR_PULLEY,joint transmission,PHYSICAL ENVELOPE,56.495027,68.504973,-16.004973,16.004973,320.000000,352.000000,1.5:1 geometric candidate lightweight spoked motor pulley envelope; bore and retention selection required,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_HIP_PITCH_ACTUATOR_VENDOR_CANDIDATE,joint actuator vendor geometry,PHYSICAL ENVELOPE,38.000000,92.300000,-16.750000,16.750000,291.250000,349.750000,ROBOTIS-540 SHA-bound manufacturer geometry in STEP; dimension-matched simplified body in GLB; project mounting interface remains candidate,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_HIP_PITCH_BELT_PATH_RESERVATION,joint transmission reservation,REFERENCE/RESERVATION,58.498757,66.501243,-4.000000,4.000000,335.998757,380.001243,belt sweep/guard reservation only; no belt selection or load credit,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_KNEE_PITCH_OUTPUT_SHAFT,joint module shaft,PHYSICAL ENVELOPE,25.497824,99.502176,-7.000000,7.000000,202.997824,217.002176,"JMF-07-LEG-REDUCED-15 hollow shaft candidate with 8.7 mm through bore; material, wall, fits and retention selection required",CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_KNEE_PITCH_BEARING_A_RING,joint module bearing,PHYSICAL ENVELOPE,30.495027,38.504973,-16.000000,16.000000,193.995027,226.004973,JMF-07-LEG-REDUCED-15 bearing envelope; exact bearing selection required,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_KNEE_PITCH_INTERFACE_PLATE_A,joint module interface plate,PHYSICAL ENVELOPE,25.497805,30.502195,-36.000000,36.000000,171.000000,249.000000,JMF-07-LEG-REDUCED-15 provisional four-hole module interface; thread/fastener stack not released,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_KNEE_PITCH_BEARING_B_RING,joint module bearing,PHYSICAL ENVELOPE,86.495027,94.504973,-16.000000,16.000000,193.995027,226.004973,JMF-07-LEG-REDUCED-15 bearing envelope; exact bearing selection required,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_KNEE_PITCH_INTERFACE_PLATE_B,joint module interface plate,PHYSICAL ENVELOPE,94.497805,99.502195,-36.000000,36.000000,171.000000,249.000000,JMF-07-LEG-REDUCED-15 provisional four-hole module interface; thread/fastener stack not released,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_KNEE_PITCH_CABLE_CORRIDOR,joint cable corridor,REFERENCE/RESERVATION,25.498135,99.501865,-6.000000,6.000000,224.158135,236.161865,JMF-07-LEG-REDUCED-15 routing reservation; cable construction and bend control selection required,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_KNEE_PITCH_OUTPUT_PULLEY,joint transmission,PHYSICAL ENVELOPE,56.492540,68.507460,-24.007460,24.007460,186.000000,234.000000,1.5:1 geometric candidate lightweight spoked pulley envelope; pitch/width/tooth count selection required,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_KNEE_PITCH_MOTOR_PULLEY,joint transmission,PHYSICAL ENVELOPE,56.495027,68.504973,-16.004973,16.004973,238.000000,270.000000,1.5:1 geometric candidate lightweight spoked motor pulley envelope; bore and retention selection required,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_KNEE_PITCH_ACTUATOR_VENDOR_CANDIDATE,joint actuator vendor geometry,PHYSICAL ENVELOPE,38.000000,92.300000,-16.750000,16.750000,209.250000,267.750000,ROBOTIS-540 SHA-bound manufacturer geometry in STEP; dimension-matched simplified body in GLB; project mounting interface remains candidate,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_KNEE_PITCH_BELT_PATH_RESERVATION,joint transmission reservation,REFERENCE/RESERVATION,58.498757,66.501243,-4.000000,4.000000,209.998757,254.001243,belt sweep/guard reservation only; no belt selection or load credit,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_ANKLE_PITCH_OUTPUT_SHAFT,joint module shaft,PHYSICAL ENVELOPE,25.497824,99.502176,-7.000000,7.000000,37.997824,52.002176,"JMF-07-LEG-REDUCED-15 hollow shaft candidate with 8.7 mm through bore; material, wall, fits and retention selection required",CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_ANKLE_PITCH_BEARING_A_RING,joint module bearing,PHYSICAL ENVELOPE,30.495027,38.504973,-16.000000,16.000000,28.995027,61.004973,JMF-07-LEG-REDUCED-15 bearing envelope; exact bearing selection required,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_ANKLE_PITCH_INTERFACE_PLATE_A,joint module interface plate,PHYSICAL ENVELOPE,25.497805,30.502195,-36.000000,36.000000,6.000000,84.000000,JMF-07-LEG-REDUCED-15 provisional four-hole module interface; thread/fastener stack not released,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_ANKLE_PITCH_BEARING_B_RING,joint module bearing,PHYSICAL ENVELOPE,86.495027,94.504973,-16.000000,16.000000,28.995027,61.004973,JMF-07-LEG-REDUCED-15 bearing envelope; exact bearing selection required,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_ANKLE_PITCH_INTERFACE_PLATE_B,joint module interface plate,PHYSICAL ENVELOPE,94.497805,99.502195,-36.000000,36.000000,6.000000,84.000000,JMF-07-LEG-REDUCED-15 provisional four-hole module interface; thread/fastener stack not released,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_ANKLE_PITCH_CABLE_CORRIDOR,joint cable corridor,REFERENCE/RESERVATION,25.498135,99.501865,-6.000000,6.000000,59.158135,71.161865,JMF-07-LEG-REDUCED-15 routing reservation; cable construction and bend control selection required,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_ANKLE_PITCH_OUTPUT_PULLEY,joint transmission,PHYSICAL ENVELOPE,56.492540,68.507460,-24.007460,24.007460,21.000000,69.000000,1.5:1 geometric candidate lightweight spoked pulley envelope; pitch/width/tooth count selection required,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_ANKLE_PITCH_MOTOR_PULLEY,joint transmission,PHYSICAL ENVELOPE,56.495027,68.504973,-16.004973,16.004973,73.000000,105.000000,1.5:1 geometric candidate lightweight spoked motor pulley envelope; bore and retention selection required,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_ANKLE_PITCH_ACTUATOR_VENDOR_CANDIDATE,joint actuator vendor geometry,PHYSICAL ENVELOPE,38.000000,92.300000,-16.750000,16.750000,44.250000,102.750000,ROBOTIS-540 SHA-bound manufacturer geometry in STEP; dimension-matched simplified body in GLB; project mounting interface remains candidate,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_ANKLE_PITCH_BELT_PATH_RESERVATION,joint transmission reservation,REFERENCE/RESERVATION,58.498757,66.501243,-4.000000,4.000000,44.998757,89.001243,belt sweep/guard reservation only; no belt selection or load credit,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_ANKLE_ROLL_OUTPUT_SHAFT,joint module shaft,PHYSICAL ENVELOPE,55.500000,69.500000,-37.002176,37.002176,29.997824,44.002176,"JMF-08-LEG-REDUCED-20 hollow shaft candidate with 8.7 mm through bore; material, wall, fits and retention selection required",CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_ANKLE_ROLL_BEARING_A_RING,joint module bearing,PHYSICAL ENVELOPE,46.500000,78.500000,-32.004973,-23.995027,20.995027,53.004973,JMF-08-LEG-REDUCED-20 bearing envelope; exact bearing selection required,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_ANKLE_ROLL_INTERFACE_PLATE_A,joint module interface plate,PHYSICAL ENVELOPE,25.500000,99.500000,-37.002195,-31.997805,2.000000,72.000000,JMF-08-LEG-REDUCED-20 provisional four-hole module interface; thread/fastener stack not released,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_ANKLE_ROLL_BEARING_B_RING,joint module bearing,PHYSICAL ENVELOPE,46.500000,78.500000,23.995027,32.004973,20.995027,53.004973,JMF-08-LEG-REDUCED-20 bearing envelope; exact bearing selection required,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_ANKLE_ROLL_INTERFACE_PLATE_B,joint module interface plate,PHYSICAL ENVELOPE,25.500000,99.500000,31.997805,37.002195,2.000000,72.000000,JMF-08-LEG-REDUCED-20 provisional four-hole module interface; thread/fastener stack not released,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_ANKLE_ROLL_CABLE_CORRIDOR,joint cable corridor,REFERENCE/RESERVATION,56.500000,68.500000,-37.001865,37.001865,50.598135,62.601865,JMF-08-LEG-REDUCED-20 routing reservation; cable construction and bend control selection required,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_ANKLE_ROLL_OUTPUT_PULLEY,joint transmission,PHYSICAL ENVELOPE,36.491919,88.508081,-6.008081,6.008081,11.000000,63.000000,2.0:1 geometric candidate lightweight spoked pulley envelope; pitch/width/tooth count selection required,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_ANKLE_ROLL_MOTOR_PULLEY,joint transmission,PHYSICAL ENVELOPE,49.495959,75.504041,-6.004041,6.004041,70.000000,96.000000,2.0:1 geometric candidate lightweight spoked motor pulley envelope; bore and retention selection required,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_ANKLE_ROLL_ACTUATOR_VENDOR_CANDIDATE,joint actuator vendor geometry,PHYSICAL ENVELOPE,45.750000,79.250000,-24.500000,29.800000,38.250000,96.750000,ROBOTIS-540 SHA-bound manufacturer geometry in STEP; dimension-matched simplified body in GLB; project mounting interface remains candidate,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_L_ANKLE_ROLL_BELT_PATH_RESERVATION,joint transmission reservation,REFERENCE/RESERVATION,58.498757,66.501243,-4.000000,4.000000,36.998757,83.001243,belt sweep/guard reservation only; no belt selection or load credit,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_SHOULDER_PITCH_OUTPUT_SHAFT,joint module shaft,PHYSICAL ENVELOPE,-135.001554,-74.998446,-5.000000,5.000000,584.998446,595.001554,"JMF-03-SHOULDER-GIMBAL hollow shaft candidate with 6.2 mm through bore; material, wall, fits and retention selection required",CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_SHOULDER_PITCH_BEARING_A_RING,joint module bearing,PHYSICAL ENVELOPE,-131.003419,-124.996581,-11.000000,11.000000,578.996581,601.003419,JMF-03-SHOULDER-GIMBAL bearing envelope; exact bearing selection required,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_SHOULDER_PITCH_INTERFACE_PLATE_A,joint module interface plate,PHYSICAL ENVELOPE,-135.001584,-130.998416,-29.000000,29.000000,558.000000,622.000000,JMF-03-SHOULDER-GIMBAL provisional four-hole module interface; thread/fastener stack not released,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_SHOULDER_PITCH_BEARING_B_RING,joint module bearing,PHYSICAL ENVELOPE,-85.003419,-78.996581,-11.000000,11.000000,578.996581,601.003419,JMF-03-SHOULDER-GIMBAL bearing envelope; exact bearing selection required,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_SHOULDER_PITCH_INTERFACE_PLATE_B,joint module interface plate,PHYSICAL ENVELOPE,-79.001584,-74.998416,-29.000000,29.000000,558.000000,622.000000,JMF-03-SHOULDER-GIMBAL provisional four-hole module interface; thread/fastener stack not released,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_SHOULDER_PITCH_CABLE_CORRIDOR,joint cable corridor,REFERENCE/RESERVATION,-135.001554,-74.998446,11.240000,21.240000,584.998446,595.001554,JMF-03-SHOULDER-GIMBAL routing reservation; cable construction and bend control selection required,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_SHOULDER_PITCH_OUTPUT_PULLEY,joint transmission,PHYSICAL ENVELOPE,-111.004973,-98.995027,-16.004973,16.004973,574.000000,606.000000,1.0:1 initial candidate lightweight spoked pulley envelope; pitch/width/tooth count selection required,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_SHOULDER_PITCH_MOTOR_PULLEY,joint transmission,PHYSICAL ENVELOPE,-111.003730,-98.996270,25.996270,50.003730,578.000000,602.000000,1.0:1 initial candidate lightweight spoked motor pulley envelope; bore and retention selection required,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_SHOULDER_PITCH_ACTUATOR_VENDOR_CANDIDATE,joint actuator vendor geometry,PHYSICAL ENVELOPE,-129.500000,-75.200000,21.250000,54.750000,545.250000,603.750000,ROBOTIS-540 SHA-bound manufacturer geometry in STEP; dimension-matched simplified body in GLB; project mounting interface remains candidate,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_SHOULDER_PITCH_BELT_PATH_RESERVATION,joint transmission reservation,REFERENCE/RESERVATION,-109.000000,-101.000000,-0.001243,38.001243,585.998757,594.001243,belt sweep/guard reservation only; no belt selection or load credit,CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_SHOULDER_ROLL_OUTPUT_SHAFT,joint module shaft,PHYSICAL ENVELOPE,-110.000000,-100.000000,-30.001554,30.001554,584.998446,595.001554,"JMF-03-SHOULDER-GIMBAL hollow shaft candidate with 6.2 mm through bore; material, wall, fits and retention selection required",CANDIDATE ENVELOPE - NOT A FABRICATION PART
JMOD_R_SHOULDER_ROLL_BEARING_A_RING,joint module bearing,PHYSICAL ENVELOPE,-116.000000,-94.000000,-26.003419,-19.996581,578.996581,601.003419,JMF-03-SHOULDER-GIMBAL bearing envelope; exact bearing selection required,CANDIDATE ENVELOPE - NOT A FABRICATION PART
