name,version,architecture,distro,upstream,purl,spdx_id,files_analyzed,package_verification_code,supplier,source_info,evidence_state,warning
libbabeltrace1,1.5.11-4+b2,arm64,debian-13,babeltrace@1.5.11-4,pkg:deb/debian/libbabeltrace1@1.5.11-4+b2?arch=arm64&distro=debian-13&upstream=babeltrace@1.5.11-4,SPDXRef-Package-deb-libbabeltrace1-1685e21a73484e6e,true,8af03913de2fe772502e50fdbf08f314a5c73e94,Person: Jon Bernard (jbernard@debian.org),"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libbabeltrace1/copyright, /var/lib/dpkg/info/libbabeltrace1:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libbinutils,2.44-3,arm64,debian-13,binutils,pkg:deb/debian/libbinutils@2.44-3?arch=arm64&distro=debian-13&upstream=binutils,SPDXRef-Package-deb-libbinutils-0318de9b52ecf7ad,true,1a8f11bf52c2e1d5e046e4496bfd2be156685a76,Person: Matthias Klose (doko@debian.org),"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/binutils-common/copyright, /var/lib/dpkg/info/libbinutils:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libblkid1,2.41-5,arm64,debian-13,util-linux,pkg:deb/debian/libblkid1@2.41-5?arch=arm64&distro=debian-13&upstream=util-linux,SPDXRef-Package-deb-libblkid1-56b1dc826d98b9e9,true,98efd805f4a6a246a412aaa8aa23835913ebe15a,Person: Chris Hofstaedtler (zeha@debian.org),"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libblkid1/copyright, /var/lib/dpkg/info/libblkid1:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libblockdev-crypto3,3.3.0-2.1,arm64,debian-13,libblockdev,pkg:deb/debian/libblockdev-crypto3@3.3.0-2.1?arch=arm64&distro=debian-13&upstream=libblockdev,SPDXRef-Package-deb-libblockdev-crypto3-264c788a392e8a2e,true,992c92c739dcccac9317ff4307dd7273b6123344,NOASSERTION,"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libblockdev-crypto3/copyright, /var/lib/dpkg/info/libblockdev-crypto3:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libblockdev-fs3,3.3.0-2.1,arm64,debian-13,libblockdev,pkg:deb/debian/libblockdev-fs3@3.3.0-2.1?arch=arm64&distro=debian-13&upstream=libblockdev,SPDXRef-Package-deb-libblockdev-fs3-197d4869a17023e5,true,89d182f9b0cb62f4f97aead2078c70dbef7f491f,NOASSERTION,"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libblockdev-fs3/copyright, /var/lib/dpkg/info/libblockdev-fs3:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libblockdev-loop3,3.3.0-2.1,arm64,debian-13,libblockdev,pkg:deb/debian/libblockdev-loop3@3.3.0-2.1?arch=arm64&distro=debian-13&upstream=libblockdev,SPDXRef-Package-deb-libblockdev-loop3-bd8b84a2248f9bc0,true,bffe1491ad5f1df6e2d1c3cc792131d700d876a0,NOASSERTION,"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libblockdev-loop3/copyright, /var/lib/dpkg/info/libblockdev-loop3:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libblockdev-mdraid3,3.3.0-2.1,arm64,debian-13,libblockdev,pkg:deb/debian/libblockdev-mdraid3@3.3.0-2.1?arch=arm64&distro=debian-13&upstream=libblockdev,SPDXRef-Package-deb-libblockdev-mdraid3-a0c9cc96ab3771b5,true,754f81ba301bac080f6a35c7b78d8b46e385f8e8,NOASSERTION,"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libblockdev-mdraid3/copyright, /var/lib/dpkg/info/libblockdev-mdraid3:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libblockdev-nvme3,3.3.0-2.1,arm64,debian-13,libblockdev,pkg:deb/debian/libblockdev-nvme3@3.3.0-2.1?arch=arm64&distro=debian-13&upstream=libblockdev,SPDXRef-Package-deb-libblockdev-nvme3-c0790b962df9e884,true,961444e17a990fdd8751cc279668be913a0c9e49,NOASSERTION,"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libblockdev-nvme3/copyright, /var/lib/dpkg/info/libblockdev-nvme3:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libblockdev-part3,3.3.0-2.1,arm64,debian-13,libblockdev,pkg:deb/debian/libblockdev-part3@3.3.0-2.1?arch=arm64&distro=debian-13&upstream=libblockdev,SPDXRef-Package-deb-libblockdev-part3-9b3bbddee8a61a9d,true,8525672a95f985e8180ebc1d7265552241ddb76d,NOASSERTION,"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libblockdev-part3/copyright, /var/lib/dpkg/info/libblockdev-part3:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libblockdev-swap3,3.3.0-2.1,arm64,debian-13,libblockdev,pkg:deb/debian/libblockdev-swap3@3.3.0-2.1?arch=arm64&distro=debian-13&upstream=libblockdev,SPDXRef-Package-deb-libblockdev-swap3-9c38c1d735cc06a9,true,ad28c807727090312f03dc2e31b25bdc1dc11efb,NOASSERTION,"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libblockdev-swap3/copyright, /var/lib/dpkg/info/libblockdev-swap3:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libblockdev-utils3,3.3.0-2.1,arm64,debian-13,libblockdev,pkg:deb/debian/libblockdev-utils3@3.3.0-2.1?arch=arm64&distro=debian-13&upstream=libblockdev,SPDXRef-Package-deb-libblockdev-utils3-5676980acb0a1eb5,true,6dc5f7e033efe0550e29845e0957777c81152638,NOASSERTION,"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libblockdev-utils3/copyright, /var/lib/dpkg/info/libblockdev-utils3:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libblockdev3,3.3.0-2.1,arm64,debian-13,libblockdev,pkg:deb/debian/libblockdev3@3.3.0-2.1?arch=arm64&distro=debian-13&upstream=libblockdev,SPDXRef-Package-deb-libblockdev3-b6a5841fecf3b645,true,421832827e1d437604c679d0bc9e8c0756329d82,NOASSERTION,"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libblockdev3/copyright, /var/lib/dpkg/info/libblockdev3:arm64.conffiles, /var/lib/dpkg/info/libblockdev3:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libbluetooth3,5.82-1.1+rpt1,arm64,debian-13,bluez,pkg:deb/debian/libbluetooth3@5.82-1.1+rpt1?arch=arm64&distro=debian-13&upstream=bluez,SPDXRef-Package-deb-libbluetooth3-ebdcc458e75f0aed,true,1face47d998ac767a762d4460f980cad7f19ad13,NOASSERTION,"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libbluetooth3/copyright, /var/lib/dpkg/info/libbluetooth3:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libboost-filesystem1.83.0,1.83.0-4.2,arm64,debian-13,boost1.83,pkg:deb/debian/libboost-filesystem1.83.0@1.83.0-4.2?arch=arm64&distro=debian-13&upstream=boost1.83,SPDXRef-Package-deb-libboost-filesystem1.83.0-3b03d92cdbb1582c,true,93d1239c9afe0dc386014d427e758377a6f305f2,NOASSERTION,"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libboost-filesystem1.83.0/copyright, /var/lib/dpkg/info/libboost-filesystem1.83.0:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libboost-log1.83.0,1.83.0-4.2,arm64,debian-13,boost1.83,pkg:deb/debian/libboost-log1.83.0@1.83.0-4.2?arch=arm64&distro=debian-13&upstream=boost1.83,SPDXRef-Package-deb-libboost-log1.83.0-beedb00a327e690d,true,a9393b89bda1edffa31d0bb863dee0853893816c,NOASSERTION,"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libboost-log1.83.0/copyright, /var/lib/dpkg/info/libboost-log1.83.0.md5sums, /var/lib/dpkg/info/libboost-log1.83.0.list, /var/lib/dpkg/info/libboost-log1.83.0.shlibs, /var/lib/dpkg/info/libboost-log1.83.0.triggers",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libboost-program-options1.83.0,1.83.0-4.2,arm64,debian-13,boost1.83,pkg:deb/debian/libboost-program-options1.83.0@1.83.0-4.2?arch=arm64&distro=debian-13&upstream=boost1.83,SPDXRef-Package-deb-libboost-program-options1.83.0-1293a63505728633,true,f51c5c217089a5f193c2181bfd9ace796ad06000,NOASSERTION,"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libboost-program-options1.83.0/copyright, /var/lib/dpkg/info/libboost-program-options1.83.0:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libboost-thread1.83.0,1.83.0-4.2,arm64,debian-13,boost1.83,pkg:deb/debian/libboost-thread1.83.0@1.83.0-4.2?arch=arm64&distro=debian-13&upstream=boost1.83,SPDXRef-Package-deb-libboost-thread1.83.0-2f7d60340d05c528,true,d4e022a30bc0eca131905087c2a91a0e12b97dd7,NOASSERTION,"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libboost-thread1.83.0/copyright, /var/lib/dpkg/info/libboost-thread1.83.0:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libbpf1,1:1.5.0-3,arm64,debian-13,libbpf@1.5.0-3,pkg:deb/debian/libbpf1@1:1.5.0-3?arch=arm64&distro=debian-13&upstream=libbpf@1.5.0-3,SPDXRef-Package-deb-libbpf1-2cba83645ca8aa73,true,67e41e2ff65ad23534de2f0da53af4e1136b0642,Person: Sudip Mukherjee (sudipm.mukherjee@gmail.com),"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libbpf1/copyright, /var/lib/dpkg/info/libbpf1:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libbrotli1,1.1.0-2+b7,arm64,debian-13,brotli@1.1.0-2,pkg:deb/debian/libbrotli1@1.1.0-2+b7?arch=arm64&distro=debian-13&upstream=brotli@1.1.0-2,SPDXRef-Package-deb-libbrotli1-6af8f4b6b4be7c3d,true,59d7cadf685d0d134ed8dd3803431c09720e47f1,Person: Tomasz Buchert (tomasz@debian.org),"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libbrotli1/copyright, /var/lib/dpkg/info/libbrotli1:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libbsd0,0.12.2-2,arm64,debian-13,libbsd,pkg:deb/debian/libbsd0@0.12.2-2?arch=arm64&distro=debian-13&upstream=libbsd,SPDXRef-Package-deb-libbsd0-673c2aab0d74ff73,true,cf14d8ad4ba4b3aeebe295de1dadacdda8fa84b7,Person: Guillem Jover (guillem@debian.org),"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libbsd0/copyright, /var/lib/dpkg/info/libbsd0:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libbytesize-common,2.11-2,all,debian-13,libbytesize,pkg:deb/debian/libbytesize-common@2.11-2?arch=all&distro=debian-13&upstream=libbytesize,SPDXRef-Package-deb-libbytesize-common-bec101f67ba71869,true,c8b4714fc5777a3220e76a868180812353da49a0,NOASSERTION,"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libbytesize-common/copyright, /var/lib/dpkg/info/libbytesize-common.md5sums, /var/lib/dpkg/info/libbytesize-common.list",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libbytesize1,2.11-2,arm64,debian-13,libbytesize,pkg:deb/debian/libbytesize1@2.11-2?arch=arm64&distro=debian-13&upstream=libbytesize,SPDXRef-Package-deb-libbytesize1-07e6cdfeecf61fc4,true,c6f540ed2ed7ced72d98819964821805f7a703db,NOASSERTION,"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libbytesize1/copyright, /var/lib/dpkg/info/libbytesize1:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libbz2-1.0,1.0.8-6,arm64,debian-13,bzip2,pkg:deb/debian/libbz2-1.0@1.0.8-6?arch=arm64&distro=debian-13&upstream=bzip2,SPDXRef-Package-deb-libbz2-1.0-e45e65d8365185c1,true,3c6d7133bf99983413cb04b308f34d0c5e430169,Person: Anibal Monsalve Salazar (anibal@debian.org),"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libbz2-1.0/copyright, /var/lib/dpkg/info/libbz2-1.0:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libc-bin,2.41-12+rpt1+deb13u3,arm64,debian-13,glibc,pkg:deb/debian/libc-bin@2.41-12+rpt1+deb13u3?arch=arm64&distro=debian-13&upstream=glibc,SPDXRef-Package-deb-libc-bin-2415172564140c59,true,fd3708b59c4e6141f3f353df533842f2aeeaa201,NOASSERTION,"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libc-bin/copyright, /var/lib/dpkg/info/libc-bin.conffiles, /var/lib/dpkg/info/libc-bin.md5sums, /var/lib/dpkg/info/libc-bin.list, /var/lib/dpkg/info/libc-bin.postinst, /var/lib/dpkg/info/libc-bin.triggers",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libc-dev-bin,2.41-12+rpt1+deb13u3,arm64,debian-13,glibc,pkg:deb/debian/libc-dev-bin@2.41-12+rpt1+deb13u3?arch=arm64&distro=debian-13&upstream=glibc,SPDXRef-Package-deb-libc-dev-bin-e8b6abbd1cbfea8a,true,7f3442ce864f7bb29804e6a6a8049552d12284c9,NOASSERTION,"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libc-dev-bin/copyright, /var/lib/dpkg/info/libc-dev-bin.md5sums, /var/lib/dpkg/info/libc-dev-bin.list",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libc-l10n,2.41-12+rpt1+deb13u3,all,debian-13,glibc,pkg:deb/debian/libc-l10n@2.41-12+rpt1+deb13u3?arch=all&distro=debian-13&upstream=glibc,SPDXRef-Package-deb-libc-l10n-b7cb7511a0c632c2,true,f092b56867cfc4fdfdeece8ea131c0be0c2bd741,NOASSERTION,"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libc-l10n/copyright, /var/lib/dpkg/info/libc-l10n.md5sums, /var/lib/dpkg/info/libc-l10n.list",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libc6,2.41-12+rpt1+deb13u3,arm64,debian-13,glibc,pkg:deb/debian/libc6@2.41-12+rpt1+deb13u3?arch=arm64&distro=debian-13&upstream=glibc,SPDXRef-Package-deb-libc6-fdf40b4572ee08cb,true,6879bb9d18b1f4ce3319a0b16edcf92b17b67dfa,NOASSERTION,"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libc6/copyright, /var/lib/dpkg/info/libc6:arm64.conffiles, /var/lib/dpkg/info/libc6:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libc6-dev,2.41-12+rpt1+deb13u3,arm64,debian-13,glibc,pkg:deb/debian/libc6-dev@2.41-12+rpt1+deb13u3?arch=arm64&distro=debian-13&upstream=glibc,SPDXRef-Package-deb-libc6-dev-25992c7e3d637a2f,true,4646b861360d8cb6adc50d8e951f5b1453189053,NOASSERTION,"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libc6-dev/copyright, /var/lib/dpkg/info/libc6-dev:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libcamera-ipa,0.7.1+rpt20260609-1,arm64,debian-13,libcamera,pkg:deb/debian/libcamera-ipa@0.7.1+rpt20260609-1?arch=arm64&distro=debian-13&upstream=libcamera,SPDXRef-Package-deb-libcamera-ipa-c3d17f6e8890c2f6,true,fba680fc080427ac469b54a46fc09b49adfe2148,Person: Serge Schneider (serge@raspberrypi.com),"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libcamera-ipa/copyright, /var/lib/dpkg/info/libcamera-ipa:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libcamera0.7,0.7.1+rpt20260609-1,arm64,debian-13,libcamera,pkg:deb/debian/libcamera0.7@0.7.1+rpt20260609-1?arch=arm64&distro=debian-13&upstream=libcamera,SPDXRef-Package-deb-libcamera0.7-a77a016312fe1d2c,true,3f39441dc971353828cc294e636f081e09bc2672,Person: Serge Schneider (serge@raspberrypi.com),"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libcamera0.7/copyright, /var/lib/dpkg/info/libcamera0.7:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libcap-ng0,0.8.5-4+b1,arm64,debian-13,libcap-ng@0.8.5-4,pkg:deb/debian/libcap-ng0@0.8.5-4+b1?arch=arm64&distro=debian-13&upstream=libcap-ng@0.8.5-4,SPDXRef-Package-deb-libcap-ng0-43bd5e9c94db839a,true,ceaf8deba50c887b1c05ea6c261c76b2e4f7d70c,Person: Håvard F. Aasen (havard.f.aasen@pfft.no),"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libcap-ng0/copyright, /var/lib/dpkg/info/libcap-ng0:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libcap2,1:2.75-10+deb13u1+b1,arm64,debian-13,libcap2@1:2.75-10+deb13u1,pkg:deb/debian/libcap2@1:2.75-10+deb13u1+b1?arch=arm64&distro=debian-13&upstream=libcap2@1:2.75-10+deb13u1,SPDXRef-Package-deb-libcap2-412d46f8111cf66c,true,ac40a26dd065726750e9d30b0336dd05cdd75a0a,Person: Christian Kastner (ckk@debian.org),"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libcap2/copyright, /var/lib/dpkg/info/libcap2:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libcap2-bin,1:2.75-10+deb13u1+b1,arm64,debian-13,libcap2@1:2.75-10+deb13u1,pkg:deb/debian/libcap2-bin@1:2.75-10+deb13u1+b1?arch=arm64&distro=debian-13&upstream=libcap2@1:2.75-10+deb13u1,SPDXRef-Package-deb-libcap2-bin-d1db8878b3848b96,true,a9d0b24175657a655cc197f3842304e60237fe53,Person: Christian Kastner (ckk@debian.org),"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libcap2-bin/copyright, /var/lib/dpkg/info/libcap2-bin.md5sums, /var/lib/dpkg/info/libcap2-bin.list",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libcbor0.10,0.10.2-2,arm64,debian-13,libcbor,pkg:deb/debian/libcbor0.10@0.10.2-2?arch=arm64&distro=debian-13&upstream=libcbor,SPDXRef-Package-deb-libcbor0.10-e1f9c961e0aced5c,true,a23cad502b4c022b2e7c5e1c6ff771e209c833a6,Person: Vincent Bernat (bernat@debian.org),"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libcbor0.10/copyright, /var/lib/dpkg/info/libcbor0.10:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libcc1-0,14.2.0-19,arm64,debian-13,gcc-14,pkg:deb/debian/libcc1-0@14.2.0-19?arch=arm64&distro=debian-13&upstream=gcc-14,SPDXRef-Package-deb-libcc1-0-fa4155f416a35f58,true,b1d48b34fd5251c472f1fbf2ef0bde45b4379795,NOASSERTION,"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/gcc-14-base/copyright, /var/lib/dpkg/info/libcc1-0:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libcom-err2,1.47.2-3+b11,arm64,debian-13,e2fsprogs@1.47.2-3,pkg:deb/debian/libcom-err2@1.47.2-3+b11?arch=arm64&distro=debian-13&upstream=e2fsprogs@1.47.2-3,SPDXRef-Package-deb-libcom-err2-04cef08145b09646,true,166d520adc78a09e7cb2e7506f57a6cac83b86a3,Person: Theodore Y. Ts'o (tytso@mit.edu),"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libcom-err2/copyright, /var/lib/dpkg/info/libcom-err2:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libcpuinfo0,0.0~git20250327.39ea79a-1,arm64,debian-13,cpuinfo,pkg:deb/debian/libcpuinfo0@0.0~git20250327.39ea79a-1?arch=arm64&distro=debian-13&upstream=cpuinfo,SPDXRef-Package-deb-libcpuinfo0-223ae1da1b7bc788,true,574b491276cee9a1d7f6866c39aad5c57439e77e,NOASSERTION,"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libcpuinfo0/copyright, /var/lib/dpkg/info/libcpuinfo0:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libcrypt-dev,1:4.4.38-1,arm64,debian-13,libxcrypt,pkg:deb/debian/libcrypt-dev@1:4.4.38-1?arch=arm64&distro=debian-13&upstream=libxcrypt,SPDXRef-Package-deb-libcrypt-dev-a62cff45d08d1ac4,true,049eaf320a7bb29100d4ed52865d5317c4c8c564,Person: Marco d'Itri (md@linux.it),"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libcrypt-dev/copyright, /var/lib/dpkg/info/libcrypt-dev:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libcrypt1,1:4.4.38-1,arm64,debian-13,libxcrypt,pkg:deb/debian/libcrypt1@1:4.4.38-1?arch=arm64&distro=debian-13&upstream=libxcrypt,SPDXRef-Package-deb-libcrypt1-0a2a003dd6ed62c2,true,4eedf3de1ca167aaa0f7c2fc87dacf49476568a8,Person: Marco d'Itri (md@linux.it),"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libcrypt1/copyright, /var/lib/dpkg/info/libcrypt1:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
libcryptsetup12,2:2.7.5-2,arm64,debian-13,cryptsetup,pkg:deb/debian/libcryptsetup12@2:2.7.5-2?arch=arm64&distro=debian-13&upstream=cryptsetup,SPDXRef-Package-deb-libcryptsetup12-3be55eac73f48b5a,true,5ca790ed1fb235d4d90ac93a01d22cdd3513932b,NOASSERTION,"acquired package info from DPKG DB: /var/lib/dpkg/status, /usr/share/doc/libcryptsetup12/copyright, /var/lib/dpkg/info/libcryptsetup12:arm64.md5sums",PUBLISHER_SBOM_EXTRACT_NOT_TARGET_READBACK,PRELIMINARY - NOT APPROVED FOR IMAGING INSTALLATION CONNECTION POWERED TEST MOTION OR ENERGIZATION
