cable_piece_id,corridor,joint_axis,stage,parallel_piece_index,parallel_piece_count,carried_protected_pairs,unused_pair,candidate_part,conductor_configuration,catalog_amp_rating_a,maximum_hr30_channel_cap_a,catalog_current_screen,flat_width_mm,flat_height_mm,continuous_flex_radius_mm,nominal_flex_cycle_claim,joint_range,nominal_joint_arc_deg,actual_cut_length,state,authority,warning
APH-L_HIP_PITCH-C2,HN01_L_LEG_POWER,L_HIP_PITCH,3,2,2,L_ANKLE_PITCH; L_ANKLE_ROLL,NO,969M101-22-4-MC,"4 x 22 AWG; pair A contacts 1/2, pair B contacts 3/4; polarity keyed on tap-board drawing",8.0,1.998670,PASS CATALOG NUMBER ONLY - BUNDLING/TERMINATION/AMBIENT DERATING OPEN,8.128,2.794,27.940,10000000,-35..+45 deg,120,SELECTION REQUIRED AFTER FULL-RANGE ROUTE SWEEP,DIMENSIONED NOMINAL CROSSING; FULL-RANGE FLEX/TWIST/COLLISION AND TERMINATION PROOF OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
APH-L_KNEE_PITCH-C1,HN01_L_LEG_POWER,L_KNEE_PITCH,4,1,2,L_KNEE_PITCH; L_ANKLE_PITCH,NO,969M101-22-4-MC,"4 x 22 AWG; pair A contacts 1/2, pair B contacts 3/4; polarity keyed on tap-board drawing",8.0,2.499010,PASS CATALOG NUMBER ONLY - BUNDLING/TERMINATION/AMBIENT DERATING OPEN,8.128,2.794,27.940,10000000,0..120 deg,120,SELECTION REQUIRED AFTER FULL-RANGE ROUTE SWEEP,DIMENSIONED NOMINAL CROSSING; FULL-RANGE FLEX/TWIST/COLLISION AND TERMINATION PROOF OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
APH-L_KNEE_PITCH-C2,HN01_L_LEG_POWER,L_KNEE_PITCH,4,2,2,L_ANKLE_ROLL,YES - INSULATED BOTH ENDS,969M101-22-4-MC,"4 x 22 AWG; pair A contacts 1/2, pair B contacts 3/4; polarity keyed on tap-board drawing",8.0,1.998670,PASS CATALOG NUMBER ONLY - BUNDLING/TERMINATION/AMBIENT DERATING OPEN,8.128,2.794,27.940,10000000,0..120 deg,120,SELECTION REQUIRED AFTER FULL-RANGE ROUTE SWEEP,DIMENSIONED NOMINAL CROSSING; FULL-RANGE FLEX/TWIST/COLLISION AND TERMINATION PROOF OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
APH-L_ANKLE_PITCH-C1,HN01_L_LEG_POWER,L_ANKLE_PITCH,5,1,1,L_ANKLE_PITCH; L_ANKLE_ROLL,NO,969M101-22-4-MC,"4 x 22 AWG; pair A contacts 1/2, pair B contacts 3/4; polarity keyed on tap-board drawing",8.0,1.998670,PASS CATALOG NUMBER ONLY - BUNDLING/TERMINATION/AMBIENT DERATING OPEN,8.128,2.794,27.940,10000000,-35..+30 deg,120,SELECTION REQUIRED AFTER FULL-RANGE ROUTE SWEEP,DIMENSIONED NOMINAL CROSSING; FULL-RANGE FLEX/TWIST/COLLISION AND TERMINATION PROOF OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
APH-L_ANKLE_ROLL-C1,HN01_L_LEG_POWER,L_ANKLE_ROLL,6,1,1,L_ANKLE_ROLL,YES - INSULATED BOTH ENDS,969M101-22-4-MC,"4 x 22 AWG; pair A contacts 1/2, pair B contacts 3/4; polarity keyed on tap-board drawing",8.0,1.998670,PASS CATALOG NUMBER ONLY - BUNDLING/TERMINATION/AMBIENT DERATING OPEN,8.128,2.794,27.940,10000000,+/-20 deg,120,SELECTION REQUIRED AFTER FULL-RANGE ROUTE SWEEP,DIMENSIONED NOMINAL CROSSING; FULL-RANGE FLEX/TWIST/COLLISION AND TERMINATION PROOF OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
APH-R_HIP_YAW-C1,HN01_R_LEG_POWER,R_HIP_YAW,1,1,3,R_HIP_YAW; R_HIP_ROLL,NO,969M101-22-4-MC,"4 x 22 AWG; pair A contacts 1/2, pair B contacts 3/4; polarity keyed on tap-board drawing",8.0,2.499010,PASS CATALOG NUMBER ONLY - BUNDLING/TERMINATION/AMBIENT DERATING OPEN,8.128,2.794,27.940,10000000,+/-30 deg,120,SELECTION REQUIRED AFTER FULL-RANGE ROUTE SWEEP,DIMENSIONED NOMINAL CROSSING; FULL-RANGE FLEX/TWIST/COLLISION AND TERMINATION PROOF OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
APH-R_HIP_YAW-C2,HN01_R_LEG_POWER,R_HIP_YAW,1,2,3,R_HIP_PITCH; R_KNEE_PITCH,NO,969M101-22-4-MC,"4 x 22 AWG; pair A contacts 1/2, pair B contacts 3/4; polarity keyed on tap-board drawing",8.0,2.499010,PASS CATALOG NUMBER ONLY - BUNDLING/TERMINATION/AMBIENT DERATING OPEN,8.128,2.794,27.940,10000000,+/-30 deg,120,SELECTION REQUIRED AFTER FULL-RANGE ROUTE SWEEP,DIMENSIONED NOMINAL CROSSING; FULL-RANGE FLEX/TWIST/COLLISION AND TERMINATION PROOF OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
APH-R_HIP_YAW-C3,HN01_R_LEG_POWER,R_HIP_YAW,1,3,3,R_ANKLE_PITCH; R_ANKLE_ROLL,NO,969M101-22-4-MC,"4 x 22 AWG; pair A contacts 1/2, pair B contacts 3/4; polarity keyed on tap-board drawing",8.0,1.998670,PASS CATALOG NUMBER ONLY - BUNDLING/TERMINATION/AMBIENT DERATING OPEN,8.128,2.794,27.940,10000000,+/-30 deg,120,SELECTION REQUIRED AFTER FULL-RANGE ROUTE SWEEP,DIMENSIONED NOMINAL CROSSING; FULL-RANGE FLEX/TWIST/COLLISION AND TERMINATION PROOF OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
APH-R_HIP_ROLL-C1,HN01_R_LEG_POWER,R_HIP_ROLL,2,1,3,R_HIP_ROLL; R_HIP_PITCH,NO,969M101-22-4-MC,"4 x 22 AWG; pair A contacts 1/2, pair B contacts 3/4; polarity keyed on tap-board drawing",8.0,2.499010,PASS CATALOG NUMBER ONLY - BUNDLING/TERMINATION/AMBIENT DERATING OPEN,8.128,2.794,27.940,10000000,+/-25 deg,120,SELECTION REQUIRED AFTER FULL-RANGE ROUTE SWEEP,DIMENSIONED NOMINAL CROSSING; FULL-RANGE FLEX/TWIST/COLLISION AND TERMINATION PROOF OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
APH-R_HIP_ROLL-C2,HN01_R_LEG_POWER,R_HIP_ROLL,2,2,3,R_KNEE_PITCH; R_ANKLE_PITCH,NO,969M101-22-4-MC,"4 x 22 AWG; pair A contacts 1/2, pair B contacts 3/4; polarity keyed on tap-board drawing",8.0,2.499010,PASS CATALOG NUMBER ONLY - BUNDLING/TERMINATION/AMBIENT DERATING OPEN,8.128,2.794,27.940,10000000,+/-25 deg,120,SELECTION REQUIRED AFTER FULL-RANGE ROUTE SWEEP,DIMENSIONED NOMINAL CROSSING; FULL-RANGE FLEX/TWIST/COLLISION AND TERMINATION PROOF OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
APH-R_HIP_ROLL-C3,HN01_R_LEG_POWER,R_HIP_ROLL,2,3,3,R_ANKLE_ROLL,YES - INSULATED BOTH ENDS,969M101-22-4-MC,"4 x 22 AWG; pair A contacts 1/2, pair B contacts 3/4; polarity keyed on tap-board drawing",8.0,1.998670,PASS CATALOG NUMBER ONLY - BUNDLING/TERMINATION/AMBIENT DERATING OPEN,8.128,2.794,27.940,10000000,+/-25 deg,120,SELECTION REQUIRED AFTER FULL-RANGE ROUTE SWEEP,DIMENSIONED NOMINAL CROSSING; FULL-RANGE FLEX/TWIST/COLLISION AND TERMINATION PROOF OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
APH-R_HIP_PITCH-C1,HN01_R_LEG_POWER,R_HIP_PITCH,3,1,2,R_HIP_PITCH; R_KNEE_PITCH,NO,969M101-22-4-MC,"4 x 22 AWG; pair A contacts 1/2, pair B contacts 3/4; polarity keyed on tap-board drawing",8.0,2.499010,PASS CATALOG NUMBER ONLY - BUNDLING/TERMINATION/AMBIENT DERATING OPEN,8.128,2.794,27.940,10000000,-35..+45 deg,120,SELECTION REQUIRED AFTER FULL-RANGE ROUTE SWEEP,DIMENSIONED NOMINAL CROSSING; FULL-RANGE FLEX/TWIST/COLLISION AND TERMINATION PROOF OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
APH-R_HIP_PITCH-C2,HN01_R_LEG_POWER,R_HIP_PITCH,3,2,2,R_ANKLE_PITCH; R_ANKLE_ROLL,NO,969M101-22-4-MC,"4 x 22 AWG; pair A contacts 1/2, pair B contacts 3/4; polarity keyed on tap-board drawing",8.0,1.998670,PASS CATALOG NUMBER ONLY - BUNDLING/TERMINATION/AMBIENT DERATING OPEN,8.128,2.794,27.940,10000000,-35..+45 deg,120,SELECTION REQUIRED AFTER FULL-RANGE ROUTE SWEEP,DIMENSIONED NOMINAL CROSSING; FULL-RANGE FLEX/TWIST/COLLISION AND TERMINATION PROOF OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
APH-R_KNEE_PITCH-C1,HN01_R_LEG_POWER,R_KNEE_PITCH,4,1,2,R_KNEE_PITCH; R_ANKLE_PITCH,NO,969M101-22-4-MC,"4 x 22 AWG; pair A contacts 1/2, pair B contacts 3/4; polarity keyed on tap-board drawing",8.0,2.499010,PASS CATALOG NUMBER ONLY - BUNDLING/TERMINATION/AMBIENT DERATING OPEN,8.128,2.794,27.940,10000000,0..120 deg,120,SELECTION REQUIRED AFTER FULL-RANGE ROUTE SWEEP,DIMENSIONED NOMINAL CROSSING; FULL-RANGE FLEX/TWIST/COLLISION AND TERMINATION PROOF OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
APH-R_KNEE_PITCH-C2,HN01_R_LEG_POWER,R_KNEE_PITCH,4,2,2,R_ANKLE_ROLL,YES - INSULATED BOTH ENDS,969M101-22-4-MC,"4 x 22 AWG; pair A contacts 1/2, pair B contacts 3/4; polarity keyed on tap-board drawing",8.0,1.998670,PASS CATALOG NUMBER ONLY - BUNDLING/TERMINATION/AMBIENT DERATING OPEN,8.128,2.794,27.940,10000000,0..120 deg,120,SELECTION REQUIRED AFTER FULL-RANGE ROUTE SWEEP,DIMENSIONED NOMINAL CROSSING; FULL-RANGE FLEX/TWIST/COLLISION AND TERMINATION PROOF OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
APH-R_ANKLE_PITCH-C1,HN01_R_LEG_POWER,R_ANKLE_PITCH,5,1,1,R_ANKLE_PITCH; R_ANKLE_ROLL,NO,969M101-22-4-MC,"4 x 22 AWG; pair A contacts 1/2, pair B contacts 3/4; polarity keyed on tap-board drawing",8.0,1.998670,PASS CATALOG NUMBER ONLY - BUNDLING/TERMINATION/AMBIENT DERATING OPEN,8.128,2.794,27.940,10000000,-35..+30 deg,120,SELECTION REQUIRED AFTER FULL-RANGE ROUTE SWEEP,DIMENSIONED NOMINAL CROSSING; FULL-RANGE FLEX/TWIST/COLLISION AND TERMINATION PROOF OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
APH-R_ANKLE_ROLL-C1,HN01_R_LEG_POWER,R_ANKLE_ROLL,6,1,1,R_ANKLE_ROLL,YES - INSULATED BOTH ENDS,969M101-22-4-MC,"4 x 22 AWG; pair A contacts 1/2, pair B contacts 3/4; polarity keyed on tap-board drawing",8.0,1.998670,PASS CATALOG NUMBER ONLY - BUNDLING/TERMINATION/AMBIENT DERATING OPEN,8.128,2.794,27.940,10000000,+/-20 deg,120,SELECTION REQUIRED AFTER FULL-RANGE ROUTE SWEEP,DIMENSIONED NOMINAL CROSSING; FULL-RANGE FLEX/TWIST/COLLISION AND TERMINATION PROOF OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
