fastener_id,joint_id,candidate,quantity,torque_nm,released,warning
F-J-MF-BRR-X-01,J-MF-BRR-X,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-BRR-X-02,J-MF-BRR-X,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-BRR-X-03,J-MF-BRR-X,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-BRR-X-04,J-MF-BRR-X,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-BRR-X-05,J-MF-BRR-X,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-BRR-X-06,J-MF-BRR-X,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-BRR-X-07,J-MF-BRR-X,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-BRR-X-08,J-MF-BRR-X,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-BRR-Y-01,J-MF-BRR-Y,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-BRR-Y-02,J-MF-BRR-Y,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-BRR-Y-03,J-MF-BRR-Y,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-BRR-Y-04,J-MF-BRR-Y,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-BRR-Y-05,J-MF-BRR-Y,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-BRR-Y-06,J-MF-BRR-Y,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-BRR-Y-07,J-MF-BRR-Y,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-BRR-Y-08,J-MF-BRR-Y,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-TFL-X-01,J-MF-TFL-X,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-TFL-X-02,J-MF-TFL-X,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-TFL-X-03,J-MF-TFL-X,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-TFL-X-04,J-MF-TFL-X,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-TFL-X-05,J-MF-TFL-X,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-TFL-X-06,J-MF-TFL-X,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-TFL-X-07,J-MF-TFL-X,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-TFL-X-08,J-MF-TFL-X,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-TFL-Y-01,J-MF-TFL-Y,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-TFL-Y-02,J-MF-TFL-Y,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-TFL-Y-03,J-MF-TFL-Y,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-TFL-Y-04,J-MF-TFL-Y,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-TFL-Y-05,J-MF-TFL-Y,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-TFL-Y-06,J-MF-TFL-Y,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-TFL-Y-07,J-MF-TFL-Y,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-TFL-Y-08,J-MF-TFL-Y,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-TFR-X-01,J-MF-TFR-X,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-TFR-X-02,J-MF-TFR-X,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-TFR-X-03,J-MF-TFR-X,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-TFR-X-04,J-MF-TFR-X,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-TFR-X-05,J-MF-TFR-X,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-TFR-X-06,J-MF-TFR-X,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-TFR-X-07,J-MF-TFR-X,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-TFR-X-08,J-MF-TFR-X,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-TFR-Y-01,J-MF-TFR-Y,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-TFR-Y-02,J-MF-TFR-Y,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-TFR-Y-03,J-MF-TFR-Y,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-TFR-Y-04,J-MF-TFR-Y,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-TFR-Y-05,J-MF-TFR-Y,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-TFR-Y-06,J-MF-TFR-Y,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-TFR-Y-07,J-MF-TFR-Y,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
F-J-MF-TFR-Y-08,J-MF-TFR-Y,80/20 75-3422 M8 x 16 BHSCS/T-NUT ASSEMBLY,1,PER CURRENT MANUFACTURER GUIDANCE + QUALIFIED JOINT PROCEDURE,NO,"PRELIMINARY - UNBUILT FASTENED CELL HARDWARE CANDIDATE - PURCHASED-PART ENVELOPES ARE NOT MANUFACTURING MODELS - NOT A WALKING GANTRY OR RATED FALL-ARREST SYSTEM - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
