sheet,reference,value,quantity,status,datasheet,evidence
15_pelvis_aux_imu.kicad_sch,IMU1,PELVIS 6/9-AXIS IMU - SELECTION REQUIRED,1,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,,
15_pelvis_aux_imu.kicad_sch,MCU_AUX,MCU1 AUXILIARY SENSOR PORTS - LOGICAL UNIT,1,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,,
16_left_foot_load_sensing.kicad_sch,LOAD_L_FL,LEFT FOOT FL LOAD SENSOR - SELECTION REQUIRED,1,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,,
16_left_foot_load_sensing.kicad_sch,LOAD_L_FR,LEFT FOOT FR LOAD SENSOR - SELECTION REQUIRED,1,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,,
16_left_foot_load_sensing.kicad_sch,LOAD_L_RL,LEFT FOOT RL LOAD SENSOR - SELECTION REQUIRED,1,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,,
16_left_foot_load_sensing.kicad_sch,LOAD_L_RR,LEFT FOOT RR LOAD SENSOR - SELECTION REQUIRED,1,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,,
16_left_foot_load_sensing.kicad_sch,ADC_L_FOOT,LEFT FOOT LOAD ACQUISITION - SELECTION REQUIRED,1,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,,
17_right_foot_load_sensing.kicad_sch,LOAD_R_FL,RIGHT FOOT FL LOAD SENSOR - SELECTION REQUIRED,1,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,,
17_right_foot_load_sensing.kicad_sch,LOAD_R_FR,RIGHT FOOT FR LOAD SENSOR - SELECTION REQUIRED,1,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,,
17_right_foot_load_sensing.kicad_sch,LOAD_R_RL,RIGHT FOOT RL LOAD SENSOR - SELECTION REQUIRED,1,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,,
17_right_foot_load_sensing.kicad_sch,LOAD_R_RR,RIGHT FOOT RR LOAD SENSOR - SELECTION REQUIRED,1,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,,
17_right_foot_load_sensing.kicad_sch,ADC_R_FOOT,RIGHT FOOT LOAD ACQUISITION - SELECTION REQUIRED,1,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,,
