wire_number,sheet,reference,terminal,pin_name,net
W5088,05_carrier_a_four_isolated_rs485.kicad_sch,ISO_RS_RARM,16,VISOIN,ISO_PWR_RS-RARM
W5089,05_carrier_a_four_isolated_rs485.kicad_sch,ISO_RS_RARM,17,Y DRIVER NONINVERTING,RS-RARM_DP
W5090,05_carrier_a_four_isolated_rs485.kicad_sch,ISO_RS_RARM,18,Z DRIVER INVERTING,RS-RARM_DN
W5091,05_carrier_a_four_isolated_rs485.kicad_sch,ISO_RS_RARM,19,B RECEIVER INVERTING,RS-RARM_DN
W5092,05_carrier_a_four_isolated_rs485.kicad_sch,ISO_RS_RARM,20,A RECEIVER NONINVERTING,RS-RARM_DP
W5093,05_carrier_a_four_isolated_rs485.kicad_sch,J_RS_RARM,1,DATA REFERENCE / GND,RS-RARM_RET
W5094,05_carrier_a_four_isolated_rs485.kicad_sch,J_RS_RARM,2,DATA+,RS-RARM_DP
W5095,05_carrier_a_four_isolated_rs485.kicad_sch,J_RS_RARM,3,DATA-,RS-RARM_DN
W6001,06_carrier_b_waist_and_ttl.kicad_sch,JCB1,1,CONTROL 5 V,CTRL_5V
W6002,06_carrier_b_waist_and_ttl.kicad_sch,JCB1,2,CONTROL 3.3 V,CTRL_3V3
W6003,06_carrier_b_waist_and_ttl.kicad_sch,JCB1,3,CONTROL GROUND,CTRL_GND
W6004,06_carrier_b_waist_and_ttl.kicad_sch,JCB1,4,RS-WAIST TX,UART_RS-WAIST_TX
W6005,06_carrier_b_waist_and_ttl.kicad_sch,JCB1,5,RS-WAIST RX,UART_RS-WAIST_RX
W6006,06_carrier_b_waist_and_ttl.kicad_sch,JCB1,6,RS-WAIST DE,UART_RS-WAIST_DIR
W6007,06_carrier_b_waist_and_ttl.kicad_sch,JCB1,7,TTL-LDIST HALF-DUPLEX IO,UART_TTL-LDIST_TX
W6008,06_carrier_b_waist_and_ttl.kicad_sch,JCB1,8,TTL-LDIST DIR,UART_TTL-LDIST_DIR
W6009,06_carrier_b_waist_and_ttl.kicad_sch,JCB1,9,TTL-RDIST HALF-DUPLEX IO,UART_TTL-RDIST_TX
W6010,06_carrier_b_waist_and_ttl.kicad_sch,JCB1,10,TTL-RDIST DIR,UART_TTL-RDIST_DIR
W6011,06_carrier_b_waist_and_ttl.kicad_sch,JCB1,11,TTL-HEAD HALF-DUPLEX IO,UART_TTL-HEAD_TX
W6012,06_carrier_b_waist_and_ttl.kicad_sch,JCB1,12,TTL-HEAD DIR,UART_TTL-HEAD_DIR
W6013,06_carrier_b_waist_and_ttl.kicad_sch,JCB1,13,RESERVED - NO CONNECTION,INTENTIONALLY_UNUSED_CARRIER_B_13
W6014,06_carrier_b_waist_and_ttl.kicad_sch,JCB1,14,RESERVED - NO CONNECTION,INTENTIONALLY_UNUSED_CARRIER_B_14
W6015,06_carrier_b_waist_and_ttl.kicad_sch,JCB1,15,RESERVED - NO CONNECTION,INTENTIONALLY_UNUSED_CARRIER_B_15
W6016,06_carrier_b_waist_and_ttl.kicad_sch,ISO_RS_WAIST,1,VIO,CTRL_3V3
W6017,06_carrier_b_waist_and_ttl.kicad_sch,ISO_RS_WAIST,2,D,UART_RS-WAIST_TX
W6018,06_carrier_b_waist_and_ttl.kicad_sch,ISO_RS_WAIST,3,DE,UART_RS-WAIST_DIR
W6019,06_carrier_b_waist_and_ttl.kicad_sch,ISO_RS_WAIST,4,R,UART_RS-WAIST_RX
W6020,06_carrier_b_waist_and_ttl.kicad_sch,ISO_RS_WAIST,5,RE ACTIVE LOW,UART_RS-WAIST_DIR
W6021,06_carrier_b_waist_and_ttl.kicad_sch,ISO_RS_WAIST,6,GNDIO,CTRL_GND
W6022,06_carrier_b_waist_and_ttl.kicad_sch,ISO_RS_WAIST,9,VDD CONVERTER,CTRL_5V
W6023,06_carrier_b_waist_and_ttl.kicad_sch,ISO_RS_WAIST,10,GND1,CTRL_GND
W6024,06_carrier_b_waist_and_ttl.kicad_sch,ISO_RS_WAIST,11,GND2,RS-WAIST_RET
W6025,06_carrier_b_waist_and_ttl.kicad_sch,ISO_RS_WAIST,12,VISOOUT,ISO_PWR_RS-WAIST
W6026,06_carrier_b_waist_and_ttl.kicad_sch,ISO_RS_WAIST,13,MODE = GND2,RS-WAIST_RET
W6027,06_carrier_b_waist_and_ttl.kicad_sch,ISO_RS_WAIST,15,GISOIN,RS-WAIST_RET
W6028,06_carrier_b_waist_and_ttl.kicad_sch,ISO_RS_WAIST,16,VISOIN,ISO_PWR_RS-WAIST
W6029,06_carrier_b_waist_and_ttl.kicad_sch,ISO_RS_WAIST,17,Y DRIVER NONINVERTING,RS-WAIST_DP
W6030,06_carrier_b_waist_and_ttl.kicad_sch,ISO_RS_WAIST,18,Z DRIVER INVERTING,RS-WAIST_DN
W6031,06_carrier_b_waist_and_ttl.kicad_sch,ISO_RS_WAIST,19,B RECEIVER INVERTING,RS-WAIST_DN
W6032,06_carrier_b_waist_and_ttl.kicad_sch,ISO_RS_WAIST,20,A RECEIVER NONINVERTING,RS-WAIST_DP
W6033,06_carrier_b_waist_and_ttl.kicad_sch,J_RS_WAIST,1,DATA REFERENCE / GND,RS-WAIST_RET
W6034,06_carrier_b_waist_and_ttl.kicad_sch,J_RS_WAIST,2,DATA+,RS-WAIST_DP
W6035,06_carrier_b_waist_and_ttl.kicad_sch,J_RS_WAIST,3,DATA-,RS-WAIST_DN
W6036,06_carrier_b_waist_and_ttl.kicad_sch,LVL_TTL_LDIST,1,VCCA 3.3 V,CTRL_3V3
W6037,06_carrier_b_waist_and_ttl.kicad_sch,LVL_TTL_LDIST,2,GND,CTRL_GND
W6038,06_carrier_b_waist_and_ttl.kicad_sch,LVL_TTL_LDIST,3,A MCU HALF-DUPLEX IO,UART_TTL-LDIST_TX
W6039,06_carrier_b_waist_and_ttl.kicad_sch,LVL_TTL_LDIST,5,DIR HIGH = MCU TO BUS,UART_TTL-LDIST_DIR
W6040,06_carrier_b_waist_and_ttl.kicad_sch,LVL_TTL_LDIST,6,VCCB 5 V,CTRL_5V
W6041,06_carrier_b_waist_and_ttl.kicad_sch,LVL_TTL_LDIST,4,B 5 V BUS DATA,TTL-LDIST_DATA
W6042,06_carrier_b_waist_and_ttl.kicad_sch,J_TTL_LDIST,1,DATA REFERENCE / GND,TTL-LDIST_RET
W6043,06_carrier_b_waist_and_ttl.kicad_sch,J_TTL_LDIST,2,HALF-DUPLEX DATA,TTL-LDIST_DATA
W6044,06_carrier_b_waist_and_ttl.kicad_sch,LVL_TTL_RDIST,1,VCCA 3.3 V,CTRL_3V3
W6045,06_carrier_b_waist_and_ttl.kicad_sch,LVL_TTL_RDIST,2,GND,CTRL_GND
W6046,06_carrier_b_waist_and_ttl.kicad_sch,LVL_TTL_RDIST,3,A MCU HALF-DUPLEX IO,UART_TTL-RDIST_TX
W6047,06_carrier_b_waist_and_ttl.kicad_sch,LVL_TTL_RDIST,5,DIR HIGH = MCU TO BUS,UART_TTL-RDIST_DIR
W6048,06_carrier_b_waist_and_ttl.kicad_sch,LVL_TTL_RDIST,6,VCCB 5 V,CTRL_5V
W6049,06_carrier_b_waist_and_ttl.kicad_sch,LVL_TTL_RDIST,4,B 5 V BUS DATA,TTL-RDIST_DATA
W6050,06_carrier_b_waist_and_ttl.kicad_sch,J_TTL_RDIST,1,DATA REFERENCE / GND,TTL-RDIST_RET
W6051,06_carrier_b_waist_and_ttl.kicad_sch,J_TTL_RDIST,2,HALF-DUPLEX DATA,TTL-RDIST_DATA
W6052,06_carrier_b_waist_and_ttl.kicad_sch,LVL_TTL_HEAD,1,VCCA 3.3 V,CTRL_3V3
W6053,06_carrier_b_waist_and_ttl.kicad_sch,LVL_TTL_HEAD,2,GND,CTRL_GND
W6054,06_carrier_b_waist_and_ttl.kicad_sch,LVL_TTL_HEAD,3,A MCU HALF-DUPLEX IO,UART_TTL-HEAD_TX
W6055,06_carrier_b_waist_and_ttl.kicad_sch,LVL_TTL_HEAD,5,DIR HIGH = MCU TO BUS,UART_TTL-HEAD_DIR
W6056,06_carrier_b_waist_and_ttl.kicad_sch,LVL_TTL_HEAD,6,VCCB 5 V,CTRL_5V
W6057,06_carrier_b_waist_and_ttl.kicad_sch,LVL_TTL_HEAD,4,B 5 V BUS DATA,TTL-HEAD_DATA
W6058,06_carrier_b_waist_and_ttl.kicad_sch,J_TTL_HEAD,1,DATA REFERENCE / GND,TTL-HEAD_RET
W6059,06_carrier_b_waist_and_ttl.kicad_sch,J_TTL_HEAD,2,HALF-DUPLEX DATA,TTL-HEAD_DATA
W7001,07_left_leg_rs485.kicad_sch,PORT_RS_LLEG,LOG-RET,DATA REFERENCE,RS-LLEG_RET
W7002,07_left_leg_rs485.kicad_sch,PORT_RS_LLEG,LOG-DP,DATA+,RS-LLEG_DP
W7003,07_left_leg_rs485.kicad_sch,PORT_RS_LLEG,LOG-DN,DATA-,RS-LLEG_DN
W7004,07_left_leg_rs485.kicad_sch,PBR_L_HIP_YAW,LOG-IN,INTERRUPTED SOURCE,ACT_MAIN_SAFE_12V
W7005,07_left_leg_rs485.kicad_sch,PBR_L_HIP_YAW,LOG-RET-IN,SOURCE RETURN,ACT_0V_CONTROLLED
W7006,07_left_leg_rs485.kicad_sch,PBR_L_HIP_YAW,LOG-OUT,PROTECTED ACTUATOR VDD,L_HIP_YAW_VDD
W7007,07_left_leg_rs485.kicad_sch,PBR_L_HIP_YAW,LOG-RET-OUT,ACTUATOR / DATA REFERENCE,RS-LLEG_RET
W7008,07_left_leg_rs485.kicad_sch,AX_L_HIP_YAW,2,VDD,L_HIP_YAW_VDD
W7009,07_left_leg_rs485.kicad_sch,AX_L_HIP_YAW,1,GND,RS-LLEG_RET
W7010,07_left_leg_rs485.kicad_sch,AX_L_HIP_YAW,3,DATA+,RS-LLEG_DP
W7011,07_left_leg_rs485.kicad_sch,AX_L_HIP_YAW,4,DATA-,RS-LLEG_DN
W7012,07_left_leg_rs485.kicad_sch,PBR_L_HIP_ROLL,LOG-IN,INTERRUPTED SOURCE,ACT_MAIN_SAFE_12V
W7013,07_left_leg_rs485.kicad_sch,PBR_L_HIP_ROLL,LOG-RET-IN,SOURCE RETURN,ACT_0V_CONTROLLED
W7014,07_left_leg_rs485.kicad_sch,PBR_L_HIP_ROLL,LOG-OUT,PROTECTED ACTUATOR VDD,L_HIP_ROLL_VDD
W7015,07_left_leg_rs485.kicad_sch,PBR_L_HIP_ROLL,LOG-RET-OUT,ACTUATOR / DATA REFERENCE,RS-LLEG_RET
W7016,07_left_leg_rs485.kicad_sch,AX_L_HIP_ROLL,2,VDD,L_HIP_ROLL_VDD
W7017,07_left_leg_rs485.kicad_sch,AX_L_HIP_ROLL,1,GND,RS-LLEG_RET
W7018,07_left_leg_rs485.kicad_sch,AX_L_HIP_ROLL,3,DATA+,RS-LLEG_DP
W7019,07_left_leg_rs485.kicad_sch,AX_L_HIP_ROLL,4,DATA-,RS-LLEG_DN
W7020,07_left_leg_rs485.kicad_sch,PBR_L_HIP_PITCH,LOG-IN,INTERRUPTED SOURCE,ACT_MAIN_SAFE_12V
W7021,07_left_leg_rs485.kicad_sch,PBR_L_HIP_PITCH,LOG-RET-IN,SOURCE RETURN,ACT_0V_CONTROLLED
W7022,07_left_leg_rs485.kicad_sch,PBR_L_HIP_PITCH,LOG-OUT,PROTECTED ACTUATOR VDD,L_HIP_PITCH_VDD
W7023,07_left_leg_rs485.kicad_sch,PBR_L_HIP_PITCH,LOG-RET-OUT,ACTUATOR / DATA REFERENCE,RS-LLEG_RET
W7024,07_left_leg_rs485.kicad_sch,AX_L_HIP_PITCH,2,VDD,L_HIP_PITCH_VDD
W7025,07_left_leg_rs485.kicad_sch,AX_L_HIP_PITCH,1,GND,RS-LLEG_RET
W7026,07_left_leg_rs485.kicad_sch,AX_L_HIP_PITCH,3,DATA+,RS-LLEG_DP
W7027,07_left_leg_rs485.kicad_sch,AX_L_HIP_PITCH,4,DATA-,RS-LLEG_DN
W7028,07_left_leg_rs485.kicad_sch,PBR_L_KNEE_PITCH,LOG-IN,INTERRUPTED SOURCE,ACT_MAIN_SAFE_12V
W7029,07_left_leg_rs485.kicad_sch,PBR_L_KNEE_PITCH,LOG-RET-IN,SOURCE RETURN,ACT_0V_CONTROLLED
W7030,07_left_leg_rs485.kicad_sch,PBR_L_KNEE_PITCH,LOG-OUT,PROTECTED ACTUATOR VDD,L_KNEE_PITCH_VDD
W7031,07_left_leg_rs485.kicad_sch,PBR_L_KNEE_PITCH,LOG-RET-OUT,ACTUATOR / DATA REFERENCE,RS-LLEG_RET
W7032,07_left_leg_rs485.kicad_sch,AX_L_KNEE_PITCH,2,VDD,L_KNEE_PITCH_VDD
W7033,07_left_leg_rs485.kicad_sch,AX_L_KNEE_PITCH,1,GND,RS-LLEG_RET
W7034,07_left_leg_rs485.kicad_sch,AX_L_KNEE_PITCH,3,DATA+,RS-LLEG_DP
W7035,07_left_leg_rs485.kicad_sch,AX_L_KNEE_PITCH,4,DATA-,RS-LLEG_DN
W7036,07_left_leg_rs485.kicad_sch,PBR_L_ANKLE_PITCH,LOG-IN,INTERRUPTED SOURCE,ACT_MAIN_SAFE_12V
W7037,07_left_leg_rs485.kicad_sch,PBR_L_ANKLE_PITCH,LOG-RET-IN,SOURCE RETURN,ACT_0V_CONTROLLED
W7038,07_left_leg_rs485.kicad_sch,PBR_L_ANKLE_PITCH,LOG-OUT,PROTECTED ACTUATOR VDD,L_ANKLE_PITCH_VDD
W7039,07_left_leg_rs485.kicad_sch,PBR_L_ANKLE_PITCH,LOG-RET-OUT,ACTUATOR / DATA REFERENCE,RS-LLEG_RET
W7040,07_left_leg_rs485.kicad_sch,AX_L_ANKLE_PITCH,2,VDD,L_ANKLE_PITCH_VDD
W7041,07_left_leg_rs485.kicad_sch,AX_L_ANKLE_PITCH,1,GND,RS-LLEG_RET
W7042,07_left_leg_rs485.kicad_sch,AX_L_ANKLE_PITCH,3,DATA+,RS-LLEG_DP
W7043,07_left_leg_rs485.kicad_sch,AX_L_ANKLE_PITCH,4,DATA-,RS-LLEG_DN
W7044,07_left_leg_rs485.kicad_sch,PBR_L_ANKLE_ROLL,LOG-IN,INTERRUPTED SOURCE,ACT_MAIN_SAFE_12V
W7045,07_left_leg_rs485.kicad_sch,PBR_L_ANKLE_ROLL,LOG-RET-IN,SOURCE RETURN,ACT_0V_CONTROLLED
W7046,07_left_leg_rs485.kicad_sch,PBR_L_ANKLE_ROLL,LOG-OUT,PROTECTED ACTUATOR VDD,L_ANKLE_ROLL_VDD
W7047,07_left_leg_rs485.kicad_sch,PBR_L_ANKLE_ROLL,LOG-RET-OUT,ACTUATOR / DATA REFERENCE,RS-LLEG_RET
W7048,07_left_leg_rs485.kicad_sch,AX_L_ANKLE_ROLL,2,VDD,L_ANKLE_ROLL_VDD
W7049,07_left_leg_rs485.kicad_sch,AX_L_ANKLE_ROLL,1,GND,RS-LLEG_RET
W7050,07_left_leg_rs485.kicad_sch,AX_L_ANKLE_ROLL,3,DATA+,RS-LLEG_DP
W7051,07_left_leg_rs485.kicad_sch,AX_L_ANKLE_ROLL,4,DATA-,RS-LLEG_DN
W8001,08_right_leg_rs485.kicad_sch,PORT_RS_RLEG,LOG-RET,DATA REFERENCE,RS-RLEG_RET
W8002,08_right_leg_rs485.kicad_sch,PORT_RS_RLEG,LOG-DP,DATA+,RS-RLEG_DP
W8003,08_right_leg_rs485.kicad_sch,PORT_RS_RLEG,LOG-DN,DATA-,RS-RLEG_DN
W8004,08_right_leg_rs485.kicad_sch,PBR_R_HIP_YAW,LOG-IN,INTERRUPTED SOURCE,ACT_MAIN_SAFE_12V
W8005,08_right_leg_rs485.kicad_sch,PBR_R_HIP_YAW,LOG-RET-IN,SOURCE RETURN,ACT_0V_CONTROLLED
W8006,08_right_leg_rs485.kicad_sch,PBR_R_HIP_YAW,LOG-OUT,PROTECTED ACTUATOR VDD,R_HIP_YAW_VDD
W8007,08_right_leg_rs485.kicad_sch,PBR_R_HIP_YAW,LOG-RET-OUT,ACTUATOR / DATA REFERENCE,RS-RLEG_RET
W8008,08_right_leg_rs485.kicad_sch,AX_R_HIP_YAW,2,VDD,R_HIP_YAW_VDD
W8009,08_right_leg_rs485.kicad_sch,AX_R_HIP_YAW,1,GND,RS-RLEG_RET
W8010,08_right_leg_rs485.kicad_sch,AX_R_HIP_YAW,3,DATA+,RS-RLEG_DP
W8011,08_right_leg_rs485.kicad_sch,AX_R_HIP_YAW,4,DATA-,RS-RLEG_DN
W8012,08_right_leg_rs485.kicad_sch,PBR_R_HIP_ROLL,LOG-IN,INTERRUPTED SOURCE,ACT_MAIN_SAFE_12V
W8013,08_right_leg_rs485.kicad_sch,PBR_R_HIP_ROLL,LOG-RET-IN,SOURCE RETURN,ACT_0V_CONTROLLED
W8014,08_right_leg_rs485.kicad_sch,PBR_R_HIP_ROLL,LOG-OUT,PROTECTED ACTUATOR VDD,R_HIP_ROLL_VDD
W8015,08_right_leg_rs485.kicad_sch,PBR_R_HIP_ROLL,LOG-RET-OUT,ACTUATOR / DATA REFERENCE,RS-RLEG_RET
W8016,08_right_leg_rs485.kicad_sch,AX_R_HIP_ROLL,2,VDD,R_HIP_ROLL_VDD
W8017,08_right_leg_rs485.kicad_sch,AX_R_HIP_ROLL,1,GND,RS-RLEG_RET
W8018,08_right_leg_rs485.kicad_sch,AX_R_HIP_ROLL,3,DATA+,RS-RLEG_DP
W8019,08_right_leg_rs485.kicad_sch,AX_R_HIP_ROLL,4,DATA-,RS-RLEG_DN
W8020,08_right_leg_rs485.kicad_sch,PBR_R_HIP_PITCH,LOG-IN,INTERRUPTED SOURCE,ACT_MAIN_SAFE_12V
W8021,08_right_leg_rs485.kicad_sch,PBR_R_HIP_PITCH,LOG-RET-IN,SOURCE RETURN,ACT_0V_CONTROLLED
W8022,08_right_leg_rs485.kicad_sch,PBR_R_HIP_PITCH,LOG-OUT,PROTECTED ACTUATOR VDD,R_HIP_PITCH_VDD
W8023,08_right_leg_rs485.kicad_sch,PBR_R_HIP_PITCH,LOG-RET-OUT,ACTUATOR / DATA REFERENCE,RS-RLEG_RET
W8024,08_right_leg_rs485.kicad_sch,AX_R_HIP_PITCH,2,VDD,R_HIP_PITCH_VDD
W8025,08_right_leg_rs485.kicad_sch,AX_R_HIP_PITCH,1,GND,RS-RLEG_RET
W8026,08_right_leg_rs485.kicad_sch,AX_R_HIP_PITCH,3,DATA+,RS-RLEG_DP
W8027,08_right_leg_rs485.kicad_sch,AX_R_HIP_PITCH,4,DATA-,RS-RLEG_DN
W8028,08_right_leg_rs485.kicad_sch,PBR_R_KNEE_PITCH,LOG-IN,INTERRUPTED SOURCE,ACT_MAIN_SAFE_12V
W8029,08_right_leg_rs485.kicad_sch,PBR_R_KNEE_PITCH,LOG-RET-IN,SOURCE RETURN,ACT_0V_CONTROLLED
W8030,08_right_leg_rs485.kicad_sch,PBR_R_KNEE_PITCH,LOG-OUT,PROTECTED ACTUATOR VDD,R_KNEE_PITCH_VDD
W8031,08_right_leg_rs485.kicad_sch,PBR_R_KNEE_PITCH,LOG-RET-OUT,ACTUATOR / DATA REFERENCE,RS-RLEG_RET
W8032,08_right_leg_rs485.kicad_sch,AX_R_KNEE_PITCH,2,VDD,R_KNEE_PITCH_VDD
W8033,08_right_leg_rs485.kicad_sch,AX_R_KNEE_PITCH,1,GND,RS-RLEG_RET
W8034,08_right_leg_rs485.kicad_sch,AX_R_KNEE_PITCH,3,DATA+,RS-RLEG_DP
W8035,08_right_leg_rs485.kicad_sch,AX_R_KNEE_PITCH,4,DATA-,RS-RLEG_DN
W8036,08_right_leg_rs485.kicad_sch,PBR_R_ANKLE_PITCH,LOG-IN,INTERRUPTED SOURCE,ACT_MAIN_SAFE_12V
W8037,08_right_leg_rs485.kicad_sch,PBR_R_ANKLE_PITCH,LOG-RET-IN,SOURCE RETURN,ACT_0V_CONTROLLED
W8038,08_right_leg_rs485.kicad_sch,PBR_R_ANKLE_PITCH,LOG-OUT,PROTECTED ACTUATOR VDD,R_ANKLE_PITCH_VDD
W8039,08_right_leg_rs485.kicad_sch,PBR_R_ANKLE_PITCH,LOG-RET-OUT,ACTUATOR / DATA REFERENCE,RS-RLEG_RET
W8040,08_right_leg_rs485.kicad_sch,AX_R_ANKLE_PITCH,2,VDD,R_ANKLE_PITCH_VDD
W8041,08_right_leg_rs485.kicad_sch,AX_R_ANKLE_PITCH,1,GND,RS-RLEG_RET
W8042,08_right_leg_rs485.kicad_sch,AX_R_ANKLE_PITCH,3,DATA+,RS-RLEG_DP
W8043,08_right_leg_rs485.kicad_sch,AX_R_ANKLE_PITCH,4,DATA-,RS-RLEG_DN
W8044,08_right_leg_rs485.kicad_sch,PBR_R_ANKLE_ROLL,LOG-IN,INTERRUPTED SOURCE,ACT_MAIN_SAFE_12V
W8045,08_right_leg_rs485.kicad_sch,PBR_R_ANKLE_ROLL,LOG-RET-IN,SOURCE RETURN,ACT_0V_CONTROLLED
W8046,08_right_leg_rs485.kicad_sch,PBR_R_ANKLE_ROLL,LOG-OUT,PROTECTED ACTUATOR VDD,R_ANKLE_ROLL_VDD
W8047,08_right_leg_rs485.kicad_sch,PBR_R_ANKLE_ROLL,LOG-RET-OUT,ACTUATOR / DATA REFERENCE,RS-RLEG_RET
W8048,08_right_leg_rs485.kicad_sch,AX_R_ANKLE_ROLL,2,VDD,R_ANKLE_ROLL_VDD
W8049,08_right_leg_rs485.kicad_sch,AX_R_ANKLE_ROLL,1,GND,RS-RLEG_RET
W8050,08_right_leg_rs485.kicad_sch,AX_R_ANKLE_ROLL,3,DATA+,RS-RLEG_DP
W8051,08_right_leg_rs485.kicad_sch,AX_R_ANKLE_ROLL,4,DATA-,RS-RLEG_DN
W9001,09_left_arm_rs485.kicad_sch,PORT_RS_LARM,LOG-RET,DATA REFERENCE,RS-LARM_RET
W9002,09_left_arm_rs485.kicad_sch,PORT_RS_LARM,LOG-DP,DATA+,RS-LARM_DP
W9003,09_left_arm_rs485.kicad_sch,PORT_RS_LARM,LOG-DN,DATA-,RS-LARM_DN
W9004,09_left_arm_rs485.kicad_sch,PBR_L_SHOULDER_PITCH,LOG-IN,INTERRUPTED SOURCE,ACT_MAIN_SAFE_12V
W9005,09_left_arm_rs485.kicad_sch,PBR_L_SHOULDER_PITCH,LOG-RET-IN,SOURCE RETURN,ACT_0V_CONTROLLED
W9006,09_left_arm_rs485.kicad_sch,PBR_L_SHOULDER_PITCH,LOG-OUT,PROTECTED ACTUATOR VDD,L_SHOULDER_PITCH_VDD
W9007,09_left_arm_rs485.kicad_sch,PBR_L_SHOULDER_PITCH,LOG-RET-OUT,ACTUATOR / DATA REFERENCE,RS-LARM_RET
W9008,09_left_arm_rs485.kicad_sch,AX_L_SHOULDER_PITCH,2,VDD,L_SHOULDER_PITCH_VDD
W9009,09_left_arm_rs485.kicad_sch,AX_L_SHOULDER_PITCH,1,GND,RS-LARM_RET
W9010,09_left_arm_rs485.kicad_sch,AX_L_SHOULDER_PITCH,3,DATA+,RS-LARM_DP
W9011,09_left_arm_rs485.kicad_sch,AX_L_SHOULDER_PITCH,4,DATA-,RS-LARM_DN
W9012,09_left_arm_rs485.kicad_sch,PBR_L_SHOULDER_ROLL,LOG-IN,INTERRUPTED SOURCE,ACT_MAIN_SAFE_12V
W9013,09_left_arm_rs485.kicad_sch,PBR_L_SHOULDER_ROLL,LOG-RET-IN,SOURCE RETURN,ACT_0V_CONTROLLED
W9014,09_left_arm_rs485.kicad_sch,PBR_L_SHOULDER_ROLL,LOG-OUT,PROTECTED ACTUATOR VDD,L_SHOULDER_ROLL_VDD
W9015,09_left_arm_rs485.kicad_sch,PBR_L_SHOULDER_ROLL,LOG-RET-OUT,ACTUATOR / DATA REFERENCE,RS-LARM_RET
W9016,09_left_arm_rs485.kicad_sch,AX_L_SHOULDER_ROLL,2,VDD,L_SHOULDER_ROLL_VDD
W9017,09_left_arm_rs485.kicad_sch,AX_L_SHOULDER_ROLL,1,GND,RS-LARM_RET
W9018,09_left_arm_rs485.kicad_sch,AX_L_SHOULDER_ROLL,3,DATA+,RS-LARM_DP
W9019,09_left_arm_rs485.kicad_sch,AX_L_SHOULDER_ROLL,4,DATA-,RS-LARM_DN
W9020,09_left_arm_rs485.kicad_sch,PBR_L_ELBOW_PITCH,LOG-IN,INTERRUPTED SOURCE,ACT_MAIN_SAFE_12V
W9021,09_left_arm_rs485.kicad_sch,PBR_L_ELBOW_PITCH,LOG-RET-IN,SOURCE RETURN,ACT_0V_CONTROLLED
W9022,09_left_arm_rs485.kicad_sch,PBR_L_ELBOW_PITCH,LOG-OUT,PROTECTED ACTUATOR VDD,L_ELBOW_PITCH_VDD
W9023,09_left_arm_rs485.kicad_sch,PBR_L_ELBOW_PITCH,LOG-RET-OUT,ACTUATOR / DATA REFERENCE,RS-LARM_RET
W9024,09_left_arm_rs485.kicad_sch,AX_L_ELBOW_PITCH,2,VDD,L_ELBOW_PITCH_VDD
W9025,09_left_arm_rs485.kicad_sch,AX_L_ELBOW_PITCH,1,GND,RS-LARM_RET
W9026,09_left_arm_rs485.kicad_sch,AX_L_ELBOW_PITCH,3,DATA+,RS-LARM_DP
W9027,09_left_arm_rs485.kicad_sch,AX_L_ELBOW_PITCH,4,DATA-,RS-LARM_DN
W10001,10_right_arm_rs485.kicad_sch,PORT_RS_RARM,LOG-RET,DATA REFERENCE,RS-RARM_RET
W10002,10_right_arm_rs485.kicad_sch,PORT_RS_RARM,LOG-DP,DATA+,RS-RARM_DP
W10003,10_right_arm_rs485.kicad_sch,PORT_RS_RARM,LOG-DN,DATA-,RS-RARM_DN
W10004,10_right_arm_rs485.kicad_sch,PBR_R_SHOULDER_PITCH,LOG-IN,INTERRUPTED SOURCE,ACT_MAIN_SAFE_12V
W10005,10_right_arm_rs485.kicad_sch,PBR_R_SHOULDER_PITCH,LOG-RET-IN,SOURCE RETURN,ACT_0V_CONTROLLED
W10006,10_right_arm_rs485.kicad_sch,PBR_R_SHOULDER_PITCH,LOG-OUT,PROTECTED ACTUATOR VDD,R_SHOULDER_PITCH_VDD
W10007,10_right_arm_rs485.kicad_sch,PBR_R_SHOULDER_PITCH,LOG-RET-OUT,ACTUATOR / DATA REFERENCE,RS-RARM_RET
W10008,10_right_arm_rs485.kicad_sch,AX_R_SHOULDER_PITCH,2,VDD,R_SHOULDER_PITCH_VDD
W10009,10_right_arm_rs485.kicad_sch,AX_R_SHOULDER_PITCH,1,GND,RS-RARM_RET
W10010,10_right_arm_rs485.kicad_sch,AX_R_SHOULDER_PITCH,3,DATA+,RS-RARM_DP
W10011,10_right_arm_rs485.kicad_sch,AX_R_SHOULDER_PITCH,4,DATA-,RS-RARM_DN
W10012,10_right_arm_rs485.kicad_sch,PBR_R_SHOULDER_ROLL,LOG-IN,INTERRUPTED SOURCE,ACT_MAIN_SAFE_12V
W10013,10_right_arm_rs485.kicad_sch,PBR_R_SHOULDER_ROLL,LOG-RET-IN,SOURCE RETURN,ACT_0V_CONTROLLED
W10014,10_right_arm_rs485.kicad_sch,PBR_R_SHOULDER_ROLL,LOG-OUT,PROTECTED ACTUATOR VDD,R_SHOULDER_ROLL_VDD
W10015,10_right_arm_rs485.kicad_sch,PBR_R_SHOULDER_ROLL,LOG-RET-OUT,ACTUATOR / DATA REFERENCE,RS-RARM_RET
W10016,10_right_arm_rs485.kicad_sch,AX_R_SHOULDER_ROLL,2,VDD,R_SHOULDER_ROLL_VDD
W10017,10_right_arm_rs485.kicad_sch,AX_R_SHOULDER_ROLL,1,GND,RS-RARM_RET
W10018,10_right_arm_rs485.kicad_sch,AX_R_SHOULDER_ROLL,3,DATA+,RS-RARM_DP
