family_id,step,action,required_release_evidence,authority,warning
JMF-07-LEG-REDUCED-15,8,"Perform unpowered metrology, free-motion, retention and interference checks before any separate powered-work authorization",DRAWING/FIT/MATERIAL/HARDWARE/DFM/FAI/PHYSICAL PROCEDURE NOT YET RELEASED,UNPOWERED DESIGN SEQUENCE ONLY - NO ASSEMBLY OR POWERED-WORK AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-08-LEG-REDUCED-20,1,"Inspect carrier seats, shaft, bearing and actuator identities against received parts",DRAWING/FIT/MATERIAL/HARDWARE/DFM/FAI/PHYSICAL PROCEDURE NOT YET RELEASED,UNPOWERED DESIGN SEQUENCE ONLY - NO ASSEMBLY OR POWERED-WORK AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-08-LEG-REDUCED-20,2,Install supported-end bearing candidate(s) into removable truss carrier(s),DRAWING/FIT/MATERIAL/HARDWARE/DFM/FAI/PHYSICAL PROCEDURE NOT YET RELEASED,UNPOWERED DESIGN SEQUENCE ONLY - NO ASSEMBLY OR POWERED-WORK AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-08-LEG-REDUCED-20,3,"Install hollow output shaft, spacer/retainer candidates and verify free rotation",DRAWING/FIT/MATERIAL/HARDWARE/DFM/FAI/PHYSICAL PROCEDURE NOT YET RELEASED,UNPOWERED DESIGN SEQUENCE ONLY - NO ASSEMBLY OR POWERED-WORK AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-08-LEG-REDUCED-20,4,"Install direct coupler, gimbal, rack/pinion or belt transmission as assigned",DRAWING/FIT/MATERIAL/HARDWARE/DFM/FAI/PHYSICAL PROCEDURE NOT YET RELEASED,UNPOWERED DESIGN SEQUENCE ONLY - NO ASSEMBLY OR POWERED-WORK AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-08-LEG-REDUCED-20,5,Install exact actuator candidate and establish the project mounting interface,DRAWING/FIT/MATERIAL/HARDWARE/DFM/FAI/PHYSICAL PROCEDURE NOT YET RELEASED,UNPOWERED DESIGN SEQUENCE ONLY - NO ASSEMBLY OR POWERED-WORK AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-08-LEG-REDUCED-20,6,Install output-encoder carrier/magnet candidate and route the service loop,DRAWING/FIT/MATERIAL/HARDWARE/DFM/FAI/PHYSICAL PROCEDURE NOT YET RELEASED,UNPOWERED DESIGN SEQUENCE ONLY - NO ASSEMBLY OR POWERED-WORK AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-08-LEG-REDUCED-20,7,Install carrier screws and guard using released torque/locking instructions only after those exist,DRAWING/FIT/MATERIAL/HARDWARE/DFM/FAI/PHYSICAL PROCEDURE NOT YET RELEASED,UNPOWERED DESIGN SEQUENCE ONLY - NO ASSEMBLY OR POWERED-WORK AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-08-LEG-REDUCED-20,8,"Perform unpowered metrology, free-motion, retention and interference checks before any separate powered-work authorization",DRAWING/FIT/MATERIAL/HARDWARE/DFM/FAI/PHYSICAL PROCEDURE NOT YET RELEASED,UNPOWERED DESIGN SEQUENCE ONLY - NO ASSEMBLY OR POWERED-WORK AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-09-KNEE-REDUCED-20,1,"Inspect carrier seats, shaft, bearing and actuator identities against received parts",DRAWING/FIT/MATERIAL/HARDWARE/DFM/FAI/PHYSICAL PROCEDURE NOT YET RELEASED,UNPOWERED DESIGN SEQUENCE ONLY - NO ASSEMBLY OR POWERED-WORK AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-09-KNEE-REDUCED-20,2,Install supported-end bearing candidate(s) into removable truss carrier(s),DRAWING/FIT/MATERIAL/HARDWARE/DFM/FAI/PHYSICAL PROCEDURE NOT YET RELEASED,UNPOWERED DESIGN SEQUENCE ONLY - NO ASSEMBLY OR POWERED-WORK AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-09-KNEE-REDUCED-20,3,"Install hollow output shaft, spacer/retainer candidates and verify free rotation",DRAWING/FIT/MATERIAL/HARDWARE/DFM/FAI/PHYSICAL PROCEDURE NOT YET RELEASED,UNPOWERED DESIGN SEQUENCE ONLY - NO ASSEMBLY OR POWERED-WORK AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-09-KNEE-REDUCED-20,4,"Install direct coupler, gimbal, rack/pinion or belt transmission as assigned",DRAWING/FIT/MATERIAL/HARDWARE/DFM/FAI/PHYSICAL PROCEDURE NOT YET RELEASED,UNPOWERED DESIGN SEQUENCE ONLY - NO ASSEMBLY OR POWERED-WORK AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-09-KNEE-REDUCED-20,5,Install exact actuator candidate and establish the project mounting interface,DRAWING/FIT/MATERIAL/HARDWARE/DFM/FAI/PHYSICAL PROCEDURE NOT YET RELEASED,UNPOWERED DESIGN SEQUENCE ONLY - NO ASSEMBLY OR POWERED-WORK AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-09-KNEE-REDUCED-20,6,Install output-encoder carrier/magnet candidate and route the service loop,DRAWING/FIT/MATERIAL/HARDWARE/DFM/FAI/PHYSICAL PROCEDURE NOT YET RELEASED,UNPOWERED DESIGN SEQUENCE ONLY - NO ASSEMBLY OR POWERED-WORK AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-09-KNEE-REDUCED-20,7,Install carrier screws and guard using released torque/locking instructions only after those exist,DRAWING/FIT/MATERIAL/HARDWARE/DFM/FAI/PHYSICAL PROCEDURE NOT YET RELEASED,UNPOWERED DESIGN SEQUENCE ONLY - NO ASSEMBLY OR POWERED-WORK AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-09-KNEE-REDUCED-20,8,"Perform unpowered metrology, free-motion, retention and interference checks before any separate powered-work authorization",DRAWING/FIT/MATERIAL/HARDWARE/DFM/FAI/PHYSICAL PROCEDURE NOT YET RELEASED,UNPOWERED DESIGN SEQUENCE ONLY - NO ASSEMBLY OR POWERED-WORK AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-10-ANKLE-PITCH-REDUCED-25,1,"Inspect carrier seats, shaft, bearing and actuator identities against received parts",DRAWING/FIT/MATERIAL/HARDWARE/DFM/FAI/PHYSICAL PROCEDURE NOT YET RELEASED,UNPOWERED DESIGN SEQUENCE ONLY - NO ASSEMBLY OR POWERED-WORK AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-10-ANKLE-PITCH-REDUCED-25,2,Install supported-end bearing candidate(s) into removable truss carrier(s),DRAWING/FIT/MATERIAL/HARDWARE/DFM/FAI/PHYSICAL PROCEDURE NOT YET RELEASED,UNPOWERED DESIGN SEQUENCE ONLY - NO ASSEMBLY OR POWERED-WORK AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-10-ANKLE-PITCH-REDUCED-25,3,"Install hollow output shaft, spacer/retainer candidates and verify free rotation",DRAWING/FIT/MATERIAL/HARDWARE/DFM/FAI/PHYSICAL PROCEDURE NOT YET RELEASED,UNPOWERED DESIGN SEQUENCE ONLY - NO ASSEMBLY OR POWERED-WORK AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-10-ANKLE-PITCH-REDUCED-25,4,"Install direct coupler, gimbal, rack/pinion or belt transmission as assigned",DRAWING/FIT/MATERIAL/HARDWARE/DFM/FAI/PHYSICAL PROCEDURE NOT YET RELEASED,UNPOWERED DESIGN SEQUENCE ONLY - NO ASSEMBLY OR POWERED-WORK AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-10-ANKLE-PITCH-REDUCED-25,5,Install exact actuator candidate and establish the project mounting interface,DRAWING/FIT/MATERIAL/HARDWARE/DFM/FAI/PHYSICAL PROCEDURE NOT YET RELEASED,UNPOWERED DESIGN SEQUENCE ONLY - NO ASSEMBLY OR POWERED-WORK AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-10-ANKLE-PITCH-REDUCED-25,6,Install output-encoder carrier/magnet candidate and route the service loop,DRAWING/FIT/MATERIAL/HARDWARE/DFM/FAI/PHYSICAL PROCEDURE NOT YET RELEASED,UNPOWERED DESIGN SEQUENCE ONLY - NO ASSEMBLY OR POWERED-WORK AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-10-ANKLE-PITCH-REDUCED-25,7,Install carrier screws and guard using released torque/locking instructions only after those exist,DRAWING/FIT/MATERIAL/HARDWARE/DFM/FAI/PHYSICAL PROCEDURE NOT YET RELEASED,UNPOWERED DESIGN SEQUENCE ONLY - NO ASSEMBLY OR POWERED-WORK AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-10-ANKLE-PITCH-REDUCED-25,8,"Perform unpowered metrology, free-motion, retention and interference checks before any separate powered-work authorization",DRAWING/FIT/MATERIAL/HARDWARE/DFM/FAI/PHYSICAL PROCEDURE NOT YET RELEASED,UNPOWERED DESIGN SEQUENCE ONLY - NO ASSEMBLY OR POWERED-WORK AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
