occ_face_tag_diagnostic_only,face_signature_sha256,geometry_type,bbox_mm_json,exact_occ_area_mm2,mapped_quadratic_facets,mesh_quadratic_area_mm2,absolute_area_error_mm2,relative_area_error,maximum_six_node_deviation_mm,maximum_q8_surface_deviation_mm,rms_q8_surface_deviation_mm,area_within_0p25_percent,surface_deviation_within_0p005_mm,warning
49,8cab5c204226990260bee90200689c89de26d24e306ee22b484b9f2f29d5f0f5,Cylinder,"[-32.0000001,-2.0000001,14.9999999,-13.9999999,1e-07,17.0000001]",56.548667765,21,56.36626237275802,0.18240539224197505,0.0032256355357477107,8.881784197001252e-16,0.02118625056033239,0.0083292655867275,False,False,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
50,64c7b6ff2edf2fe60057d23e1cd11bcd23d22bfc3b7f1cae64fcb74b02807d74,Plane,"[-24.0000001,-1e-07,-8.0000001,-23.9999999,8.5250001,18.0000001]",221.65,74,221.65000000000003,2.842170943040401e-14,1.2822787922582453e-16,0.0,7.105427357601002e-15,3.2023728339893768e-15,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
51,c598c87e1cc84f1c7386ef97b9e31d76fdec882b14b3f754ea70f8a478b44b54,Cylinder,"[13.9999999,-2.0000001,14.9999999,32.0000001,1e-07,17.0000001]",56.548667765,21,56.36631057722231,0.18235718777768994,0.003224783093662153,6.661338147750939e-16,0.02118625056033239,0.00832902205033826,False,False,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
52,4cbf4bcf13e61ee9588f4222fdc93585013b190508b7356a26e029e1526e02ec,Cylinder,"[11.9999999,-2.0000001,-18.0000001,14.0000001,1e-07,15.0000001]",100.916844798,121,100.89333503977456,0.02350975822544399,0.0002329616851626926,4.37065976499855e-08,0.0026115667687518556,0.00054904241523107,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
53,4f32d157015f7959d6b460654c5ebb296af3a90ee6cd3576b23cbeb9d725ff61,Cylinder,"[13.3999999,-15.8750001,5.3999999,18.6000001,1e-07,10.6000001]",259.164425427,1109,259.16335184189813,0.0010735851018921494,4.1424863776087615e-06,1.3937706128481328e-08,5.419675421177695e-05,1.3088777794863032e-05,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
54,cdc7e0d8caebea97550e3f5b1a16b56e8ef9896a52cb6b441a09f359ef5d5e68,Cylinder,"[13.3999999,-15.8750001,-10.6000001,18.6000001,1e-07,-5.3999999]",259.164425427,1109,259.16335184189813,0.0010735851018921494,4.1424863776087615e-06,1.3937705882800377e-08,5.419675421092121e-05,1.3088777794741454e-05,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
55,30d355d838197c0a7ceb39cc7e865d3e0e8eb47f42aed419023ed71cb6b1563b,Cylinder,"[13.9999999,-2.0000001,-20.0000001,52.0000001,1e-07,-17.9999999]",119.380520836,54,119.32272032022712,0.05780051577288248,0.0004841704104498457,8.881784197001252e-16,0.014488923842117522,0.0018462069825852946,True,False,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
56,b09b3d5d2b4bb19b31f9f1aecadc6f6fde3d1f9629aa5621b57fe46ed5e04df2,Cylinder,"[51.9999999,-2.0000001,-18.0000001,54.0000001,1e-07,20.0000001]",119.380520836,54,119.32271933642379,0.05780149957621461,0.0004841786513531794,1.9984014443252818e-15,0.014488923842120726,0.0018462188874050843,True,False,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
57,3844a5115018395ccdb54c9b8f4ecece4addbb0ea7b7067ccbf07f7332603d6a,Cylinder,"[35.9999999,-2.0000001,19.9999999,52.0000001,1e-07,22.0000001]",50.265482457,26,50.24643492282928,0.01904753417071703,0.0003789386521259672,8.881784197001252e-16,0.0015859483885631996,0.0009210435220032066,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
58,8d2ec2e577b2c46afe12d4214d7db6e6483132fb36a16f03623417a573d3795e,Cylinder,"[33.9999999,-2.0000001,18.9999999,36.0000001,1e-07,20.0000001]",3.141592654,8,3.141234208807494,0.0003584451925062737,0.000114096648414901,1.3322676295501878e-15,0.0009745946880523824,0.0003969674511822012,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
59,bd1dbd8502bac470eddf5b21d6fc6bc0206d4bdde92299afab29d6c55fc03336,Torus,"[31.9999999,-2.0000001,13.133434174,37.866565826,1e-07,19.0000001]",13.456023495,13,13.451094585743608,0.004928909256392444,0.00036629761074837095,3.580361673049448e-15,0.017979460736217617,0.0052904321940343965,True,False,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
60,609f7788dcae9963808fc14ff7b1bc78e993c525ac9cfebf9ab08c5a95094f0c,Cone,"[-5.6500001,-1e-07,4.3499999,5.6500001,2.9000001,15.6500001]",108.228628374,143,108.2126308668312,0.015997507168791003,0.00014781215847538284,1.8401471424778873e-12,0.00497577954136052,0.0007021249779701632,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
61,4ff08ed51416d7bf16a61f90a9fd1a3aa1030069900ee618a87e2a7db73b3e56,Cone,"[-5.6500001,-1e-07,-15.6500001,5.6500001,2.9000001,-4.3499999]",108.228628374,143,108.21263086683122,0.015997507168776792,0.00014781215847525154,1.8399594049130488e-12,0.004975779541360949,0.0007021249779701771,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
62,c38545cb4c6ad3f541eea0e885cb7025b62e74b6aa7a474d35ca045d60da2e55,Cylinder,"[-26.0000001,-1e-07,-10.0000001,-23.9999999,8.5250001,-7.9999999]",26.782077372,14,26.771949881413416,0.010127490586583576,0.0003781443256217166,1.7763568394002505e-15,0.0014430950006432022,0.0009183653946913843,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
63,1eb78019c6875d39a0a4aa42a3114d93fb9f59195494d3e12ed6eaf1f857e356,Plane,"[-32.0000001,-1e-07,-10.0000001,-25.9999999,8.5250001,-9.9999999]",51.15,20,51.15,0.0,0.0,0.0,3.552713678800501e-15,1.6011864169946884e-15,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
64,8c750a810fd00de4945e476198498a29c43d7a30e5b77713dade1ec37444fb60,Cylinder,"[-34.0000001,-1e-07,-10.0000001,-31.9999999,8.5250001,-7.9999999]",26.782077372,14,26.771949881413427,0.010127490586572918,0.00037814432562131866,1.7763568394002505e-15,0.0014430950006572775,0.0009183653946918658,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
65,bc4be50a7e2c5bb2d3bb858c27ca382369a8a0d21d8768215334a22769756420,Cylinder,"[-50.2000001,8.0049999,-19.2000001,-48.1999999,8.5250001,-17.1999999]",1.63362818,4,1.6330104526984783,0.0006177273015217644,0.00037813212889224545,0.0,0.0014239233471051603,0.0009183262183378489,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
66,6468a0bed38a76b822d365148bc30b7d05d69671a5ed69ae92b721eabea9f875,Plane,"[-50.2000001,8.0049999,-17.2000001,-50.1999999,8.5250001,19.2000001]",18.928,35,18.927999999999976,2.4868995751603507e-14,1.3138734019232622e-15,0.0,1.4210854715202004e-14,6.4047456679787536e-15,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
67,f1abfd12cb17bf0e032a83b59a3f284dd5890f01abe0517220a70aa52a7fbe59,Cylinder,"[-50.2000001,8.0049999,19.1999999,-48.1999999,8.5250001,21.2000001]",1.63362818,30,1.6336260110659133,2.1689340867769857e-06,1.3276791581649783e-06,7.105427357601002e-15,6.702812256997576e-06,3.4112631874136297e-06,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
68,85567ea25de608b07c3f81a92a3b357fcb71f4c3349f46285667128edb90a88c,Plane,"[-48.2000001,8.0049999,21.1999999,-39.7999999,8.5250001,21.2000001]",4.368,19,4.367999999999999,8.881784197001252e-16,2.033375502976477e-16,0.0,1.0658141036401503e-14,3.871479975306501e-15,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
69,29e96d38b33e1d12b8644be927a49a963454056e7a40940f851412afa967bb03,Cylinder,"[-39.8000001,8.0049999,19.1999999,-37.7999999,8.5250001,21.2000001]",1.63362818,4,1.6330104526984774,0.0006177273015226525,0.0003781321288927891,0.0,0.0014239233470907534,0.0009183262183374359,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
70,5251f50c8eac3c431a3e72113c16ed809174e2e67ffca90244fecb881b3888b5,Plane,"[-37.8000001,8.0049999,-17.2000001,-37.7999999,8.5250001,19.2000001]",18.928,26,18.927999999999983,1.7763568394002505e-14,9.384810013737587e-16,0.0,1.4210854715202004e-14,5.329070518200751e-15,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
71,1b267e64e2101fc10acca6b9a81fa1610045e3e81f7f0e4440ff096ceb0729d0,Cylinder,"[-39.8000001,8.0049999,-19.2000001,-37.7999999,8.5250001,-17.1999999]",1.63362818,4,1.6330104526984763,0.0006177273015237628,0.0003781321288934687,0.0,0.0014239233470942725,0.0009183262183379266,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
72,7d57ecfc27663f73e2f755088c45bd6d819683c0ac391970588a39ec3aa95b05,Plane,"[-48.2000001,8.0049999,-19.2000001,-39.7999999,8.5250001,-19.1999999]",4.368,6,4.368,0.0,0.0,0.0,3.552713678800501e-15,2.945754565036118e-15,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
73,62d54de0ad798b6bc45e7e5552e19a39a17e4d7a589fc0a7a1107bed8711f646,Plane,"[23.9999999,-1e-07,-10.0000001,34.0000001,1e-07,15.535898485]",248.630293487,78,248.62605389663278,0.004239590367205892,1.7051785233996698e-05,4.440892098501e-16,4.883261438520536e-16,4.858548788612829e-17,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
74,37c1e53ee043ee3ca72a46fe5eae32b8bde2b05535d8352001e2c25ee4102e4d,Plane,"[37.7999999,8.0049999,-19.2000001,39.8000001,8.0050001,-17.1999999]",3.141592654,37,3.141576082726958,1.6571273042220724e-05,5.274800035301052e-06,0.0,3.552713678800501e-15,1.538370149106851e-15,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
75,718038538e4c8c434eb21ae3b2248a286a15cfea2b3bee34b950ab4c498c7e33,Plane,"[37.7999999,8.0049999,-17.2000001,39.8000001,8.0050001,19.2000001]",66.516814693,684,66.5168478345578,3.3141557793214815e-05,4.982433080443721e-07,0.0,3.552713678800501e-15,1.538370149106851e-15,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
76,5fbdbb813ee3e762ea2054e801cab2af730f705c824117237be33f2ad516af62,Plane,"[37.7999999,8.0049999,19.1999999,39.8000001,8.0050001,21.2000001]",3.141592654,37,3.1415760827098653,1.6571290134770322e-05,5.274805476028568e-06,0.0,3.552713678800501e-15,1.538370149106851e-15,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
77,104a3234faf90162e87ac2ccdd6ef267a7825df25552e9106121f624529bcc4e,Plane,"[39.7999999,8.0049999,19.1999999,48.2000001,8.0050001,21.2000001]",10.516814693,118,10.516847834556478,3.31415564769344e-05,3.1512922348050347e-06,0.0,3.552713678800501e-15,1.538370149106851e-15,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
78,726dcea241c9f280ed41601d6bfa422cb4c8f7b6a79ca8d583b2fecc1f059352,Plane,"[48.1999999,8.0049999,19.1999999,50.2000001,8.0050001,21.2000001]",3.141592654,37,3.141576082727342,1.6571272658083558e-05,5.2747999130263934e-06,0.0,3.552713678800501e-15,1.538370149106851e-15,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
79,9330057d5a50c88111d8b946d24aacb11cbfb31db74b95c26db9557176ab27a6,Plane,"[48.1999999,8.0049999,-17.2000001,50.2000001,8.0050001,19.2000001]",66.516814693,684,66.51684783455592,3.314155591738199e-05,4.982432798434904e-07,0.0,3.552713678800501e-15,1.538370149106851e-15,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
80,28bf09302e45434345ab954541b4f0742e3766294af93f94981b292fe15b5c1e,Plane,"[48.1999999,8.0049999,-19.2000001,50.2000001,8.0050001,-17.1999999]",3.141592654,37,3.141576082709957,1.6571290043287945e-05,5.274805446908823e-06,0.0,3.552713678800501e-15,1.538370149106851e-15,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
81,9abeaee92766b8119a83e931ecf398a2c4ff7d0a9edab82b681128b370598086,Plane,"[39.7999999,8.0049999,-19.2000001,48.2000001,8.0050001,-17.1999999]",10.516814693,118,10.516847834559039,3.314155903844096e-05,3.1512924783679992e-06,0.0,3.552713678800501e-15,1.538370149106851e-15,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
82,34690b49d824c4b366c7571fb89ed064a4c705ed68f9f6ab032054d833731592,Plane,"[-34.0000001,-1e-07,-10.0000001,-23.9999999,1e-07,15.535898485]",248.630293487,78,248.6260538966328,0.00423959036717747,1.7051785233882386e-05,4.440892098501e-16,4.606469277333884e-16,5.278509411263477e-17,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
83,3d2e3b536fa31ba79d509c5ef1afec5eff2b017585c21d1ef822bba7f95341ae,Cylinder,"[-34.0000001,-15.8750001,16.9999999,-31.9999999,-1.9999999,19.0000001]",43.589598069,22,43.5730461344397,0.016551934560297354,0.00037972211934821077,3.552713678800501e-15,0.0015859483885601526,0.0009234487321093347,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
84,2e497483a45e02a31f18ada8a60309632b9c17bc867be26c85dddda742378300,Plane,"[-34.0000001,-15.8750001,18.9999999,-33.9999999,-1.9999999,20.0000001]",13.875,10,13.874999999999995,5.329070518200751e-15,3.8407715446491904e-16,0.0,1.4210854715202004e-14,5.617333549722722e-15,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
85,fc994402243d44780abaabc77b96a297edee25a0ce28cb7e7466b7537a70f1be,Sphere,"[-36.0000001,-2.0000001,19.9999999,-33.9999999,1e-07,22.0000001]",6.283185307,6,6.255891613617851,0.027293693382149264,0.004343926217127765,1.7763568394002505e-15,0.012211784454218846,0.003938897484922631,False,False,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
86,09936c980bfedf069dccabc58219aa2b007755013e4a0c5dcb2b276e737fe95b,Plane,"[-52.0000001,-15.8750001,21.9999999,-35.9999999,-1.9999999,22.0000001]",222.0,78,221.99999999999997,2.842170943040401e-14,1.28025718154973e-16,0.0,7.105427357601002e-15,3.66205343881779e-15,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
87,03b97919b26eee662bd162b26c19fca5be842e4a400cf7e5a3d17ed7688e8442,Sphere,"[-54.0000001,-2.0000001,19.9999999,-51.9999999,1e-07,22.0000001]",6.283185307,6,6.255891613617867,0.027293693382133277,0.00434392621712522,3.722145839155691e-15,0.012211784454223277,0.003938897484923746,False,False,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
88,1d75d9b729829a178d7655beb21f4f2e977a18d4c0150055dcfd01c3db3106b5,Plane,"[-54.0000001,-15.8750001,-18.0000001,-53.9999999,-1.9999999,20.0000001]",527.25,162,527.25,0.0,0.0,0.0,1.4210854715202004e-14,7.105427357601002e-15,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
89,41fc686a95397a62815f6d43af6022fd5020d43df586b9c8527de4849e392a76,Sphere,"[-54.0000001,-2.0000001,-20.0000001,-51.9999999,1e-07,-17.9999999]",6.283185307,6,6.255891613617859,0.02729369338214127,0.004343926217126493,1.7763568394002505e-15,0.012211784454218968,0.003938897484923282,False,False,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
90,15347234fd20ab8a6b0e32fd690971fed0708e525864cab4f2f95c590e138400,Plane,"[-52.0000001,-15.8750001,-20.0000001,-13.9999999,-1.9999999,-19.9999999]",527.25,162,527.25,0.0,0.0,0.0,7.105427357601002e-15,3.2023728339893768e-15,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
91,3b29a61d53af393548af5612d1d4a2edfa54dd982677e8bb0d9ec4eaca2e85e0,Sphere,"[-14.0000001,-2.0000001,-20.0000001,-11.9999999,1e-07,-17.9999999]",6.283185307,6,6.255891613617857,0.027293693382143047,0.0043439262171267755,1.7763568394002505e-15,0.012211784454215328,0.0039388974849224765,False,False,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
92,ff829ffc9370905c3e8610629bcd5d8d27bfd9198f837d11df8e73201fa5667b,Plane,"[-12.0000001,-15.8750001,-18.0000001,-11.9999999,-1.9999999,15.0000001]",457.875,214,457.87499999999994,5.684341886080802e-14,1.2414615093815565e-16,0.0,3.552713678800501e-15,1.6011864169946884e-15,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
93,03e14566612dc333701e6c8ee2af681cbe74c12f3dbf10d0afb51354ec94ef2c,Sphere,"[-14.0000001,-2.0000001,14.9999999,-11.9999999,1e-07,17.0000001]",6.283185307,6,6.255891613617855,0.027293693382144824,0.004343926217127058,1.7763568394002505e-15,0.012211784454215937,0.003938897484922521,False,False,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
94,f1219a7b1b2514e82430e138caf21fa08402eddd74f275e1333f56e5ecff9b17,Plane,"[-54.0000001,-15.8750001,-20.0000001,-11.9999999,-15.8749999,22.0000001]",1608.092037938,1289,1608.082844909508,0.009193028492063604,5.716730308453925e-06,0.0,3.552713678800501e-15,2.082963028648268e-15,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
95,3b3f00796708545096ff5f29a2341a23ff4bc2d5d48786f1a4406a8d2bb41f6b,Plane,"[-32.0000001,-15.8750001,16.9999999,-13.9999999,-1.9999999,17.0000001]",249.75,76,249.74999999999997,2.842170943040401e-14,1.13800638359976e-16,0.0,7.105427357601002e-15,2.808666774861361e-15,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
96,6d3441039d158917ac15e3ac36fc5d9ce06cf32571e483927537733856cb1b1c,Plane,"[13.9999999,-15.8750001,16.9999999,32.0000001,-1.9999999,17.0000001]",249.75,76,249.75,0.0,0.0,0.0,7.105427357601002e-15,2.808666774861361e-15,True,True,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
97,135165e71980ebe2ba0d4d7f7946fc31626f91b86b58def98f0cd02851c666e5,Sphere,"[11.9999999,-2.0000001,14.9999999,14.0000001,1e-07,17.0000001]",6.283185307,6,6.255891613617855,0.027293693382144824,0.004343926217127058,2.5121479338940403e-15,0.012211784454215328,0.00393889748492254,False,False,"PRELIMINARY - EXACT FACET/B-REP AND LOAD-GEOMETRY EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
