entity_role,dimension,resolved_occ_tag_diagnostic_only,geometric_signature_sha256,geometry_type,bbox_mm_json,r286_maximum_q8_surface_deviation_mm,selection_basis,target_size_mm,warning
OWNER_BOUNDARY_CURVE,1,162,ca60f20cc44d12cda6747bd518adaea21e72950bee51c4206edc2cef6d904d7e,Circle,"[-34.0000001,-2.0000001,16.9999999,-31.9999999,-1.9999999,19.0000001]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,163,54e51c7e23d4874e6932decb1a74fc512f5b33536c37ce8918a6197900acfea8,Circle,"[-32.0000001,-2.0000001,14.9999999,-31.9999999,1e-07,17.0000001]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,164,6a6eefa4c432f42877813284585bd18e05c435be80c719c1e05a9761f91caa51,Circle,"[-36.0000001,-2.0000001,19.9999999,-33.9999999,1e-07,20.0000001]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,166,2191fe36f8692db009945299d17a71ba4602efe7cc1d5a6b5d207c35791b35a7,Circle,"[-36.0000001,-2.0000001,19.9999999,-35.9999999,1e-07,22.0000001]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,167,acca6cbd29cda9fae9eb725e3a94dffbc92307c52db720362bf0f4237eb2f089,Circle,"[-52.0000001,-2.0000001,19.9999999,-51.9999999,1e-07,22.0000001]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,169,763473aeb3f303273118c27a49c6e217eff8f89d910ae9e8dda32326d100cc1f,Circle,"[-54.0000001,-2.0000001,19.9999999,-51.9999999,1e-07,20.0000001]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,170,f091ea2109c073dd923c6efec491ce110a7b6a28a9d320afb3b18d0551a9b13a,Circle,"[-54.0000001,-2.0000001,-18.0000001,-51.9999999,1e-07,-17.9999999]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,171,c0931d37a66e359b748340fc3a65c39be0758b22e084fb7d2c7f72f88ed592f4,Line,"[-54.0000001,-2.0000001,-18.0000001,-53.9999999,-1.9999999,20.0000001]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,172,447fa9a68703b194fe242119954fed8bc6016bf4d1de5099ffd09be70bca8aed,Circle,"[-52.0000001,-2.0000001,-20.0000001,-51.9999999,1e-07,-17.9999999]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,173,78f9e508657c3b28435c9ea470dfc17d9a8bbe52573b9065ae946c8435556cf8,Circle,"[-14.0000001,-2.0000001,-20.0000001,-13.9999999,1e-07,-17.9999999]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,174,26bc685e774da994f1f45eb7d90f3a6a710e3afe558de76112f1c13072e878db,Line,"[-52.0000001,-2.0000001,-20.0000001,-13.9999999,-1.9999999,-19.9999999]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,175,c0087a568fd4c37a7482ad3f74041d4e0023a8bdc7f1dc060b5aba902c6c5cbe,Line,"[-12.0000001,-2.0000001,-18.0000001,-11.9999999,-1.9999999,15.0000001]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,176,be3c59a3d2392324df9882764c4fb5623a0404d58e04ff9db30779b1e1fdec7e,Circle,"[-14.0000001,-2.0000001,-18.0000001,-11.9999999,1e-07,-17.9999999]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,177,e6a596d6c6824827f364c031b94f4c12b4321e73047ce281ba12f34a273f6f99,BSpline,"[-14.000000101,-0.092121699,-9.661324874,-13.399999899,1.01e-07,-6.338675126]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,178,5a3628d6cff3f1d6659d8bc1df29b1a715e9772e514081b3f78fe24dfc98fbed,BSpline,"[-14.000000101,-0.092121699,6.338675126,-13.399999899,1.01e-07,9.661324874]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,179,2ac4189dc2887e5203b238be90b7288775503bc12cec7d9d063595d3c1ca8852,Circle,"[-14.0000001,-2.0000001,14.9999999,-11.9999999,1e-07,15.0000001]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,184,96f2cc3c33b7f3335b9f61db14e647e06c4ec92f3c75b3c7ddb7ef9878f79112,Circle,"[-14.0000001,-2.0000001,14.9999999,-13.9999999,1e-07,17.0000001]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,185,0cd6125ab66cb4a032e8fcce0ccca801a15436a2a9b67d3124dbc3ad894fb1f8,Line,"[-32.0000001,-1e-07,14.9999999,-23.9999999,1e-07,15.0000001]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,186,6ca690c6a173ea47aea46e1e53bd4e95fe235b82b4ce98778bd81fa33aa39bf6,Line,"[-32.0000001,-2.0000001,16.9999999,-13.9999999,-1.9999999,17.0000001]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,189,77298585a85e1467dfcba6dff8a943c05302b7aa25dac30abb410c92d1be4c1d,Circle,"[31.9999999,-2.0000001,14.9999999,32.0000001,1e-07,17.0000001]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,190,2c014c2ffd388d3da295ad92678ccc6c0c88b3eca05af119ecf737be4a87a6e1,Line,"[23.9999999,-1e-07,14.9999999,32.0000001,1e-07,15.0000001]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,191,e12de73a1f7101ee31d3f4253769757e5ab847fb511b8fb2816cc59cb0540a49,Circle,"[13.9999999,-2.0000001,14.9999999,14.0000001,1e-07,17.0000001]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,192,0bf9cb7529726ec443b9b9e95dae1b0ba4f1f694f30e9064db7514223ee75032,Line,"[13.9999999,-2.0000001,16.9999999,32.0000001,-1.9999999,17.0000001]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,193,c2e7f69ae32959d5ff51587d581a6e890b3a2d81bd35076a0335f2d4b37d6964,Line,"[11.9999999,-2.0000001,-18.0000001,12.0000001,-1.9999999,15.0000001]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,194,c2ba67d74bd5643dafa399e496052c0aa0acea8a766a28352a82e3f57acc561c,Circle,"[11.9999999,-2.0000001,14.9999999,14.0000001,1e-07,15.0000001]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,195,fb1ce6c51e1f09985405e0aad7dcadaf0da8dea5da4c39ff1fc0025b781c4e04,BSpline,"[13.399999899,-0.092121699,6.338675126,14.000000101,1.01e-07,9.661324874]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,196,ef0f789d59b2317facf70ec40ec9e9b998777c90098d9e2e21a66a6c57dc834d,BSpline,"[13.399999899,-0.092121699,-9.661324874,14.000000101,1.01e-07,-6.338675126]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,197,5b6791dafdcaa292b21a646319325504e11f6503e788c544e956d8f8679883de,Circle,"[11.9999999,-2.0000001,-18.0000001,14.0000001,1e-07,-17.9999999]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,202,9ffadadee62e92c6c03c341aeaf2e60d0e9c0b114b07efc916f75d91ed5302af,Circle,"[13.9999999,-2.0000001,-20.0000001,14.0000001,1e-07,-17.9999999]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,203,ed058abcebeb3ae14f79f88e3f0878ac1cd20a3d754acadba6869fcb002dc2de,Circle,"[51.9999999,-2.0000001,-20.0000001,52.0000001,1e-07,-17.9999999]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,204,7540276c8bd97283bf17227df338058743d9bf4d05dba1d4a855720b578b3c57,Line,"[13.9999999,-2.0000001,-20.0000001,52.0000001,-1.9999999,-19.9999999]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,205,f856c3ca7f73ed4e62b00f1a109aad9ac157ae78f5073cfbd24b98b981a0839d,Circle,"[51.9999999,-2.0000001,-18.0000001,54.0000001,1e-07,-17.9999999]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,206,56e58a1fc15c94e0abfee2ae9acfb79dd352b4ca588dbf5c57bbde849d3c4210,Circle,"[51.9999999,-2.0000001,19.9999999,54.0000001,1e-07,20.0000001]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,207,920b98b7d35dfca8354990d4dbbdd2de2b4ae52c4370ddda57e4b2530c1f25fc,Line,"[53.9999999,-2.0000001,-18.0000001,54.0000001,-1.9999999,20.0000001]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,208,b10a3b4f6fc0ce88a02bf4234e31367080778f929695b52398fbb69a18458182,Circle,"[51.9999999,-2.0000001,19.9999999,52.0000001,1e-07,22.0000001]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,209,fb5f75353d7dad6f51965ef80cb6e9b728027cc8f4a493b8e55bd2ae3819736b,Circle,"[35.9999999,-2.0000001,19.9999999,36.0000001,1e-07,22.0000001]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,211,dca96a08f7d3673e971b4fcc52f02cc97605713300fbca564bebd5209d0a4cf7,Circle,"[33.9999999,-2.0000001,19.9999999,36.0000001,1e-07,20.0000001]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,212,f9fe40f589f568114e7ffac22f7c5d26f5405f767a726eecd50dbebd41d78142,Circle,"[33.9999999,-2.0000001,18.9999999,36.0000001,1e-07,19.0000001]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,214,b0bb01a25d184f0158528dc355ecef14c223670905afd7ea1d5a2479111517a8,Circle,"[31.9999999,-1e-07,14.9999999,34.0000001,1e-07,15.535898485]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,215,c57bb04e5ee05da12b3c1d2247d901dae840d83df07f064810af50839ed9dcde,Circle,"[31.9999999,-2.0000001,16.9999999,34.0000001,-1.9999999,19.0000001]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,264,555f79df4810fba2a8d348950f0a83fbc37c2e0d94d3fd056424a55abc9f2769,Unknown,"[-36.0000001,-1e-07,19.9999999,-35.9999999,1e-07,20.0000001]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,265,cfc9d80a101b9c4e54a07bfd4554b8ff2257b0df6a0125ab793a41f372d84610,Circle,"[-36.0000001,-2.0000001,19.9999999,-33.9999999,-1.9999999,22.0000001]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,269,12ed0aa56d8c0be3e75cbe115a6d22750d7158906b61f24fbf58425bfcc77ad2,Unknown,"[-52.0000001,-1e-07,19.9999999,-51.9999999,1e-07,20.0000001]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,270,c73adccacd49f19981cc1251d0cc9d52ebeb6573aedb514fe116174871a97c29,Circle,"[-54.0000001,-2.0000001,19.9999999,-51.9999999,-1.9999999,22.0000001]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,274,ce48910ee2e19d177c7ab3e1ce7c8248ddb5c191075d28c6be72228d3a1fe4ef,Unknown,"[-52.0000001,-1e-07,-18.0000001,-51.9999999,1e-07,-17.9999999]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,275,a56631075e734a001c099f201d84c405962d57526e0bfe13900b3bc26dd43ba2,Circle,"[-54.0000001,-2.0000001,-20.0000001,-51.9999999,-1.9999999,-17.9999999]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,279,d9a290d2bcfed8eb2eb600354e3544701c7c8082031e838d840037824743fc13,Unknown,"[-14.0000001,-1e-07,-18.0000001,-13.9999999,1e-07,-17.9999999]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,280,ab1a3c0b48ddd48a95e0aae1ad2fc1be6b7b2f58f6b7c012e0b72489ec0baa25,Circle,"[-14.0000001,-2.0000001,-20.0000001,-11.9999999,-1.9999999,-17.9999999]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,284,8da3565c396220893657edef09d066678b12dad6672b1bc1920769460d25fd0f,Unknown,"[-14.0000001,-1e-07,14.9999999,-13.9999999,1e-07,15.0000001]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
