j2_deg,x430_to_striker_clearance_mm,positive_stop_clearance_mm,positive_stop_state,status
62.50,11.088920955,34.298287938,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
62.75,11.096172019,34.135482826,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
63.00,11.103744908,33.972562071,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
63.25,11.111639477,33.809527126,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
63.50,11.119855576,33.646379458,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
63.75,11.128393049,33.483120547,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
64.00,11.137251732,33.319751889,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
64.25,11.146431459,33.156274995,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
64.50,11.155932053,32.992691392,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
64.75,11.165753333,32.829002623,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
65.00,11.175895114,32.665210246,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
65.25,11.186357201,32.501315837,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
65.50,11.197139395,32.337320988,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
65.75,11.208241492,32.173227310,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
66.00,11.219663280,32.009036431,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
66.25,11.231404541,31.844749998,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
66.50,11.243465052,31.680369675,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
66.75,11.255844584,31.515897149,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
67.00,11.268542900,31.351334123,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
67.25,11.281559759,31.186682323,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
67.50,11.294894912,31.021943496,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
67.75,11.308548107,30.857119409,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
68.00,11.322519083,30.692211851,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
68.25,11.336807575,30.527222635,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
68.50,11.351413309,30.362153597,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
68.75,11.366336009,30.197006596,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
69.00,11.381575389,30.031783515,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
69.25,11.397131160,29.866486265,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
69.50,11.413003027,29.701116779,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
69.75,11.429190685,29.535677020,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
70.00,11.445693828,29.370168977,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
70.25,11.462512141,29.204594665,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
70.50,11.479645304,29.038956131,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
70.75,11.497092991,28.873255451,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
71.00,11.514854869,28.707494730,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
71.25,11.532930601,28.541676105,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
71.50,11.551319842,28.375801746,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
71.75,11.570022242,28.209873855,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
72.00,11.589037445,28.043894670,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
72.25,11.608365089,27.877866463,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
72.50,11.628004806,27.711791542,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
72.75,11.647956223,27.545672251,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
73.00,11.668218959,27.379510976,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
73.25,11.688792628,27.213310140,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
73.50,11.709676840,27.047072206,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
73.75,11.730871195,26.880799681,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
74.00,11.752375292,26.714495113,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
74.25,11.774188719,26.548161098,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
74.50,11.796311063,26.381800273,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
74.75,11.818741902,26.215415328,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
75.00,11.841480808,26.049008996,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
75.25,11.864527350,25.882584065,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
75.50,11.887881087,25.716143373,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
75.75,11.911541576,25.549689811,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
76.00,11.935508366,25.383226327,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
76.25,11.959781001,25.216755924,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
76.50,11.984359019,25.050281666,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
76.75,12.009241951,24.883806676,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
77.00,12.034429324,24.717334142,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
77.25,12.059920659,24.550867314,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
77.50,12.085715470,24.384409511,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
77.75,12.111813265,24.217964121,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
78.00,12.138213549,24.051534604,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
78.25,12.164915819,23.885124494,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
78.50,12.191919566,23.718737399,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
78.75,12.219224276,23.552377010,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
79.00,12.246829429,23.386047097,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
79.25,12.274734499,23.219751516,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
79.50,12.302938956,23.053494210,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
79.75,12.331442263,22.887279213,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
80.00,12.360243876,22.721110653,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
80.25,12.389343248,22.554992755,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
80.50,12.418739824,22.388929843,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
80.75,12.448433045,22.222926349,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
81.00,12.478422345,22.056986809,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
81.25,12.508707154,21.891115874,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
81.50,12.539286894,21.725318308,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
81.75,12.570160984,21.559598997,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
82.00,12.601328837,21.393962951,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
82.25,12.632789857,21.228415311,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
82.50,12.664543447,21.062961348,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
82.75,12.696589003,20.897606477,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
83.00,12.728925913,20.732356253,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
83.25,12.761553562,20.567216382,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
83.50,12.794471329,20.402192728,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
83.75,12.827678588,20.237291312,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
84.00,12.861174706,20.072518326,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
84.25,12.894959045,19.907880135,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
84.50,12.929030962,19.743383285,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
84.75,12.963389809,19.579034509,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
85.00,12.998034932,19.414840736,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
85.25,13.032965670,19.250809098,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
85.50,13.068181359,19.086946940,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
85.75,13.103681328,18.923261822,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
86.00,13.139464902,18.759761538,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
86.25,13.175531398,18.596454116,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
86.50,13.211880132,18.433347832,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
86.75,13.248510410,18.270451220,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
87.00,13.285421535,18.107773082,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
87.25,13.322612804,17.945322499,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
87.50,13.360083509,17.783108841,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
87.75,13.397832938,17.621141783,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
88.00,13.435860370,17.459431315,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
88.25,13.474165083,17.297987754,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
88.50,13.512746347,17.136821761,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
88.75,13.551603428,16.975944354,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
89.00,13.590735584,16.815366921,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
89.25,13.630142073,16.655101242,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
89.50,13.669822143,16.495159498,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
89.75,13.709775039,16.335554295,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
90.00,13.750000000,16.176298677,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
90.25,13.693010439,16.017406149,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
90.50,13.635488884,15.858890695,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
90.75,13.577436430,15.700766799,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
91.00,13.518854181,15.543049469,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
91.25,13.459743253,15.385754255,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
91.50,13.400104771,15.228897278,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
91.75,13.339939872,15.072495254,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
92.00,13.279249699,14.916565518,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
92.25,13.218035410,14.761126051,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
92.50,13.156298169,14.606195514,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
92.75,13.094039151,14.451793271,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
93.00,13.031259542,14.297939424,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
93.25,12.967960537,14.144654845,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
93.50,12.904143342,13.991961209,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
93.75,12.839809171,13.839881032,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
94.00,12.774959249,13.688437702,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
94.25,12.709594810,13.537655526,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
94.50,12.643717100,13.387559760,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
94.75,12.567023806,13.238176660,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
95.00,12.454438401,13.089533517,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
95.25,12.341607593,12.941658706,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
95.50,12.228541523,12.794581732,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
95.75,12.115250669,12.648333276,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
96.00,12.001745857,12.502945245,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
96.25,11.888038286,12.358450821,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
96.50,11.774139538,12.214884518,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
96.75,11.660061605,12.072282229,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
97.00,11.545816902,11.930681285,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
97.25,11.431418295,11.790120509,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
97.50,11.316879122,11.650640274,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
97.75,11.202213213,11.512282557,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
98.00,11.087434922,11.375091001,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
98.25,10.972559152,11.239110970,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
98.50,10.857601381,11.104389608,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
98.75,10.742577696,10.970975896,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
99.00,10.627504824,10.838920707,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
99.25,10.512400167,10.708276861,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
99.50,10.397281837,10.579099179,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
99.75,10.282168696,10.451444530,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
100.00,10.167080395,10.325371877,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
100.25,10.052037420,10.200942322,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
100.50,9.937061135,10.078177721,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
100.75,9.822173831,9.955536352,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
101.00,9.707398780,9.832212027,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
101.25,9.592760285,9.708207094,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
101.50,9.478283743,9.583523914,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
101.75,9.363995701,9.458164862,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
102.00,9.249923922,9.332132323,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
102.25,9.136097455,9.205428696,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
102.50,9.022546704,9.078056396,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
102.75,8.909303507,8.950017845,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
103.00,8.796401213,8.821315483,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
103.25,8.683874766,8.691951758,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
103.50,8.571760799,8.561929135,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
103.75,8.460097718,8.431250089,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
104.00,8.348925810,8.299917107,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
104.25,8.238287335,8.167932690,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
104.50,8.128226639,8.035299350,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
104.75,8.018790265,7.902019614,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
105.00,7.910027063,7.768096018,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
105.25,7.801988314,7.633531111,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
105.50,7.694727854,7.498327457,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
105.75,7.588302195,7.362487629,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
106.00,7.482770658,7.226014213,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
106.25,7.378195502,7.088909808,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
106.50,7.274642058,6.951177023,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
106.75,7.172178857,6.812818482,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
107.00,7.070518678,6.673836817,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
107.25,6.968664190,6.534234676,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
107.50,6.866553175,6.394014716,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
107.75,6.764620552,6.253179606,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
108.00,6.664100536,6.111732028,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
108.25,6.565119258,5.969674675,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
108.50,6.467741541,5.827010251,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
108.75,6.372591071,5.683741473,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
109.00,6.280127136,5.539871068,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
109.25,6.190471918,5.395401775,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
109.50,6.103750929,5.250336345,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
109.75,6.020092662,5.104677540,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
110.00,5.939628158,4.958428132,CLEAR,EXACT NOMINAL BREP - PHYSICAL VARIATION/DEFORMATION/FASTENER PROJECTION OPEN
