axis_id,part_id,kind,volume_mm3,bbox_x_mm,bbox_y_mm,bbox_z_mm,note,warning
R_HIP_PITCH,R_HIP_PITCH_MOTOR_ADAPTER,project horn-to-pulley adapter,2869.561611,18.500000,27.000000,27.000000,MA-HN13-P10; nominal CAD complete; material/fit/fasteners/capacity open,"PRELIMINARY - WHOLE-BODY PRODUCT PACKAGING CANDIDATE ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
R_HIP_PITCH,R_HIP_PITCH_OUTPUT_SHAFT,shouldered hollow output shaft,5579.499969,71.000000,20.000000,20.000000,OS-P12-45; nominal CAD complete; material/fit/capacity open,"PRELIMINARY - WHOLE-BODY PRODUCT PACKAGING CANDIDATE ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
R_HIP_PITCH,R_HIP_PITCH_OUTPUT_CAP,removable output capture washer,542.301724,2.000000,20.000000,20.000000,20 mm OD capture washer; through-bolt/fastener selection and proof open,"PRELIMINARY - WHOLE-BODY PRODUCT PACKAGING CANDIDATE ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
R_HIP_ROLL,R_HIP_ROLL_OUTPUT_PULLEY,catalog P-bore-plus-tap pulley envelope,38453.823809,67.000000,16.950000,67.000000,GPA40GT5090-A-P12; received fit/set-screw/capacity validation open,"PRELIMINARY - WHOLE-BODY PRODUCT PACKAGING CANDIDATE ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
R_HIP_ROLL,R_HIP_ROLL_MOTOR_PULLEY,catalog P-bore-plus-tap pulley envelope,10508.724682,35.000000,16.950000,35.000000,GPA20GT5090-A-P10; received fit/set-screw/capacity validation open,"PRELIMINARY - WHOLE-BODY PRODUCT PACKAGING CANDIDATE ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
R_HIP_ROLL,R_HIP_ROLL_BELT,catalog belt routing envelope,12154.215327,67.461977,9.000000,101.511689,GBN255EV5GT-090; tension/capacity/life open,"PRELIMINARY - WHOLE-BODY PRODUCT PACKAGING CANDIDATE ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
R_HIP_ROLL,R_HIP_ROLL_GUARD,removable guard envelope,14991.077348,85.000000,14.000000,99.465207,"transparent packaging envelope; split, vents, retention and access proof open","PRELIMINARY - WHOLE-BODY PRODUCT PACKAGING CANDIDATE ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
R_HIP_ROLL,R_HIP_ROLL_ACTUATOR,shifted manufacturer actuator,84589.528735,33.500000,54.300000,58.500000,ROBOTIS-540 exact STEP with simplified GLB body; project mount open,"PRELIMINARY - WHOLE-BODY PRODUCT PACKAGING CANDIDATE ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
R_HIP_ROLL,R_HIP_ROLL_HORN,exact manufacturer horn,1165.469024,26.000000,5.300000,26.000000,HN13-N101 exact STEP; thread/load/physical validation open,"PRELIMINARY - WHOLE-BODY PRODUCT PACKAGING CANDIDATE ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
R_HIP_ROLL,R_HIP_ROLL_MOTOR_ADAPTER,project horn-to-pulley adapter,2869.561611,27.000000,18.500000,27.000000,MA-HN13-P10; nominal CAD complete; material/fit/fasteners/capacity open,"PRELIMINARY - WHOLE-BODY PRODUCT PACKAGING CANDIDATE ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
R_HIP_ROLL,R_HIP_ROLL_OUTPUT_SHAFT,shouldered hollow output shaft,6280.389290,20.000000,81.000000,20.000000,OS-P12-55; nominal CAD complete; material/fit/capacity open,"PRELIMINARY - WHOLE-BODY PRODUCT PACKAGING CANDIDATE ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
R_HIP_ROLL,R_HIP_ROLL_OUTPUT_CAP,removable output capture washer,542.301724,20.000000,2.000000,20.000000,20 mm OD capture washer; through-bolt/fastener selection and proof open,"PRELIMINARY - WHOLE-BODY PRODUCT PACKAGING CANDIDATE ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
R_KNEE_PITCH,R_KNEE_PITCH_OUTPUT_PULLEY,catalog P-bore-plus-tap pulley envelope,38453.823809,16.950000,67.000000,67.000000,GPA40GT5090-A-P12; received fit/set-screw/capacity validation open,"PRELIMINARY - WHOLE-BODY PRODUCT PACKAGING CANDIDATE ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
R_KNEE_PITCH,R_KNEE_PITCH_MOTOR_PULLEY,catalog P-bore-plus-tap pulley envelope,10508.724682,16.950000,35.000000,35.000000,GPA20GT5090-A-P10; received fit/set-screw/capacity validation open,"PRELIMINARY - WHOLE-BODY PRODUCT PACKAGING CANDIDATE ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
R_KNEE_PITCH,R_KNEE_PITCH_BELT,catalog belt routing envelope,12154.215327,9.000000,67.461977,101.511689,GBN255EV5GT-090; tension/capacity/life open,"PRELIMINARY - WHOLE-BODY PRODUCT PACKAGING CANDIDATE ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
R_KNEE_PITCH,R_KNEE_PITCH_GUARD,removable guard envelope,14991.077348,14.000000,85.000000,99.465207,"transparent packaging envelope; split, vents, retention and access proof open","PRELIMINARY - WHOLE-BODY PRODUCT PACKAGING CANDIDATE ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
R_KNEE_PITCH,R_KNEE_PITCH_ACTUATOR,shifted manufacturer actuator,84589.528735,54.300000,33.500000,58.500000,ROBOTIS-540 exact STEP with simplified GLB body; project mount open,"PRELIMINARY - WHOLE-BODY PRODUCT PACKAGING CANDIDATE ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
R_KNEE_PITCH,R_KNEE_PITCH_HORN,exact manufacturer horn,1165.469024,5.300000,26.000000,26.000000,HN13-N101 exact STEP; thread/load/physical validation open,"PRELIMINARY - WHOLE-BODY PRODUCT PACKAGING CANDIDATE ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
R_KNEE_PITCH,R_KNEE_PITCH_MOTOR_ADAPTER,project horn-to-pulley adapter,2869.561611,18.500000,27.000000,27.000000,MA-HN13-P10; nominal CAD complete; material/fit/fasteners/capacity open,"PRELIMINARY - WHOLE-BODY PRODUCT PACKAGING CANDIDATE ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
R_KNEE_PITCH,R_KNEE_PITCH_OUTPUT_SHAFT,shouldered hollow output shaft,5579.499969,71.000000,20.000000,20.000000,OS-P12-45; nominal CAD complete; material/fit/capacity open,"PRELIMINARY - WHOLE-BODY PRODUCT PACKAGING CANDIDATE ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
R_KNEE_PITCH,R_KNEE_PITCH_OUTPUT_CAP,removable output capture washer,542.301724,2.000000,20.000000,20.000000,20 mm OD capture washer; through-bolt/fastener selection and proof open,"PRELIMINARY - WHOLE-BODY PRODUCT PACKAGING CANDIDATE ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
