sheet,reference,terminal,function,net,state,warning
04_compute_outputs.kicad_sch,RPO1,2,CARRIER-SIDE FAIL-LOW B,COMPUTE_0V,EXACT COMPONENT CANDIDATE - APPLICATION/PCB/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,RSO2,1,ISO OUTPUT FAULT LIMIT A,OBS_SRA1_RAW,EXACT COMPONENT CANDIDATE - APPLICATION/PCB/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,RSO2,2,ISO OUTPUT FAULT LIMIT B,OBS_SRA1_BUF_IN,EXACT COMPONENT CANDIDATE - APPLICATION/PCB/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,RPD2,1,BUFFER INPUT FAIL-LOW A,OBS_SRA1_BUF_IN,EXACT COMPONENT CANDIDATE - APPLICATION/PCB/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,RPD2,2,BUFFER INPUT FAIL-LOW B,COMPUTE_0V,EXACT COMPONENT CANDIDATE - APPLICATION/PCB/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,RPU2,1,OPEN-DRAIN PULL-UP A,OBS_SRA1_BUF_OUT,EXACT COMPONENT CANDIDATE - APPLICATION/PCB/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,RPU2,2,OPEN-DRAIN PULL-UP B,PI_3V3_CANDIDATE,EXACT COMPONENT CANDIDATE - APPLICATION/PCB/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,RGP2,1,GPIO PATH FAULT LIMIT A,OBS_SRA1_BUF_OUT,EXACT COMPONENT CANDIDATE - APPLICATION/PCB/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,RGP2,2,GPIO PATH FAULT LIMIT B,OBS_SRA1_PI,EXACT COMPONENT CANDIDATE - APPLICATION/PCB/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,RPO2,1,CARRIER-SIDE FAIL-LOW A,OBS_SRA1_PI,EXACT COMPONENT CANDIDATE - APPLICATION/PCB/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,RPO2,2,CARRIER-SIDE FAIL-LOW B,COMPUTE_0V,EXACT COMPONENT CANDIDATE - APPLICATION/PCB/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,RSO3,1,ISO OUTPUT FAULT LIMIT A,OBS_K1_RAW,EXACT COMPONENT CANDIDATE - APPLICATION/PCB/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,RSO3,2,ISO OUTPUT FAULT LIMIT B,OBS_K1_BUF_IN,EXACT COMPONENT CANDIDATE - APPLICATION/PCB/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,RPD3,1,BUFFER INPUT FAIL-LOW A,OBS_K1_BUF_IN,EXACT COMPONENT CANDIDATE - APPLICATION/PCB/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,RPD3,2,BUFFER INPUT FAIL-LOW B,COMPUTE_0V,EXACT COMPONENT CANDIDATE - APPLICATION/PCB/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,RPU3,1,OPEN-DRAIN PULL-UP A,OBS_K1_BUF_OUT,EXACT COMPONENT CANDIDATE - APPLICATION/PCB/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,RPU3,2,OPEN-DRAIN PULL-UP B,PI_3V3_CANDIDATE,EXACT COMPONENT CANDIDATE - APPLICATION/PCB/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,RGP3,1,GPIO PATH FAULT LIMIT A,OBS_K1_BUF_OUT,EXACT COMPONENT CANDIDATE - APPLICATION/PCB/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,RGP3,2,GPIO PATH FAULT LIMIT B,OBS_K1_PI,EXACT COMPONENT CANDIDATE - APPLICATION/PCB/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,RPO3,1,CARRIER-SIDE FAIL-LOW A,OBS_K1_PI,EXACT COMPONENT CANDIDATE - APPLICATION/PCB/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,RPO3,2,CARRIER-SIDE FAIL-LOW B,COMPUTE_0V,EXACT COMPONENT CANDIDATE - APPLICATION/PCB/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,RSO4,1,ISO OUTPUT FAULT LIMIT A,OBS_K2_RAW,EXACT COMPONENT CANDIDATE - APPLICATION/PCB/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,RSO4,2,ISO OUTPUT FAULT LIMIT B,OBS_K2_BUF_IN,EXACT COMPONENT CANDIDATE - APPLICATION/PCB/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,RPD4,1,BUFFER INPUT FAIL-LOW A,OBS_K2_BUF_IN,EXACT COMPONENT CANDIDATE - APPLICATION/PCB/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,RPD4,2,BUFFER INPUT FAIL-LOW B,COMPUTE_0V,EXACT COMPONENT CANDIDATE - APPLICATION/PCB/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,RPU4,1,OPEN-DRAIN PULL-UP A,OBS_K2_BUF_OUT,EXACT COMPONENT CANDIDATE - APPLICATION/PCB/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,RPU4,2,OPEN-DRAIN PULL-UP B,PI_3V3_CANDIDATE,EXACT COMPONENT CANDIDATE - APPLICATION/PCB/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,RGP4,1,GPIO PATH FAULT LIMIT A,OBS_K2_BUF_OUT,EXACT COMPONENT CANDIDATE - APPLICATION/PCB/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,RGP4,2,GPIO PATH FAULT LIMIT B,OBS_K2_PI,EXACT COMPONENT CANDIDATE - APPLICATION/PCB/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,RPO4,1,CARRIER-SIDE FAIL-LOW A,OBS_K2_PI,EXACT COMPONENT CANDIDATE - APPLICATION/PCB/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,RPO4,2,CARRIER-SIDE FAIL-LOW B,COMPUTE_0V,EXACT COMPONENT CANDIDATE - APPLICATION/PCB/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,UBUF1,1,N/C,INTENTIONALLY_UNUSED_UBUF1_1,EXACT OPEN-DRAIN CANDIDATE - APPLICATION/PCB/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,UBUF1,2,A SR1,OBS_SR1_BUF_IN,EXACT OPEN-DRAIN CANDIDATE - APPLICATION/PCB/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,UBUF1,3,GND,COMPUTE_0V,EXACT OPEN-DRAIN CANDIDATE - APPLICATION/PCB/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,UBUF1,4,Y OPEN DRAIN SR1,OBS_SR1_BUF_OUT,EXACT OPEN-DRAIN CANDIDATE - APPLICATION/PCB/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,UBUF1,5,VCC,PI_3V3_CANDIDATE,EXACT OPEN-DRAIN CANDIDATE - APPLICATION/PCB/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,UBUF2,1,N/C,INTENTIONALLY_UNUSED_UBUF2_1,EXACT OPEN-DRAIN CANDIDATE - APPLICATION/PCB/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,UBUF2,2,A SRA1,OBS_SRA1_BUF_IN,EXACT OPEN-DRAIN CANDIDATE - APPLICATION/PCB/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,UBUF2,3,GND,COMPUTE_0V,EXACT OPEN-DRAIN CANDIDATE - APPLICATION/PCB/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,UBUF2,4,Y OPEN DRAIN SRA1,OBS_SRA1_BUF_OUT,EXACT OPEN-DRAIN CANDIDATE - APPLICATION/PCB/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,UBUF2,5,VCC,PI_3V3_CANDIDATE,EXACT OPEN-DRAIN CANDIDATE - APPLICATION/PCB/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,UBUF3,1,N/C,INTENTIONALLY_UNUSED_UBUF3_1,EXACT OPEN-DRAIN CANDIDATE - APPLICATION/PCB/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,UBUF3,2,A K1,OBS_K1_BUF_IN,EXACT OPEN-DRAIN CANDIDATE - APPLICATION/PCB/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,UBUF3,3,GND,COMPUTE_0V,EXACT OPEN-DRAIN CANDIDATE - APPLICATION/PCB/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,UBUF3,4,Y OPEN DRAIN K1,OBS_K1_BUF_OUT,EXACT OPEN-DRAIN CANDIDATE - APPLICATION/PCB/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,UBUF3,5,VCC,PI_3V3_CANDIDATE,EXACT OPEN-DRAIN CANDIDATE - APPLICATION/PCB/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,UBUF4,1,N/C,INTENTIONALLY_UNUSED_UBUF4_1,EXACT OPEN-DRAIN CANDIDATE - APPLICATION/PCB/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,UBUF4,2,A K2,OBS_K2_BUF_IN,EXACT OPEN-DRAIN CANDIDATE - APPLICATION/PCB/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,UBUF4,3,GND,COMPUTE_0V,EXACT OPEN-DRAIN CANDIDATE - APPLICATION/PCB/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,UBUF4,4,Y OPEN DRAIN K2,OBS_K2_BUF_OUT,EXACT OPEN-DRAIN CANDIDATE - APPLICATION/PCB/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,UBUF4,5,VCC,PI_3V3_CANDIDATE,EXACT OPEN-DRAIN CANDIDATE - APPLICATION/PCB/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,CDEC1,1,VCC,PI_3V3_CANDIDATE,EXACT DECOUPLING CANDIDATE - PLACEMENT/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,CDEC1,2,GND,COMPUTE_0V,EXACT DECOUPLING CANDIDATE - PLACEMENT/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,CDEC2,1,VCC,PI_3V3_CANDIDATE,EXACT DECOUPLING CANDIDATE - PLACEMENT/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,CDEC2,2,GND,COMPUTE_0V,EXACT DECOUPLING CANDIDATE - PLACEMENT/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,CDEC3,1,VCC,PI_3V3_CANDIDATE,EXACT DECOUPLING CANDIDATE - PLACEMENT/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,CDEC3,2,GND,COMPUTE_0V,EXACT DECOUPLING CANDIDATE - PLACEMENT/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,CDEC4,1,VCC,PI_3V3_CANDIDATE,EXACT DECOUPLING CANDIDATE - PLACEMENT/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,CDEC4,2,GND,COMPUTE_0V,EXACT DECOUPLING CANDIDATE - PLACEMENT/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,CDEC5,1,VCC,PI_3V3_CANDIDATE,EXACT DECOUPLING CANDIDATE - PLACEMENT/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,CDEC5,2,GND,COMPUTE_0V,EXACT DECOUPLING CANDIDATE - PLACEMENT/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,CDEC6,1,VCC,PI_3V3_CANDIDATE,EXACT DECOUPLING CANDIDATE - PLACEMENT/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,CDEC6,2,GND,COMPUTE_0V,EXACT DECOUPLING CANDIDATE - PLACEMENT/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
