j2_deg,nonintentional_intersection_mm3,nonintentional_pairs,stop_pair_intersection_mm3,classification,status
88.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
88.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
89.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
89.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
90.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
90.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
91.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
91.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
92.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
92.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
93.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
93.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
94.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
94.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
95.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
95.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
96.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
96.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
97.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
97.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
98.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
98.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
99.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
99.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
100.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
100.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
101.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
101.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
102.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
102.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
103.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
103.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
104.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
104.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
105.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
105.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
106.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
106.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
107.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
107.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
108.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
108.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
109.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
109.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
110.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
110.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
111.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
111.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
112.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
112.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
113.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
113.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
114.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
114.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
115.0,0.000000000,,0.000000000,SOFT_LIMIT,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
115.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
116.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
116.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
117.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
117.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
118.0,0.000000000,,0.000000003,STOP_TARGET,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
118.5,0.000000000,,1.334341950,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
119.0,0.000000000,,5.188358918,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
119.5,0.000000000,,11.350787626,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
120.0,0.000063668,J2_X430_RX90:P08_STRIKER=0.000064,19.625123527,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
120.5,2.891872684,J2_X430_RX90:P08_STRIKER=2.889703;J2_FR12_S102_RX90:P08_STRIKER=0.002170,29.828384161,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
121.0,11.806661895,J2_X430_RX90:P08_STRIKER=11.500711;J2_FR12_S102_RX90:P08_STRIKER=0.305951,41.789992674,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
121.5,26.895402769,J2_X430_RX90:P08_STRIKER=25.789192;J2_FR12_S102_RX90:P08_STRIKER=1.106211,55.350768139,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
122.0,47.716434467,J2_X430_RX90:P08_STRIKER=45.392256;J2_FR12_S102_RX90:P08_STRIKER=2.324178,70.362010974,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
122.5,74.141237383,J2_X430_RX90:P08_STRIKER=70.284405;J2_FR12_S102_RX90:P08_STRIKER=3.856832,86.684673216,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
123.0,104.136091294,J2_X430_RX90:P08_STRIKER=98.536769;J2_FR12_S102_RX90:P08_STRIKER=5.599322,103.651531039,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
123.5,139.399202551,J2_X430_RX90:P08_STRIKER=131.928314;J2_FR12_S102_RX90:P08_STRIKER=7.470889,116.131052090,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
124.0,9.408275749,J2_FR12_S102_RX90:P08_STRIKER=9.408276,122.794953646,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
124.5,11.416349073,J2_FR12_S102_RX90:P08_STRIKER=11.416349,123.541624238,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
125.0,13.533450201,J2_FR12_S102_RX90:P08_STRIKER=13.533450,118.264747627,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
