variant,old_linear_corner_tag,new_tet10_corner_tag,old_x_mm,old_y_mm,old_z_mm,new_x_mm,new_y_mm,new_z_mm,distance_mm,within_tolerance,warning
R284_V03_REFINED_FIXED,2841,8411,-12.60224883639014,0.0,-13.252555481936797,-12.60224883639014,0.0,-13.252555481936797,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2842,8412,-15.271018363140433,0.0,9.71408104849153,-15.271018363140433,0.0,9.71408104849153,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2843,8413,-15.271018363140428,0.0,-6.285918951508471,-15.271018363140428,0.0,-6.285918951508471,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2844,8414,15.27101836314044,0.0,9.714081048491519,15.27101836314044,0.0,9.714081048491519,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2845,8415,15.271018363140437,0.0,-6.2859189515084815,15.271018363140437,0.0,-6.2859189515084815,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2846,8416,-12.316045154291217,0.0,2.2483138151217577,-12.316045154291217,0.0,2.2483138151217577,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2847,8417,20.921209379962512,0.0,16.96495010883414,20.921209379962512,0.0,16.96495010883414,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2848,8418,-14.181822181360598,0.0,7.434498769146032,-14.181822181360598,0.0,7.434498769146032,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2849,8419,14.190357279537048,0.0,7.25042148389482,14.190357279537048,0.0,7.25042148389482,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2850,8420,18.762482879533728,0.0,17.113130923945807,18.762482879533728,0.0,17.113130923945807,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2851,9111,-53.41797593703646,4.262499999999999,-19.410441151549964,-53.41797593703646,4.262499999999999,-19.410441151549964,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2852,9112,-53.41471542903361,6.763706752667748,-19.413711517550258,-53.41471542903361,6.763706752667748,-19.413711517550258,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2853,9113,-53.41471542903351,1.761293247332259,-19.413711517550365,-53.41471542903351,1.761293247332259,-19.413711517550365,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2854,9130,-30.5,8.525,-11.96186525374784,-30.5,8.525,-11.96186525374784,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2855,9131,-35.71362047642951,8.525,-15.52262755166174,-35.71362047642951,8.525,-15.52262755166174,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2856,9132,-33.21796058688692,8.525,-11.02768493030125,-33.21796058688692,8.525,-11.02768493030125,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2857,9133,-28.84375,8.525,-16.914784499017937,-28.84375,8.525,-16.914784499017937,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2858,9134,-27.597252631264688,8.525,-11.979540175359233,-27.597252631264688,8.525,-11.979540175359233,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2859,9135,-32.02597183417559,8.525,-17.24180832109826,-32.02597183417559,8.525,-17.24180832109826,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2860,9136,-52.199793133749615,8.525,-18.298960446343365,-52.199793133749615,8.525,-18.298960446343365,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2861,9137,-52.27203056583648,8.525,20.17794292335777,-52.27203056583648,8.525,20.17794292335777,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2862,9138,-36.46724334222438,8.525,-18.395122039007692,-36.46724334222438,8.525,-18.395122039007692,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2863,9139,-35.75864490460549,8.525,20.16562890528686,-35.75864490460549,8.525,20.16562890528686,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2864,9140,-28.99999999999999,8.525,-13.965666615529845,-28.99999999999999,8.525,-13.965666615529845,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2865,9141,-34.66251275231173,8.525,-10.292993730153581,-34.66251275231173,8.525,-10.292993730153581,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2866,9142,-34.52455776937576,8.525,-12.164737873635346,-34.52455776937576,8.525,-12.164737873635346,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2867,9143,-32.74086653963713,8.525,-12.620192564942537,-32.74086653963713,8.525,-12.620192564942537,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2868,9144,-26.293149642746407,8.525,-14.269838496686894,-26.293149642746407,8.525,-14.269838496686894,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2869,9145,-52.37724976209776,8.525,-16.177444943504423,-52.37724976209776,8.525,-16.177444943504423,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2870,9146,-25.595237742327598,8.525,-11.559803420662565,-25.595237742327598,8.525,-11.559803420662565,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2871,9147,-34.1353757914635,8.525,-14.03539064100058,-34.1353757914635,8.525,-14.03539064100058,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2872,9148,-31.756932792993585,8.525,-14.448661929154717,-31.756932792993585,8.525,-14.448661929154717,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2873,9149,-50.710211154480845,8.525,-18.948470384083112,-50.710211154480845,8.525,-18.948470384083112,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2874,9150,-51.06078286162694,8.525,20.87037501947193,-51.06078286162694,8.525,20.87037501947193,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2875,9151,-52.134406113167294,8.525,18.22758858467155,-52.134406113167294,8.525,18.22758858467155,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2876,9152,-36.94995979058781,8.525,20.888869697484495,-36.94995979058781,8.525,20.888869697484495,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2877,9153,-35.87172898092109,8.525,18.185125781057373,-35.87172898092109,8.525,18.185125781057373,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2878,9154,-34.69925405373465,8.525,-17.310315695777824,-34.69925405373465,8.525,-17.310315695777824,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2879,9155,-36.03908206458884,8.525,-8.684733413834579,-36.03908206458884,8.525,-8.684733413834579,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2880,9156,-25.83987992854928,8.525,-17.450467086030326,-25.83987992854928,8.525,-17.450467086030326,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2881,9157,-36.170029468097134,8.525,-17.107016321611816,-36.170029468097134,8.525,-17.107016321611816,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2882,9158,-33.66175826837363,8.525,-15.738498781449419,-33.66175826837363,8.525,-15.738498781449419,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2883,9159,-35.927816412917764,8.525,-5.920946682766907,-35.927816412917764,8.525,-5.920946682766907,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2884,9160,-36.12589500819847,8.525,-11.353934150142603,-36.12589500819847,8.525,-11.353934150142603,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2885,9161,-32.114706781631014,8.525,-11.402435687247907,-32.114706781631014,8.525,-11.402435687247907,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2886,9162,-35.9,8.525,10.050000000000004,-35.9,8.525,10.050000000000004,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2887,9163,-52.10000000000001,8.525,2.8200000000000216,-52.10000000000001,8.525,2.8200000000000216,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2888,9164,-52.09999999999999,8.525,-0.8199999999999754,-52.09999999999999,8.525,-0.8199999999999754,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2889,9165,-35.736840567328024,8.525,-13.37699571184351,-35.736840567328024,8.525,-13.37699571184351,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2890,9166,-30.40666365679229,8.525,-15.64273034120019,-30.40666365679229,8.525,-15.64273034120019,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2891,9390,-23.560216448895996,6.943448448648979,19.251289188235223,-23.560216448895996,6.943448448648979,19.251289188235223,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2892,9391,-23.426968032085117,1.6117033739828237,19.401343011331317,-23.426968032085117,1.6117033739828237,19.401343011331317,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2893,9406,19.29427853366277,4.670989020859324,20.0,19.29427853366277,4.670989020859324,20.0,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2894,9407,-19.294278533662762,4.670989020859325,20.0,-19.294278533662762,4.670989020859325,20.0,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2895,9408,11.294278533662768,6.372548299102948,20.0,11.294278533662768,6.372548299102948,20.0,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2896,9409,4.0,6.060898384862246,20.0,4.0,6.060898384862246,20.0,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2897,9410,-4.0000000000000036,6.060898384862246,20.0,-4.0000000000000036,6.060898384862246,20.0,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2898,9411,-11.29427853366277,6.372548299102949,20.0,-11.29427853366277,6.372548299102949,20.0,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2899,9412,7.899182647666109,3.5227016846691948,20.0,7.899182647666109,3.5227016846691948,20.0,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2900,9413,-3.552713678800501e-15,3.4641016151377544,20.0,-3.552713678800501e-15,3.4641016151377544,20.0,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2901,9414,-7.899182647666109,3.5227016846691956,20.0,-7.899182647666109,3.5227016846691956,20.0,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2902,9415,15.79836529533222,6.215892624908209,20.0,15.79836529533222,6.215892624908209,20.0,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2903,9416,-15.79836529533221,6.215892624908209,20.0,-15.79836529533221,6.215892624908209,20.0,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2904,9417,-16.515440638165828,2.5291411257477856,20.0,-16.515440638165828,2.5291411257477856,20.0,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2905,9418,16.51544063816583,2.5291411257477847,20.0,16.51544063816583,2.5291411257477847,20.0,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2906,9419,12.417531799384157,2.9906428565897816,20.0,12.417531799384157,2.9906428565897816,20.0,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2907,9420,3.9798365295332196,2.609540336933838,20.0,3.9798365295332196,2.609540336933838,20.0,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2908,9421,-3.9798365295332268,2.609540336933838,20.0,-3.9798365295332268,2.609540336933838,20.0,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2909,9422,-12.41753179938415,2.99064285658978,20.0,-12.41753179938415,2.99064285658978,20.0,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2910,9423,7.838692236265775,7.001229673726877,20.0,7.838692236265775,7.001229673726877,20.0,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2911,9424,0.0,6.927179676972449,20.0,0.0,6.927179676972449,20.0,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R284_V03_REFINED_FIXED,2912,9425,-7.838692236265775,7.001229673726877,20.0,-7.838692236265775,7.001229673726877,20.0,0.0,True,"PRELIMINARY - FIXED-CORNER CURVED-MESH DEVELOPMENT SCREEN ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
