part_id,module,role,oriented_bbox_x_mm,oriented_bbox_y_mm,oriented_bbox_z_mm,within_project_140mm_conservative_envelope,bpl_7_hour_limit_verified,bpl_service_available,submission_authority,warning
F02_SOLE_CARRIER,F02,foot sole carrier,86.000000,138.000000,2.500000,YES,NO - SLICER PREFLIGHT REQUIRED,NO - CURRENT PAGE SAYS TEMPORARILY UNAVAILABLE,NONE,"PRELIMINARY - UNPOWERED NONSTRUCTURAL FIT-CHECK / RFQ ROUTE ONLY - NOT APPROVED FOR PROCUREMENT, STRUCTURAL FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
F02_TOP_BRIDGE,F02,foot top bridge,68.000000,86.000000,2.500000,YES,NO - SLICER PREFLIGHT REQUIRED,NO - CURRENT PAGE SAYS TEMPORARILY UNAVAILABLE,NONE,"PRELIMINARY - UNPOWERED NONSTRUCTURAL FIT-CHECK / RFQ ROUTE ONLY - NOT APPROVED FOR PROCUREMENT, STRUCTURAL FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
A02_UPPER_ARM_LINK_FRONT,A02,upper-arm link plate,145.993561,41.385834,28.000000,NO,NO - SLICER PREFLIGHT REQUIRED,NO - CURRENT PAGE SAYS TEMPORARILY UNAVAILABLE,NONE,"PRELIMINARY - UNPOWERED NONSTRUCTURAL FIT-CHECK / RFQ ROUTE ONLY - NOT APPROVED FOR PROCUREMENT, STRUCTURAL FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
A02_FOREARM_LINK_FRONT,A02,forearm link plate,26.000000,145.034454,8.497925,NO,NO - SLICER PREFLIGHT REQUIRED,NO - CURRENT PAGE SAYS TEMPORARILY UNAVAILABLE,NONE,"PRELIMINARY - UNPOWERED NONSTRUCTURAL FIT-CHECK / RFQ ROUTE ONLY - NOT APPROVED FOR PROCUREMENT, STRUCTURAL FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
A02_UPPER_ARM_LINK_REAR,A02,upper-arm link plate,145.993561,41.385834,28.000000,NO,NO - SLICER PREFLIGHT REQUIRED,NO - CURRENT PAGE SAYS TEMPORARILY UNAVAILABLE,NONE,"PRELIMINARY - UNPOWERED NONSTRUCTURAL FIT-CHECK / RFQ ROUTE ONLY - NOT APPROVED FOR PROCUREMENT, STRUCTURAL FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
A02_FOREARM_LINK_REAR,A02,forearm link plate,26.000000,145.034454,8.497925,NO,NO - SLICER PREFLIGHT REQUIRED,NO - CURRENT PAGE SAYS TEMPORARILY UNAVAILABLE,NONE,"PRELIMINARY - UNPOWERED NONSTRUCTURAL FIT-CHECK / RFQ ROUTE ONLY - NOT APPROVED FOR PROCUREMENT, STRUCTURAL FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L02_SHIN_FRONT_COVER,L02,removable cover,132.000000,60.000000,0.800003,YES,NO - SLICER PREFLIGHT REQUIRED,NO - CURRENT PAGE SAYS TEMPORARILY UNAVAILABLE,NONE,"PRELIMINARY - UNPOWERED NONSTRUCTURAL FIT-CHECK / RFQ ROUTE ONLY - NOT APPROVED FOR PROCUREMENT, STRUCTURAL FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L02_SHIN_REAR_COVER,L02,removable cover,132.000000,60.000000,0.800003,YES,NO - SLICER PREFLIGHT REQUIRED,NO - CURRENT PAGE SAYS TEMPORARILY UNAVAILABLE,NONE,"PRELIMINARY - UNPOWERED NONSTRUCTURAL FIT-CHECK / RFQ ROUTE ONLY - NOT APPROVED FOR PROCUREMENT, STRUCTURAL FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L02_THIGH_FRONT_COVER,L02,removable cover,138.000000,66.000000,0.800003,YES,NO - SLICER PREFLIGHT REQUIRED,NO - CURRENT PAGE SAYS TEMPORARILY UNAVAILABLE,NONE,"PRELIMINARY - UNPOWERED NONSTRUCTURAL FIT-CHECK / RFQ ROUTE ONLY - NOT APPROVED FOR PROCUREMENT, STRUCTURAL FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L02_THIGH_REAR_COVER,L02,removable cover,138.000000,66.000000,0.800003,YES,NO - SLICER PREFLIGHT REQUIRED,NO - CURRENT PAGE SAYS TEMPORARILY UNAVAILABLE,NONE,"PRELIMINARY - UNPOWERED NONSTRUCTURAL FIT-CHECK / RFQ ROUTE ONLY - NOT APPROVED FOR PROCUREMENT, STRUCTURAL FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
F02_TOP_COVER,F02,removable cover,82.000000,118.000000,0.800003,YES,NO - SLICER PREFLIGHT REQUIRED,NO - CURRENT PAGE SAYS TEMPORARILY UNAVAILABLE,NONE,"PRELIMINARY - UNPOWERED NONSTRUCTURAL FIT-CHECK / RFQ ROUTE ONLY - NOT APPROVED FOR PROCUREMENT, STRUCTURAL FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
A02_UPPER_ARM_FRONT_COVER,A02,removable cover,46.000000,145.309509,38.773903,NO,NO - SLICER PREFLIGHT REQUIRED,NO - CURRENT PAGE SAYS TEMPORARILY UNAVAILABLE,NONE,"PRELIMINARY - UNPOWERED NONSTRUCTURAL FIT-CHECK / RFQ ROUTE ONLY - NOT APPROVED FOR PROCUREMENT, STRUCTURAL FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
A02_UPPER_ARM_REAR_COVER,A02,removable cover,46.000000,145.309509,38.773903,NO,NO - SLICER PREFLIGHT REQUIRED,NO - CURRENT PAGE SAYS TEMPORARILY UNAVAILABLE,NONE,"PRELIMINARY - UNPOWERED NONSTRUCTURAL FIT-CHECK / RFQ ROUTE ONLY - NOT APPROVED FOR PROCUREMENT, STRUCTURAL FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
A02_FOREARM_FRONT_COVER,A02,removable cover,44.000000,144.941345,5.799530,NO,NO - SLICER PREFLIGHT REQUIRED,NO - CURRENT PAGE SAYS TEMPORARILY UNAVAILABLE,NONE,"PRELIMINARY - UNPOWERED NONSTRUCTURAL FIT-CHECK / RFQ ROUTE ONLY - NOT APPROVED FOR PROCUREMENT, STRUCTURAL FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
A02_FOREARM_REAR_COVER,A02,removable cover,44.000000,144.941345,5.799530,NO,NO - SLICER PREFLIGHT REQUIRED,NO - CURRENT PAGE SAYS TEMPORARILY UNAVAILABLE,NONE,"PRELIMINARY - UNPOWERED NONSTRUCTURAL FIT-CHECK / RFQ ROUTE ONLY - NOT APPROVED FOR PROCUREMENT, STRUCTURAL FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G02_PALM_FRONT_PLATE,G02,windowed palm frame plate,36.000000,50.000000,3.000000,YES,NO - SLICER PREFLIGHT REQUIRED,NO - CURRENT PAGE SAYS TEMPORARILY UNAVAILABLE,NONE,"PRELIMINARY - UNPOWERED NONSTRUCTURAL FIT-CHECK / RFQ ROUTE ONLY - NOT APPROVED FOR PROCUREMENT, STRUCTURAL FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G02_PALM_REAR_PLATE,G02,windowed palm frame plate,36.000000,50.000000,3.000000,YES,NO - SLICER PREFLIGHT REQUIRED,NO - CURRENT PAGE SAYS TEMPORARILY UNAVAILABLE,NONE,"PRELIMINARY - UNPOWERED NONSTRUCTURAL FIT-CHECK / RFQ ROUTE ONLY - NOT APPROVED FOR PROCUREMENT, STRUCTURAL FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G02_PALM_TOP_BRIDGE,G02,palm frame bridge,46.000000,50.000000,4.000000,YES,NO - SLICER PREFLIGHT REQUIRED,NO - CURRENT PAGE SAYS TEMPORARILY UNAVAILABLE,NONE,"PRELIMINARY - UNPOWERED NONSTRUCTURAL FIT-CHECK / RFQ ROUTE ONLY - NOT APPROVED FOR PROCUREMENT, STRUCTURAL FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G02_PALM_BOTTOM_BRIDGE,G02,palm frame bridge,46.000000,50.000000,4.000000,YES,NO - SLICER PREFLIGHT REQUIRED,NO - CURRENT PAGE SAYS TEMPORARILY UNAVAILABLE,NONE,"PRELIMINARY - UNPOWERED NONSTRUCTURAL FIT-CHECK / RFQ ROUTE ONLY - NOT APPROVED FOR PROCUREMENT, STRUCTURAL FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G02_WRIST_MOUNT_PLATE,G02,wrist interface plate,38.000000,36.000000,3.000000,YES,NO - SLICER PREFLIGHT REQUIRED,NO - CURRENT PAGE SAYS TEMPORARILY UNAVAILABLE,NONE,"PRELIMINARY - UNPOWERED NONSTRUCTURAL FIT-CHECK / RFQ ROUTE ONLY - NOT APPROVED FOR PROCUREMENT, STRUCTURAL FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G02_GUIDE_ROD_FRONT,G02,linear guide rod,4.000000,64.000000,4.000000,YES,NO - SLICER PREFLIGHT REQUIRED,NO - CURRENT PAGE SAYS TEMPORARILY UNAVAILABLE,NONE,"PRELIMINARY - UNPOWERED NONSTRUCTURAL FIT-CHECK / RFQ ROUTE ONLY - NOT APPROVED FOR PROCUREMENT, STRUCTURAL FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G02_GUIDE_ROD_REAR,G02,linear guide rod,4.000000,64.000000,4.000000,YES,NO - SLICER PREFLIGHT REQUIRED,NO - CURRENT PAGE SAYS TEMPORARILY UNAVAILABLE,NONE,"PRELIMINARY - UNPOWERED NONSTRUCTURAL FIT-CHECK / RFQ ROUTE ONLY - NOT APPROVED FOR PROCUREMENT, STRUCTURAL FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G02_PINION,G02,twenty-tooth symmetric-drive pinion,10.995819,10.995819,6.000000,YES,NO - SLICER PREFLIGHT REQUIRED,NO - CURRENT PAGE SAYS TEMPORARILY UNAVAILABLE,NONE,"PRELIMINARY - UNPOWERED NONSTRUCTURAL FIT-CHECK / RFQ ROUTE ONLY - NOT APPROVED FOR PROCUREMENT, STRUCTURAL FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G02_RACK_POSITIVE,G02,positive-jaw rack,32.951950,6.000000,3.250000,YES,NO - SLICER PREFLIGHT REQUIRED,NO - CURRENT PAGE SAYS TEMPORARILY UNAVAILABLE,NONE,"PRELIMINARY - UNPOWERED NONSTRUCTURAL FIT-CHECK / RFQ ROUTE ONLY - NOT APPROVED FOR PROCUREMENT, STRUCTURAL FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G02_RACK_NEGATIVE,G02,negative-jaw rack,32.951950,6.000000,3.250000,YES,NO - SLICER PREFLIGHT REQUIRED,NO - CURRENT PAGE SAYS TEMPORARILY UNAVAILABLE,NONE,"PRELIMINARY - UNPOWERED NONSTRUCTURAL FIT-CHECK / RFQ ROUTE ONLY - NOT APPROVED FOR PROCUREMENT, STRUCTURAL FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G02_FINGER_POSITIVE,G02,broad sliding finger and carrier,36.000000,52.000000,14.000000,YES,NO - SLICER PREFLIGHT REQUIRED,NO - CURRENT PAGE SAYS TEMPORARILY UNAVAILABLE,NONE,"PRELIMINARY - UNPOWERED NONSTRUCTURAL FIT-CHECK / RFQ ROUTE ONLY - NOT APPROVED FOR PROCUREMENT, STRUCTURAL FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G02_FINGER_NEGATIVE,G02,broad sliding finger and carrier,36.000000,52.000000,14.000000,YES,NO - SLICER PREFLIGHT REQUIRED,NO - CURRENT PAGE SAYS TEMPORARILY UNAVAILABLE,NONE,"PRELIMINARY - UNPOWERED NONSTRUCTURAL FIT-CHECK / RFQ ROUTE ONLY - NOT APPROVED FOR PROCUREMENT, STRUCTURAL FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G02_PAD_POSITIVE,G02,replaceable compliant contact pad,30.000000,30.000000,3.000000,YES,NO - SLICER PREFLIGHT REQUIRED,NO - CURRENT PAGE SAYS TEMPORARILY UNAVAILABLE,NONE,"PRELIMINARY - UNPOWERED NONSTRUCTURAL FIT-CHECK / RFQ ROUTE ONLY - NOT APPROVED FOR PROCUREMENT, STRUCTURAL FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G02_PAD_NEGATIVE,G02,replaceable compliant contact pad,30.000000,30.000000,3.000000,YES,NO - SLICER PREFLIGHT REQUIRED,NO - CURRENT PAGE SAYS TEMPORARILY UNAVAILABLE,NONE,"PRELIMINARY - UNPOWERED NONSTRUCTURAL FIT-CHECK / RFQ ROUTE ONLY - NOT APPROVED FOR PROCUREMENT, STRUCTURAL FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G02_STOP_POSITIVE,G02,positive open-travel hard stop,24.000000,9.000000,4.000000,YES,NO - SLICER PREFLIGHT REQUIRED,NO - CURRENT PAGE SAYS TEMPORARILY UNAVAILABLE,NONE,"PRELIMINARY - UNPOWERED NONSTRUCTURAL FIT-CHECK / RFQ ROUTE ONLY - NOT APPROVED FOR PROCUREMENT, STRUCTURAL FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G02_STOP_NEGATIVE,G02,negative open-travel hard stop,24.000000,9.000000,4.000000,YES,NO - SLICER PREFLIGHT REQUIRED,NO - CURRENT PAGE SAYS TEMPORARILY UNAVAILABLE,NONE,"PRELIMINARY - UNPOWERED NONSTRUCTURAL FIT-CHECK / RFQ ROUTE ONLY - NOT APPROVED FOR PROCUREMENT, STRUCTURAL FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G02_MANUAL_RELEASE_HUB,G02,manual-release pinion hub,8.000000,8.000000,4.000000,YES,NO - SLICER PREFLIGHT REQUIRED,NO - CURRENT PAGE SAYS TEMPORARILY UNAVAILABLE,NONE,"PRELIMINARY - UNPOWERED NONSTRUCTURAL FIT-CHECK / RFQ ROUTE ONLY - NOT APPROVED FOR PROCUREMENT, STRUCTURAL FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
T01_TORSO_FRONT_COVER,T01,removable cover,145.000000,190.000000,55.000000,NO,NO - SLICER PREFLIGHT REQUIRED,NO - CURRENT PAGE SAYS TEMPORARILY UNAVAILABLE,NONE,"PRELIMINARY - UNPOWERED NONSTRUCTURAL FIT-CHECK / RFQ ROUTE ONLY - NOT APPROVED FOR PROCUREMENT, STRUCTURAL FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
T01_TORSO_REAR_COVER,T01,removable cover,145.000000,190.000000,55.000000,NO,NO - SLICER PREFLIGHT REQUIRED,NO - CURRENT PAGE SAYS TEMPORARILY UNAVAILABLE,NONE,"PRELIMINARY - UNPOWERED NONSTRUCTURAL FIT-CHECK / RFQ ROUTE ONLY - NOT APPROVED FOR PROCUREMENT, STRUCTURAL FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
P01_PELVIS_FRONT_COVER,P01,removable cover,65.000000,155.000000,52.500000,NO,NO - SLICER PREFLIGHT REQUIRED,NO - CURRENT PAGE SAYS TEMPORARILY UNAVAILABLE,NONE,"PRELIMINARY - UNPOWERED NONSTRUCTURAL FIT-CHECK / RFQ ROUTE ONLY - NOT APPROVED FOR PROCUREMENT, STRUCTURAL FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
P01_PELVIS_REAR_COVER,P01,removable cover,65.000000,155.000000,52.500000,NO,NO - SLICER PREFLIGHT REQUIRED,NO - CURRENT PAGE SAYS TEMPORARILY UNAVAILABLE,NONE,"PRELIMINARY - UNPOWERED NONSTRUCTURAL FIT-CHECK / RFQ ROUTE ONLY - NOT APPROVED FOR PROCUREMENT, STRUCTURAL FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
H01_HEAD_FRONT_BEZEL,H01,removable cover,97.428589,150.000000,55.000000,NO,NO - SLICER PREFLIGHT REQUIRED,NO - CURRENT PAGE SAYS TEMPORARILY UNAVAILABLE,NONE,"PRELIMINARY - UNPOWERED NONSTRUCTURAL FIT-CHECK / RFQ ROUTE ONLY - NOT APPROVED FOR PROCUREMENT, STRUCTURAL FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
H01_HEAD_REAR_COVER,H01,removable cover,97.428589,150.000000,55.000000,NO,NO - SLICER PREFLIGHT REQUIRED,NO - CURRENT PAGE SAYS TEMPORARILY UNAVAILABLE,NONE,"PRELIMINARY - UNPOWERED NONSTRUCTURAL FIT-CHECK / RFQ ROUTE ONLY - NOT APPROVED FOR PROCUREMENT, STRUCTURAL FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
