part_id,module,primary_process_candidate,secondary_operations,finish_candidate,fixture_or_print_orientation,dfm_status,fai_status,release_state,warning
L02_THIGH_SIDE_FRONT,L02,2.5D CNC/waterjet candidate; edge finish and flatness open,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L02_SHIN_SIDE_REAR,L02,2.5D CNC/waterjet candidate; edge finish and flatness open,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L02_THIGH_SIDE_REAR,L02,2.5D CNC/waterjet candidate; edge finish and flatness open,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L02_SHIN_TIE_Z72,L02,2.5D CNC candidate,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L02_SHIN_TIE_Z135,L02,2.5D CNC candidate,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L02_SHIN_TIE_Z183,L02,2.5D CNC candidate,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L02_THIGH_TIE_Z235,L02,2.5D CNC candidate,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L02_THIGH_TIE_Z300,L02,2.5D CNC candidate,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L02_THIGH_TIE_Z355,L02,2.5D CNC candidate,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
F02_SOLE_CARRIER,F02,2.5D CNC candidate; sole interface open,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
F02_TOP_BRIDGE,F02,2.5D CNC candidate,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
A02_UPPER_ARM_LINK_FRONT,A02,2.5D CNC candidate,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
A02_FOREARM_LINK_FRONT,A02,2.5D CNC candidate,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
A02_UPPER_ARM_LINK_REAR,A02,2.5D CNC candidate,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
A02_FOREARM_LINK_REAR,A02,2.5D CNC candidate,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L02_SHIN_FRONT_COVER,L02,FDM/SLS candidate; orientation and process qualification required,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L02_SHIN_REAR_COVER,L02,FDM/SLS candidate; orientation and process qualification required,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L02_THIGH_FRONT_COVER,L02,FDM/SLS candidate; orientation and process qualification required,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L02_THIGH_REAR_COVER,L02,FDM/SLS candidate; orientation and process qualification required,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
F02_TOP_COVER,F02,FDM/SLS candidate; orientation and process qualification required,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
A02_UPPER_ARM_FRONT_COVER,A02,FDM/SLS candidate; orientation and process qualification required,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
A02_UPPER_ARM_REAR_COVER,A02,FDM/SLS candidate; orientation and process qualification required,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
A02_FOREARM_FRONT_COVER,A02,FDM/SLS candidate; orientation and process qualification required,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
A02_FOREARM_REAR_COVER,A02,FDM/SLS candidate; orientation and process qualification required,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G02_PALM_FRONT_PLATE,G02,2.5D CNC or qualified polymer process candidate; exact route and inserts open,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G02_PALM_REAR_PLATE,G02,2.5D CNC or qualified polymer process candidate; exact route and inserts open,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G02_PALM_TOP_BRIDGE,G02,2.5D CNC or qualified polymer process candidate; exact route and inserts open,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G02_PALM_BOTTOM_BRIDGE,G02,2.5D CNC or qualified polymer process candidate; exact route and inserts open,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G02_WRIST_MOUNT_PLATE,G02,2.5D CNC or qualified polymer process candidate; exact route and inserts open,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G02_GUIDE_ROD_FRONT,G02,precision cut/finish from 4 mm rod; straightness and end retention open,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G02_GUIDE_ROD_REAR,G02,precision cut/finish from 4 mm rod; straightness and end retention open,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G02_PINION,G02,precision gear machining or qualified molded candidate; tooth inspection and wear proof open,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G02_RACK_POSITIVE,G02,precision gear machining or qualified molded candidate; tooth inspection and wear proof open,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G02_RACK_NEGATIVE,G02,precision gear machining or qualified molded candidate; tooth inspection and wear proof open,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G02_FINGER_POSITIVE,G02,"SLS/FDM or 3-axis machining candidate; orientation, clearance and proof open",holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G02_FINGER_NEGATIVE,G02,"SLS/FDM or 3-axis machining candidate; orientation, clearance and proof open",holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G02_PAD_POSITIVE,G02,die-cut or molded compliant insert candidate; force-stroke and retention open,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G02_PAD_NEGATIVE,G02,die-cut or molded compliant insert candidate; force-stroke and retention open,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G02_STOP_POSITIVE,G02,"SLS/FDM or 3-axis machining candidate; orientation, clearance and proof open",holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G02_STOP_NEGATIVE,G02,"SLS/FDM or 3-axis machining candidate; orientation, clearance and proof open",holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G02_MANUAL_RELEASE_HUB,G02,"3-axis machining candidate; fit, access and retention open",holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
T01_TORSO_FRONT_COVER,T01,FDM/SLS candidate; orientation and process qualification required,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
T01_TORSO_REAR_COVER,T01,FDM/SLS candidate; orientation and process qualification required,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
P01_PELVIS_FRONT_COVER,P01,FDM/SLS candidate; orientation and process qualification required,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
P01_PELVIS_REAR_COVER,P01,FDM/SLS candidate; orientation and process qualification required,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
H01_HEAD_FRONT_BEZEL,H01,FDM/SLS candidate; orientation and process qualification required,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
H01_HEAD_REAR_COVER,H01,FDM/SLS candidate; orientation and process qualification required,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
