j2_deg,known_subset_gravity_torque_nm,reference_allocated_gravity_torque_nm,reference_absolute_torque_nm,status
58.25,0.050507174,0.283303882,0.283303882,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
58.50,0.050208323,0.281537813,0.281537813,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
58.75,0.049908515,0.279766384,0.279766384,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
59.00,0.049607758,0.277989629,0.277989629,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
59.25,0.049306056,0.276207581,0.276207581,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
59.50,0.049003415,0.274420274,0.274420274,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
59.75,0.048699841,0.272627743,0.272627743,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
60.00,0.048395340,0.270830022,0.270830022,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
60.25,0.048089918,0.269027144,0.269027144,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
60.50,0.047783580,0.267219145,0.267219145,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
60.75,0.047476333,0.265406058,0.265406058,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
61.00,0.047168181,0.263587918,0.263587918,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
61.25,0.046859132,0.261764760,0.261764760,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
61.50,0.046549190,0.259936618,0.259936618,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
61.75,0.046238363,0.258103527,0.258103527,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
62.00,0.045926654,0.256265522,0.256265522,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
62.25,0.045614072,0.254422639,0.254422639,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
62.50,0.045300621,0.252574911,0.252574911,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
62.75,0.044986308,0.250722375,0.250722375,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
63.00,0.044671138,0.248865066,0.248865066,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
63.25,0.044355118,0.247003018,0.247003018,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
63.50,0.044038253,0.245136268,0.245136268,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
63.75,0.043720550,0.243264851,0.243264851,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
64.00,0.043402014,0.241388803,0.241388803,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
64.25,0.043082652,0.239508158,0.239508158,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
64.50,0.042762470,0.237622954,0.237622954,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
64.75,0.042441474,0.235733226,0.235733226,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
65.00,0.042119669,0.233839010,0.233839010,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
65.25,0.041797063,0.231940342,0.231940342,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
65.50,0.041473661,0.230037258,0.230037258,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
65.75,0.041149470,0.228129795,0.228129795,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
66.00,0.040824495,0.226217988,0.226217988,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
66.25,0.040498743,0.224301874,0.224301874,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
66.50,0.040172219,0.222381490,0.222381490,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
66.75,0.039844931,0.220456872,0.220456872,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
67.00,0.039516885,0.218528057,0.218528057,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
67.25,0.039188086,0.216595082,0.216595082,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
67.50,0.038858541,0.214657983,0.214657983,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
67.75,0.038528256,0.212716797,0.212716797,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
68.00,0.038197237,0.210771561,0.210771561,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
68.25,0.037865492,0.208822313,0.208822313,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
68.50,0.037533025,0.206869089,0.206869089,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
68.75,0.037199844,0.204911926,0.204911926,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
69.00,0.036865955,0.202950862,0.202950862,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
69.25,0.036531364,0.200985934,0.200985934,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
69.50,0.036196077,0.199017180,0.199017180,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
69.75,0.035860101,0.197044637,0.197044637,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
70.00,0.035523443,0.195068342,0.195068342,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
70.25,0.035186108,0.193088333,0.193088333,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
70.50,0.034848103,0.191104649,0.191104649,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
70.75,0.034509435,0.189117326,0.189117326,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
71.00,0.034170109,0.187126402,0.187126402,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
71.25,0.033830134,0.185131916,0.185131916,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
71.50,0.033489514,0.183133905,0.183133905,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
71.75,0.033148256,0.181132408,0.181132408,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
72.00,0.032806368,0.179127462,0.179127462,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
72.25,0.032463855,0.177119106,0.177119106,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
72.50,0.032120723,0.175107377,0.175107377,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
72.75,0.031776981,0.173092315,0.173092315,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
73.00,0.031432633,0.171073958,0.171073958,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
73.25,0.031087687,0.169052343,0.169052343,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
73.50,0.030742149,0.167027510,0.167027510,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
73.75,0.030396026,0.164999497,0.164999497,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
74.00,0.030049324,0.162968343,0.162968343,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
74.25,0.029702049,0.160934086,0.160934086,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
74.50,0.029354210,0.158896765,0.158896765,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
74.75,0.029005811,0.156856418,0.156856418,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
75.00,0.028656861,0.154813086,0.154813086,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
75.25,0.028307364,0.152766806,0.152766806,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
75.50,0.027957329,0.150717618,0.150717618,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
75.75,0.027606762,0.148665560,0.148665560,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
76.00,0.027255669,0.146610672,0.146610672,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
76.25,0.026904057,0.144552992,0.144552992,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
76.50,0.026551933,0.142492561,0.142492561,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
76.75,0.026199303,0.140429416,0.140429416,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
77.00,0.025846174,0.138363598,0.138363598,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
77.25,0.025492554,0.136295146,0.136295146,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
77.50,0.025138448,0.134224099,0.134224099,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
77.75,0.024783864,0.132150497,0.132150497,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
78.00,0.024428807,0.130074378,0.130074378,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
78.25,0.024073286,0.127995783,0.127995783,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
78.50,0.023717306,0.125914751,0.125914751,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
78.75,0.023360875,0.123831322,0.123831322,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
79.00,0.023003999,0.121745536,0.121745536,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
79.25,0.022646685,0.119657432,0.119657432,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
79.50,0.022288939,0.117567049,0.117567049,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
79.75,0.021930770,0.115474428,0.115474428,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
80.00,0.021572183,0.113379609,0.113379609,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
80.25,0.021213185,0.111282631,0.111282631,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
80.50,0.020853784,0.109183535,0.109183535,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
80.75,0.020493985,0.107082359,0.107082359,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
81.00,0.020133796,0.104979145,0.104979145,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
81.25,0.019773224,0.102873933,0.102873933,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
81.50,0.019412275,0.100766762,0.100766762,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
81.75,0.019050957,0.098657672,0.098657672,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
82.00,0.018689276,0.096546704,0.096546704,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
82.25,0.018327240,0.094433898,0.094433898,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
82.50,0.017964854,0.092319294,0.092319294,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
82.75,0.017602126,0.090202933,0.090202933,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
83.00,0.017239063,0.088084854,0.088084854,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
83.25,0.016875672,0.085965098,0.085965098,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
83.50,0.016511960,0.083843706,0.083843706,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
83.75,0.016147934,0.081720717,0.081720717,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
84.00,0.015783600,0.079596172,0.079596172,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
84.25,0.015418965,0.077470112,0.077470112,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
84.50,0.015054037,0.075342577,0.075342577,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
84.75,0.014688822,0.073213608,0.073213608,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
85.00,0.014323328,0.071083245,0.071083245,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
85.25,0.013957561,0.068951528,0.068951528,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
85.50,0.013591528,0.066818499,0.066818499,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
85.75,0.013225236,0.064684197,0.064684197,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
86.00,0.012858693,0.062548664,0.062548664,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
86.25,0.012491905,0.060411941,0.060411941,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
86.50,0.012124879,0.058274067,0.058274067,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
86.75,0.011757622,0.056135083,0.056135083,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
87.00,0.011390141,0.053995031,0.053995031,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
87.25,0.011022444,0.051853951,0.051853951,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
87.50,0.010654536,0.049711884,0.049711884,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
87.75,0.010286426,0.047568870,0.047568870,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
88.00,0.009918120,0.045424951,0.045424951,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
88.25,0.009549625,0.043280167,0.043280167,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
88.50,0.009180948,0.041134558,0.041134558,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
88.75,0.008812097,0.038988167,0.038988167,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
89.00,0.008443078,0.036841033,0.036841033,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
89.25,0.008073898,0.034693198,0.034693198,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
89.50,0.007704564,0.032544703,0.032544703,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
89.75,0.007335083,0.030395588,0.030395588,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
90.00,0.006965463,0.028245894,0.028245894,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
90.25,0.006595711,0.026095662,0.026095662,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
90.50,0.006225832,0.023944934,0.023944934,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
90.75,0.005855836,0.021793750,0.021793750,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
91.00,0.005485727,0.019642150,0.019642150,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
91.25,0.005115515,0.017490177,0.017490177,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
91.50,0.004745205,0.015337871,0.015337871,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
91.75,0.004374804,0.013185273,0.013185273,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
92.00,0.004004320,0.011032424,0.011032424,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
92.25,0.003633760,0.008879364,0.008879364,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
92.50,0.003263131,0.006726136,0.006726136,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
92.75,0.002892440,0.004572780,0.004572780,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
93.00,0.002521694,0.002419336,0.002419336,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
93.25,0.002150899,0.000265847,0.000265847,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
93.50,0.001780064,-0.001887648,0.001887648,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
93.75,0.001409195,-0.004041106,0.004041106,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
94.00,0.001038299,-0.006194488,0.006194488,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
94.25,0.000667383,-0.008347752,0.008347752,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
94.50,0.000296455,-0.010500856,0.010500856,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
94.75,-0.000074480,-0.012653761,0.012653761,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
95.00,-0.000445412,-0.014806425,0.014806425,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
95.25,-0.000816337,-0.016958807,0.016958807,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
95.50,-0.001187245,-0.019110866,0.019110866,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
95.75,-0.001558131,-0.021262562,0.021262562,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
96.00,-0.001928988,-0.023413852,0.023413852,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
96.25,-0.002299807,-0.025564697,0.025564697,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
96.50,-0.002670583,-0.027715055,0.027715055,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
96.75,-0.003041308,-0.029864886,0.029864886,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
97.00,-0.003411976,-0.032014147,0.032014147,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
97.25,-0.003782578,-0.034162800,0.034162800,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
97.50,-0.004153108,-0.036310802,0.036310802,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
97.75,-0.004523559,-0.038458112,0.038458112,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
98.00,-0.004893924,-0.040604691,0.040604691,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
98.25,-0.005264196,-0.042750496,0.042750496,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
98.50,-0.005634368,-0.044895487,0.044895487,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
98.75,-0.006004432,-0.047039624,0.047039624,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
99.00,-0.006374382,-0.049182865,0.049182865,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
99.25,-0.006744211,-0.051325170,0.051325170,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
99.50,-0.007113911,-0.053466498,0.053466498,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
99.75,-0.007483476,-0.055606807,0.055606807,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
100.00,-0.007852898,-0.057746058,0.057746058,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
100.25,-0.008222171,-0.059884210,0.059884210,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
100.50,-0.008591287,-0.062021221,0.062021221,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
100.75,-0.008960240,-0.064157052,0.064157052,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
101.00,-0.009329022,-0.066291661,0.066291661,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
101.25,-0.009697627,-0.068425009,0.068425009,INCOMPLETE REFERENCE - FR12-H101/HARDWARE/HARNESS/GRIPPER DISTRIBUTION EXCLUDED
