feature_group,stable_owner,entity_role,dimension,resolved_occ_tag,geometric_signature_sha256,owner_face_signature_sha256,geometry_type,bbox_mm_json,identity_match,feature_preregistration_sha256,warning
ORIGINAL_BORE_BOUNDARY_CURVES,H4_XP16_ZP8,BORE_RIM,1,88,d38e9f428173362d8d0e610feef7336b6fa6ad3479f3d8ea7fecc4a04914d637,229a0f69e59f2933691d79cf56e727680f714d55242bfaad3b320cde331c9690,Circle,"[14.6499999,-1e-07,6.6499999,17.3500001,1e-07,9.3500001]",True,79f6f897eb48c4e76112276c32c2375dbcd61f2cdb3fcf3f6082fdc7a9569aa3,"PRELIMINARY - TARGETED CURVED-MESH METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
ORIGINAL_BORE_BOUNDARY_CURVES,H4_XP16_ZP8,AXIAL_SEAM,1,121,e79e9f1fb9e31f6da246a9e08325ed75b573324fb526ea8b747e696db8336bc6,229a0f69e59f2933691d79cf56e727680f714d55242bfaad3b320cde331c9690,Line,"[15.9999999,-1e-07,9.3499999,16.0000001,9.5250001,9.3500001]",True,79f6f897eb48c4e76112276c32c2375dbcd61f2cdb3fcf3f6082fdc7a9569aa3,"PRELIMINARY - TARGETED CURVED-MESH METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
ORIGINAL_BORE_BOUNDARY_CURVES,E1_X0_ZM10,BORE_RIM,1,18,4501bf7a790886967016273c56e7c9597287fbf6826c4d6870bb7d080bf57842,4cc97cff564f9ba60d1df79a04b8ccb5e6063b54be5c8435ec8c219447702c26,Circle,"[-2.7500001,9.5249999,-12.7500001,2.7500001,9.5250001,-7.2499999]",True,79f6f897eb48c4e76112276c32c2375dbcd61f2cdb3fcf3f6082fdc7a9569aa3,"PRELIMINARY - TARGETED CURVED-MESH METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
ORIGINAL_BORE_BOUNDARY_CURVES,E1_X0_ZM10,AXIAL_SEAM,1,122,1fb6adabe977729f942a6c2687509388f072e7392ed43e141bc5c17c473784c5,4cc97cff564f9ba60d1df79a04b8ccb5e6063b54be5c8435ec8c219447702c26,Line,"[-1e-07,2.8999999,-7.2500001,1e-07,9.5250001,-7.2499999]",True,79f6f897eb48c4e76112276c32c2375dbcd61f2cdb3fcf3f6082fdc7a9569aa3,"PRELIMINARY - TARGETED CURVED-MESH METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
ORIGINAL_BORE_BOUNDARY_CURVES,E1_X0_ZM10,BORE_RIM,1,123,3e574ab021b704d9872ee47d32f8d24a0da4c0a50b1d82c9bb06459c3bb21477,4cc97cff564f9ba60d1df79a04b8ccb5e6063b54be5c8435ec8c219447702c26,Circle,"[-2.7500001,2.8999999,-12.7500001,2.7500001,2.9000001,-7.2499999]",True,79f6f897eb48c4e76112276c32c2375dbcd61f2cdb3fcf3f6082fdc7a9569aa3,"PRELIMINARY - TARGETED CURVED-MESH METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
ORIGINAL_BORE_BOUNDARY_CURVES,H3_XP16_ZM8,BORE_RIM,1,19,b110c292f872972abdca9e3f650f0363d692f150378ee8fb521115db19b3eeb0,37148cc113af92dee8ca91e1b0bb013abed4fb6a7a498fcb9698ce5c978fd250,Circle,"[14.6499999,9.5249999,-9.3500001,17.3500001,9.5250001,-6.6499999]",True,79f6f897eb48c4e76112276c32c2375dbcd61f2cdb3fcf3f6082fdc7a9569aa3,"PRELIMINARY - TARGETED CURVED-MESH METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
ORIGINAL_BORE_BOUNDARY_CURVES,H3_XP16_ZM8,BORE_RIM,1,90,95a8e824083248956289121150d51acfe7e2c789f3b81f6ecf4d992408cdfb2f,37148cc113af92dee8ca91e1b0bb013abed4fb6a7a498fcb9698ce5c978fd250,Circle,"[14.6499999,-1e-07,-9.3500001,17.3500001,1e-07,-6.6499999]",True,79f6f897eb48c4e76112276c32c2375dbcd61f2cdb3fcf3f6082fdc7a9569aa3,"PRELIMINARY - TARGETED CURVED-MESH METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
ORIGINAL_BORE_BOUNDARY_CURVES,H3_XP16_ZM8,AXIAL_SEAM,1,124,800279a2a580156547b36dcaf106f7563a9a8e3714474043100a6b4e0ed1ff76,37148cc113af92dee8ca91e1b0bb013abed4fb6a7a498fcb9698ce5c978fd250,Line,"[15.9999999,-1e-07,-6.6500001,16.0000001,9.5250001,-6.6499999]",True,79f6f897eb48c4e76112276c32c2375dbcd61f2cdb3fcf3f6082fdc7a9569aa3,"PRELIMINARY - TARGETED CURVED-MESH METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
TOP_RAIL_TRANSITION_SURFACES,TOP_RAIL_XP,CYLINDRICAL_SURFACE,2,32,0b133b656f5e80c32f246112a128db908c59b2cd42de756aba77abaee00fafa0,SELF,Cylinder,"[48.1999999,8.0049999,19.1999999,50.2000001,8.5250001,21.2000001]",True,79f6f897eb48c4e76112276c32c2375dbcd61f2cdb3fcf3f6082fdc7a9569aa3,"PRELIMINARY - TARGETED CURVED-MESH METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
TOP_RAIL_TRANSITION_SURFACES,TOP_RAIL_XM,CYLINDRICAL_SURFACE,2,67,f1abfd12cb17bf0e032a83b59a3f284dd5890f01abe0517220a70aa52a7fbe59,SELF,Cylinder,"[-50.2000001,8.0049999,19.1999999,-48.1999999,8.5250001,21.2000001]",True,79f6f897eb48c4e76112276c32c2375dbcd61f2cdb3fcf3f6082fdc7a9569aa3,"PRELIMINARY - TARGETED CURVED-MESH METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
TOP_RAIL_TRANSITION_BOUNDARY_CURVES,TOP_RAIL_XP,UPPER_R2_ARC,1,37,8dcc753945e71aed47b9e465cbbb232b6516fbae44e48ca02a9ded303525d682,0b133b656f5e80c32f246112a128db908c59b2cd42de756aba77abaee00fafa0,Circle,"[48.1999999,8.5249999,19.1999999,50.2000001,8.5250001,21.2000001]",True,79f6f897eb48c4e76112276c32c2375dbcd61f2cdb3fcf3f6082fdc7a9569aa3,"PRELIMINARY - TARGETED CURVED-MESH METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
TOP_RAIL_TRANSITION_BOUNDARY_CURVES,TOP_RAIL_XP,AXIAL_SEAM,1,146,76c01da84dcb60f30780186650601ae10c492884f99a30bc6b150461c908c563,0b133b656f5e80c32f246112a128db908c59b2cd42de756aba77abaee00fafa0,Line,"[48.1999999,8.0049999,21.1999999,48.2000001,8.5250001,21.2000001]",True,79f6f897eb48c4e76112276c32c2375dbcd61f2cdb3fcf3f6082fdc7a9569aa3,"PRELIMINARY - TARGETED CURVED-MESH METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
TOP_RAIL_TRANSITION_BOUNDARY_CURVES,TOP_RAIL_XP,LOWER_R2_ARC,1,147,e809c3acea3ebee2593518440468ed815745b16dce8b9ac13d4b17b148e624dc,0b133b656f5e80c32f246112a128db908c59b2cd42de756aba77abaee00fafa0,Circle,"[48.1999999,8.0049999,19.1999999,50.2000001,8.0050001,21.2000001]",True,79f6f897eb48c4e76112276c32c2375dbcd61f2cdb3fcf3f6082fdc7a9569aa3,"PRELIMINARY - TARGETED CURVED-MESH METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
TOP_RAIL_TRANSITION_BOUNDARY_CURVES,TOP_RAIL_XP,AXIAL_SEAM,1,148,4642cc2d54ed6d2bcd1a725a656f8d4911dc6ffb023f205432c8689da72fd47c,0b133b656f5e80c32f246112a128db908c59b2cd42de756aba77abaee00fafa0,Line,"[50.1999999,8.0049999,19.1999999,50.2000001,8.5250001,19.2000001]",True,79f6f897eb48c4e76112276c32c2375dbcd61f2cdb3fcf3f6082fdc7a9569aa3,"PRELIMINARY - TARGETED CURVED-MESH METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
TOP_RAIL_TRANSITION_BOUNDARY_CURVES,TOP_RAIL_XM,UPPER_R2_ARC,1,110,cda6336830f6fab6a320504634f041d3f5e3ff979e300198bb1d8c67ab2b75fd,f1abfd12cb17bf0e032a83b59a3f284dd5890f01abe0517220a70aa52a7fbe59,Circle,"[-50.2000001,8.5249999,19.1999999,-48.1999999,8.5250001,21.2000001]",True,79f6f897eb48c4e76112276c32c2375dbcd61f2cdb3fcf3f6082fdc7a9569aa3,"PRELIMINARY - TARGETED CURVED-MESH METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
TOP_RAIL_TRANSITION_BOUNDARY_CURVES,TOP_RAIL_XM,AXIAL_SEAM,1,226,e9f9f98d842bf698a62f8b29c27c82701592b094da203bd8e876dfa3fb8fdcb5,f1abfd12cb17bf0e032a83b59a3f284dd5890f01abe0517220a70aa52a7fbe59,Line,"[-50.2000001,8.0049999,19.1999999,-50.1999999,8.5250001,19.2000001]",True,79f6f897eb48c4e76112276c32c2375dbcd61f2cdb3fcf3f6082fdc7a9569aa3,"PRELIMINARY - TARGETED CURVED-MESH METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
TOP_RAIL_TRANSITION_BOUNDARY_CURVES,TOP_RAIL_XM,LOWER_R2_ARC,1,228,04c373c67514addf73b0caa25c910fd3fb387bbe295458bc04a1d5e0b46364d3,f1abfd12cb17bf0e032a83b59a3f284dd5890f01abe0517220a70aa52a7fbe59,Circle,"[-50.2000001,8.0049999,19.1999999,-48.1999999,8.0050001,21.2000001]",True,79f6f897eb48c4e76112276c32c2375dbcd61f2cdb3fcf3f6082fdc7a9569aa3,"PRELIMINARY - TARGETED CURVED-MESH METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
TOP_RAIL_TRANSITION_BOUNDARY_CURVES,TOP_RAIL_XM,AXIAL_SEAM,1,229,6f6b987c01251a12ae867dbb6d6d9ed039205faf97a8059323767643078ff0f9,f1abfd12cb17bf0e032a83b59a3f284dd5890f01abe0517220a70aa52a7fbe59,Line,"[-48.2000001,8.0049999,21.1999999,-48.1999999,8.5250001,21.2000001]",True,79f6f897eb48c4e76112276c32c2375dbcd61f2cdb3fcf3f6082fdc7a9569aa3,"PRELIMINARY - TARGETED CURVED-MESH METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
