plate_id,module,part_id,stl_path,x_mm,y_mm,rotation_z_deg,placed_width_mm,placed_depth_mm,part_height_mm,physical_layout_executed,warning
FC-F01-P01,F01,F01_SOLE_CARRIER,stl/F01/F01_SOLE_CARRIER.stl,5.000,5.000,0,86.000,138.000,4.000000,NO,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-F01-P01,F01,F01_TOP_COVER,stl/F01/F01_TOP_COVER.stl,96.000,5.000,0,82.000,118.000,1.199997,NO,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-F01-P02,F01,F01_TOP_BRIDGE,stl/F01/F01_TOP_BRIDGE.stl,5.000,5.000,0,68.000,86.000,3.000000,NO,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-L02-P01,L02,L02_THIGH_SIDE_FRONT,stl/L02/L02_THIGH_SIDE_FRONT.stl,5.000,5.000,0,142.000,56.000,3.000000,NO,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-L02-P01,L02,L02_THIGH_SIDE_REAR,stl/L02/L02_THIGH_SIDE_REAR.stl,5.000,66.000,0,142.000,56.000,3.000000,NO,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-L02-P01,L02,L02_THIGH_FRONT_COVER,stl/L02/L02_THIGH_FRONT_COVER.stl,5.000,127.000,0,138.000,66.000,1.199997,NO,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-L02-P02,L02,L02_THIGH_REAR_COVER,stl/L02/L02_THIGH_REAR_COVER.stl,5.000,5.000,0,138.000,66.000,1.199997,NO,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-L02-P02,L02,L02_SHIN_SIDE_FRONT,stl/L02/L02_SHIN_SIDE_FRONT.stl,5.000,76.000,0,136.000,50.000,3.000000,NO,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-L02-P02,L02,L02_SHIN_SIDE_REAR,stl/L02/L02_SHIN_SIDE_REAR.stl,5.000,131.000,0,136.000,50.000,3.000000,NO,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-L02-P03,L02,L02_SHIN_FRONT_COVER,stl/L02/L02_SHIN_FRONT_COVER.stl,5.000,5.000,0,132.000,60.000,1.199997,NO,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-L02-P03,L02,L02_SHIN_REAR_COVER,stl/L02/L02_SHIN_REAR_COVER.stl,5.000,70.000,0,132.000,60.000,1.199997,NO,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-L02-P01,L02,L02_THIGH_TIE_Z235,stl/L02/L02_THIGH_TIE_Z235.stl,152.000,5.000,0,46.000,40.000,3.000000,NO,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-L02-P01,L02,L02_THIGH_TIE_Z300,stl/L02/L02_THIGH_TIE_Z300.stl,152.000,66.000,0,46.000,40.000,3.000000,NO,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-L02-P01,L02,L02_THIGH_TIE_Z355,stl/L02/L02_THIGH_TIE_Z355.stl,148.000,127.000,0,46.000,40.000,3.000000,NO,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-L02-P02,L02,L02_SHIN_TIE_Z135,stl/L02/L02_SHIN_TIE_Z135.stl,148.000,5.000,0,42.000,40.000,3.000000,NO,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-L02-P02,L02,L02_SHIN_TIE_Z183,stl/L02/L02_SHIN_TIE_Z183.stl,146.000,76.000,0,42.000,40.000,3.000000,NO,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-L02-P02,L02,L02_SHIN_TIE_Z72,stl/L02/L02_SHIN_TIE_Z72.stl,146.000,131.000,0,42.000,40.000,3.000000,NO,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-F02-P01,F02,F02_SOLE_CARRIER,stl/F02/F02_SOLE_CARRIER.stl,5.000,5.000,0,86.000,138.000,4.000000,NO,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-F02-P01,F02,F02_TOP_COVER,stl/F02/F02_TOP_COVER.stl,96.000,5.000,0,82.000,118.000,1.199997,NO,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
FC-F02-P02,F02,F02_TOP_BRIDGE,stl/F02/F02_TOP_BRIDGE.stl,5.000,5.000,0,68.000,86.000,3.000000,NO,"PRELIMINARY - 1:1 NONSTRUCTURAL FIT ARTICLES ONLY - NOT APPROVED FOR LOAD BEARING, STANDING, WALKING, POWERED TESTING, MOTION, OR ENERGIZATION"
