sample_index,daq_time_s,trigger_state,stop_command_state,estop_state,reset_input_state,start_command_state,motion_enable_command_state,torque_enable_feedback,source_voltage_V,source_current_A,k1_coil_state,k2_coil_state,k1_mirror_state,k2_mirror_state,external_angle_deg,external_velocity_deg_s,reaction_force_N,bumper_displacement_mm,dropped_scan_count,sensor_saturation_flags,run_id,configuration_commit,article_revision,calibration_bundle_hash,timing_budget_revision
100,0.100000,1,1,1,0,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
101,0.101000,1,1,1,0,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
102,0.102000,1,1,1,0,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
103,0.103000,1,1,1,0,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
104,0.104000,1,1,1,0,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
105,0.105000,1,1,1,0,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
106,0.106000,1,1,1,0,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
107,0.107000,1,1,1,0,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
108,0.108000,1,1,1,0,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
109,0.109000,1,1,1,0,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
110,0.110000,1,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
111,0.111000,1,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
112,0.112000,1,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
113,0.113000,1,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
114,0.114000,1,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
115,0.115000,1,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
116,0.116000,1,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
117,0.117000,1,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
118,0.118000,1,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
119,0.119000,1,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
120,0.120000,1,0,0,1,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
121,0.121000,1,0,0,1,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
122,0.122000,1,0,0,1,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
123,0.123000,1,0,0,1,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
124,0.124000,1,0,0,1,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
125,0.125000,1,0,0,1,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
126,0.126000,1,0,0,1,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
127,0.127000,1,0,0,1,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
128,0.128000,1,0,0,1,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
129,0.129000,1,0,0,1,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
130,0.130000,1,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
131,0.131000,1,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
132,0.132000,1,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
133,0.133000,1,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
134,0.134000,1,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
135,0.135000,1,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
136,0.136000,1,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
137,0.137000,1,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
138,0.138000,1,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
139,0.139000,1,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
140,0.140000,1,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
141,0.141000,1,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
142,0.142000,1,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
143,0.143000,1,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
144,0.144000,1,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
145,0.145000,1,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
146,0.146000,1,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
147,0.147000,1,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
148,0.148000,1,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
149,0.149000,1,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
150,0.150000,1,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
151,0.151000,1,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
152,0.152000,1,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
153,0.153000,1,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
154,0.154000,1,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
155,0.155000,1,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
156,0.156000,1,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
157,0.157000,1,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
158,0.158000,1,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
159,0.159000,1,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
160,0.160000,1,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
161,0.161000,1,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
162,0.162000,1,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
163,0.163000,1,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
164,0.164000,1,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
165,0.165000,1,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
166,0.166000,1,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
167,0.167000,1,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
168,0.168000,1,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
169,0.169000,1,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
170,0.170000,1,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
171,0.171000,1,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
172,0.172000,1,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
173,0.173000,1,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
174,0.174000,1,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
175,0.175000,1,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
176,0.176000,1,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
177,0.177000,1,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
178,0.178000,1,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
179,0.179000,1,0,0,0,0,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
180,0.180000,1,0,0,0,1,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
181,0.181000,1,0,0,0,1,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
182,0.182000,1,0,0,0,1,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
183,0.183000,1,0,0,0,1,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
184,0.184000,1,0,0,0,1,0,0,0.000000,0.000000,0,0,0,0,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
185,0.185000,1,0,0,0,1,1,1,24.000000,0.300000,1,1,1,1,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
186,0.186000,1,0,0,0,1,1,1,24.000000,0.300000,1,1,1,1,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
187,0.187000,1,0,0,0,1,1,1,24.000000,0.300000,1,1,1,1,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
188,0.188000,1,0,0,0,1,1,1,24.000000,0.300000,1,1,1,1,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
189,0.189000,1,0,0,0,1,1,1,24.000000,0.300000,1,1,1,1,111.935000000,0.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
190,0.190000,1,0,0,0,1,1,1,24.000000,0.300000,1,1,1,1,111.940000000,5.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
191,0.191000,1,0,0,0,1,1,1,24.000000,0.300000,1,1,1,1,111.945000000,5.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
192,0.192000,1,0,0,0,1,1,1,24.000000,0.300000,1,1,1,1,111.950000000,5.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
193,0.193000,1,0,0,0,1,1,1,24.000000,0.300000,1,1,1,1,111.955000000,5.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
194,0.194000,1,0,0,0,1,1,1,24.000000,0.300000,1,1,1,1,111.960000000,5.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
195,0.195000,1,0,0,0,1,1,1,24.000000,0.300000,1,1,1,1,111.965000000,5.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
196,0.196000,1,0,0,0,1,1,1,24.000000,0.300000,1,1,1,1,111.970000000,5.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
197,0.197000,1,0,0,0,1,1,1,24.000000,0.300000,1,1,1,1,111.975000000,5.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
198,0.198000,1,0,0,0,1,1,1,24.000000,0.300000,1,1,1,1,111.980000000,5.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
199,0.199000,1,0,0,0,1,1,1,24.000000,0.300000,1,1,1,1,111.985000000,5.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
200,0.200000,1,0,0,0,1,1,1,24.000000,0.300000,1,1,1,1,111.990000000,5.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
201,0.201000,1,0,0,0,1,1,1,24.000000,0.300000,1,1,1,1,111.995000000,5.000000,0.000000,0.000000,0,0,SYN-PASS-001,synthetic-validation-not-hardware,SYNTHETIC-P0.1,synthetic-calibration-not-physical,SYNTHETIC-TIMING-P0.1
