facet_id,source_tet10_element_tag,source_local_face,node_tags_json,node_xyz_json,nearest_occ_face_tag_diagnostic_only,nearest_face_signature_sha256,nearest_face_type,nearest_face_bbox_mm_json,six_node_deviation_mm_json,maximum_six_node_deviation_mm,mean_six_node_deviation_mm,node_face_membership_tolerance_mm,within_0p005_surface_screen,exact_membership_gate,warning
108609,1244430,1,"[382285,383736,382477,385202,385203,384752]","[[39.71016108594557,8.005,21.020550001569024],[39.82192411151309,8.005,20.872459833511005],[39.61988624895279,8.005,20.827328948853495],[39.76604259872933,8.005,20.946504917540015],[39.72090518023294,8.005,20.84989439118225],[39.66502366744918,8.005,20.92393947521126]]",76,5fbdbb813ee3e762ea2054e801cab2af730f705c824117237be33f2ad516af62,Plane,"[37.7999999,8.0049999,19.1999999,39.8000001,8.0050001,21.2000001]","[0.0,0.0,0.0,0.0,0.0,0.0]",0.0,0.0,1e-07,True,FAIL,"PRELIMINARY - R308 UNMAPPED-FACET LOCALIZATION EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
108610,1244428,1,"[382285,383638,383736,388310,391019,385202]","[[39.71016108594557,8.005,21.020550001569024],[39.906340010289526,8.005,21.03881327402505],[39.82192411151309,8.005,20.872459833511005],[39.80825054811755,8.005,21.029681637797037],[39.86413206090131,8.005,20.955636553768027],[39.76604259872933,8.005,20.946504917540015]]",76,5fbdbb813ee3e762ea2054e801cab2af730f705c824117237be33f2ad516af62,Plane,"[37.7999999,8.0049999,19.1999999,39.8000001,8.0050001,21.2000001]","[0.0,0.0,0.0,0.0,0.0,0.0]",0.0,0.0,1e-07,True,FAIL,"PRELIMINARY - R308 UNMAPPED-FACET LOCALIZATION EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
108612,1193531,3,"[383124,384024,382286,390741,390742,385120]","[[39.65889411068727,8.005,-18.836001861128523],[39.81010023461956,8.005,-18.91517445351982],[39.71032315772653,8.005,-19.025414059608796],[39.73449717265341,8.005,-18.87558815732417],[39.760211696173045,8.005,-18.97029425656431],[39.684608634206896,8.005,-18.93070796036866]]",74,37c1e53ee043ee3ca72a46fe5eae32b8bde2b05535d8352001e2c25ee4102e4d,Plane,"[37.7999999,8.0049999,-19.2000001,39.8000001,8.0050001,-17.1999999]","[0.0,0.0,0.0,0.0,0.0,0.0]",0.0,0.0,1e-07,True,FAIL,"PRELIMINARY - R308 UNMAPPED-FACET LOCALIZATION EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
108613,1154627,1,"[384024,383639,382286,391518,388312,390742]","[[39.81010023461956,8.005,-18.91517445351982],[39.9072871225718,8.005,-19.033292528088037],[39.71032315772653,8.005,-19.025414059608796],[39.858693678595685,8.005,-18.97423349080393],[39.80880514014917,8.005,-19.029353293848416],[39.760211696173045,8.005,-18.97029425656431]]",74,37c1e53ee043ee3ca72a46fe5eae32b8bde2b05535d8352001e2c25ee4102e4d,Plane,"[37.7999999,8.0049999,-19.2000001,39.8000001,8.0050001,-17.1999999]","[0.0,0.0,0.0,0.0,0.0,0.0]",0.0,0.0,1e-07,True,FAIL,"PRELIMINARY - R308 UNMAPPED-FACET LOCALIZATION EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109053,1213666,3,"[382426,383236,383876,384808,384806,384807]","[[38.480419041420504,8.005,19.25616034787696],[38.59609095693783,8.005,19.093986008061965],[38.35917687647332,8.005,19.083061473968716],[38.538254999179166,8.005,19.175073177969463],[38.47763391670558,8.005,19.08852374101534],[38.41979795894691,8.005,19.169610910922838]]",75,718038538e4c8c434eb21ae3b2248a286a15cfea2b3bee34b950ab4c498c7e33,Plane,"[37.7999999,8.0049999,-17.2000001,39.8000001,8.0050001,19.2000001]","[0.0,0.0,0.0,0.0,0.0,0.0]",0.0,0.0,1e-07,True,FAIL,"PRELIMINARY - R308 UNMAPPED-FACET LOCALIZATION EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109054,1192423,0,"[382426,383876,383649,384807,386009,386010]","[[38.480419041420504,8.005,19.25616034787696],[38.35917687647332,8.005,19.083061473968716],[38.289745668733474,8.005,19.316377713286055],[38.41979795894691,8.005,19.169610910922838],[38.3244612726034,8.005,19.199719593627382],[38.38508235507699,8.005,19.28626903058151]]",75,718038538e4c8c434eb21ae3b2248a286a15cfea2b3bee34b950ab4c498c7e33,Plane,"[37.7999999,8.0049999,-17.2000001,39.8000001,8.0050001,19.2000001]","[0.0,0.0,0.0,0.0,0.0,0.0]",0.0,0.0,1e-07,True,FAIL,"PRELIMINARY - R308 UNMAPPED-FACET LOCALIZATION EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109080,1200032,1,"[382438,382437,382436,390238,387215,390245]","[[49.677103559391036,8.005,19.147401823233277],[49.501902102313444,8.005,19.169389344295947],[49.5748974668747,8.005,19.322857256367936],[49.58950283085224,8.005,19.158395583764612],[49.53839978459407,8.005,19.24612330033194],[49.626000513132865,8.005,19.235129539800607]]",78,726dcea241c9f280ed41601d6bfa422cb4c8f7b6a79ca8d583b2fecc1f059352,Plane,"[48.1999999,8.0049999,19.1999999,50.2000001,8.0050001,21.2000001]","[0.0,0.0,0.0,0.0,0.0,0.0]",0.0,0.0,1e-07,True,FAIL,"PRELIMINARY - R308 UNMAPPED-FACET LOCALIZATION EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109081,1150758,2,"[383622,382438,382436,390347,390245,386386]","[[49.81252683884151,8.005,19.34355056070395],[49.677103559391036,8.005,19.147401823233277],[49.5748974668747,8.005,19.322857256367936],[49.744815199116275,8.005,19.24547619196861],[49.626000513132865,8.005,19.235129539800607],[49.693712152858105,8.005,19.33320390853594]]",78,726dcea241c9f280ed41601d6bfa422cb4c8f7b6a79ca8d583b2fecc1f059352,Plane,"[48.1999999,8.0049999,19.1999999,50.2000001,8.0050001,21.2000001]","[0.0,0.0,0.0,0.0,0.0,0.0]",0.0,0.0,1e-07,True,FAIL,"PRELIMINARY - R308 UNMAPPED-FACET LOCALIZATION EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109087,1205999,2,"[383622,383832,382438,386911,391055,390347]","[[49.81252683884151,8.005,19.34355056070395],[49.867274848433745,8.005,19.136292943953737],[49.677103559391036,8.005,19.147401823233277],[49.83990084363762,8.005,19.239921752328843],[49.77218920391239,8.005,19.141847383593504],[49.744815199116275,8.005,19.24547619196861]]",78,726dcea241c9f280ed41601d6bfa422cb4c8f7b6a79ca8d583b2fecc1f059352,Plane,"[48.1999999,8.0049999,19.1999999,50.2000001,8.0050001,21.2000001]","[0.0,0.0,0.0,0.0,0.0,0.0]",0.0,0.0,1e-07,True,FAIL,"PRELIMINARY - R308 UNMAPPED-FACET LOCALIZATION EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109107,1140519,1,"[382447,382446,382448,387640,388061,388538]","[[38.42206818612127,8.005,-17.01669917523861],[38.44647634711838,8.005,-17.225300907514505],[38.2670136055431,8.005,-17.139992374977922],[38.43427226661982,8.005,-17.121000041376558],[38.35674497633074,8.005,-17.18264664124621],[38.34454089583218,8.005,-17.078345775108268]]",74,37c1e53ee043ee3ca72a46fe5eae32b8bde2b05535d8352001e2c25ee4102e4d,Plane,"[37.7999999,8.0049999,-19.2000001,39.8000001,8.0050001,-17.1999999]","[0.0,0.0,0.0,0.0,0.0,0.0]",0.0,0.0,1e-07,True,FAIL,"PRELIMINARY - R308 UNMAPPED-FACET LOCALIZATION EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109108,1192645,2,"[382448,382446,382449,388061,388059,388060]","[[38.2670136055431,8.005,-17.139992374977922],[38.44647634711838,8.005,-17.225300907514505],[38.27233226582381,8.005,-17.350374787335],[38.35674497633074,8.005,-17.18264664124621],[38.3594043064711,8.005,-17.28783784742475],[38.26967293568345,8.005,-17.24518358115646]]",74,37c1e53ee043ee3ca72a46fe5eae32b8bde2b05535d8352001e2c25ee4102e4d,Plane,"[37.7999999,8.0049999,-19.2000001,39.8000001,8.0050001,-17.1999999]","[0.0,0.0,0.0,0.0,0.0,0.0]",0.0,0.0,1e-07,True,FAIL,"PRELIMINARY - R308 UNMAPPED-FACET LOCALIZATION EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109113,1181927,1,"[382448,382449,382603,388060,388423,388424]","[[38.2670136055431,8.005,-17.139992374977922],[38.27233226582381,8.005,-17.350374787335],[38.117525323801736,8.005,-17.22046326058105],[38.26967293568345,8.005,-17.24518358115646],[38.194928794812775,8.005,-17.285419023958024],[38.192269464672414,8.005,-17.180227817779485]]",74,37c1e53ee043ee3ca72a46fe5eae32b8bde2b05535d8352001e2c25ee4102e4d,Plane,"[37.7999999,8.0049999,-19.2000001,39.8000001,8.0050001,-17.1999999]","[0.0,0.0,0.0,0.0,0.0,0.0]",0.0,0.0,1e-07,True,FAIL,"PRELIMINARY - R308 UNMAPPED-FACET LOCALIZATION EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109114,1144731,1,"[382448,382603,384125,388424,390869,390918]","[[38.2670136055431,8.005,-17.139992374977922],[38.117525323801736,8.005,-17.22046326058105],[38.126361337455165,8.005,-17.052796785334184],[38.192269464672414,8.005,-17.180227817779485],[38.12194333062845,8.005,-17.136630022957615],[38.19668747149913,8.005,-17.096394580156055]]",74,37c1e53ee043ee3ca72a46fe5eae32b8bde2b05535d8352001e2c25ee4102e4d,Plane,"[37.7999999,8.0049999,-19.2000001,39.8000001,8.0050001,-17.1999999]","[0.0,0.0,0.0,0.0,0.0,0.0]",0.0,0.0,1e-07,True,FAIL,"PRELIMINARY - R308 UNMAPPED-FACET LOCALIZATION EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109122,1110511,2,"[382453,382454,382455,387115,389037,389038]","[[48.223736681670516,8.005,20.537120660456413],[48.026733900506066,8.005,20.54487878598687],[48.13454431208805,8.005,20.70709205242837],[48.12523529108829,8.005,20.540999723221642],[48.080639106297056,8.005,20.62598541920762],[48.179140496879285,8.005,20.62210635644239]]",77,104a3234faf90162e87ac2ccdd6ef267a7825df25552e9106121f624529bcc4e,Plane,"[39.7999999,8.0049999,19.1999999,48.2000001,8.0050001,21.2000001]","[0.0,0.0,0.0,0.0,0.0,0.0]",0.0,0.0,1e-07,True,FAIL,"PRELIMINARY - R308 UNMAPPED-FACET LOCALIZATION EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109123,1156235,1,"[382456,382453,382455,389483,389038,389482]","[[48.33046512461116,8.005,20.70324438354149],[48.223736681670516,8.005,20.537120660456413],[48.13454431208805,8.005,20.70709205242837],[48.277100903140834,8.005,20.620182521998952],[48.179140496879285,8.005,20.62210635644239],[48.2325047183496,8.005,20.70516821798493]]",77,104a3234faf90162e87ac2ccdd6ef267a7825df25552e9106121f624529bcc4e,Plane,"[39.7999999,8.0049999,19.1999999,48.2000001,8.0050001,21.2000001]","[0.0,0.0,0.0,0.0,0.0,0.0]",0.0,0.0,1e-07,True,FAIL,"PRELIMINARY - R308 UNMAPPED-FACET LOCALIZATION EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109128,1173969,0,"[382458,382456,382455,389054,389482,389872]","[[48.259566242171026,8.005,20.88346289978696],[48.33046512461116,8.005,20.70324438354149],[48.13454431208805,8.005,20.70709205242837],[48.29501568339109,8.005,20.79335364166423],[48.2325047183496,8.005,20.70516821798493],[48.197055277129536,8.005,20.79527747610766]]",77,104a3234faf90162e87ac2ccdd6ef267a7825df25552e9106121f624529bcc4e,Plane,"[39.7999999,8.0049999,19.1999999,48.2000001,8.0050001,21.2000001]","[0.0,0.0,0.0,0.0,0.0,0.0]",0.0,0.0,1e-07,True,FAIL,"PRELIMINARY - R308 UNMAPPED-FACET LOCALIZATION EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109130,1232026,0,"[382455,383778,382458,390769,390432,389872]","[[48.13454431208805,8.005,20.70709205242837],[48.038752425533126,8.005,20.869858791558887],[48.259566242171026,8.005,20.88346289978696],[48.086648368810586,8.005,20.788475421993628],[48.149159333852076,8.005,20.87666084567292],[48.197055277129536,8.005,20.79527747610766]]",77,104a3234faf90162e87ac2ccdd6ef267a7825df25552e9106121f624529bcc4e,Plane,"[39.7999999,8.0049999,19.1999999,48.2000001,8.0050001,21.2000001]","[0.0,0.0,0.0,0.0,0.0,0.0]",0.0,0.0,1e-07,True,FAIL,"PRELIMINARY - R308 UNMAPPED-FACET LOCALIZATION EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109137,1144028,3,"[382458,383328,383745,390332,390331,384604]","[[48.259566242171026,8.005,20.88346289978696],[48.117581833687034,8.005,21.03666562181365],[48.288269849264815,8.005,21.06366645985739],[48.18857403792903,8.005,20.960064260800305],[48.202925841475924,8.005,21.050166040835524],[48.27391804571792,8.005,20.97356467982218]]",77,104a3234faf90162e87ac2ccdd6ef267a7825df25552e9106121f624529bcc4e,Plane,"[39.7999999,8.0049999,19.1999999,48.2000001,8.0050001,21.2000001]","[0.0,0.0,0.0,0.0,0.0,0.0]",0.0,0.0,1e-07,True,FAIL,"PRELIMINARY - R308 UNMAPPED-FACET LOCALIZATION EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109138,1156841,3,"[383778,383328,382458,387812,390332,390432]","[[48.038752425533126,8.005,20.869858791558887],[48.117581833687034,8.005,21.03666562181365],[48.259566242171026,8.005,20.88346289978696],[48.07816712961008,8.005,20.953262206686265],[48.18857403792903,8.005,20.960064260800305],[48.149159333852076,8.005,20.87666084567292]]",77,104a3234faf90162e87ac2ccdd6ef267a7825df25552e9106121f624529bcc4e,Plane,"[39.7999999,8.0049999,19.1999999,48.2000001,8.0050001,21.2000001]","[0.0,0.0,0.0,0.0,0.0,0.0]",0.0,0.0,1e-07,True,FAIL,"PRELIMINARY - R308 UNMAPPED-FACET LOCALIZATION EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109142,1117339,3,"[382461,382464,382463,384866,389039,387114]","[[48.227288483385564,8.005,-18.54092578587252],[48.153253200794644,8.005,-18.71159135246811],[48.02732586745862,8.005,-18.545512973556107],[48.19027084209011,8.005,-18.626258569170314],[48.09028953412663,8.005,-18.628552163012106],[48.1273071754221,8.005,-18.543219379714316]]",80,28bf09302e45434345ab954541b4f0742e3766294af93f94981b292fe15b5c1e,Plane,"[48.1999999,8.0049999,-19.2000001,50.2000001,8.0050001,-17.1999999]","[0.0,0.0,0.0,0.0,0.0,0.0]",0.0,0.0,1e-07,True,FAIL,"PRELIMINARY - R308 UNMAPPED-FACET LOCALIZATION EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109143,1167873,0,"[382461,382466,382464,384865,384813,384866]","[[48.227288483385564,8.005,-18.54092578587252],[48.39266822591436,8.005,-18.67226375251448],[48.153253200794644,8.005,-18.71159135246811],[48.30997835464997,8.005,-18.6065947691935],[48.27296071335451,8.005,-18.691927552491293],[48.19027084209011,8.005,-18.626258569170314]]",80,28bf09302e45434345ab954541b4f0742e3766294af93f94981b292fe15b5c1e,Plane,"[48.1999999,8.0049999,-19.2000001,50.2000001,8.0050001,-17.1999999]","[0.0,0.0,0.0,0.0,0.0,0.0]",0.0,0.0,1e-07,True,FAIL,"PRELIMINARY - R308 UNMAPPED-FACET LOCALIZATION EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109152,1167874,1,"[382467,382464,382466,384812,384813,384811]","[[48.28268535796162,8.005,-18.86703381460546],[48.153253200794644,8.005,-18.71159135246811],[48.39266822591436,8.005,-18.67226375251448],[48.21796927937813,8.005,-18.789312583536784],[48.27296071335451,8.005,-18.691927552491293],[48.337676791937994,8.005,-18.76964878355997]]",80,28bf09302e45434345ab954541b4f0742e3766294af93f94981b292fe15b5c1e,Plane,"[48.1999999,8.0049999,-19.2000001,50.2000001,8.0050001,-17.1999999]","[0.0,0.0,0.0,0.0,0.0,0.0]",0.0,0.0,1e-07,True,FAIL,"PRELIMINARY - R308 UNMAPPED-FACET LOCALIZATION EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109153,1209963,0,"[382467,383029,382464,384757,386684,384812]","[[48.28268535796162,8.005,-18.86703381460546],[48.077010389310175,8.005,-18.90271548633101],[48.153253200794644,8.005,-18.71159135246811],[48.17984787363589,8.005,-18.884874650468234],[48.115131795052406,8.005,-18.807153419399558],[48.21796927937813,8.005,-18.789312583536784]]",80,28bf09302e45434345ab954541b4f0742e3766294af93f94981b292fe15b5c1e,Plane,"[48.1999999,8.0049999,-19.2000001,50.2000001,8.0050001,-17.1999999]","[0.0,0.0,0.0,0.0,0.0,0.0]",0.0,0.0,1e-07,True,FAIL,"PRELIMINARY - R308 UNMAPPED-FACET LOCALIZATION EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109160,1199458,0,"[382467,383747,383029,384755,384756,384757]","[[48.28268535796162,8.005,-18.86703381460546],[48.26332780123862,8.005,-19.040695986338463],[48.077010389310175,8.005,-18.90271548633101],[48.27300657960012,8.005,-18.953864900471963],[48.170169095274396,8.005,-18.971705736334737],[48.17984787363589,8.005,-18.884874650468234]]",80,28bf09302e45434345ab954541b4f0742e3766294af93f94981b292fe15b5c1e,Plane,"[48.1999999,8.0049999,-19.2000001,50.2000001,8.0050001,-17.1999999]","[0.0,0.0,0.0,0.0,0.0,0.0]",0.0,0.0,1e-07,True,FAIL,"PRELIMINARY - R308 UNMAPPED-FACET LOCALIZATION EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109174,1205267,3,"[383662,382472,384130,388023,390508,390388]","[[49.516946501063835,8.005,-17.22014482712608],[49.36499600702599,8.005,-17.09207217486444],[49.498537108916366,8.005,-16.996685986456388],[49.44097125404491,8.005,-17.156108500995263],[49.43176655797117,8.005,-17.044379080660413],[49.507741804990104,8.005,-17.108415406791234]]",80,28bf09302e45434345ab954541b4f0742e3766294af93f94981b292fe15b5c1e,Plane,"[48.1999999,8.0049999,-19.2000001,50.2000001,8.0050001,-17.1999999]","[0.0,0.0,0.0,0.0,0.0,0.0]",0.0,0.0,1e-07,True,FAIL,"PRELIMINARY - R308 UNMAPPED-FACET LOCALIZATION EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109182,1209950,0,"[382478,382477,383736,388536,385203,388535]","[[39.774058529833205,8.005,20.697425622695025],[39.61988624895279,8.005,20.827328948853495],[39.82192411151309,8.005,20.872459833511005],[39.696972389393,8.005,20.76237728577426],[39.72090518023294,8.005,20.84989439118225],[39.79799132067315,8.005,20.784942728103015]]",76,5fbdbb813ee3e762ea2054e801cab2af730f705c824117237be33f2ad516af62,Plane,"[37.7999999,8.0049999,19.1999999,39.8000001,8.0050001,21.2000001]","[0.0,0.0,0.0,0.0,0.0,0.0]",0.0,0.0,1e-07,True,FAIL,"PRELIMINARY - R308 UNMAPPED-FACET LOCALIZATION EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109184,1133852,3,"[384016,383640,382478,386845,390289,391634]","[[39.88110646356997,8.005,20.58330434076402],[39.75357381249855,8.005,20.507868538185956],[39.774058529833205,8.005,20.697425622695025],[39.81734013803426,8.005,20.54558643947499],[39.76381617116588,8.005,20.602647080440494],[39.82758249670159,8.005,20.640364981729522]]",76,5fbdbb813ee3e762ea2054e801cab2af730f705c824117237be33f2ad516af62,Plane,"[37.7999999,8.0049999,19.1999999,39.8000001,8.0050001,21.2000001]","[0.0,0.0,0.0,0.0,0.0,0.0]",0.0,0.0,1e-07,True,FAIL,"PRELIMINARY - R308 UNMAPPED-FACET LOCALIZATION EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109185,1233587,3,"[382478,383736,383730,388535,391170,391171]","[[39.774058529833205,8.005,20.697425622695025],[39.82192411151309,8.005,20.872459833511005],[39.943522772955205,8.005,20.74065871002421],[39.79799132067315,8.005,20.784942728103015],[39.88272344223415,8.005,20.806559271767608],[39.85879065139421,8.005,20.719042166359618]]",76,5fbdbb813ee3e762ea2054e801cab2af730f705c824117237be33f2ad516af62,Plane,"[37.7999999,8.0049999,19.1999999,39.8000001,8.0050001,21.2000001]","[0.0,0.0,0.0,0.0,0.0,0.0]",0.0,0.0,1e-07,True,FAIL,"PRELIMINARY - R308 UNMAPPED-FACET LOCALIZATION EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109186,1160553,3,"[383730,384016,382478,391650,391634,391171]","[[39.943522772955205,8.005,20.74065871002421],[39.88110646356997,8.005,20.58330434076402],[39.774058529833205,8.005,20.697425622695025],[39.91231461826259,8.005,20.661981525394115],[39.82758249670159,8.005,20.640364981729522],[39.85879065139421,8.005,20.719042166359618]]",76,5fbdbb813ee3e762ea2054e801cab2af730f705c824117237be33f2ad516af62,Plane,"[37.7999999,8.0049999,19.1999999,39.8000001,8.0050001,21.2000001]","[0.0,0.0,0.0,0.0,0.0,0.0]",0.0,0.0,1e-07,True,FAIL,"PRELIMINARY - R308 UNMAPPED-FACET LOCALIZATION EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109247,1135423,0,"[383125,383124,382506,389982,389350,389755]","[[39.854618214676684,8.005,-18.764849474724112],[39.65889411068727,8.005,-18.836001861128523],[39.71493073112754,8.005,-18.639465425603664],[39.756756162681974,8.005,-18.800425667926316],[39.686912420907404,8.005,-18.737733643366095],[39.78477447290211,8.005,-18.702157450163888]]",74,37c1e53ee043ee3ca72a46fe5eae32b8bde2b05535d8352001e2c25ee4102e4d,Plane,"[37.7999999,8.0049999,-19.2000001,39.8000001,8.0050001,-17.1999999]","[0.0,0.0,0.0,0.0,0.0,0.0]",0.0,0.0,1e-07,True,FAIL,"PRELIMINARY - R308 UNMAPPED-FACET LOCALIZATION EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109248,1140809,1,"[383125,382506,383126,389755,389753,389754]","[[39.854618214676684,8.005,-18.764849474724112],[39.71493073112754,8.005,-18.639465425603664],[39.90167517007774,8.005,-18.5834811513912],[39.78477447290211,8.005,-18.702157450163888],[39.80830295060264,8.005,-18.611473288497432],[39.87814669237721,8.005,-18.674165313057657]]",74,37c1e53ee043ee3ca72a46fe5eae32b8bde2b05535d8352001e2c25ee4102e4d,Plane,"[37.7999999,8.0049999,-19.2000001,39.8000001,8.0050001,-17.1999999]","[0.0,0.0,0.0,0.0,0.0,0.0]",0.0,0.0,1e-07,True,FAIL,"PRELIMINARY - R308 UNMAPPED-FACET LOCALIZATION EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109249,1207653,1,"[383985,383126,382506,390544,389753,390852]","[[39.769377109257064,8.005,-18.493016673974147],[39.90167517007774,8.005,-18.5834811513912],[39.71493073112754,8.005,-18.639465425603664],[39.8355261396674,8.005,-18.538248912682675],[39.80830295060264,8.005,-18.611473288497432],[39.7421539201923,8.005,-18.566241049788907]]",74,37c1e53ee043ee3ca72a46fe5eae32b8bde2b05535d8352001e2c25ee4102e4d,Plane,"[37.7999999,8.0049999,-19.2000001,39.8000001,8.0050001,-17.1999999]","[0.0,0.0,0.0,0.0,0.0,0.0]",0.0,0.0,1e-07,True,FAIL,"PRELIMINARY - R308 UNMAPPED-FACET LOCALIZATION EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
109457,1206745,0,"[382603,383897,383278,390458,390349,390459]","[[38.117525323801736,8.005,-17.22046326058105],[37.96608193617775,8.005,-17.300380664763825],[37.96692278343314,8.005,-17.100461575545708],[38.041803629989744,8.005,-17.260421962672435],[37.966502359805446,8.005,-17.200421120154765],[38.04222405361744,8.005,-17.16046241806338]]",74,37c1e53ee043ee3ca72a46fe5eae32b8bde2b05535d8352001e2c25ee4102e4d,Plane,"[37.7999999,8.0049999,-19.2000001,39.8000001,8.0050001,-17.1999999]","[0.0,0.0,0.0,0.0,0.0,0.0]",0.0,0.0,1e-07,True,FAIL,"PRELIMINARY - R308 UNMAPPED-FACET LOCALIZATION EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
