pair_id,coordinate,q1_lo_deg,q1_hi_deg,q2_lo_deg,q2_hi_deg,center_distance_mm,motion_bound_mm,guaranteed_clearance_mm,distance_method,subdivision_depth,status,required_clearance_mm,evidence_origin
BASE_FORE:J1_BODY:FORE_MEMBER,J1+J2,-20.000000000,2.500000000,15.000000000,115.000000000,179.783539816,131.036687105,48.746852711,AABB_LOWER_BOUND,2,CERTIFIED_NOMINAL_MODEL_SPACE,0.750000000,P0.9 IDENTICAL-SOLID PAIR CERTIFICATE REUSED
BASE_FORE:J1_BODY:FORE_MEMBER,J1+J2,2.500000000,25.000000000,15.000000000,115.000000000,171.484990074,131.036687105,40.448302969,AABB_LOWER_BOUND,2,CERTIFIED_NOMINAL_MODEL_SPACE,0.750000000,P0.9 IDENTICAL-SOLID PAIR CERTIFICATE REUSED
BASE_FORE:J1_BODY:FORE_MEMBER,J1+J2,25.000000000,47.500000000,15.000000000,115.000000000,166.040048524,131.036687105,35.003361418,AABB_LOWER_BOUND,2,CERTIFIED_NOMINAL_MODEL_SPACE,0.750000000,P0.9 IDENTICAL-SOLID PAIR CERTIFICATE REUSED
BASE_FORE:J1_BODY:FORE_MEMBER,J1+J2,47.500000000,70.000000000,15.000000000,115.000000000,168.328205426,131.036687105,37.291518321,AABB_LOWER_BOUND,2,CERTIFIED_NOMINAL_MODEL_SPACE,0.750000000,P0.9 IDENTICAL-SOLID PAIR CERTIFICATE REUSED
BASE_FORE:J1_BODY:FORE_DIST_H104_ADAPTER,J1+J2,-20.000000000,25.000000000,15.000000000,115.000000000,203.238994314,197.156840909,6.082153404,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE,0.750000000,P0.9 IDENTICAL-SOLID PAIR CERTIFICATE REUSED
BASE_FORE:J1_BODY:FORE_DIST_H104_ADAPTER,J1+J2,25.000000000,70.000000000,15.000000000,115.000000000,206.594661087,197.156840909,9.437820178,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE,0.750000000,P0.9 IDENTICAL-SOLID PAIR CERTIFICATE REUSED
BASE_FORE:J1_BODY:G1_H104,J1+J2,-20.000000000,2.500000000,15.000000000,115.000000000,220.654447546,175.343839707,45.310607839,AABB_LOWER_BOUND,2,CERTIFIED_NOMINAL_MODEL_SPACE,0.750000000,P0.9 IDENTICAL-SOLID PAIR CERTIFICATE REUSED
BASE_FORE:J1_BODY:G1_H104,J1+J2,2.500000000,25.000000000,15.000000000,115.000000000,214.899605935,175.343839707,39.555766228,AABB_LOWER_BOUND,2,CERTIFIED_NOMINAL_MODEL_SPACE,0.750000000,P0.9 IDENTICAL-SOLID PAIR CERTIFICATE REUSED
BASE_FORE:J1_BODY:G1_H104,J1+J2,25.000000000,47.500000000,15.000000000,115.000000000,217.324984585,175.343839707,41.981144878,AABB_LOWER_BOUND,2,CERTIFIED_NOMINAL_MODEL_SPACE,0.750000000,P0.9 IDENTICAL-SOLID PAIR CERTIFICATE REUSED
BASE_FORE:J1_BODY:G1_H104,J1+J2,47.500000000,70.000000000,15.000000000,115.000000000,221.564670476,175.343839707,46.220830769,AABB_LOWER_BOUND,2,CERTIFIED_NOMINAL_MODEL_SPACE,0.750000000,P0.9 IDENTICAL-SOLID PAIR CERTIFICATE REUSED
BASE_FORE:J1_S102:J2_FR12_H101,J1+J2,-20.000000000,70.000000000,15.000000000,115.000000000,209.473518341,195.678489814,13.795028527,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE,0.750000000,P0.9 IDENTICAL-SOLID PAIR CERTIFICATE REUSED
BASE_FORE:J1_S102:FORE_MEMBER,J1+J2,-20.000000000,25.000000000,15.000000000,115.000000000,226.537075357,185.656075157,40.881000200,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE,0.750000000,P0.9 IDENTICAL-SOLID PAIR CERTIFICATE REUSED
BASE_FORE:J1_S102:FORE_MEMBER,J1+J2,25.000000000,70.000000000,15.000000000,115.000000000,190.961460174,185.656075157,5.305385017,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE,0.750000000,P0.9 IDENTICAL-SOLID PAIR CERTIFICATE REUSED
BASE_FORE:J1_S102:FORE_DIST_H104_ADAPTER,J1+J2,-20.000000000,25.000000000,15.000000000,115.000000000,253.380008827,197.156840909,56.223167918,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE,0.750000000,P0.9 IDENTICAL-SOLID PAIR CERTIFICATE REUSED
BASE_FORE:J1_S102:FORE_DIST_H104_ADAPTER,J1+J2,25.000000000,70.000000000,15.000000000,115.000000000,227.567944579,197.156840909,30.411103670,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE,0.750000000,P0.9 IDENTICAL-SOLID PAIR CERTIFICATE REUSED
BASE_FORE:J1_S102:G1_H104,J1+J2,-20.000000000,25.000000000,15.000000000,115.000000000,265.476883574,238.224356866,27.252526708,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE,0.750000000,P0.9 IDENTICAL-SOLID PAIR CERTIFICATE REUSED
BASE_FORE:J1_S102:G1_H104,J1+J2,25.000000000,70.000000000,15.000000000,115.000000000,242.699213770,238.224356866,4.474856904,EXACT_BREP_DISTANCE,1,CERTIFIED_NOMINAL_MODEL_SPACE,0.750000000,P0.9 IDENTICAL-SOLID PAIR CERTIFICATE REUSED
UPPER_FORE:J1_H101:P10_RELIEVED_STRIKER,J2,,,15.000000000,115.000000000,147.892200367,38.547466669,109.344733698,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE,3.000000000,P1.0 CHANGED-PART PAIR RECALCULATED
UPPER_FORE:UPPER_PROX_ADAPTER:P10_RELIEVED_STRIKER,J2,,,15.000000000,115.000000000,138.368949455,38.547466669,99.821482786,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE,3.000000000,P1.0 CHANGED-PART PAIR RECALCULATED
UPPER_FORE:UPPER_MEMBER:P10_RELIEVED_STRIKER,J2,,,15.000000000,115.000000000,43.987430988,38.547466669,5.439964319,EXACT_BREP_DISTANCE,0,CERTIFIED_NOMINAL_MODEL_SPACE,3.000000000,P1.0 CHANGED-PART PAIR RECALCULATED
UPPER_FORE:J2_X430:P10_RELIEVED_STRIKER,J2,,,15.000000000,27.500000000,13.075045502,4.972326388,8.102719114,EXACT_BREP_DISTANCE,3,CERTIFIED_NOMINAL_MODEL_SPACE,3.000000000,P1.0 CHANGED-PART PAIR RECALCULATED
UPPER_FORE:J2_X430:P10_RELIEVED_STRIKER,J2,,,27.500000000,40.000000000,11.840231507,4.972326388,6.867905119,EXACT_BREP_DISTANCE,3,CERTIFIED_NOMINAL_MODEL_SPACE,3.000000000,P1.0 CHANGED-PART PAIR RECALCULATED
UPPER_FORE:J2_X430:P10_RELIEVED_STRIKER,J2,,,40.000000000,52.500000000,11.309817775,4.972326388,6.337491387,EXACT_BREP_DISTANCE,3,CERTIFIED_NOMINAL_MODEL_SPACE,3.000000000,P1.0 CHANGED-PART PAIR RECALCULATED
UPPER_FORE:J2_X430:P10_RELIEVED_STRIKER,J2,,,52.500000000,65.000000000,11.018853205,4.972326388,6.046526817,EXACT_BREP_DISTANCE,3,CERTIFIED_NOMINAL_MODEL_SPACE,3.000000000,P1.0 CHANGED-PART PAIR RECALCULATED
UPPER_FORE:J2_X430:P10_RELIEVED_STRIKER,J2,,,65.000000000,77.500000000,11.532930601,4.972326388,6.560604213,EXACT_BREP_DISTANCE,3,CERTIFIED_NOMINAL_MODEL_SPACE,3.000000000,P1.0 CHANGED-PART PAIR RECALCULATED
UPPER_FORE:J2_X430:P10_RELIEVED_STRIKER,J2,,,77.500000000,90.000000000,11.400717805,4.972326388,6.428391417,AABB_LOWER_BOUND,3,CERTIFIED_NOMINAL_MODEL_SPACE,3.000000000,P1.0 CHANGED-PART PAIR RECALCULATED
UPPER_FORE:J2_X430:P10_RELIEVED_STRIKER,J2,,,90.000000000,102.500000000,10.756585167,4.972326388,5.784258779,AABB_LOWER_BOUND,3,CERTIFIED_NOMINAL_MODEL_SPACE,3.000000000,P1.0 CHANGED-PART PAIR RECALCULATED
UPPER_FORE:J2_X430:P10_RELIEVED_STRIKER,J2,,,102.500000000,108.750000000,5.729336283,2.487087954,3.242248330,AABB_LOWER_BOUND,4,CERTIFIED_NOMINAL_MODEL_SPACE,3.000000000,P1.0 CHANGED-PART PAIR RECALCULATED
UPPER_FORE:J2_X430:P10_RELIEVED_STRIKER,J2,,,108.750000000,111.875000000,5.843741624,1.243659588,4.600082036,EXACT_BREP_DISTANCE,5,CERTIFIED_NOMINAL_MODEL_SPACE,3.000000000,P1.0 CHANGED-PART PAIR RECALCULATED
UPPER_FORE:J2_X430:P10_RELIEVED_STRIKER,J2,,,111.875000000,115.000000000,4.678121834,1.243659588,3.434462246,EXACT_BREP_DISTANCE,5,CERTIFIED_NOMINAL_MODEL_SPACE,3.000000000,P1.0 CHANGED-PART PAIR RECALCULATED
UPPER_FORE:J2_FR12_S102:P10_RELIEVED_STRIKER,J2,,,15.000000000,65.000000000,33.789858891,19.741690219,14.048168673,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE,3.000000000,P1.0 CHANGED-PART PAIR RECALCULATED
UPPER_FORE:J2_FR12_S102:P10_RELIEVED_STRIKER,J2,,,65.000000000,90.000000000,13.279031378,9.929864868,3.349166510,AABB_LOWER_BOUND,2,CERTIFIED_NOMINAL_MODEL_SPACE,3.000000000,P1.0 CHANGED-PART PAIR RECALCULATED
UPPER_FORE:J2_FR12_S102:P10_RELIEVED_STRIKER,J2,,,90.000000000,102.500000000,11.011504872,4.972326388,6.039178484,AABB_LOWER_BOUND,3,CERTIFIED_NOMINAL_MODEL_SPACE,3.000000000,P1.0 CHANGED-PART PAIR RECALCULATED
UPPER_FORE:J2_FR12_S102:P10_RELIEVED_STRIKER,J2,,,102.500000000,108.750000000,5.984255989,2.487087954,3.497168035,AABB_LOWER_BOUND,4,CERTIFIED_NOMINAL_MODEL_SPACE,3.000000000,P1.0 CHANGED-PART PAIR RECALCULATED
UPPER_FORE:J2_FR12_S102:P10_RELIEVED_STRIKER,J2,,,108.750000000,115.000000000,5.972343489,2.487087954,3.485255535,EXACT_BREP_DISTANCE,4,CERTIFIED_NOMINAL_MODEL_SPACE,3.000000000,P1.0 CHANGED-PART PAIR RECALCULATED
BASE_FORE:COLUMN:P10_RELIEVED_STRIKER,J1+J2,-20.000000000,25.000000000,15.000000000,115.000000000,239.163914170,131.080967349,108.082946821,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE,3.000000000,P1.0 CHANGED-PART PAIR RECALCULATED
BASE_FORE:COLUMN:P10_RELIEVED_STRIKER,J1+J2,25.000000000,70.000000000,15.000000000,115.000000000,192.025679545,131.080967349,60.944712196,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE,3.000000000,P1.0 CHANGED-PART PAIR RECALCULATED
BASE_FORE:SHOULDER_SUPPORT:P10_RELIEVED_STRIKER,J1+J2,-20.000000000,25.000000000,15.000000000,115.000000000,229.637593193,131.080967349,98.556625844,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE,3.000000000,P1.0 CHANGED-PART PAIR RECALCULATED
BASE_FORE:SHOULDER_SUPPORT:P10_RELIEVED_STRIKER,J1+J2,25.000000000,70.000000000,15.000000000,115.000000000,184.570122640,131.080967349,53.489155290,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE,3.000000000,P1.0 CHANGED-PART PAIR RECALCULATED
BASE_FORE:J1_BODY:P10_RELIEVED_STRIKER,J1+J2,-20.000000000,25.000000000,15.000000000,115.000000000,164.676168074,131.080967349,33.595200725,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE,3.000000000,P1.0 CHANGED-PART PAIR RECALCULATED
BASE_FORE:J1_BODY:P10_RELIEVED_STRIKER,J1+J2,25.000000000,70.000000000,15.000000000,115.000000000,160.315179269,131.080967349,29.234211919,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE,3.000000000,P1.0 CHANGED-PART PAIR RECALCULATED
BASE_FORE:J1_S102:P10_RELIEVED_STRIKER,J1+J2,-20.000000000,25.000000000,15.000000000,115.000000000,216.872354618,131.080967349,85.791387268,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE,3.000000000,P1.0 CHANGED-PART PAIR RECALCULATED
BASE_FORE:J1_S102:P10_RELIEVED_STRIKER,J1+J2,25.000000000,70.000000000,15.000000000,115.000000000,191.277219257,131.080967349,60.196251908,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE,3.000000000,P1.0 CHANGED-PART PAIR RECALCULATED
