child_id,parent_id,normative_clause_count,semicolon_count,acceptance_criterion_present,result_fields_present,internal_disposition,approval_effect,warning
CTRL-005-A01,CTRL-005,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
CTRL-005-A02,CTRL-005,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
CTRL-005-A03,CTRL-005,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
CTRL-005-A04,CTRL-005,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
CTRL-005-A05,CTRL-005,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
CTRL-005-A06,CTRL-005,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
CTRL-005-A07,CTRL-005,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
CTRL-005-A08,CTRL-005,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
CTRL-005-A09,CTRL-005,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
CTRL-006-A01,CTRL-006,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
CTRL-006-A02,CTRL-006,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
CTRL-006-A03,CTRL-006,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
CTRL-006-A04,CTRL-006,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
CTRL-006-A05,CTRL-006,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
CTRL-006-A06,CTRL-006,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
CTRL-006-A07,CTRL-006,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
CTRL-006-A08,CTRL-006,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
CTRL-006-A09,CTRL-006,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
CTRL-006-A10,CTRL-006,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
CTRL-006-A11,CTRL-006,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
CTRL-006-A12,CTRL-006,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
CTRL-006-A13,CTRL-006,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
CTRL-006-A14,CTRL-006,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
CTRL-006-A15,CTRL-006,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
CTRL-007-A01,CTRL-007,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
CTRL-007-A02,CTRL-007,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
CTRL-007-A03,CTRL-007,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
CTRL-007-A04,CTRL-007,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
CTRL-007-A05,CTRL-007,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
CTRL-007-A06,CTRL-007,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
CTRL-008-A01,CTRL-008,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
CTRL-008-A02,CTRL-008,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
CTRL-008-A03,CTRL-008,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
CTRL-008-A04,CTRL-008,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
CTRL-008-A05,CTRL-008,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
CTRL-008-A06,CTRL-008,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
CTRL-008-A07,CTRL-008,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
CTRL-008-A08,CTRL-008,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
CTRL-008-A09,CTRL-008,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
CTRL-008-A10,CTRL-008,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
CTRL-008-A11,CTRL-008,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
CTRL-008-A12,CTRL-008,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
CTRL-008-A13,CTRL-008,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
CTRL-008-A14,CTRL-008,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
CTRL-008-A15,CTRL-008,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
CTRL-008-A16,CTRL-008,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
CTRL-008-A17,CTRL-008,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
CTRL-008-A18,CTRL-008,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
CTRL-008-A19,CTRL-008,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
CTRL-008-A20,CTRL-008,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
CTRL-008-A21,CTRL-008,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
CTRL-008-A22,CTRL-008,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
CTRL-008-A23,CTRL-008,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
CTRL-008-A24,CTRL-008,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
CTRL-008-A25,CTRL-008,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
CTRL-008-A26,CTRL-008,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
CTRL-008-A27,CTRL-008,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
CTRL-008-A28,CTRL-008,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
ELEC-001-A01,ELEC-001,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
ELEC-001-A02,ELEC-001,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
ELEC-001-A03,ELEC-001,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
ELEC-003-A01,ELEC-003,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
ELEC-003-A02,ELEC-003,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
ELEC-003-A03,ELEC-003,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
ELEC-003-A04,ELEC-003,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
ELEC-003-A05,ELEC-003,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
ELEC-003-A06,ELEC-003,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
ELEC-004-A01,ELEC-004,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
ELEC-004-A02,ELEC-004,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
ELEC-004-A03,ELEC-004,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
GOV-001-A01,GOV-001,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
GOV-001-A02,GOV-001,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
GOV-001-A03,GOV-001,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
GOV-001-A04,GOV-001,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
GOV-001-A05,GOV-001,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
GOV-001-A06,GOV-001,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
GOV-001-A07,GOV-001,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
GOV-001-A08,GOV-001,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
GOV-001-A09,GOV-001,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
GOV-001-A10,GOV-001,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
GOV-001-A11,GOV-001,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
GOV-001-A12,GOV-001,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
GRIP-002-A01,GRIP-002,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
GRIP-002-A02,GRIP-002,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
GRIP-002-A03,GRIP-002,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
GRIP-002-A04,GRIP-002,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
GRIP-002-A05,GRIP-002,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
LEG-001-A01,LEG-001,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
LEG-001-A02,LEG-001,1,0,YES,YES,CANDIDATE SCREENED - INDEPENDENT COVERAGE AND ATOMICITY ACCEPTANCE REQUIRED,NONE - PARENT AND CHILD REMAIN DRAFT,"PRELIMINARY - NOT APPROVED FOR FABRICATION, CONNECTION, MOTION, OR ENERGIZATION"
