package_status,wire_number,net,endpoint_count,endpoints
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,W2103,LC_R3_EXC+,2,LCR3:TBD-E+(EXC_POS)@11_sensors_sync | AFE1:TBD-E7+(EXC7+)@13_sensor_afe
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,W2104,LC_R3_EXC-,2,LCR3:TBD-E-(EXC_NEG)@11_sensors_sync | AFE1:TBD-E7-(EXC7-)@13_sensor_afe
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,W2105,LC_R3_SIG+,2,LCR3:TBD-S+(SIG_POS)@11_sensors_sync | ADC2:TBD-A2P(AIN2P)@12_sensor_adc_imu
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,W2106,LC_R3_SIG-,2,LCR3:TBD-S-(SIG_NEG)@11_sensors_sync | ADC2:TBD-A2N(AIN2N)@12_sensor_adc_imu
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,W2107,LC_R4_EXC+,2,LCR4:TBD-E+(EXC_POS)@11_sensors_sync | AFE1:TBD-E8+(EXC8+)@13_sensor_afe
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,W2108,LC_R4_EXC-,2,LCR4:TBD-E-(EXC_NEG)@11_sensors_sync | AFE1:TBD-E8-(EXC8-)@13_sensor_afe
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,W2109,LC_R4_SIG+,2,LCR4:TBD-S+(SIG_POS)@11_sensors_sync | ADC2:TBD-A3P(AIN3P)@12_sensor_adc_imu
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,W2110,LC_R4_SIG-,2,LCR4:TBD-S-(SIG_NEG)@11_sensors_sync | ADC2:TBD-A3N(AIN3N)@12_sensor_adc_imu
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,W2111,PE,11,JAC1:TBD-PE(PROTECTIVE_EARTH)@01_ac_pe_power | PS1:3(FG)@01_ac_pe_power | PETB1:TBD-1(INLET_PE)@01_ac_pe_power | PETB1:TBD-2(ENCLOSURE)@01_ac_pe_power | PETB1:TBD-3(DIN_RAIL)@01_ac_pe_power | PETB1:TBD-4(ROBOT_BASE)@01_ac_pe_power | PETB1:TBD-5(BENCH_BOND)@01_ac_pe_power | SP1:TBD-PE(PE_SIDE)@01_ac_pe_power | JT1:TBD-PE(PE_OR_SHIELD)@06_hr30_safety_distribution | SHLD1:TBD-PE(CHASSIS)@14_harness_terminals | TP1:TBD-PE(PE_TEST)@14_harness_terminals
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,W2112,RS485_LEFT_D+,11,RT1:TBD-RSL+(RS485_LEFT_D+)@04_control_watchdog | XCVRL1:TBD-D+(LOGIC_D+)@07_left_leg_rs485 | RTL1:TBD-1(D+)@07_left_leg_rs485 | RTL2:TBD-1(D+)@07_left_leg_rs485 | ML1:3(D+)@07_left_leg_rs485 | ML2:3(D+)@07_left_leg_rs485 | ML3:3(D+)@07_left_leg_rs485 | ML4:3(D+)@07_left_leg_rs485 | ML5:3(D+)@07_left_leg_rs485 | ML6:3(D+)@07_left_leg_rs485 | JHL1:TBD-D+(D+)@14_harness_terminals
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,W2113,RS485_LEFT_D-,11,RT1:TBD-RSL-(RS485_LEFT_D-)@04_control_watchdog | XCVRL1:TBD-D-(LOGIC_D-)@07_left_leg_rs485 | RTL1:TBD-2(D-)@07_left_leg_rs485 | RTL2:TBD-2(D-)@07_left_leg_rs485 | ML1:4(D-)@07_left_leg_rs485 | ML2:4(D-)@07_left_leg_rs485 | ML3:4(D-)@07_left_leg_rs485 | ML4:4(D-)@07_left_leg_rs485 | ML5:4(D-)@07_left_leg_rs485 | ML6:4(D-)@07_left_leg_rs485 | JHL1:TBD-D-(D-)@14_harness_terminals
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,W2114,RS485_LEFT_SHIELD,3,XCVRL1:TBD-SH(SHIELD)@07_left_leg_rs485 | JHL1:TBD-SH(SHIELD)@14_harness_terminals | SHLD1:TBD-L(LEFT_DRAIN)@14_harness_terminals
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,W2115,RS485_RIGHT_D+,11,RT1:TBD-RSR+(RS485_RIGHT_D+)@04_control_watchdog | XCVRR1:TBD-D+(LOGIC_D+)@08_right_leg_rs485 | RTR1:TBD-1(D+)@08_right_leg_rs485 | RTR2:TBD-1(D+)@08_right_leg_rs485 | MR1:3(D+)@08_right_leg_rs485 | MR2:3(D+)@08_right_leg_rs485 | MR3:3(D+)@08_right_leg_rs485 | MR4:3(D+)@08_right_leg_rs485 | MR5:3(D+)@08_right_leg_rs485 | MR6:3(D+)@08_right_leg_rs485 | JHR1:TBD-D+(D+)@14_harness_terminals
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,W2116,RS485_RIGHT_D-,11,RT1:TBD-RSR-(RS485_RIGHT_D-)@04_control_watchdog | XCVRR1:TBD-D-(LOGIC_D-)@08_right_leg_rs485 | RTR1:TBD-2(D-)@08_right_leg_rs485 | RTR2:TBD-2(D-)@08_right_leg_rs485 | MR1:4(D-)@08_right_leg_rs485 | MR2:4(D-)@08_right_leg_rs485 | MR3:4(D-)@08_right_leg_rs485 | MR4:4(D-)@08_right_leg_rs485 | MR5:4(D-)@08_right_leg_rs485 | MR6:4(D-)@08_right_leg_rs485 | JHR1:TBD-D-(D-)@14_harness_terminals
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,W2117,RS485_RIGHT_SHIELD,3,XCVRR1:TBD-SH(SHIELD)@08_right_leg_rs485 | JHR1:TBD-SH(SHIELD)@14_harness_terminals | SHLD1:TBD-R(RIGHT_DRAIN)@14_harness_terminals
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,W2118,SAFETY_0V,20,PS2:1(-V)@01_ac_pe_power | SP1:TBD-SAFE(SAFETY_RETURN)@01_ac_pe_power | SR1:A2(A2)@02_hrv0_safety | K1:A2(A2)@02_hrv0_safety | K2:A2(A2)@02_hrv0_safety | SK1:TBD--(COIL_NEG)@02_hrv0_safety | SK2:TBD--(COIL_NEG)@02_hrv0_safety | KWD1:A2(A2)@02_hrv0_safety | QWD1:TBD-F0(FIELD_RETURN)@04_control_watchdog | QWDH1:TBD-F0(FIELD_RETURN)@04_control_watchdog | ISO1:TBD-F0(FIELD_RETURN)@04_control_watchdog | SRH1:A2(A2)@06_hr30_safety_distribution | KH1:TBD-A2(COIL_NEG)@06_hr30_safety_distribution | KH2:TBD-A2(COIL_NEG)@06_hr30_safety_distribution | SKH1:TBD--(COIL_NEG)@06_hr30_safety_distribution | SKH2:TBD--(COIL_NEG)@06_hr30_safety_distribution | KWH1:A2(A2)@06_hr30_safety_distribution | TB24:TBD-0I(0V_IN)@14_harness_terminals | TB24:TBD-0O(0V_FIELD)@14_harness_terminals | TP1:TBD-S0(SAFETY_0V_TEST)@14_harness_terminals
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,W2119,SAFETY_24V,14,PS2:2(+V)@01_ac_pe_power | SR1:A1(A1)@02_hrv0_safety | K1:13(13)@02_hrv0_safety | K2:13(13)@02_hrv0_safety | KWD1:11(11_COM)@02_hrv0_safety | QWD1:TBD-24(FIELD_24V)@04_control_watchdog | QWDH1:TBD-24(FIELD_24V)@04_control_watchdog | SRH1:A1(A1)@06_hr30_safety_distribution | KH1:TBD-SC(STATUS_COM)@06_hr30_safety_distribution | KH2:TBD-SC(STATUS_COM)@06_hr30_safety_distribution | KWH1:11(11_COM)@06_hr30_safety_distribution | TB24:TBD-24I(24V_IN)@14_harness_terminals | TB24:TBD-24O(24V_FIELD)@14_harness_terminals | TP1:TBD-24(SAFETY_24V_TEST)@14_harness_terminals
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,W2120,SENSOR_0V,4,IMU1:TBD-0V(RETURN)@12_sensor_adc_imu | IMU2:TBD-0V(RETURN)@12_sensor_adc_imu | JSL1:TBD-0(RETURN)@14_harness_terminals | JSR1:TBD-0(RETURN)@14_harness_terminals
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,W2121,SENSOR_3V3,4,IMU1:TBD-PWR(POWER)@12_sensor_adc_imu | IMU2:TBD-PWR(POWER)@12_sensor_adc_imu | JSL1:TBD-P(POWER)@14_harness_terminals | JSR1:TBD-P(POWER)@14_harness_terminals
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,W2122,SENSOR_ANALOG_0V,3,ADC1:TBD-AGND(ANALOG_RETURN)@12_sensor_adc_imu | ADC2:TBD-AGND(ANALOG_RETURN)@12_sensor_adc_imu | AFE1:TBD-A0V(ANALOG_0V)@13_sensor_afe
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,W2123,SENSOR_ANALOG_3V3,3,ADC1:TBD-AVDD(ANALOG_POWER)@12_sensor_adc_imu | ADC2:TBD-AVDD(ANALOG_POWER)@12_sensor_adc_imu | AFE1:TBD-A3V3(ANALOG_3V3)@13_sensor_afe
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,W2124,SENSOR_IMU1_CS_ACC,2,RT1:TBD-I1A(IMU1_CS_ACC)@04_control_watchdog | IMU1:TBD-CSA(CS_ACC)@12_sensor_adc_imu
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,W2125,SENSOR_IMU1_CS_GYRO,2,RT1:TBD-I1G(IMU1_CS_GYRO)@04_control_watchdog | IMU1:TBD-CSG(CS_GYRO)@12_sensor_adc_imu
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,W2126,SENSOR_IMU1_INT,2,RT1:TBD-I1I(IMU1_INT)@04_control_watchdog | IMU1:TBD-INT(INT)@12_sensor_adc_imu
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,W2127,SENSOR_IMU2_CS_ACC,2,RT1:TBD-I2A(IMU2_CS_ACC)@04_control_watchdog | IMU2:TBD-CSA(CS_ACC)@12_sensor_adc_imu
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,W2128,SENSOR_IMU2_CS_GYRO,2,RT1:TBD-I2G(IMU2_CS_GYRO)@04_control_watchdog | IMU2:TBD-CSG(CS_GYRO)@12_sensor_adc_imu
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,W2129,SENSOR_IMU2_INT,2,RT1:TBD-I2I(IMU2_INT)@04_control_watchdog | IMU2:TBD-INT(INT)@12_sensor_adc_imu
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,W2130,SENSOR_LEFT_ADC_CS,2,RT1:TBD-LCS(LEFT_ADC_CS)@04_control_watchdog | ADC1:TBD-CS(CS)@12_sensor_adc_imu
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,W2131,SENSOR_RIGHT_ADC_CS,2,RT1:TBD-RCS(RIGHT_ADC_CS)@04_control_watchdog | ADC2:TBD-CS(CS)@12_sensor_adc_imu
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,W2132,SENSOR_SPI_MISO,7,RT1:TBD-MISO(SPI_MISO)@04_control_watchdog | ADC1:TBD-DOUT(DOUT)@12_sensor_adc_imu | ADC2:TBD-DOUT(DOUT)@12_sensor_adc_imu | IMU1:TBD-MISO(MISO)@12_sensor_adc_imu | IMU2:TBD-MISO(MISO)@12_sensor_adc_imu | JSL1:TBD-MISO(SPI_MISO)@14_harness_terminals | JSR1:TBD-MISO(SPI_MISO)@14_harness_terminals
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,W2133,SENSOR_SPI_MOSI,7,RT1:TBD-MOSI(SPI_MOSI)@04_control_watchdog | ADC1:TBD-DIN(DIN)@12_sensor_adc_imu | ADC2:TBD-DIN(DIN)@12_sensor_adc_imu | IMU1:TBD-MOSI(MOSI)@12_sensor_adc_imu | IMU2:TBD-MOSI(MOSI)@12_sensor_adc_imu | JSL1:TBD-MOSI(SPI_MOSI)@14_harness_terminals | JSR1:TBD-MOSI(SPI_MOSI)@14_harness_terminals
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,W2134,SENSOR_SPI_SCLK,7,RT1:TBD-SCLK(SPI_SCLK)@04_control_watchdog | ADC1:TBD-SCLK(SCLK)@12_sensor_adc_imu | ADC2:TBD-SCLK(SCLK)@12_sensor_adc_imu | IMU1:TBD-SCLK(SCLK)@12_sensor_adc_imu | IMU2:TBD-SCLK(SCLK)@12_sensor_adc_imu | JSL1:TBD-SCLK(SPI_SCLK)@14_harness_terminals | JSR1:TBD-SCLK(SPI_SCLK)@14_harness_terminals
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,W2135,SENSOR_SYNC,4,ADC1:TBD-SYNC(SYNC_RESET)@12_sensor_adc_imu | ADC2:TBD-SYNC(SYNC_RESET)@12_sensor_adc_imu | JSL1:TBD-SYNC(SYNC)@14_harness_terminals | JSR1:TBD-SYNC(SYNC)@14_harness_terminals
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,W2136,SOFTWARE_ARM_REQUEST,2,PI1:GPIO-TBD(ARM_REQUEST)@04_control_watchdog | RT1:TBD-ARM(ARM_IN)@04_control_watchdog
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,W2137,TTL_UPPER_A,10,UA1:3(TTL_DATA)@09_upper_bus_a | M31:3(DATA)@09_upper_bus_a | M32:3(DATA)@09_upper_bus_a | M33:3(DATA)@09_upper_bus_a | M34:3(DATA)@09_upper_bus_a | M35:3(DATA)@09_upper_bus_a | M51:3(DATA)@09_upper_bus_a | M52:3(DATA)@09_upper_bus_a | M53:3(DATA)@09_upper_bus_a | JUA1:TBD-D(TTL_DATA)@14_harness_terminals
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,W2138,TTL_UPPER_B,7,UB1:3(TTL_DATA)@10_upper_bus_b | M41:3(DATA)@10_upper_bus_b | M42:3(DATA)@10_upper_bus_b | M43:3(DATA)@10_upper_bus_b | M44:3(DATA)@10_upper_bus_b | M45:3(DATA)@10_upper_bus_b | JUB1:TBD-D(TTL_DATA)@14_harness_terminals
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,W2139,USB_UPPER_A,2,PI1:USB-TBD-2(USB_UPPER_A)@04_control_watchdog | UA1:USB(USB)@09_upper_bus_a
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,W2140,USB_UPPER_B,2,PI1:USB-TBD-3(USB_UPPER_B)@04_control_watchdog | UB1:USB(USB)@10_upper_bus_b
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,W2141,USB_V0_U2D2,2,UV1:USB(USB)@03_hrv0_distribution | PI1:USB-TBD-1(USB_V0)@04_control_watchdog
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,W2142,V0_0V,9,PS1:4(-V)@01_ac_pe_power | PS1:5(-V)@01_ac_pe_power | PS1:6(-V)@01_ac_pe_power | SP1:TBD-V0(V0_RETURN)@01_ac_pe_power | M1:1(GND)@03_hrv0_distribution | M2:1(GND)@03_hrv0_distribution | M3:1(GND)@03_hrv0_distribution | UV1:1(TTL_GND)@03_hrv0_distribution | TBV0:TBD-0(RETURN)@14_harness_terminals
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,W2143,V0_12V_FUSED,2,K1:1L1(1L1)@02_hrv0_safety | F0:TBD-O(OUT)@03_hrv0_distribution
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,W2144,V0_12V_RAW,5,PS1:7(+V)@01_ac_pe_power | PS1:8(+V)@01_ac_pe_power | PS1:9(+V)@01_ac_pe_power | F0:TBD-I(IN)@03_hrv0_distribution | TBV0:TBD-R(12V_RAW)@14_harness_terminals
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,W2145,V0_12V_SAFE,6,K2:2T1(2T1)@02_hrv0_safety | F1:TBD-I(IN)@03_hrv0_distribution | F2:TBD-I(IN)@03_hrv0_distribution | F3:TBD-I(IN)@03_hrv0_distribution | TBV0:TBD-S(12V_SAFE)@14_harness_terminals | TP1:TBD-V0(V0_SAFE_TEST)@14_harness_terminals
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,W2146,V0_BRANCH_ELBOW,3,F2:TBD-O(OUT)@03_hrv0_distribution | M2:2(VDD)@03_hrv0_distribution | TBV0:TBD-2(ELBOW)@14_harness_terminals
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,W2147,V0_BRANCH_GRIPPER,3,F3:TBD-O(OUT)@03_hrv0_distribution | M3:2(VDD)@03_hrv0_distribution | TBV0:TBD-3(GRIPPER)@14_harness_terminals
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,W2148,V0_BRANCH_SHOULDER,3,F1:TBD-O(OUT)@03_hrv0_distribution | M1:2(VDD)@03_hrv0_distribution | TBV0:TBD-1(SHOULDER)@14_harness_terminals
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,W2149,V0_EDM_STAGE_1,2,S1:TBD-B(CONTACT_B)@02_hrv0_safety | K1:21(21)@02_hrv0_safety
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,W2150,V0_EDM_STAGE_2,2,K1:22(22)@02_hrv0_safety | K2:21(21)@02_hrv0_safety
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,W2151,V0_ESTOP_CH1_FEED,2,S0:TBD-C1A(CH1_A)@02_hrv0_safety | SR1:S11(S11)@02_hrv0_safety
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,W2152,V0_ESTOP_CH1_RETURN,3,S0:TBD-C1B(CH1_B)@02_hrv0_safety | SR1:S12(S12)@02_hrv0_safety | S1:TBD-A(CONTACT_A)@02_hrv0_safety
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,W2153,V0_ESTOP_CH2_FEED,2,S0:TBD-C2A(CH2_A)@02_hrv0_safety | SR1:S21(S21)@02_hrv0_safety
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,W2154,V0_ESTOP_CH2_RETURN,2,S0:TBD-C2B(CH2_B)@02_hrv0_safety | SR1:S22(S22)@02_hrv0_safety
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,W2155,V0_HEARTBEAT_3V3,2,RT1:TBD-WD1(HEARTBEAT_V0)@04_control_watchdog | WD1:TBD-IN(HEARTBEAT)@04_control_watchdog
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,W2156,V0_K1_COIL_CMD,3,SR1:14(14)@02_hrv0_safety | K1:A1(A1)@02_hrv0_safety | SK1:TBD-+(COIL_POS)@02_hrv0_safety
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,W2157,V0_K1_LOAD,2,K1:2T1(2T1)@02_hrv0_safety | K2:1L1(1L1)@02_hrv0_safety
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,W2158,V0_K1_STATUS_24V,2,K1:14(14)@02_hrv0_safety | ISO1:TBD-I1(V0_K1_STATUS)@04_control_watchdog
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,W2159,V0_K2_COIL_CMD,3,SR1:24(24)@02_hrv0_safety | K2:A1(A1)@02_hrv0_safety | SK2:TBD-+(COIL_POS)@02_hrv0_safety
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,W2160,V0_K2_STATUS_24V,2,K2:14(14)@02_hrv0_safety | ISO1:TBD-I2(V0_K2_STATUS)@04_control_watchdog
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,W2161,V0_RESET_LOOP_RETURN,2,SR1:S34(S34)@02_hrv0_safety | K2:22(22)@02_hrv0_safety
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,W2162,V0_SAFE_READY_LOGIC,2,RT1:TBD-RST(RESET_STATUS)@04_control_watchdog | ISO1:TBD-O1(V0_SAFE_READY)@04_control_watchdog
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,W2163,V0_SR1_STATUS_24V,2,SR1:Y32(Y32)@02_hrv0_safety | ISO1:TBD-I3(V0_SR_STATUS)@04_control_watchdog
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,W2164,V0_TTL_DATA,4,M1:3(DATA)@03_hrv0_distribution | M2:3(DATA)@03_hrv0_distribution | M3:3(DATA)@03_hrv0_distribution | UV1:3(TTL_DATA)@03_hrv0_distribution
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,W2165,V0_WATCHDOG_COIL_24V,2,KWD1:A1(A1)@02_hrv0_safety | QWD1:TBD-OUT(COIL_OUT)@04_control_watchdog
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,W2166,V0_WATCHDOG_PERMIT_24V,3,SR1:13(13)@02_hrv0_safety | SR1:23(23)@02_hrv0_safety | FSR1:TBD-O(OUT)@02_hrv0_safety
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,W2167,V0_WATCHDOG_PERMIT_RAW_24V,2,FSR1:TBD-I(IN)@02_hrv0_safety | KWD1:14(14_NO)@02_hrv0_safety
PRELIMINARY - NOT APPROVED FOR ENERGIZATION,W2168,V0_WD_DRIVER_IN_3V3,2,WD1:TBD-OUT(PERMIT_OUT)@04_control_watchdog | QWD1:TBD-IN(LOGIC_IN)@04_control_watchdog
