connector_id,contact,axis_id,signal,bus_net,service,wire_core,physical_pin_state,end_to_end_test
J-WPS-RS-LARM-OUT-5,2,DNP SPARE,BRANCH_5_VPOS,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-RS-LARM-CTL-5,1,DNP SPARE,ACT_0V_CONTROLLED,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-RS-LARM-CTL-5,2,DNP SPARE,CH5_EN,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-RS-LARM-CTL-5,3,DNP SPARE,CH5_PG,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-RS-LARM-OUT-6,1,DNP SPARE,ACT_0V_CONTROLLED,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-RS-LARM-OUT-6,2,DNP SPARE,BRANCH_6_VPOS,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-RS-LARM-CTL-6,1,DNP SPARE,ACT_0V_CONTROLLED,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-RS-LARM-CTL-6,2,DNP SPARE,CH6_EN,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-RS-LARM-CTL-6,3,DNP SPARE,CH6_PG,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-RS-RARM-OUT-1,1,R_SHOULDER_PITCH,ACT_0V_CONTROLLED,RS-RARM_RET,POWER RETURN,CORE-R_SHOULDER_PITCH-GND-DYNAMIC,BOARD CONTACT DEFINED; FIELD ASSEMBLY OPEN,NOT EXECUTED
J-WPS-RS-RARM-OUT-1,2,R_SHOULDER_PITCH,BRANCH_1_VPOS,R_SHOULDER_PITCH_VDD,ACTUATOR POWER,CORE-R_SHOULDER_PITCH-VDD-DYNAMIC,BOARD CONTACT DEFINED; FIELD ASSEMBLY OPEN,NOT EXECUTED
J-WPS-RS-RARM-CTL-1,1,R_SHOULDER_PITCH,ACT_0V_CONTROLLED,WPS-RS-RARM_ACT_0V_CONTROLLED,CONTROL/DIAGNOSTIC - ZERO SAFETY CREDIT,SELECTION REQUIRED,BOARD CONTACT DEFINED; FIELD ASSEMBLY OPEN,NOT EXECUTED
J-WPS-RS-RARM-CTL-1,2,R_SHOULDER_PITCH,CH1_EN,WPS-RS-RARM_CH1_EN,CONTROL/DIAGNOSTIC - ZERO SAFETY CREDIT,SELECTION REQUIRED,BOARD CONTACT DEFINED; FIELD ASSEMBLY OPEN,NOT EXECUTED
J-WPS-RS-RARM-CTL-1,3,R_SHOULDER_PITCH,CH1_PG,WPS-RS-RARM_CH1_PG,CONTROL/DIAGNOSTIC - ZERO SAFETY CREDIT,SELECTION REQUIRED,BOARD CONTACT DEFINED; FIELD ASSEMBLY OPEN,NOT EXECUTED
J-WPS-RS-RARM-OUT-2,1,R_SHOULDER_ROLL,ACT_0V_CONTROLLED,RS-RARM_RET,POWER RETURN,CORE-R_SHOULDER_ROLL-GND-DYNAMIC,BOARD CONTACT DEFINED; FIELD ASSEMBLY OPEN,NOT EXECUTED
J-WPS-RS-RARM-OUT-2,2,R_SHOULDER_ROLL,BRANCH_2_VPOS,R_SHOULDER_ROLL_VDD,ACTUATOR POWER,CORE-R_SHOULDER_ROLL-VDD-DYNAMIC,BOARD CONTACT DEFINED; FIELD ASSEMBLY OPEN,NOT EXECUTED
J-WPS-RS-RARM-CTL-2,1,R_SHOULDER_ROLL,ACT_0V_CONTROLLED,WPS-RS-RARM_ACT_0V_CONTROLLED,CONTROL/DIAGNOSTIC - ZERO SAFETY CREDIT,SELECTION REQUIRED,BOARD CONTACT DEFINED; FIELD ASSEMBLY OPEN,NOT EXECUTED
J-WPS-RS-RARM-CTL-2,2,R_SHOULDER_ROLL,CH2_EN,WPS-RS-RARM_CH2_EN,CONTROL/DIAGNOSTIC - ZERO SAFETY CREDIT,SELECTION REQUIRED,BOARD CONTACT DEFINED; FIELD ASSEMBLY OPEN,NOT EXECUTED
J-WPS-RS-RARM-CTL-2,3,R_SHOULDER_ROLL,CH2_PG,WPS-RS-RARM_CH2_PG,CONTROL/DIAGNOSTIC - ZERO SAFETY CREDIT,SELECTION REQUIRED,BOARD CONTACT DEFINED; FIELD ASSEMBLY OPEN,NOT EXECUTED
J-WPS-RS-RARM-OUT-3,1,R_ELBOW_PITCH,ACT_0V_CONTROLLED,RS-RARM_RET,POWER RETURN,CORE-R_ELBOW_PITCH-GND-DYNAMIC,BOARD CONTACT DEFINED; FIELD ASSEMBLY OPEN,NOT EXECUTED
J-WPS-RS-RARM-OUT-3,2,R_ELBOW_PITCH,BRANCH_3_VPOS,R_ELBOW_PITCH_VDD,ACTUATOR POWER,CORE-R_ELBOW_PITCH-VDD-DYNAMIC,BOARD CONTACT DEFINED; FIELD ASSEMBLY OPEN,NOT EXECUTED
J-WPS-RS-RARM-CTL-3,1,R_ELBOW_PITCH,ACT_0V_CONTROLLED,WPS-RS-RARM_ACT_0V_CONTROLLED,CONTROL/DIAGNOSTIC - ZERO SAFETY CREDIT,SELECTION REQUIRED,BOARD CONTACT DEFINED; FIELD ASSEMBLY OPEN,NOT EXECUTED
J-WPS-RS-RARM-CTL-3,2,R_ELBOW_PITCH,CH3_EN,WPS-RS-RARM_CH3_EN,CONTROL/DIAGNOSTIC - ZERO SAFETY CREDIT,SELECTION REQUIRED,BOARD CONTACT DEFINED; FIELD ASSEMBLY OPEN,NOT EXECUTED
J-WPS-RS-RARM-CTL-3,3,R_ELBOW_PITCH,CH3_PG,WPS-RS-RARM_CH3_PG,CONTROL/DIAGNOSTIC - ZERO SAFETY CREDIT,SELECTION REQUIRED,BOARD CONTACT DEFINED; FIELD ASSEMBLY OPEN,NOT EXECUTED
J-WPS-RS-RARM-OUT-4,1,DNP SPARE,ACT_0V_CONTROLLED,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-RS-RARM-OUT-4,2,DNP SPARE,BRANCH_4_VPOS,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-RS-RARM-CTL-4,1,DNP SPARE,ACT_0V_CONTROLLED,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-RS-RARM-CTL-4,2,DNP SPARE,CH4_EN,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-RS-RARM-CTL-4,3,DNP SPARE,CH4_PG,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-RS-RARM-OUT-5,1,DNP SPARE,ACT_0V_CONTROLLED,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-RS-RARM-OUT-5,2,DNP SPARE,BRANCH_5_VPOS,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-RS-RARM-CTL-5,1,DNP SPARE,ACT_0V_CONTROLLED,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-RS-RARM-CTL-5,2,DNP SPARE,CH5_EN,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-RS-RARM-CTL-5,3,DNP SPARE,CH5_PG,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-RS-RARM-OUT-6,1,DNP SPARE,ACT_0V_CONTROLLED,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-RS-RARM-OUT-6,2,DNP SPARE,BRANCH_6_VPOS,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-RS-RARM-CTL-6,1,DNP SPARE,ACT_0V_CONTROLLED,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-RS-RARM-CTL-6,2,DNP SPARE,CH6_EN,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-RS-RARM-CTL-6,3,DNP SPARE,CH6_PG,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-RS-WAIST-OUT-1,1,WAIST_YAW,ACT_0V_CONTROLLED,RS-WAIST_RET,POWER RETURN,CORE-WAIST_YAW-GND-DYNAMIC,BOARD CONTACT DEFINED; FIELD ASSEMBLY OPEN,NOT EXECUTED
J-WPS-RS-WAIST-OUT-1,2,WAIST_YAW,BRANCH_1_VPOS,WAIST_YAW_VDD,ACTUATOR POWER,CORE-WAIST_YAW-VDD-DYNAMIC,BOARD CONTACT DEFINED; FIELD ASSEMBLY OPEN,NOT EXECUTED
J-WPS-RS-WAIST-CTL-1,1,WAIST_YAW,ACT_0V_CONTROLLED,WPS-RS-WAIST_ACT_0V_CONTROLLED,CONTROL/DIAGNOSTIC - ZERO SAFETY CREDIT,SELECTION REQUIRED,BOARD CONTACT DEFINED; FIELD ASSEMBLY OPEN,NOT EXECUTED
J-WPS-RS-WAIST-CTL-1,2,WAIST_YAW,CH1_EN,WPS-RS-WAIST_CH1_EN,CONTROL/DIAGNOSTIC - ZERO SAFETY CREDIT,SELECTION REQUIRED,BOARD CONTACT DEFINED; FIELD ASSEMBLY OPEN,NOT EXECUTED
J-WPS-RS-WAIST-CTL-1,3,WAIST_YAW,CH1_PG,WPS-RS-WAIST_CH1_PG,CONTROL/DIAGNOSTIC - ZERO SAFETY CREDIT,SELECTION REQUIRED,BOARD CONTACT DEFINED; FIELD ASSEMBLY OPEN,NOT EXECUTED
J-WPS-RS-WAIST-OUT-2,1,DNP SPARE,ACT_0V_CONTROLLED,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-RS-WAIST-OUT-2,2,DNP SPARE,BRANCH_2_VPOS,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-RS-WAIST-CTL-2,1,DNP SPARE,ACT_0V_CONTROLLED,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-RS-WAIST-CTL-2,2,DNP SPARE,CH2_EN,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-RS-WAIST-CTL-2,3,DNP SPARE,CH2_PG,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-RS-WAIST-OUT-3,1,DNP SPARE,ACT_0V_CONTROLLED,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-RS-WAIST-OUT-3,2,DNP SPARE,BRANCH_3_VPOS,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-RS-WAIST-CTL-3,1,DNP SPARE,ACT_0V_CONTROLLED,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-RS-WAIST-CTL-3,2,DNP SPARE,CH3_EN,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-RS-WAIST-CTL-3,3,DNP SPARE,CH3_PG,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-RS-WAIST-OUT-4,1,DNP SPARE,ACT_0V_CONTROLLED,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-RS-WAIST-OUT-4,2,DNP SPARE,BRANCH_4_VPOS,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-RS-WAIST-CTL-4,1,DNP SPARE,ACT_0V_CONTROLLED,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-RS-WAIST-CTL-4,2,DNP SPARE,CH4_EN,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-RS-WAIST-CTL-4,3,DNP SPARE,CH4_PG,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-RS-WAIST-OUT-5,1,DNP SPARE,ACT_0V_CONTROLLED,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-RS-WAIST-OUT-5,2,DNP SPARE,BRANCH_5_VPOS,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-RS-WAIST-CTL-5,1,DNP SPARE,ACT_0V_CONTROLLED,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-RS-WAIST-CTL-5,2,DNP SPARE,CH5_EN,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-RS-WAIST-CTL-5,3,DNP SPARE,CH5_PG,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-RS-WAIST-OUT-6,1,DNP SPARE,ACT_0V_CONTROLLED,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-RS-WAIST-OUT-6,2,DNP SPARE,BRANCH_6_VPOS,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-RS-WAIST-CTL-6,1,DNP SPARE,ACT_0V_CONTROLLED,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-RS-WAIST-CTL-6,2,DNP SPARE,CH6_EN,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-RS-WAIST-CTL-6,3,DNP SPARE,CH6_PG,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-TTL-LDIST-OUT-1,1,L_WRIST_ROTATION,ACT_0V_CONTROLLED,TTL-LDIST_RET,POWER RETURN,CORE-L_WRIST_ROTATION-GND-DYNAMIC,BOARD CONTACT DEFINED; FIELD ASSEMBLY OPEN,NOT EXECUTED
J-WPS-TTL-LDIST-OUT-1,2,L_WRIST_ROTATION,BRANCH_1_VPOS,L_WRIST_ROTATION_VDD,ACTUATOR POWER,CORE-L_WRIST_ROTATION-VDD-DYNAMIC,BOARD CONTACT DEFINED; FIELD ASSEMBLY OPEN,NOT EXECUTED
J-WPS-TTL-LDIST-CTL-1,1,L_WRIST_ROTATION,ACT_0V_CONTROLLED,WPS-TTL-LDIST_ACT_0V_CONTROLLED,CONTROL/DIAGNOSTIC - ZERO SAFETY CREDIT,SELECTION REQUIRED,BOARD CONTACT DEFINED; FIELD ASSEMBLY OPEN,NOT EXECUTED
J-WPS-TTL-LDIST-CTL-1,2,L_WRIST_ROTATION,CH1_EN,WPS-TTL-LDIST_CH1_EN,CONTROL/DIAGNOSTIC - ZERO SAFETY CREDIT,SELECTION REQUIRED,BOARD CONTACT DEFINED; FIELD ASSEMBLY OPEN,NOT EXECUTED
J-WPS-TTL-LDIST-CTL-1,3,L_WRIST_ROTATION,CH1_PG,WPS-TTL-LDIST_CH1_PG,CONTROL/DIAGNOSTIC - ZERO SAFETY CREDIT,SELECTION REQUIRED,BOARD CONTACT DEFINED; FIELD ASSEMBLY OPEN,NOT EXECUTED
J-WPS-TTL-LDIST-OUT-2,1,L_GRIPPER,ACT_0V_CONTROLLED,TTL-LDIST_RET,POWER RETURN,CORE-L_GRIPPER-GND-DYNAMIC,BOARD CONTACT DEFINED; FIELD ASSEMBLY OPEN,NOT EXECUTED
J-WPS-TTL-LDIST-OUT-2,2,L_GRIPPER,BRANCH_2_VPOS,L_GRIPPER_VDD,ACTUATOR POWER,CORE-L_GRIPPER-VDD-DYNAMIC,BOARD CONTACT DEFINED; FIELD ASSEMBLY OPEN,NOT EXECUTED
J-WPS-TTL-LDIST-CTL-2,1,L_GRIPPER,ACT_0V_CONTROLLED,WPS-TTL-LDIST_ACT_0V_CONTROLLED,CONTROL/DIAGNOSTIC - ZERO SAFETY CREDIT,SELECTION REQUIRED,BOARD CONTACT DEFINED; FIELD ASSEMBLY OPEN,NOT EXECUTED
J-WPS-TTL-LDIST-CTL-2,2,L_GRIPPER,CH2_EN,WPS-TTL-LDIST_CH2_EN,CONTROL/DIAGNOSTIC - ZERO SAFETY CREDIT,SELECTION REQUIRED,BOARD CONTACT DEFINED; FIELD ASSEMBLY OPEN,NOT EXECUTED
J-WPS-TTL-LDIST-CTL-2,3,L_GRIPPER,CH2_PG,WPS-TTL-LDIST_CH2_PG,CONTROL/DIAGNOSTIC - ZERO SAFETY CREDIT,SELECTION REQUIRED,BOARD CONTACT DEFINED; FIELD ASSEMBLY OPEN,NOT EXECUTED
J-WPS-TTL-LDIST-OUT-3,1,DNP SPARE,ACT_0V_CONTROLLED,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-TTL-LDIST-OUT-3,2,DNP SPARE,BRANCH_3_VPOS,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-TTL-LDIST-CTL-3,1,DNP SPARE,ACT_0V_CONTROLLED,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-TTL-LDIST-CTL-3,2,DNP SPARE,CH3_EN,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-TTL-LDIST-CTL-3,3,DNP SPARE,CH3_PG,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-TTL-LDIST-OUT-4,1,DNP SPARE,ACT_0V_CONTROLLED,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-TTL-LDIST-OUT-4,2,DNP SPARE,BRANCH_4_VPOS,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-TTL-LDIST-CTL-4,1,DNP SPARE,ACT_0V_CONTROLLED,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-TTL-LDIST-CTL-4,2,DNP SPARE,CH4_EN,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-TTL-LDIST-CTL-4,3,DNP SPARE,CH4_PG,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-TTL-LDIST-OUT-5,1,DNP SPARE,ACT_0V_CONTROLLED,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-TTL-LDIST-OUT-5,2,DNP SPARE,BRANCH_5_VPOS,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-TTL-LDIST-CTL-5,1,DNP SPARE,ACT_0V_CONTROLLED,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-TTL-LDIST-CTL-5,2,DNP SPARE,CH5_EN,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-TTL-LDIST-CTL-5,3,DNP SPARE,CH5_PG,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-TTL-LDIST-OUT-6,1,DNP SPARE,ACT_0V_CONTROLLED,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-TTL-LDIST-OUT-6,2,DNP SPARE,BRANCH_6_VPOS,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-TTL-LDIST-CTL-6,1,DNP SPARE,ACT_0V_CONTROLLED,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-TTL-LDIST-CTL-6,2,DNP SPARE,CH6_EN,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-TTL-LDIST-CTL-6,3,DNP SPARE,CH6_PG,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-TTL-RDIST-OUT-1,1,R_WRIST_ROTATION,ACT_0V_CONTROLLED,TTL-RDIST_RET,POWER RETURN,CORE-R_WRIST_ROTATION-GND-DYNAMIC,BOARD CONTACT DEFINED; FIELD ASSEMBLY OPEN,NOT EXECUTED
J-WPS-TTL-RDIST-OUT-1,2,R_WRIST_ROTATION,BRANCH_1_VPOS,R_WRIST_ROTATION_VDD,ACTUATOR POWER,CORE-R_WRIST_ROTATION-VDD-DYNAMIC,BOARD CONTACT DEFINED; FIELD ASSEMBLY OPEN,NOT EXECUTED
J-WPS-TTL-RDIST-CTL-1,1,R_WRIST_ROTATION,ACT_0V_CONTROLLED,WPS-TTL-RDIST_ACT_0V_CONTROLLED,CONTROL/DIAGNOSTIC - ZERO SAFETY CREDIT,SELECTION REQUIRED,BOARD CONTACT DEFINED; FIELD ASSEMBLY OPEN,NOT EXECUTED
J-WPS-TTL-RDIST-CTL-1,2,R_WRIST_ROTATION,CH1_EN,WPS-TTL-RDIST_CH1_EN,CONTROL/DIAGNOSTIC - ZERO SAFETY CREDIT,SELECTION REQUIRED,BOARD CONTACT DEFINED; FIELD ASSEMBLY OPEN,NOT EXECUTED
J-WPS-TTL-RDIST-CTL-1,3,R_WRIST_ROTATION,CH1_PG,WPS-TTL-RDIST_CH1_PG,CONTROL/DIAGNOSTIC - ZERO SAFETY CREDIT,SELECTION REQUIRED,BOARD CONTACT DEFINED; FIELD ASSEMBLY OPEN,NOT EXECUTED
J-WPS-TTL-RDIST-OUT-2,1,R_GRIPPER,ACT_0V_CONTROLLED,TTL-RDIST_RET,POWER RETURN,CORE-R_GRIPPER-GND-DYNAMIC,BOARD CONTACT DEFINED; FIELD ASSEMBLY OPEN,NOT EXECUTED
J-WPS-TTL-RDIST-OUT-2,2,R_GRIPPER,BRANCH_2_VPOS,R_GRIPPER_VDD,ACTUATOR POWER,CORE-R_GRIPPER-VDD-DYNAMIC,BOARD CONTACT DEFINED; FIELD ASSEMBLY OPEN,NOT EXECUTED
J-WPS-TTL-RDIST-CTL-2,1,R_GRIPPER,ACT_0V_CONTROLLED,WPS-TTL-RDIST_ACT_0V_CONTROLLED,CONTROL/DIAGNOSTIC - ZERO SAFETY CREDIT,SELECTION REQUIRED,BOARD CONTACT DEFINED; FIELD ASSEMBLY OPEN,NOT EXECUTED
J-WPS-TTL-RDIST-CTL-2,2,R_GRIPPER,CH2_EN,WPS-TTL-RDIST_CH2_EN,CONTROL/DIAGNOSTIC - ZERO SAFETY CREDIT,SELECTION REQUIRED,BOARD CONTACT DEFINED; FIELD ASSEMBLY OPEN,NOT EXECUTED
J-WPS-TTL-RDIST-CTL-2,3,R_GRIPPER,CH2_PG,WPS-TTL-RDIST_CH2_PG,CONTROL/DIAGNOSTIC - ZERO SAFETY CREDIT,SELECTION REQUIRED,BOARD CONTACT DEFINED; FIELD ASSEMBLY OPEN,NOT EXECUTED
J-WPS-TTL-RDIST-OUT-3,1,DNP SPARE,ACT_0V_CONTROLLED,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-TTL-RDIST-OUT-3,2,DNP SPARE,BRANCH_3_VPOS,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-TTL-RDIST-CTL-3,1,DNP SPARE,ACT_0V_CONTROLLED,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-TTL-RDIST-CTL-3,2,DNP SPARE,CH3_EN,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-TTL-RDIST-CTL-3,3,DNP SPARE,CH3_PG,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-TTL-RDIST-OUT-4,1,DNP SPARE,ACT_0V_CONTROLLED,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-TTL-RDIST-OUT-4,2,DNP SPARE,BRANCH_4_VPOS,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-TTL-RDIST-CTL-4,1,DNP SPARE,ACT_0V_CONTROLLED,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-TTL-RDIST-CTL-4,2,DNP SPARE,CH4_EN,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-TTL-RDIST-CTL-4,3,DNP SPARE,CH4_PG,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-TTL-RDIST-OUT-5,1,DNP SPARE,ACT_0V_CONTROLLED,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-TTL-RDIST-OUT-5,2,DNP SPARE,BRANCH_5_VPOS,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-TTL-RDIST-CTL-5,1,DNP SPARE,ACT_0V_CONTROLLED,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-TTL-RDIST-CTL-5,2,DNP SPARE,CH5_EN,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-TTL-RDIST-CTL-5,3,DNP SPARE,CH5_PG,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-TTL-RDIST-OUT-6,1,DNP SPARE,ACT_0V_CONTROLLED,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-TTL-RDIST-OUT-6,2,DNP SPARE,BRANCH_6_VPOS,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
J-WPS-TTL-RDIST-CTL-6,1,DNP SPARE,ACT_0V_CONTROLLED,NO NET - DNP SPARE,DNP,NONE - DNP,DNP - NO FIELD HARNESS,NOT EXECUTED
