point_id,segment_id,sequence,x_mm,y_mm,z_mm,datum_basis,tolerance
CROSS-R_ANKLE_PITCH-AT-R_HIP_ROLL-PWR-P01,CROSS-R_ANKLE_PITCH-AT-R_HIP_ROLL-PWR,1,-48.900,-14.000,390.000,BRANCH R_ANKLE_PITCH OFFSET FROM CROSSED JOINT R_HIP_ROLL CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-R_ANKLE_PITCH-AT-R_HIP_ROLL-PWR-P02,CROSS-R_ANKLE_PITCH-AT-R_HIP_ROLL-PWR,2,-48.900,14.000,390.000,BRANCH R_ANKLE_PITCH OFFSET FROM CROSSED JOINT R_HIP_ROLL CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-R_ANKLE_PITCH-AT-R_HIP_PITCH-PWR-P01,CROSS-R_ANKLE_PITCH-AT-R_HIP_PITCH-PWR,1,-52.100,-14.000,370.000,BRANCH R_ANKLE_PITCH OFFSET FROM CROSSED JOINT R_HIP_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-R_ANKLE_PITCH-AT-R_HIP_PITCH-PWR-P02,CROSS-R_ANKLE_PITCH-AT-R_HIP_PITCH-PWR,2,-52.100,14.000,370.000,BRANCH R_ANKLE_PITCH OFFSET FROM CROSSED JOINT R_HIP_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-R_ANKLE_PITCH-AT-R_KNEE_PITCH-PWR-P01,CROSS-R_ANKLE_PITCH-AT-R_KNEE_PITCH-PWR,1,-55.300,-14.000,210.000,BRANCH R_ANKLE_PITCH OFFSET FROM CROSSED JOINT R_KNEE_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-R_ANKLE_PITCH-AT-R_KNEE_PITCH-PWR-P02,CROSS-R_ANKLE_PITCH-AT-R_KNEE_PITCH-PWR,2,-55.300,14.000,210.000,BRANCH R_ANKLE_PITCH OFFSET FROM CROSSED JOINT R_KNEE_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-R_ANKLE_PITCH-PWR-P01,LOOP-R_ANKLE_PITCH-PWR,1,-58.500,-14.000,55.000,BRANCH R_ANKLE_PITCH OFFSET FROM CROSSED JOINT R_ANKLE_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-R_ANKLE_PITCH-PWR-P02,LOOP-R_ANKLE_PITCH-PWR,2,-58.500,14.000,55.000,BRANCH R_ANKLE_PITCH OFFSET FROM CROSSED JOINT R_ANKLE_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-R_ANKLE_PITCH-DATA-P01,LOOP-R_ANKLE_PITCH-DATA,1,-67.500,-10.000,55.000,OFFSET FROM R_ANKLE_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-R_ANKLE_PITCH-DATA-P02,LOOP-R_ANKLE_PITCH-DATA,2,-67.500,10.000,55.000,OFFSET FROM R_ANKLE_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-R_ANKLE_ROLL-AT-R_HIP_YAW-PWR-P01,CROSS-R_ANKLE_ROLL-AT-R_HIP_YAW-PWR,1,-42.500,-14.000,410.000,BRANCH R_ANKLE_ROLL OFFSET FROM CROSSED JOINT R_HIP_YAW CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-R_ANKLE_ROLL-AT-R_HIP_YAW-PWR-P02,CROSS-R_ANKLE_ROLL-AT-R_HIP_YAW-PWR,2,-42.500,14.000,410.000,BRANCH R_ANKLE_ROLL OFFSET FROM CROSSED JOINT R_HIP_YAW CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-R_ANKLE_ROLL-AT-R_HIP_ROLL-PWR-P01,CROSS-R_ANKLE_ROLL-AT-R_HIP_ROLL-PWR,1,-45.700,-14.000,390.000,BRANCH R_ANKLE_ROLL OFFSET FROM CROSSED JOINT R_HIP_ROLL CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-R_ANKLE_ROLL-AT-R_HIP_ROLL-PWR-P02,CROSS-R_ANKLE_ROLL-AT-R_HIP_ROLL-PWR,2,-45.700,14.000,390.000,BRANCH R_ANKLE_ROLL OFFSET FROM CROSSED JOINT R_HIP_ROLL CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-R_ANKLE_ROLL-AT-R_HIP_PITCH-PWR-P01,CROSS-R_ANKLE_ROLL-AT-R_HIP_PITCH-PWR,1,-48.900,-14.000,370.000,BRANCH R_ANKLE_ROLL OFFSET FROM CROSSED JOINT R_HIP_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-R_ANKLE_ROLL-AT-R_HIP_PITCH-PWR-P02,CROSS-R_ANKLE_ROLL-AT-R_HIP_PITCH-PWR,2,-48.900,14.000,370.000,BRANCH R_ANKLE_ROLL OFFSET FROM CROSSED JOINT R_HIP_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-R_ANKLE_ROLL-AT-R_KNEE_PITCH-PWR-P01,CROSS-R_ANKLE_ROLL-AT-R_KNEE_PITCH-PWR,1,-52.100,-14.000,210.000,BRANCH R_ANKLE_ROLL OFFSET FROM CROSSED JOINT R_KNEE_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-R_ANKLE_ROLL-AT-R_KNEE_PITCH-PWR-P02,CROSS-R_ANKLE_ROLL-AT-R_KNEE_PITCH-PWR,2,-52.100,14.000,210.000,BRANCH R_ANKLE_ROLL OFFSET FROM CROSSED JOINT R_KNEE_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-R_ANKLE_ROLL-AT-R_ANKLE_PITCH-PWR-P01,CROSS-R_ANKLE_ROLL-AT-R_ANKLE_PITCH-PWR,1,-55.300,-14.000,55.000,BRANCH R_ANKLE_ROLL OFFSET FROM CROSSED JOINT R_ANKLE_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-R_ANKLE_ROLL-AT-R_ANKLE_PITCH-PWR-P02,CROSS-R_ANKLE_ROLL-AT-R_ANKLE_PITCH-PWR,2,-55.300,14.000,55.000,BRANCH R_ANKLE_ROLL OFFSET FROM CROSSED JOINT R_ANKLE_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-R_ANKLE_ROLL-PWR-P01,LOOP-R_ANKLE_ROLL-PWR,1,-58.500,-14.000,35.000,BRANCH R_ANKLE_ROLL OFFSET FROM CROSSED JOINT R_ANKLE_ROLL CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-R_ANKLE_ROLL-PWR-P02,LOOP-R_ANKLE_ROLL-PWR,2,-58.500,14.000,35.000,BRANCH R_ANKLE_ROLL OFFSET FROM CROSSED JOINT R_ANKLE_ROLL CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-R_ANKLE_ROLL-DATA-P01,LOOP-R_ANKLE_ROLL-DATA,1,-67.500,-10.000,35.000,OFFSET FROM R_ANKLE_ROLL CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-R_ANKLE_ROLL-DATA-P02,LOOP-R_ANKLE_ROLL-DATA,2,-67.500,10.000,35.000,OFFSET FROM R_ANKLE_ROLL CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-L_SHOULDER_PITCH-PWR-P01,LOOP-L_SHOULDER_PITCH-PWR,1,94.000,-14.000,590.000,BRANCH L_SHOULDER_PITCH OFFSET FROM CROSSED JOINT L_SHOULDER_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-L_SHOULDER_PITCH-PWR-P02,LOOP-L_SHOULDER_PITCH-PWR,2,94.000,14.000,590.000,BRANCH L_SHOULDER_PITCH OFFSET FROM CROSSED JOINT L_SHOULDER_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-L_SHOULDER_PITCH-DATA-P01,LOOP-L_SHOULDER_PITCH-DATA,1,85.000,-10.000,590.000,OFFSET FROM L_SHOULDER_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-L_SHOULDER_PITCH-DATA-P02,LOOP-L_SHOULDER_PITCH-DATA,2,85.000,10.000,590.000,OFFSET FROM L_SHOULDER_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-L_SHOULDER_ROLL-AT-L_SHOULDER_PITCH-PWR-P01,CROSS-L_SHOULDER_ROLL-AT-L_SHOULDER_PITCH-PWR,1,97.200,-14.000,590.000,BRANCH L_SHOULDER_ROLL OFFSET FROM CROSSED JOINT L_SHOULDER_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-L_SHOULDER_ROLL-AT-L_SHOULDER_PITCH-PWR-P02,CROSS-L_SHOULDER_ROLL-AT-L_SHOULDER_PITCH-PWR,2,97.200,14.000,590.000,BRANCH L_SHOULDER_ROLL OFFSET FROM CROSSED JOINT L_SHOULDER_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-L_SHOULDER_ROLL-PWR-P01,LOOP-L_SHOULDER_ROLL-PWR,1,94.000,-14.000,590.000,BRANCH L_SHOULDER_ROLL OFFSET FROM CROSSED JOINT L_SHOULDER_ROLL CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-L_SHOULDER_ROLL-PWR-P02,LOOP-L_SHOULDER_ROLL-PWR,2,94.000,14.000,590.000,BRANCH L_SHOULDER_ROLL OFFSET FROM CROSSED JOINT L_SHOULDER_ROLL CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-L_SHOULDER_ROLL-DATA-P01,LOOP-L_SHOULDER_ROLL-DATA,1,85.000,-10.000,590.000,OFFSET FROM L_SHOULDER_ROLL CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-L_SHOULDER_ROLL-DATA-P02,LOOP-L_SHOULDER_ROLL-DATA,2,85.000,10.000,590.000,OFFSET FROM L_SHOULDER_ROLL CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-L_ELBOW_PITCH-AT-L_SHOULDER_PITCH-PWR-P01,CROSS-L_ELBOW_PITCH-AT-L_SHOULDER_PITCH-PWR,1,100.400,-14.000,590.000,BRANCH L_ELBOW_PITCH OFFSET FROM CROSSED JOINT L_SHOULDER_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-L_ELBOW_PITCH-AT-L_SHOULDER_PITCH-PWR-P02,CROSS-L_ELBOW_PITCH-AT-L_SHOULDER_PITCH-PWR,2,100.400,14.000,590.000,BRANCH L_ELBOW_PITCH OFFSET FROM CROSSED JOINT L_SHOULDER_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-L_ELBOW_PITCH-AT-L_SHOULDER_ROLL-PWR-P01,CROSS-L_ELBOW_PITCH-AT-L_SHOULDER_ROLL-PWR,1,97.200,-14.000,590.000,BRANCH L_ELBOW_PITCH OFFSET FROM CROSSED JOINT L_SHOULDER_ROLL CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-L_ELBOW_PITCH-AT-L_SHOULDER_ROLL-PWR-P02,CROSS-L_ELBOW_PITCH-AT-L_SHOULDER_ROLL-PWR,2,97.200,14.000,590.000,BRANCH L_ELBOW_PITCH OFFSET FROM CROSSED JOINT L_SHOULDER_ROLL CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-L_ELBOW_PITCH-PWR-P01,LOOP-L_ELBOW_PITCH-PWR,1,132.000,-14.000,444.893,BRANCH L_ELBOW_PITCH OFFSET FROM CROSSED JOINT L_ELBOW_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-L_ELBOW_PITCH-PWR-P02,LOOP-L_ELBOW_PITCH-PWR,2,132.000,14.000,444.893,BRANCH L_ELBOW_PITCH OFFSET FROM CROSSED JOINT L_ELBOW_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-L_ELBOW_PITCH-DATA-P01,LOOP-L_ELBOW_PITCH-DATA,1,123.000,-10.000,444.893,OFFSET FROM L_ELBOW_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-L_ELBOW_PITCH-DATA-P02,LOOP-L_ELBOW_PITCH-DATA,2,123.000,10.000,444.893,OFFSET FROM L_ELBOW_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-R_SHOULDER_PITCH-PWR-P01,LOOP-R_SHOULDER_PITCH-PWR,1,-86.000,-14.000,590.000,BRANCH R_SHOULDER_PITCH OFFSET FROM CROSSED JOINT R_SHOULDER_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-R_SHOULDER_PITCH-PWR-P02,LOOP-R_SHOULDER_PITCH-PWR,2,-86.000,14.000,590.000,BRANCH R_SHOULDER_PITCH OFFSET FROM CROSSED JOINT R_SHOULDER_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-R_SHOULDER_PITCH-DATA-P01,LOOP-R_SHOULDER_PITCH-DATA,1,-95.000,-10.000,590.000,OFFSET FROM R_SHOULDER_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-R_SHOULDER_PITCH-DATA-P02,LOOP-R_SHOULDER_PITCH-DATA,2,-95.000,10.000,590.000,OFFSET FROM R_SHOULDER_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-R_SHOULDER_ROLL-AT-R_SHOULDER_PITCH-PWR-P01,CROSS-R_SHOULDER_ROLL-AT-R_SHOULDER_PITCH-PWR,1,-82.800,-14.000,590.000,BRANCH R_SHOULDER_ROLL OFFSET FROM CROSSED JOINT R_SHOULDER_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-R_SHOULDER_ROLL-AT-R_SHOULDER_PITCH-PWR-P02,CROSS-R_SHOULDER_ROLL-AT-R_SHOULDER_PITCH-PWR,2,-82.800,14.000,590.000,BRANCH R_SHOULDER_ROLL OFFSET FROM CROSSED JOINT R_SHOULDER_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-R_SHOULDER_ROLL-PWR-P01,LOOP-R_SHOULDER_ROLL-PWR,1,-86.000,-14.000,590.000,BRANCH R_SHOULDER_ROLL OFFSET FROM CROSSED JOINT R_SHOULDER_ROLL CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-R_SHOULDER_ROLL-PWR-P02,LOOP-R_SHOULDER_ROLL-PWR,2,-86.000,14.000,590.000,BRANCH R_SHOULDER_ROLL OFFSET FROM CROSSED JOINT R_SHOULDER_ROLL CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-R_SHOULDER_ROLL-DATA-P01,LOOP-R_SHOULDER_ROLL-DATA,1,-95.000,-10.000,590.000,OFFSET FROM R_SHOULDER_ROLL CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-R_SHOULDER_ROLL-DATA-P02,LOOP-R_SHOULDER_ROLL-DATA,2,-95.000,10.000,590.000,OFFSET FROM R_SHOULDER_ROLL CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-R_ELBOW_PITCH-AT-R_SHOULDER_PITCH-PWR-P01,CROSS-R_ELBOW_PITCH-AT-R_SHOULDER_PITCH-PWR,1,-79.600,-14.000,590.000,BRANCH R_ELBOW_PITCH OFFSET FROM CROSSED JOINT R_SHOULDER_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-R_ELBOW_PITCH-AT-R_SHOULDER_PITCH-PWR-P02,CROSS-R_ELBOW_PITCH-AT-R_SHOULDER_PITCH-PWR,2,-79.600,14.000,590.000,BRANCH R_ELBOW_PITCH OFFSET FROM CROSSED JOINT R_SHOULDER_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-R_ELBOW_PITCH-AT-R_SHOULDER_ROLL-PWR-P01,CROSS-R_ELBOW_PITCH-AT-R_SHOULDER_ROLL-PWR,1,-82.800,-14.000,590.000,BRANCH R_ELBOW_PITCH OFFSET FROM CROSSED JOINT R_SHOULDER_ROLL CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-R_ELBOW_PITCH-AT-R_SHOULDER_ROLL-PWR-P02,CROSS-R_ELBOW_PITCH-AT-R_SHOULDER_ROLL-PWR,2,-82.800,14.000,590.000,BRANCH R_ELBOW_PITCH OFFSET FROM CROSSED JOINT R_SHOULDER_ROLL CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-R_ELBOW_PITCH-PWR-P01,LOOP-R_ELBOW_PITCH-PWR,1,-124.000,-14.000,444.893,BRANCH R_ELBOW_PITCH OFFSET FROM CROSSED JOINT R_ELBOW_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-R_ELBOW_PITCH-PWR-P02,LOOP-R_ELBOW_PITCH-PWR,2,-124.000,14.000,444.893,BRANCH R_ELBOW_PITCH OFFSET FROM CROSSED JOINT R_ELBOW_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-R_ELBOW_PITCH-DATA-P01,LOOP-R_ELBOW_PITCH-DATA,1,-133.000,-10.000,444.893,OFFSET FROM R_ELBOW_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-R_ELBOW_PITCH-DATA-P02,LOOP-R_ELBOW_PITCH-DATA,2,-133.000,10.000,444.893,OFFSET FROM R_ELBOW_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-WAIST_YAW-PWR-P01,LOOP-WAIST_YAW-PWR,1,4.000,-14.000,425.000,BRANCH WAIST_YAW OFFSET FROM CROSSED JOINT WAIST_YAW CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-WAIST_YAW-PWR-P02,LOOP-WAIST_YAW-PWR,2,4.000,14.000,425.000,BRANCH WAIST_YAW OFFSET FROM CROSSED JOINT WAIST_YAW CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-WAIST_YAW-DATA-P01,LOOP-WAIST_YAW-DATA,1,-5.000,-10.000,425.000,OFFSET FROM WAIST_YAW CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-WAIST_YAW-DATA-P02,LOOP-WAIST_YAW-DATA,2,-5.000,10.000,425.000,OFFSET FROM WAIST_YAW CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-L_WRIST_ROTATION-AT-L_SHOULDER_PITCH-PWR-P01,CROSS-L_WRIST_ROTATION-AT-L_SHOULDER_PITCH-PWR,1,103.600,-14.000,590.000,BRANCH L_WRIST_ROTATION OFFSET FROM CROSSED JOINT L_SHOULDER_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-L_WRIST_ROTATION-AT-L_SHOULDER_PITCH-PWR-P02,CROSS-L_WRIST_ROTATION-AT-L_SHOULDER_PITCH-PWR,2,103.600,14.000,590.000,BRANCH L_WRIST_ROTATION OFFSET FROM CROSSED JOINT L_SHOULDER_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-L_WRIST_ROTATION-AT-L_SHOULDER_ROLL-PWR-P01,CROSS-L_WRIST_ROTATION-AT-L_SHOULDER_ROLL-PWR,1,100.400,-14.000,590.000,BRANCH L_WRIST_ROTATION OFFSET FROM CROSSED JOINT L_SHOULDER_ROLL CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-L_WRIST_ROTATION-AT-L_SHOULDER_ROLL-PWR-P02,CROSS-L_WRIST_ROTATION-AT-L_SHOULDER_ROLL-PWR,2,100.400,14.000,590.000,BRANCH L_WRIST_ROTATION OFFSET FROM CROSSED JOINT L_SHOULDER_ROLL CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-L_WRIST_ROTATION-AT-L_ELBOW_PITCH-PWR-P01,CROSS-L_WRIST_ROTATION-AT-L_ELBOW_PITCH-PWR,1,135.200,-14.000,444.893,BRANCH L_WRIST_ROTATION OFFSET FROM CROSSED JOINT L_ELBOW_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-L_WRIST_ROTATION-AT-L_ELBOW_PITCH-PWR-P02,CROSS-L_WRIST_ROTATION-AT-L_ELBOW_PITCH-PWR,2,135.200,14.000,444.893,BRANCH L_WRIST_ROTATION OFFSET FROM CROSSED JOINT L_ELBOW_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-L_WRIST_ROTATION-PWR-P01,LOOP-L_WRIST_ROTATION-PWR,1,137.000,-14.000,299.979,BRANCH L_WRIST_ROTATION OFFSET FROM CROSSED JOINT L_WRIST_ROTATION CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-L_WRIST_ROTATION-PWR-P02,LOOP-L_WRIST_ROTATION-PWR,2,137.000,14.000,299.979,BRANCH L_WRIST_ROTATION OFFSET FROM CROSSED JOINT L_WRIST_ROTATION CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-L_WRIST_ROTATION-DATA-P01,LOOP-L_WRIST_ROTATION-DATA,1,128.000,-10.000,299.979,OFFSET FROM L_WRIST_ROTATION CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-L_WRIST_ROTATION-DATA-P02,LOOP-L_WRIST_ROTATION-DATA,2,128.000,10.000,299.979,OFFSET FROM L_WRIST_ROTATION CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-L_GRIPPER-AT-L_SHOULDER_PITCH-PWR-P01,CROSS-L_GRIPPER-AT-L_SHOULDER_PITCH-PWR,1,106.800,-14.000,590.000,BRANCH L_GRIPPER OFFSET FROM CROSSED JOINT L_SHOULDER_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-L_GRIPPER-AT-L_SHOULDER_PITCH-PWR-P02,CROSS-L_GRIPPER-AT-L_SHOULDER_PITCH-PWR,2,106.800,14.000,590.000,BRANCH L_GRIPPER OFFSET FROM CROSSED JOINT L_SHOULDER_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-L_GRIPPER-AT-L_SHOULDER_ROLL-PWR-P01,CROSS-L_GRIPPER-AT-L_SHOULDER_ROLL-PWR,1,103.600,-14.000,590.000,BRANCH L_GRIPPER OFFSET FROM CROSSED JOINT L_SHOULDER_ROLL CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-L_GRIPPER-AT-L_SHOULDER_ROLL-PWR-P02,CROSS-L_GRIPPER-AT-L_SHOULDER_ROLL-PWR,2,103.600,14.000,590.000,BRANCH L_GRIPPER OFFSET FROM CROSSED JOINT L_SHOULDER_ROLL CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-L_GRIPPER-AT-L_ELBOW_PITCH-PWR-P01,CROSS-L_GRIPPER-AT-L_ELBOW_PITCH-PWR,1,138.400,-14.000,444.893,BRANCH L_GRIPPER OFFSET FROM CROSSED JOINT L_ELBOW_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-L_GRIPPER-AT-L_ELBOW_PITCH-PWR-P02,CROSS-L_GRIPPER-AT-L_ELBOW_PITCH-PWR,2,138.400,14.000,444.893,BRANCH L_GRIPPER OFFSET FROM CROSSED JOINT L_ELBOW_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-L_GRIPPER-AT-L_WRIST_ROTATION-PWR-P01,CROSS-L_GRIPPER-AT-L_WRIST_ROTATION-PWR,1,140.200,-14.000,299.979,BRANCH L_GRIPPER OFFSET FROM CROSSED JOINT L_WRIST_ROTATION CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-L_GRIPPER-AT-L_WRIST_ROTATION-PWR-P02,CROSS-L_GRIPPER-AT-L_WRIST_ROTATION-PWR,2,140.200,14.000,299.979,BRANCH L_GRIPPER OFFSET FROM CROSSED JOINT L_WRIST_ROTATION CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-L_GRIPPER-PWR-P01,LOOP-L_GRIPPER-PWR,1,137.000,-14.000,256.979,BRANCH L_GRIPPER OFFSET FROM CROSSED JOINT L_GRIPPER CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-L_GRIPPER-PWR-P02,LOOP-L_GRIPPER-PWR,2,137.000,14.000,256.979,BRANCH L_GRIPPER OFFSET FROM CROSSED JOINT L_GRIPPER CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-L_GRIPPER-DATA-P01,LOOP-L_GRIPPER-DATA,1,128.000,-10.000,256.979,OFFSET FROM L_GRIPPER CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-L_GRIPPER-DATA-P02,LOOP-L_GRIPPER-DATA,2,128.000,10.000,256.979,OFFSET FROM L_GRIPPER CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-R_WRIST_ROTATION-AT-R_SHOULDER_PITCH-PWR-P01,CROSS-R_WRIST_ROTATION-AT-R_SHOULDER_PITCH-PWR,1,-76.400,-14.000,590.000,BRANCH R_WRIST_ROTATION OFFSET FROM CROSSED JOINT R_SHOULDER_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-R_WRIST_ROTATION-AT-R_SHOULDER_PITCH-PWR-P02,CROSS-R_WRIST_ROTATION-AT-R_SHOULDER_PITCH-PWR,2,-76.400,14.000,590.000,BRANCH R_WRIST_ROTATION OFFSET FROM CROSSED JOINT R_SHOULDER_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-R_WRIST_ROTATION-AT-R_SHOULDER_ROLL-PWR-P01,CROSS-R_WRIST_ROTATION-AT-R_SHOULDER_ROLL-PWR,1,-79.600,-14.000,590.000,BRANCH R_WRIST_ROTATION OFFSET FROM CROSSED JOINT R_SHOULDER_ROLL CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-R_WRIST_ROTATION-AT-R_SHOULDER_ROLL-PWR-P02,CROSS-R_WRIST_ROTATION-AT-R_SHOULDER_ROLL-PWR,2,-79.600,14.000,590.000,BRANCH R_WRIST_ROTATION OFFSET FROM CROSSED JOINT R_SHOULDER_ROLL CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-R_WRIST_ROTATION-AT-R_ELBOW_PITCH-PWR-P01,CROSS-R_WRIST_ROTATION-AT-R_ELBOW_PITCH-PWR,1,-120.800,-14.000,444.893,BRANCH R_WRIST_ROTATION OFFSET FROM CROSSED JOINT R_ELBOW_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-R_WRIST_ROTATION-AT-R_ELBOW_PITCH-PWR-P02,CROSS-R_WRIST_ROTATION-AT-R_ELBOW_PITCH-PWR,2,-120.800,14.000,444.893,BRANCH R_WRIST_ROTATION OFFSET FROM CROSSED JOINT R_ELBOW_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-R_WRIST_ROTATION-PWR-P01,LOOP-R_WRIST_ROTATION-PWR,1,-129.000,-14.000,299.979,BRANCH R_WRIST_ROTATION OFFSET FROM CROSSED JOINT R_WRIST_ROTATION CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-R_WRIST_ROTATION-PWR-P02,LOOP-R_WRIST_ROTATION-PWR,2,-129.000,14.000,299.979,BRANCH R_WRIST_ROTATION OFFSET FROM CROSSED JOINT R_WRIST_ROTATION CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-R_WRIST_ROTATION-DATA-P01,LOOP-R_WRIST_ROTATION-DATA,1,-138.000,-10.000,299.979,OFFSET FROM R_WRIST_ROTATION CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-R_WRIST_ROTATION-DATA-P02,LOOP-R_WRIST_ROTATION-DATA,2,-138.000,10.000,299.979,OFFSET FROM R_WRIST_ROTATION CANDIDATE AXIS DATUM,SELECTION REQUIRED
