wire_number,sheet,reference,terminal,pin_name,net
W8015,08_right_arm_rs485.kicad_sch,AX_R_SHOULDER_ROLL,LOG-DN,RS-485 DATA-,RS-RARM_DN
W8016,08_right_arm_rs485.kicad_sch,AX_R_ELBOW_PITCH,LOG-PWR,BRANCH VDD,RS-RARM_VDD
W8017,08_right_arm_rs485.kicad_sch,AX_R_ELBOW_PITCH,LOG-RET,BRANCH RETURN,RS-RARM_RET
W8018,08_right_arm_rs485.kicad_sch,AX_R_ELBOW_PITCH,LOG-DP,RS-485 DATA+,RS-RARM_DP
W8019,08_right_arm_rs485.kicad_sch,AX_R_ELBOW_PITCH,LOG-DN,RS-485 DATA-,RS-RARM_DN
W9001,09_waist_rs485.kicad_sch,PORT_RS_WAIST,LOG-RET,DATA REFERENCE,RS-WAIST_RET
W9002,09_waist_rs485.kicad_sch,PORT_RS_WAIST,LOG-DP,DATA+,RS-WAIST_DP
W9003,09_waist_rs485.kicad_sch,PORT_RS_WAIST,LOG-DN,DATA-,RS-WAIST_DN
W9004,09_waist_rs485.kicad_sch,PBR_RS_WAIST,LOG-IN,INTERRUPTED SOURCE,ACT_14V8_SAFE
W9005,09_waist_rs485.kicad_sch,PBR_RS_WAIST,LOG-RET-IN,SOURCE RETURN,ACT_0V_CONTROLLED
W9006,09_waist_rs485.kicad_sch,PBR_RS_WAIST,LOG-OUT,PROTECTED VDD,RS-WAIST_VDD
W9007,09_waist_rs485.kicad_sch,PBR_RS_WAIST,LOG-RET-OUT,BRANCH RETURN,RS-WAIST_RET
W9008,09_waist_rs485.kicad_sch,AX_WAIST_YAW,LOG-PWR,BRANCH VDD,RS-WAIST_VDD
W9009,09_waist_rs485.kicad_sch,AX_WAIST_YAW,LOG-RET,BRANCH RETURN,RS-WAIST_RET
W9010,09_waist_rs485.kicad_sch,AX_WAIST_YAW,LOG-DP,RS-485 DATA+,RS-WAIST_DP
W9011,09_waist_rs485.kicad_sch,AX_WAIST_YAW,LOG-DN,RS-485 DATA-,RS-WAIST_DN
W10001,10_left_distal_ttl.kicad_sch,PORT_TTL_LDIST,LOG-RET,DATA REFERENCE,TTL-LDIST_RET
W10002,10_left_distal_ttl.kicad_sch,PORT_TTL_LDIST,LOG-DATA,HALF-DUPLEX DATA,TTL-LDIST_DATA
W10003,10_left_distal_ttl.kicad_sch,PBR_TTL_LDIST,LOG-IN,INTERRUPTED SOURCE,ACT_12V_SAFE
W10004,10_left_distal_ttl.kicad_sch,PBR_TTL_LDIST,LOG-RET-IN,SOURCE RETURN,ACT_0V_CONTROLLED
W10005,10_left_distal_ttl.kicad_sch,PBR_TTL_LDIST,LOG-OUT,PROTECTED VDD,TTL-LDIST_VDD
W10006,10_left_distal_ttl.kicad_sch,PBR_TTL_LDIST,LOG-RET-OUT,BRANCH RETURN,TTL-LDIST_RET
W10007,10_left_distal_ttl.kicad_sch,AX_L_WRIST_ROTATION,LOG-PWR,BRANCH VDD,TTL-LDIST_VDD
W10008,10_left_distal_ttl.kicad_sch,AX_L_WRIST_ROTATION,LOG-RET,BRANCH RETURN,TTL-LDIST_RET
W10009,10_left_distal_ttl.kicad_sch,AX_L_WRIST_ROTATION,LOG-DATA,TTL HALF-DUPLEX DATA,TTL-LDIST_DATA
W10010,10_left_distal_ttl.kicad_sch,AX_L_GRIPPER,LOG-PWR,BRANCH VDD,TTL-LDIST_VDD
W10011,10_left_distal_ttl.kicad_sch,AX_L_GRIPPER,LOG-RET,BRANCH RETURN,TTL-LDIST_RET
W10012,10_left_distal_ttl.kicad_sch,AX_L_GRIPPER,LOG-DATA,TTL HALF-DUPLEX DATA,TTL-LDIST_DATA
W11001,11_right_distal_ttl.kicad_sch,PORT_TTL_RDIST,LOG-RET,DATA REFERENCE,TTL-RDIST_RET
W11002,11_right_distal_ttl.kicad_sch,PORT_TTL_RDIST,LOG-DATA,HALF-DUPLEX DATA,TTL-RDIST_DATA
W11003,11_right_distal_ttl.kicad_sch,PBR_TTL_RDIST,LOG-IN,INTERRUPTED SOURCE,ACT_12V_SAFE
W11004,11_right_distal_ttl.kicad_sch,PBR_TTL_RDIST,LOG-RET-IN,SOURCE RETURN,ACT_0V_CONTROLLED
W11005,11_right_distal_ttl.kicad_sch,PBR_TTL_RDIST,LOG-OUT,PROTECTED VDD,TTL-RDIST_VDD
W11006,11_right_distal_ttl.kicad_sch,PBR_TTL_RDIST,LOG-RET-OUT,BRANCH RETURN,TTL-RDIST_RET
W11007,11_right_distal_ttl.kicad_sch,AX_R_WRIST_ROTATION,LOG-PWR,BRANCH VDD,TTL-RDIST_VDD
W11008,11_right_distal_ttl.kicad_sch,AX_R_WRIST_ROTATION,LOG-RET,BRANCH RETURN,TTL-RDIST_RET
W11009,11_right_distal_ttl.kicad_sch,AX_R_WRIST_ROTATION,LOG-DATA,TTL HALF-DUPLEX DATA,TTL-RDIST_DATA
W11010,11_right_distal_ttl.kicad_sch,AX_R_GRIPPER,LOG-PWR,BRANCH VDD,TTL-RDIST_VDD
W11011,11_right_distal_ttl.kicad_sch,AX_R_GRIPPER,LOG-RET,BRANCH RETURN,TTL-RDIST_RET
W11012,11_right_distal_ttl.kicad_sch,AX_R_GRIPPER,LOG-DATA,TTL HALF-DUPLEX DATA,TTL-RDIST_DATA
W12001,12_head_ttl_sensors_hmi.kicad_sch,PORT_TTL_HEAD,LOG-RET,DATA REFERENCE,TTL-HEAD_RET
W12002,12_head_ttl_sensors_hmi.kicad_sch,PORT_TTL_HEAD,LOG-DATA,HALF-DUPLEX DATA,TTL-HEAD_DATA
W12003,12_head_ttl_sensors_hmi.kicad_sch,PBR_TTL_HEAD,LOG-IN,INTERRUPTED SOURCE,ACT_12V_SAFE
W12004,12_head_ttl_sensors_hmi.kicad_sch,PBR_TTL_HEAD,LOG-RET-IN,SOURCE RETURN,ACT_0V_CONTROLLED
W12005,12_head_ttl_sensors_hmi.kicad_sch,PBR_TTL_HEAD,LOG-OUT,PROTECTED VDD,TTL-HEAD_VDD
W12006,12_head_ttl_sensors_hmi.kicad_sch,PBR_TTL_HEAD,LOG-RET-OUT,BRANCH RETURN,TTL-HEAD_RET
W12007,12_head_ttl_sensors_hmi.kicad_sch,AX_HEAD_PAN,LOG-PWR,BRANCH VDD,TTL-HEAD_VDD
W12008,12_head_ttl_sensors_hmi.kicad_sch,AX_HEAD_PAN,LOG-RET,BRANCH RETURN,TTL-HEAD_RET
W12009,12_head_ttl_sensors_hmi.kicad_sch,AX_HEAD_PAN,LOG-DATA,TTL HALF-DUPLEX DATA,TTL-HEAD_DATA
W12010,12_head_ttl_sensors_hmi.kicad_sch,AX_HEAD_TILT,LOG-PWR,BRANCH VDD,TTL-HEAD_VDD
W12011,12_head_ttl_sensors_hmi.kicad_sch,AX_HEAD_TILT,LOG-RET,BRANCH RETURN,TTL-HEAD_RET
W12012,12_head_ttl_sensors_hmi.kicad_sch,AX_HEAD_TILT,LOG-DATA,TTL HALF-DUPLEX DATA,TTL-HEAD_DATA
W12013,12_head_ttl_sensors_hmi.kicad_sch,CAM1,LOG-IPC,VISION IPC,HMI_SENSOR_IPC
W12014,12_head_ttl_sensors_hmi.kicad_sch,CAM2,LOG-IPC,VISION IPC,HMI_SENSOR_IPC
W12015,12_head_ttl_sensors_hmi.kicad_sch,HMI1,LOG-IPC,HMI IPC,HMI_SENSOR_IPC
