pair_id,coordinate,q1_lo_deg,q1_hi_deg,q2_lo_deg,q2_hi_deg,center_distance_mm,motion_bound_mm,guaranteed_clearance_mm,distance_method,subdivision_depth,status
J2_MIN_REGION:BASE_FORE:COLUMN:FORE_DIST_H104_ADAPTER,J1+J2,-20.000000000,70.000000000,10.000000000,15.000000000,316.777032306,238.359968297,78.417064008,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J2_MIN_REGION:BASE_FORE:COLUMN:G1_H104,J1+J2,-20.000000000,70.000000000,10.000000000,15.000000000,327.622295461,265.203049404,62.419246057,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J2_MIN_REGION:BASE_FORE:SHOULDER_SUPPORT:J2_H101,J1+J2,-20.000000000,70.000000000,10.000000000,15.000000000,228.255773251,183.968601955,44.287171296,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J2_MIN_REGION:BASE_FORE:SHOULDER_SUPPORT:FORE_PROX_ADAPTER,J1+J2,-20.000000000,70.000000000,10.000000000,15.000000000,242.745301477,200.225042587,42.520258890,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J2_MIN_REGION:BASE_FORE:SHOULDER_SUPPORT:FORE_MEMBER,J1+J2,-20.000000000,70.000000000,10.000000000,15.000000000,261.689255940,230.815676756,30.873579184,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J2_MIN_REGION:BASE_FORE:SHOULDER_SUPPORT:FORE_DIST_H104_ADAPTER,J1+J2,-20.000000000,70.000000000,10.000000000,15.000000000,307.615855626,238.359968297,69.255887329,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J2_MIN_REGION:BASE_FORE:SHOULDER_SUPPORT:G1_H104,J1+J2,-20.000000000,70.000000000,10.000000000,15.000000000,318.387762081,265.203049404,53.184712677,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J2_MIN_REGION:BASE_FORE:J1_BODY:J2_H101,J1+J2,-20.000000000,25.000000000,10.000000000,15.000000000,183.150649931,94.551562653,88.599087278,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
J2_MIN_REGION:BASE_FORE:J1_BODY:J2_H101,J1+J2,25.000000000,70.000000000,10.000000000,15.000000000,166.655736256,94.551562653,72.104173603,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
J2_MIN_REGION:BASE_FORE:J1_BODY:FORE_PROX_ADAPTER,J1+J2,-20.000000000,70.000000000,10.000000000,15.000000000,210.472794150,200.225042587,10.247751563,EXACT_BREP_DISTANCE,0,CERTIFIED_NOMINAL_MODEL_SPACE
J2_MIN_REGION:BASE_FORE:J1_BODY:FORE_MEMBER,J1+J2,-20.000000000,25.000000000,10.000000000,15.000000000,223.540906316,119.672493996,103.868412320,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
J2_MIN_REGION:BASE_FORE:J1_BODY:FORE_MEMBER,J1+J2,25.000000000,70.000000000,10.000000000,15.000000000,202.849132358,119.672493996,83.176638362,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
J2_MIN_REGION:BASE_FORE:J1_BODY:FORE_DIST_H104_ADAPTER,J1+J2,-20.000000000,70.000000000,10.000000000,15.000000000,254.627538721,238.359968297,16.267570423,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J2_MIN_REGION:BASE_FORE:J1_BODY:G1_H104,J1+J2,-20.000000000,70.000000000,10.000000000,15.000000000,281.214583279,265.203049404,16.011533875,EXACT_BREP_DISTANCE,0,CERTIFIED_NOMINAL_MODEL_SPACE
J2_MIN_REGION:BASE_FORE:J1_S102:J2_H101,J1+J2,-20.000000000,70.000000000,10.000000000,15.000000000,220.365094873,183.968601955,36.396492918,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J2_MIN_REGION:BASE_FORE:J1_S102:FORE_PROX_ADAPTER,J1+J2,-20.000000000,70.000000000,10.000000000,15.000000000,236.176447473,200.225042587,35.951404886,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J2_MIN_REGION:BASE_FORE:J1_S102:FORE_MEMBER,J1+J2,-20.000000000,70.000000000,10.000000000,15.000000000,255.218053370,230.815676756,24.402376614,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J2_MIN_REGION:BASE_FORE:J1_S102:FORE_DIST_H104_ADAPTER,J1+J2,-20.000000000,70.000000000,10.000000000,15.000000000,302.789915188,238.359968297,64.429946891,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J2_MIN_REGION:BASE_FORE:J1_S102:G1_H104,J1+J2,-20.000000000,70.000000000,10.000000000,15.000000000,312.720177202,265.203049404,47.517127798,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
