part_id,module,role,bbox_mm,volume_mm3,candidate_mass_kg,material_candidate,process_candidate,service_state,step_path,step_bytes,step_sha256,svg_path,svg_bytes,svg_sha256,dxf_path,dxf_bytes,dxf_sha256,largest_planar_profile_area_mm2,largest_planar_profile_wire_count,stl_path,stl_bytes,stl_sha256,release_state,warning
T01_TORSO_RAIL_R,T01,primary frame rail,18.000 x 18.000 x 145.986 mm,14036.863383,0.037899531,6061-T6/T651 1.5 MM WALL HOLLOW EXTRUSION CANDIDATE,"cut/drill fixture; local inserts, buckling, joint-load and exact section proof required",FIXED FRAME,parts/T01/T01_TORSO_RAIL_R/T01_TORSO_RAIL_R.step,203115,13ab0e202ee763345e5387185477c462f39735996b018571190196887a23282b,parts/T01/T01_TORSO_RAIL_R/T01_TORSO_RAIL_R.svg,28309,c5ccb14a36497a1d9f4cd1e78432bdd45e57db48e697f422e3cc4687a9f9eb74,,,,,,,,,INDIVIDUAL P0.1 CANDIDATE FILE - DRAWING/GD&T/MATERIAL/PROCESS/DFM/FAI/PHYSICAL VALIDATION OPEN,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
A01_FOREARM_LINK_REAR,A01,forearm link plate,8.498 x 26.000 x 145.034 mm,8617.000000,0.023265900,6061-T651 3.5 MM SLOTTED PLATE CANDIDATE,"2.5D CNC candidate; payload, impact, fatigue and joint-interface proof open",FIXED FRAME,parts/A01/A01_FOREARM_LINK_REAR/A01_FOREARM_LINK_REAR.step,32032,f6631e18fe1e84cda061368c5598195bf7a200f0a4568d9a929ad8205a2a96bf,parts/A01/A01_FOREARM_LINK_REAR/A01_FOREARM_LINK_REAR.svg,2105,b8f56b7a849db06b9d99dc77bc385bedd99ef31f243550046da40a892f52e65f,parts/A01/A01_FOREARM_LINK_REAR/A01_FOREARM_LINK_REAR_largest-face-profile.dxf,20048,570b3f5fde3dd89a0c40b29f3061be1f02f5838fb14f546f823b2bc697cebabd,2462.000000,2,,,,INDIVIDUAL P0.1 CANDIDATE FILE - DRAWING/GD&T/MATERIAL/PROCESS/DFM/FAI/PHYSICAL VALIDATION OPEN,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L01_SHIN_FRONT_COVER,L01,removable cover,60.001 x 0.801 x 132.001 mm,6321.141075,0.007585369,0.8 MM POLYCARBONATE/PA12 PANEL COUPON SELECTION REQUIRED,"thermoformed sheet or SLS candidate; ribs, trim fixture and process qualification required",TOOL-REMOVABLE CANDIDATE,parts/L01/L01_SHIN_FRONT_COVER/L01_SHIN_FRONT_COVER.step,60972,634128d9ab9ba6c303bb8ed9d7689580739fa1b9d5ce0a9e9829addff8feb890,parts/L01/L01_SHIN_FRONT_COVER/L01_SHIN_FRONT_COVER.svg,10896,209acce1a2ce99b4a9c39141611f202c30d763e0b6eec5e01694977efa1e9601,,,,,,parts/L01/L01_SHIN_FRONT_COVER/L01_SHIN_FRONT_COVER.stl,213084,12242139c0f9529f5cc2c8326c4bde020a7eb62f9ff7e1e078f13a642949cd70,INDIVIDUAL P0.1 CANDIDATE FILE - DRAWING/GD&T/MATERIAL/PROCESS/DFM/FAI/PHYSICAL VALIDATION OPEN,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L01_SHIN_REAR_COVER,L01,removable cover,60.001 x 0.801 x 132.001 mm,6321.141075,0.007585369,0.8 MM POLYCARBONATE/PA12 PANEL COUPON SELECTION REQUIRED,"thermoformed sheet or SLS candidate; ribs, trim fixture and process qualification required",TOOL-REMOVABLE CANDIDATE,parts/L01/L01_SHIN_REAR_COVER/L01_SHIN_REAR_COVER.step,60874,5ff4134e84ce7245bbf057ef27470781556736edb52026b0d3b17bac071aa438,parts/L01/L01_SHIN_REAR_COVER/L01_SHIN_REAR_COVER.svg,10863,4d97c0eb2d91714c084a2b9661cc650d1ecd116e69835c6ee4ba7b423901e4a0,,,,,,parts/L01/L01_SHIN_REAR_COVER/L01_SHIN_REAR_COVER.stl,213084,72af9dc3efb4583bb0a2c1dc21273ba96824678da6ed3b19c6456585c74d1a9e,INDIVIDUAL P0.1 CANDIDATE FILE - DRAWING/GD&T/MATERIAL/PROCESS/DFM/FAI/PHYSICAL VALIDATION OPEN,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L01_THIGH_FRONT_COVER,L01,removable cover,66.001 x 0.801 x 138.001 mm,7270.613995,0.008724737,0.8 MM POLYCARBONATE/PA12 PANEL COUPON SELECTION REQUIRED,"thermoformed sheet or SLS candidate; ribs, trim fixture and process qualification required",TOOL-REMOVABLE CANDIDATE,parts/L01/L01_THIGH_FRONT_COVER/L01_THIGH_FRONT_COVER.step,60995,75e3ceb3faab3adec7c0961e37f9cee2e658126dc8884460c2e3b9cb909da1fd,parts/L01/L01_THIGH_FRONT_COVER/L01_THIGH_FRONT_COVER.svg,10782,caf4f443ddac963cfeb6719786f5574ea960a979e01f326eba8bfe7e3c0d18aa,,,,,,parts/L01/L01_THIGH_FRONT_COVER/L01_THIGH_FRONT_COVER.stl,213084,e9eda1c442a0c75748b738899f6edcd6d918dc1eb4630d0d565978f825143e98,INDIVIDUAL P0.1 CANDIDATE FILE - DRAWING/GD&T/MATERIAL/PROCESS/DFM/FAI/PHYSICAL VALIDATION OPEN,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L01_THIGH_REAR_COVER,L01,removable cover,66.001 x 0.801 x 138.001 mm,7270.613995,0.008724737,0.8 MM POLYCARBONATE/PA12 PANEL COUPON SELECTION REQUIRED,"thermoformed sheet or SLS candidate; ribs, trim fixture and process qualification required",TOOL-REMOVABLE CANDIDATE,parts/L01/L01_THIGH_REAR_COVER/L01_THIGH_REAR_COVER.step,60897,2aa5494ea3ebdd63011b31c4b3cbae8acaf24edec5677b2a23c33de602c073ae,parts/L01/L01_THIGH_REAR_COVER/L01_THIGH_REAR_COVER.svg,10885,d155964991d7e82e7a21605912578137d82b4736f9af25397bc21e3cecf8f53d,,,,,,parts/L01/L01_THIGH_REAR_COVER/L01_THIGH_REAR_COVER.stl,213084,87a0e08ea3f0dcda8810c93ea668f95fcd26c68ed0df40c0a20c5f69dfdddc81,INDIVIDUAL P0.1 CANDIDATE FILE - DRAWING/GD&T/MATERIAL/PROCESS/DFM/FAI/PHYSICAL VALIDATION OPEN,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
F01_TOP_COVER,F01,removable cover,82.001 x 118.001 x 0.801 mm,7725.323022,0.009270388,0.8 MM POLYCARBONATE/PA12 PANEL COUPON SELECTION REQUIRED,"thermoformed sheet or SLS candidate; ribs, trim fixture and process qualification required",TOOL-REMOVABLE CANDIDATE,parts/F01/F01_TOP_COVER/F01_TOP_COVER.step,60766,e63a9a4784c65056bbffca89b82d6f57715c1fcbf5c0cb0f1b76ddad24c94778,parts/F01/F01_TOP_COVER/F01_TOP_COVER.svg,10818,e3909d920c1b55b550897ef4f932261eb3d8140ce773a2af9785f544803863d7,,,,,,parts/F01/F01_TOP_COVER/F01_TOP_COVER.stl,213084,0ce91db9da4ff911c204fb1832d21a9fe38b4834bc5ad602b19c6afa6a0385a2,INDIVIDUAL P0.1 CANDIDATE FILE - DRAWING/GD&T/MATERIAL/PROCESS/DFM/FAI/PHYSICAL VALIDATION OPEN,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
A01_UPPER_ARM_FRONT_COVER,A01,removable cover,38.774 x 46.000 x 145.310 mm,5520.000000,0.006624000,0.8 MM POLYCARBONATE/PA12 PANEL COUPON SELECTION REQUIRED,"thermoformed sheet or SLS candidate; ribs, trim fixture and process qualification required",TOOL-REMOVABLE CANDIDATE,parts/A01/A01_UPPER_ARM_FRONT_COVER/A01_UPPER_ARM_FRONT_COVER.step,16469,941b37228871aedc048b4bcc78e7fd6e5097b95b00159d57e4bac9f80111fff1,parts/A01/A01_UPPER_ARM_FRONT_COVER/A01_UPPER_ARM_FRONT_COVER.svg,1419,2436e4b1d27e041a170368dfcb08c20da831d45626706560ed96302052a2ba10,,,,,,parts/A01/A01_UPPER_ARM_FRONT_COVER/A01_UPPER_ARM_FRONT_COVER.stl,684,b07fc06444b2d99b01a479834093ebc0c75fdedcdbd951193ca9cd78a85ad3aa,INDIVIDUAL P0.1 CANDIDATE FILE - DRAWING/GD&T/MATERIAL/PROCESS/DFM/FAI/PHYSICAL VALIDATION OPEN,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
A01_UPPER_ARM_REAR_COVER,A01,removable cover,38.774 x 46.000 x 145.310 mm,5520.000000,0.006624000,0.8 MM POLYCARBONATE/PA12 PANEL COUPON SELECTION REQUIRED,"thermoformed sheet or SLS candidate; ribs, trim fixture and process qualification required",TOOL-REMOVABLE CANDIDATE,parts/A01/A01_UPPER_ARM_REAR_COVER/A01_UPPER_ARM_REAR_COVER.step,16435,4c1f0f0e3c868836904a67b1fb4e776a5a240c84b45260a78cfae4f1add42394,parts/A01/A01_UPPER_ARM_REAR_COVER/A01_UPPER_ARM_REAR_COVER.svg,1421,81795db1bb44a8ef5668a0f7fe7b2770060da0fe3979b55f70cab8b092557560,,,,,,parts/A01/A01_UPPER_ARM_REAR_COVER/A01_UPPER_ARM_REAR_COVER.stl,684,8090fa2b3c0cf698a9982252c9c5cf3e5af7e9eaa8264bd8e0e581badb652c18,INDIVIDUAL P0.1 CANDIDATE FILE - DRAWING/GD&T/MATERIAL/PROCESS/DFM/FAI/PHYSICAL VALIDATION OPEN,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
A01_FOREARM_FRONT_COVER,A01,removable cover,5.800 x 44.000 x 144.941 mm,5104.000000,0.006124800,0.8 MM POLYCARBONATE/PA12 PANEL COUPON SELECTION REQUIRED,"thermoformed sheet or SLS candidate; ribs, trim fixture and process qualification required",TOOL-REMOVABLE CANDIDATE,parts/A01/A01_FOREARM_FRONT_COVER/A01_FOREARM_FRONT_COVER.step,16533,fde7f01206ba4a0268095d1404556af15dcbaf57b35b295f01ef71cc4b28e7b9,parts/A01/A01_FOREARM_FRONT_COVER/A01_FOREARM_FRONT_COVER.svg,1417,8d30202f72bbb06aa71079fc7b44990a4a82634ce367f95d3e1acb906a79dfeb,,,,,,parts/A01/A01_FOREARM_FRONT_COVER/A01_FOREARM_FRONT_COVER.stl,684,613e341a9229eb93ee7125c7186936a3e4192efaecaad6eea173a5066cc96ed7,INDIVIDUAL P0.1 CANDIDATE FILE - DRAWING/GD&T/MATERIAL/PROCESS/DFM/FAI/PHYSICAL VALIDATION OPEN,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
A01_FOREARM_REAR_COVER,A01,removable cover,5.800 x 44.000 x 144.941 mm,5104.000000,0.006124800,0.8 MM POLYCARBONATE/PA12 PANEL COUPON SELECTION REQUIRED,"thermoformed sheet or SLS candidate; ribs, trim fixture and process qualification required",TOOL-REMOVABLE CANDIDATE,parts/A01/A01_FOREARM_REAR_COVER/A01_FOREARM_REAR_COVER.step,16499,979742badc866596a025bfde492380a0818496176c7091ace5b62fe0f70e3b99,parts/A01/A01_FOREARM_REAR_COVER/A01_FOREARM_REAR_COVER.svg,1418,98d42bd2f89653a61cf8aa312b9b8d793a005095faae3d1b268c07fb1d014978,,,,,,parts/A01/A01_FOREARM_REAR_COVER/A01_FOREARM_REAR_COVER.stl,684,68460b6213115772b7887319aa532007781ae063f3eeacd02af381e4b7a13f42,INDIVIDUAL P0.1 CANDIDATE FILE - DRAWING/GD&T/MATERIAL/PROCESS/DFM/FAI/PHYSICAL VALIDATION OPEN,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G01_PALM_FRONT_PLATE,G01,windowed palm frame plate,50.000 x 3.000 x 36.000 mm,3768.025546,0.004521631,PA-CF or 6061-T6 candidate,2.5D CNC or qualified polymer process candidate; exact route and inserts open,SERVICEABLE GRIPPER MECHANISM CANDIDATE,parts/G01/G01_PALM_FRONT_PLATE/G01_PALM_FRONT_PLATE.step,145359,706d35301723c09b03927789a67678e191695a77b97496edbcd426a37a4b6537,parts/G01/G01_PALM_FRONT_PLATE/G01_PALM_FRONT_PLATE.svg,36847,281581eabf15bd4fe37823328963ac0749719a3f2fdd40e3b63419947cd4340d,parts/G01/G01_PALM_FRONT_PLATE/G01_PALM_FRONT_PLATE_largest-face-profile.dxf,20766,8160855d5dedfdf73884a6389d800644ad1c310377f453366906f2439dfb5566,1096.119561,2,,,,INDIVIDUAL P0.1 CANDIDATE FILE - DRAWING/GD&T/MATERIAL/PROCESS/DFM/FAI/PHYSICAL VALIDATION OPEN,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G01_PALM_REAR_PLATE,G01,windowed palm frame plate,50.000 x 3.000 x 36.000 mm,3768.025546,0.004521631,PA-CF or 6061-T6 candidate,2.5D CNC or qualified polymer process candidate; exact route and inserts open,SERVICEABLE GRIPPER MECHANISM CANDIDATE,parts/G01/G01_PALM_REAR_PLATE/G01_PALM_REAR_PLATE.step,145149,16071dc0d965c5681793537ff2aa5254effaf00220a6a6d14d27b8c9a6cd4638,parts/G01/G01_PALM_REAR_PLATE/G01_PALM_REAR_PLATE.svg,37475,7ff189649eaa34a30e84b1670345312d4112b36b56876b39510aa38b1112849f,parts/G01/G01_PALM_REAR_PLATE/G01_PALM_REAR_PLATE_largest-face-profile.dxf,20766,a0fe8928aa051465702c4e8ca959aad448a70b4319a36da7ebc11303f3dd1672,1096.119561,2,,,,INDIVIDUAL P0.1 CANDIDATE FILE - DRAWING/GD&T/MATERIAL/PROCESS/DFM/FAI/PHYSICAL VALIDATION OPEN,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G01_PALM_TOP_BRIDGE,G01,palm frame bridge,46.000 x 50.000 x 4.000 mm,8883.520861,0.010660225,PA-CF or 6061-T6 candidate,2.5D CNC or qualified polymer process candidate; exact route and inserts open,SERVICEABLE GRIPPER MECHANISM CANDIDATE,parts/G01/G01_PALM_TOP_BRIDGE/G01_PALM_TOP_BRIDGE.step,62205,f6a783adbb72f1926a78a2c9b55a644089a17cfe8684120ba6bded32f3a57158,parts/G01/G01_PALM_TOP_BRIDGE/G01_PALM_TOP_BRIDGE.svg,22937,26f773b43b0f87fff4bee32126dfacc248989d8598db30987f4b0652a5afb01a,parts/G01/G01_PALM_TOP_BRIDGE/G01_PALM_TOP_BRIDGE_largest-face-profile.dxf,19197,eccb2a4cf3386be7ef48134ee7d8df4e9a660c7af3f91ddde77ad0321c29622e,1940.810000,1,,,,INDIVIDUAL P0.1 CANDIDATE FILE - DRAWING/GD&T/MATERIAL/PROCESS/DFM/FAI/PHYSICAL VALIDATION OPEN,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G01_PALM_BOTTOM_BRIDGE,G01,palm frame bridge,46.000 x 50.000 x 4.000 mm,8883.520861,0.010660225,PA-CF or 6061-T6 candidate,2.5D CNC or qualified polymer process candidate; exact route and inserts open,SERVICEABLE GRIPPER MECHANISM CANDIDATE,parts/G01/G01_PALM_BOTTOM_BRIDGE/G01_PALM_BOTTOM_BRIDGE.step,62205,552e5f181793dd269c2c1bd3c62a6c56882bd96ba7832bc2a5dd5d6ffb27399b,parts/G01/G01_PALM_BOTTOM_BRIDGE/G01_PALM_BOTTOM_BRIDGE.svg,22958,f88ab30aa716f06c1d1fe656db46a450c1d43d26b7fd1dafd0106bf1d723e214,parts/G01/G01_PALM_BOTTOM_BRIDGE/G01_PALM_BOTTOM_BRIDGE_largest-face-profile.dxf,19197,ba3a1d7a132a16aac8e333b130dc0e2a67da2a12653cfa7038ffd5f3da0bfa86,1940.810000,1,,,,INDIVIDUAL P0.1 CANDIDATE FILE - DRAWING/GD&T/MATERIAL/PROCESS/DFM/FAI/PHYSICAL VALIDATION OPEN,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G01_WRIST_MOUNT_PLATE,G01,wrist interface plate,38.000 x 36.000 x 3.000 mm,3760.613461,0.010153656,6061-T6 candidate,2.5D CNC or qualified polymer process candidate; exact route and inserts open,SERVICEABLE GRIPPER MECHANISM CANDIDATE,parts/G01/G01_WRIST_MOUNT_PLATE/G01_WRIST_MOUNT_PLATE.step,81629,faef0b406b448c90467cd573dc68976d57e0b24784fcb6ef45ff66bbbc29d370,parts/G01/G01_WRIST_MOUNT_PLATE/G01_WRIST_MOUNT_PLATE.svg,45761,de8ee2d1d1be03c74ba84ffde89372d5c6961543802fec1d36bebea279e603a8,parts/G01/G01_WRIST_MOUNT_PLATE/G01_WRIST_MOUNT_PLATE_largest-face-profile.dxf,19794,d79eb7721743bd6538c1bc28bc1154b32fcfbfb9c193a0ec52837b64272b7973,1092.310117,6,,,,INDIVIDUAL P0.1 CANDIDATE FILE - DRAWING/GD&T/MATERIAL/PROCESS/DFM/FAI/PHYSICAL VALIDATION OPEN,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G01_GUIDE_ROD_FRONT,G01,linear guide rod,64.000 x 4.000 x 4.000 mm,804.247719,0.006313345,hardened stainless 4 mm rod candidate,precision cut/finish from 4 mm rod; straightness and end retention open,SERVICEABLE GRIPPER MECHANISM CANDIDATE,parts/G01/G01_GUIDE_ROD_FRONT/G01_GUIDE_ROD_FRONT.step,5725,36e35c0d4892fdbdad0c8b45e80ba922b0a245d50fb13d0000eabfd4ef9cad10,parts/G01/G01_GUIDE_ROD_FRONT/G01_GUIDE_ROD_FRONT.svg,9247,9750a6e859c12fe756b3b986c3a9a95f939ea033b0cc383de484474a9d9eec7b,,,,,,,,,INDIVIDUAL P0.1 CANDIDATE FILE - DRAWING/GD&T/MATERIAL/PROCESS/DFM/FAI/PHYSICAL VALIDATION OPEN,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G01_GUIDE_ROD_REAR,G01,linear guide rod,64.000 x 4.000 x 4.000 mm,804.247719,0.006313345,hardened stainless 4 mm rod candidate,precision cut/finish from 4 mm rod; straightness and end retention open,SERVICEABLE GRIPPER MECHANISM CANDIDATE,parts/G01/G01_GUIDE_ROD_REAR/G01_GUIDE_ROD_REAR.step,5717,8961b3edb90c46f221ff90c96dfd93eb8daa3e77793f49eb00ff41176690c58c,parts/G01/G01_GUIDE_ROD_REAR/G01_GUIDE_ROD_REAR.svg,9237,46f3d0eb759ce6b2877c707656e1214ed58b2a2d5de3b0bbd84621aa4d919552,,,,,,,,,INDIVIDUAL P0.1 CANDIDATE FILE - DRAWING/GD&T/MATERIAL/PROCESS/DFM/FAI/PHYSICAL VALIDATION OPEN,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G01_PINION,G01,twenty-tooth symmetric-drive pinion,10.996 x 6.000 x 10.996 mm,406.082692,0.000568516,POM or aluminum module-0.5 candidate,precision gear machining or qualified molded candidate; tooth inspection and wear proof open,SERVICEABLE GRIPPER MECHANISM CANDIDATE,parts/G01/G01_PINION/G01_PINION.step,2070034,d59a4d9834ac625da21045001799394b1c0c2cf5d01b16da1ef59836bba1d710,parts/G01/G01_PINION/G01_PINION.svg,96958,e2a0c067df986c6c408da5b2202d16607b0678e6b0574a46fb3f3702de1039b0,,,,,,,,,INDIVIDUAL P0.1 CANDIDATE FILE - DRAWING/GD&T/MATERIAL/PROCESS/DFM/FAI/PHYSICAL VALIDATION OPEN,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G01_RACK_POSITIVE,G01,positive-jaw rack,32.952 x 6.000 x 3.250 mm,515.947367,0.000722326,POM module-0.5 candidate,precision gear machining or qualified molded candidate; tooth inspection and wear proof open,SERVICEABLE GRIPPER MECHANISM CANDIDATE,parts/G01/G01_RACK_POSITIVE/G01_RACK_POSITIVE.step,584738,896566d14887439d6842bd932f98f9e5b77e5c7ae25578287b4f56669cce81a1,parts/G01/G01_RACK_POSITIVE/G01_RACK_POSITIVE.svg,26700,fa792792800c2cd93e7559fef81717c372f128b7bc17f4a9ad88430540e5c6aa,,,,,,,,,INDIVIDUAL P0.1 CANDIDATE FILE - DRAWING/GD&T/MATERIAL/PROCESS/DFM/FAI/PHYSICAL VALIDATION OPEN,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G01_RACK_NEGATIVE,G01,negative-jaw rack,32.952 x 6.000 x 3.250 mm,515.947367,0.000722326,POM module-0.5 candidate,precision gear machining or qualified molded candidate; tooth inspection and wear proof open,SERVICEABLE GRIPPER MECHANISM CANDIDATE,parts/G01/G01_RACK_NEGATIVE/G01_RACK_NEGATIVE.step,584646,887811b6562f92c9fdae2f2635b5db3a29cd7723deb0abe29ac057f9fca652d9,parts/G01/G01_RACK_NEGATIVE/G01_RACK_NEGATIVE.svg,32388,7e13f6b998d911831fe58d609dd65efb44a4de99fe58657e5d77b43e5d4f68c4,,,,,,,,,INDIVIDUAL P0.1 CANDIDATE FILE - DRAWING/GD&T/MATERIAL/PROCESS/DFM/FAI/PHYSICAL VALIDATION OPEN,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G01_FINGER_POSITIVE,G01,broad sliding finger and carrier,14.000 x 36.000 x 52.000 mm,20319.194164,0.024383033,PA-CF or acetal candidate,"SLS/FDM or 3-axis machining candidate; orientation, clearance and proof open",SERVICEABLE GRIPPER MECHANISM CANDIDATE,parts/G01/G01_FINGER_POSITIVE/G01_FINGER_POSITIVE.step,266777,0335bdbe4b258cb856f218934adc67b223be8db474a340f4dbd0f2650267f28a,parts/G01/G01_FINGER_POSITIVE/G01_FINGER_POSITIVE.svg,55357,63a97aff90a569b3345c33470448c137f9852b2667a3c73b51a40d9204df38e0,,,,,,,,,INDIVIDUAL P0.1 CANDIDATE FILE - DRAWING/GD&T/MATERIAL/PROCESS/DFM/FAI/PHYSICAL VALIDATION OPEN,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G01_FINGER_NEGATIVE,G01,broad sliding finger and carrier,14.000 x 36.000 x 52.000 mm,20319.194164,0.024383033,PA-CF or acetal candidate,"SLS/FDM or 3-axis machining candidate; orientation, clearance and proof open",SERVICEABLE GRIPPER MECHANISM CANDIDATE,parts/G01/G01_FINGER_NEGATIVE/G01_FINGER_NEGATIVE.step,266773,e68b0ab147bd36c5f998453ce06c3173f87c6473bc63942336503844ee331269,parts/G01/G01_FINGER_NEGATIVE/G01_FINGER_NEGATIVE.svg,54846,3b5a688f5db941d959b9b7e12b84557a671b0afaf97bff71aba61890c3b5e1f6,,,,,,,,,INDIVIDUAL P0.1 CANDIDATE FILE - DRAWING/GD&T/MATERIAL/PROCESS/DFM/FAI/PHYSICAL VALIDATION OPEN,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G01_PAD_POSITIVE,G01,replaceable compliant contact pad,3.000 x 30.000 x 30.000 mm,2624.439482,0.001312220,silicone or PORON coupon selection required,die-cut or molded compliant insert candidate; force-stroke and retention open,SERVICEABLE GRIPPER MECHANISM CANDIDATE,parts/G01/G01_PAD_POSITIVE/G01_PAD_POSITIVE.step,61859,d6a6c683072d80ff43213d425ba1d8cc1513febccf69619233cb1c01f22e6554,parts/G01/G01_PAD_POSITIVE/G01_PAD_POSITIVE.svg,17474,ec84384f422225c6e874d7e863d463ff53b1a385b728e56cff03f8b91ccd53d9,,,,,,,,,INDIVIDUAL P0.1 CANDIDATE FILE - DRAWING/GD&T/MATERIAL/PROCESS/DFM/FAI/PHYSICAL VALIDATION OPEN,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G01_PAD_NEGATIVE,G01,replaceable compliant contact pad,3.000 x 30.000 x 30.000 mm,2624.439482,0.001312220,silicone or PORON coupon selection required,die-cut or molded compliant insert candidate; force-stroke and retention open,SERVICEABLE GRIPPER MECHANISM CANDIDATE,parts/G01/G01_PAD_NEGATIVE/G01_PAD_NEGATIVE.step,61859,57288cd306643843dc31abaaa73e64d1de024911d8aaa187e2ecd5328eabafa2,parts/G01/G01_PAD_NEGATIVE/G01_PAD_NEGATIVE.svg,17436,5562ed5f1d0191c626cc7fed0095179a03401354b4d84aeb0acf205e6425940d,,,,,,,,,INDIVIDUAL P0.1 CANDIDATE FILE - DRAWING/GD&T/MATERIAL/PROCESS/DFM/FAI/PHYSICAL VALIDATION OPEN,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
