part_id,module,primary_process_candidate,secondary_operations,finish_candidate,fixture_or_print_orientation,dfm_status,fai_status,release_state,warning
L02_THIGH_FRONT_COVER,L02,FDM/SLS candidate; orientation and process qualification required,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L02_THIGH_REAR_COVER,L02,FDM/SLS candidate; orientation and process qualification required,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
F02_TOP_COVER,F02,FDM/SLS candidate; orientation and process qualification required,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
A02_UPPER_ARM_FRONT_COVER,A02,FDM/SLS candidate; orientation and process qualification required,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
A02_UPPER_ARM_REAR_COVER,A02,FDM/SLS candidate; orientation and process qualification required,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
A02_FOREARM_FRONT_COVER,A02,FDM/SLS candidate; orientation and process qualification required,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
A02_FOREARM_REAR_COVER,A02,FDM/SLS candidate; orientation and process qualification required,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G02_PALM_REAR_COVER,G02,FDM/SLS candidate; orientation and process qualification required,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
T01_TORSO_FRONT_COVER,T01,FDM/SLS candidate; orientation and process qualification required,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
T01_TORSO_REAR_COVER,T01,FDM/SLS candidate; orientation and process qualification required,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
P01_PELVIS_FRONT_COVER,P01,FDM/SLS candidate; orientation and process qualification required,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
P01_PELVIS_REAR_COVER,P01,FDM/SLS candidate; orientation and process qualification required,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
H01_HEAD_FRONT_BEZEL,H01,FDM/SLS candidate; orientation and process qualification required,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
H01_HEAD_REAR_COVER,H01,FDM/SLS candidate; orientation and process qualification required,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
