occ_face_tag_diagnostic_only,face_signature_sha256,geometry_type,bbox_mm_json,exact_occ_area_mm2,mapped_quadratic_facets,mesh_quadratic_area_mm2,absolute_area_error_mm2,relative_area_error,maximum_six_node_deviation_mm,maximum_q8_surface_deviation_mm,rms_q8_surface_deviation_mm,area_within_0p25_percent,surface_deviation_within_0p005_mm,warning
50,64c7b6ff2edf2fe60057d23e1cd11bcd23d22bfc3b7f1cae64fcb74b02807d74,Plane,"[-24.0000001,-1e-07,-8.0000001,-23.9999999,8.5250001,18.0000001]",221.65,263,221.64999999999998,2.842170943040401e-14,1.2822787922582453e-16,0.0,7.105427357601002e-15,3.2023728339893768e-15,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
51,c598c87e1cc84f1c7386ef97b9e31d76fdec882b14b3f754ea70f8a478b44b54,Cylinder,"[13.9999999,-2.0000001,14.9999999,32.0000001,1e-07,17.0000001]",56.548667765,530,56.54852602550055,0.00014173949944762398,2.50650466314525e-06,1.1102230246251565e-15,2.1852240099557613e-05,6.101902315366141e-06,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
52,4cbf4bcf13e61ee9588f4222fdc93585013b190508b7356a26e029e1526e02ec,Cylinder,"[11.9999999,-2.0000001,-18.0000001,14.0000001,1e-07,15.0000001]",100.916844798,1030,100.91674257395388,0.00010222404611681668,1.012953251971296e-06,3.2371648745736536e-08,0.0003111442045269905,1.4525277503918791e-05,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
53,4f32d157015f7959d6b460654c5ebb296af3a90ee6cd3576b23cbeb9d725ff61,Cylinder,"[13.3999999,-15.8750001,5.3999999,18.6000001,1e-07,10.6000001]",259.164425427,1217,259.16352724562216,0.0008981813778632386,3.4656815895290895e-06,1.4320784923839081e-08,5.073037903821058e-05,1.1349020861397476e-05,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
54,cdc7e0d8caebea97550e3f5b1a16b56e8ef9896a52cb6b441a09f359ef5d5e68,Cylinder,"[13.3999999,-15.8750001,-10.6000001,18.6000001,1e-07,-5.3999999]",259.164425427,1217,259.16353198057425,0.0008934464257777108,3.447411519947871e-06,1.432079448433497e-08,5.069763843297208e-05,1.1292419475630564e-05,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
55,30d355d838197c0a7ceb39cc7e865d3e0e8eb47f42aed419023ed71cb6b1563b,Cylinder,"[13.9999999,-2.0000001,-20.0000001,52.0000001,1e-07,-17.9999999]",119.380520836,1138,119.38024815415704,0.0002726818429579225,2.2841401683321647e-06,1.1102230246251565e-15,1.8663114427902352e-05,5.602856583470249e-06,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
56,b09b3d5d2b4bb19b31f9f1aecadc6f6fde3d1f9629aa5621b57fe46ed5e04df2,Cylinder,"[51.9999999,-2.0000001,-18.0000001,54.0000001,1e-07,20.0000001]",119.380520836,1138,119.38024815408784,0.000272681912164785,2.2841407480487043e-06,1.7763568394002505e-15,1.8663114431471505e-05,5.60285759648888e-06,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
57,3844a5115018395ccdb54c9b8f4ecece4addbb0ea7b7067ccbf07f7332603d6a,Cylinder,"[35.9999999,-2.0000001,19.9999999,52.0000001,1e-07,22.0000001]",50.265482457,130,50.25458047058521,0.01090198641478679,0.00021688812843113523,1.1102230246251565e-15,0.002273672490152764,0.0003492362758568718,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
58,8d2ec2e577b2c46afe12d4214d7db6e6483132fb36a16f03623417a573d3795e,Cylinder,"[33.9999999,-2.0000001,18.9999999,36.0000001,1e-07,20.0000001]",3.141592654,44,3.1415879338391193,4.720160880822277e-06,1.5024738725475379e-06,1.7763568394002505e-15,9.660945829919598e-06,3.892144530224745e-06,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
59,bd1dbd8502bac470eddf5b21d6fc6bc0206d4bdde92299afab29d6c55fc03336,Torus,"[31.9999999,-2.0000001,13.133434174,37.866565826,1e-07,19.0000001]",13.456023495,165,13.455993368201833,3.0126798167273705e-05,2.2389079640406575e-06,7.191640501203643e-15,0.00030457744056222824,8.00852726720488e-05,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
60,609f7788dcae9963808fc14ff7b1bc78e993c525ac9cfebf9ab08c5a95094f0c,Cone,"[-5.6500001,-1e-07,4.3499999,5.6500001,2.9000001,15.6500001]",108.228628374,143,108.2126308668312,0.015997507168791003,0.00014781215847538284,1.8401471424778873e-12,0.00497577954136052,0.0007021249779701766,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
61,4ff08ed51416d7bf16a61f90a9fd1a3aa1030069900ee618a87e2a7db73b3e56,Cone,"[-5.6500001,-1e-07,-15.6500001,5.6500001,2.9000001,-4.3499999]",108.228628374,143,108.21263086683122,0.015997507168776792,0.00014781215847525154,1.8399594049130488e-12,0.00497577954136257,0.0007021249779701706,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
62,c38545cb4c6ad3f541eea0e885cb7025b62e74b6aa7a474d35ca045d60da2e55,Cylinder,"[-26.0000001,-1e-07,-10.0000001,-23.9999999,8.5250001,-7.9999999]",26.782077372,14,26.771949881413423,0.01012749058657647,0.0003781443256214513,1.7763568394002505e-15,0.0014430950006432022,0.0009183653946914062,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
63,1eb78019c6875d39a0a4aa42a3114d93fb9f59195494d3e12ed6eaf1f857e356,Plane,"[-32.0000001,-1e-07,-10.0000001,-25.9999999,8.5250001,-9.9999999]",51.15,20,51.15,0.0,0.0,0.0,3.552713678800501e-15,1.6011864169946884e-15,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
64,8c750a810fd00de4945e476198498a29c43d7a30e5b77713dade1ec37444fb60,Cylinder,"[-34.0000001,-1e-07,-10.0000001,-31.9999999,8.5250001,-7.9999999]",26.782077372,14,26.771949881413427,0.010127490586572918,0.00037814432562131866,1.7763568394002505e-15,0.0014430950006572775,0.0009183653946918039,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
65,bc4be50a7e2c5bb2d3bb858c27ca382369a8a0d21d8768215334a22769756420,Cylinder,"[-50.2000001,8.0049999,-19.2000001,-48.1999999,8.5250001,-17.1999999]",1.63362818,4,1.6330104526984774,0.0006177273015226525,0.0003781321288927891,0.0,0.0014239233471051603,0.0009183262183379665,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
66,6468a0bed38a76b822d365148bc30b7d05d69671a5ed69ae92b721eabea9f875,Plane,"[-50.2000001,8.0049999,-17.2000001,-50.1999999,8.5250001,19.2000001]",18.928,35,18.927999999999976,2.4868995751603507e-14,1.3138734019232622e-15,0.0,1.4210854715202004e-14,6.4047456679787536e-15,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
67,f1abfd12cb17bf0e032a83b59a3f284dd5890f01abe0517220a70aa52a7fbe59,Cylinder,"[-50.2000001,8.0049999,19.1999999,-48.1999999,8.5250001,21.2000001]",1.63362818,30,1.6336260110659129,2.168934087221075e-06,1.3276791584368206e-06,7.105427357601002e-15,6.702812256997576e-06,3.4112631874567848e-06,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
68,85567ea25de608b07c3f81a92a3b357fcb71f4c3349f46285667128edb90a88c,Plane,"[-48.2000001,8.0049999,21.1999999,-39.7999999,8.5250001,21.2000001]",4.368,19,4.367999999999998,2.6645352591003757e-15,6.100126508929432e-16,0.0,1.0658141036401503e-14,3.871479975306501e-15,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
69,29e96d38b33e1d12b8644be927a49a963454056e7a40940f851412afa967bb03,Cylinder,"[-39.8000001,8.0049999,19.1999999,-37.7999999,8.5250001,21.2000001]",1.63362818,4,1.6330104526984766,0.0006177273015235407,0.0003781321288933328,0.0,0.0014239233470942725,0.0009183262183377222,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
70,5251f50c8eac3c431a3e72113c16ed809174e2e67ffca90244fecb881b3888b5,Plane,"[-37.8000001,8.0049999,-17.2000001,-37.7999999,8.5250001,19.2000001]",18.928,26,18.927999999999976,2.4868995751603507e-14,1.3138734019232622e-15,0.0,1.4210854715202004e-14,5.329070518200751e-15,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
71,1b267e64e2101fc10acca6b9a81fa1610045e3e81f7f0e4440ff096ceb0729d0,Cylinder,"[-39.8000001,8.0049999,-19.2000001,-37.7999999,8.5250001,-17.1999999]",1.63362818,4,1.6330104526984757,0.0006177273015244289,0.00037813212889387647,0.0,0.0014239233470952066,0.0009183262183381771,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
72,7d57ecfc27663f73e2f755088c45bd6d819683c0ac391970588a39ec3aa95b05,Plane,"[-48.2000001,8.0049999,-19.2000001,-39.7999999,8.5250001,-19.1999999]",4.368,6,4.368,0.0,0.0,0.0,3.552713678800501e-15,2.945754565036118e-15,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
73,62d54de0ad798b6bc45e7e5552e19a39a17e4d7a589fc0a7a1107bed8711f646,Plane,"[23.9999999,-1e-07,-10.0000001,34.0000001,1e-07,15.535898485]",248.630293487,229,248.62540436980802,0.004889117191964942,1.9664205529406164e-05,4.440892098501e-16,4.883261438520536e-16,6.949405027831764e-17,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
74,37c1e53ee043ee3ca72a46fe5eae32b8bde2b05535d8352001e2c25ee4102e4d,Plane,"[37.7999999,8.0049999,-19.2000001,39.8000001,8.0050001,-17.1999999]",3.141592654,37,3.1415760827269614,1.657127303866801e-05,5.274800034170187e-06,0.0,3.552713678800501e-15,1.538370149106851e-15,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
75,718038538e4c8c434eb21ae3b2248a286a15cfea2b3bee34b950ab4c498c7e33,Plane,"[37.7999999,8.0049999,-17.2000001,39.8000001,8.0050001,19.2000001]",66.516814693,684,66.51684783455778,3.314155777900396e-05,4.982433078307291e-07,0.0,3.552713678800501e-15,1.538370149106851e-15,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
76,5fbdbb813ee3e762ea2054e801cab2af730f705c824117237be33f2ad516af62,Plane,"[37.7999999,8.0049999,19.1999999,39.8000001,8.0050001,21.2000001]",3.141592654,37,3.1415760827098644,1.65712901356585e-05,5.274805476311284e-06,0.0,3.552713678800501e-15,1.538370149106851e-15,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
77,104a3234faf90162e87ac2ccdd6ef267a7825df25552e9106121f624529bcc4e,Plane,"[39.7999999,8.0049999,19.1999999,48.2000001,8.0050001,21.2000001]",10.516814693,118,10.516847834556488,3.314155648759254e-05,3.151292235818473e-06,0.0,3.552713678800501e-15,1.538370149106851e-15,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
78,726dcea241c9f280ed41601d6bfa422cb4c8f7b6a79ca8d583b2fecc1f059352,Plane,"[48.1999999,8.0049999,19.1999999,50.2000001,8.0050001,21.2000001]",3.141592654,37,3.1415760827273402,1.6571272659859915e-05,5.274799913591826e-06,0.0,3.552713678800501e-15,1.538370149106851e-15,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
79,9330057d5a50c88111d8b946d24aacb11cbfb31db74b95c26db9557176ab27a6,Plane,"[48.1999999,8.0049999,-17.2000001,50.2000001,8.0050001,19.2000001]",66.516814693,684,66.51684783455589,3.3141555888960283e-05,4.982432794162043e-07,0.0,3.552713678800501e-15,1.538370149106851e-15,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
80,28bf09302e45434345ab954541b4f0742e3766294af93f94981b292fe15b5c1e,Plane,"[48.1999999,8.0049999,-19.2000001,50.2000001,8.0050001,-17.1999999]",3.141592654,37,3.1415760827099564,1.6571290043732034e-05,5.274805447050181e-06,0.0,3.552713678800501e-15,1.538370149106851e-15,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
81,9abeaee92766b8119a83e931ecf398a2c4ff7d0a9edab82b681128b370598086,Plane,"[39.7999999,8.0049999,-19.2000001,48.2000001,8.0050001,-17.1999999]",10.516814693,118,10.51684783455905,3.31415590490991e-05,3.1512924793814373e-06,0.0,3.552713678800501e-15,1.538370149106851e-15,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
82,34690b49d824c4b366c7571fb89ed064a4c705ed68f9f6ab032054d833731592,Plane,"[-34.0000001,-1e-07,-10.0000001,-23.9999999,1e-07,15.535898485]",248.630293487,223,248.62540436980805,0.004889117191936521,1.966420552929185e-05,4.440892098501e-16,4.606469277333884e-16,7.147214834783897e-17,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
83,3d2e3b536fa31ba79d509c5ef1afec5eff2b017585c21d1ef822bba7f95341ae,Cylinder,"[-34.0000001,-15.8750001,16.9999999,-31.9999999,-1.9999999,19.0000001]",43.589598069,73,43.576576923567565,0.01302114543243249,0.0002987213924712202,3.552713678800501e-15,0.002345986517534075,0.0004863009268641355,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
84,2e497483a45e02a31f18ada8a60309632b9c17bc867be26c85dddda742378300,Plane,"[-34.0000001,-15.8750001,18.9999999,-33.9999999,-1.9999999,20.0000001]",13.875,27,13.874999999999991,8.881784197001252e-15,6.40128590774865e-16,0.0,1.4210854715202004e-14,5.617333549722722e-15,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
85,fc994402243d44780abaabc77b96a297edee25a0ce28cb7e7466b7537a70f1be,Sphere,"[-36.0000001,-2.0000001,19.9999999,-33.9999999,1e-07,22.0000001]",6.283185307,75,6.28300547944574,0.00017982755425993702,2.8620444165413027e-05,3.580361673049448e-15,8.259156340734641e-05,2.441436500735561e-05,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
86,09936c980bfedf069dccabc58219aa2b007755013e4a0c5dcb2b276e737fe95b,Plane,"[-52.0000001,-15.8750001,21.9999999,-35.9999999,-1.9999999,22.0000001]",222.0,144,221.99999999999997,2.842170943040401e-14,1.28025718154973e-16,0.0,7.105427357601002e-15,3.66205343881779e-15,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
87,03b97919b26eee662bd162b26c19fca5be842e4a400cf7e5a3d17ed7688e8442,Sphere,"[-54.0000001,-2.0000001,19.9999999,-51.9999999,1e-07,22.0000001]",6.283185307,77,6.283010254455896,0.0001750525441037709,2.7860477695723466e-05,3.66205343881779e-15,7.863260422836029e-05,2.3724229157077366e-05,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
88,1d75d9b729829a178d7655beb21f4f2e977a18d4c0150055dcfd01c3db3106b5,Plane,"[-54.0000001,-15.8750001,-18.0000001,-53.9999999,-1.9999999,20.0000001]",527.25,861,527.25,0.0,0.0,0.0,1.4210854715202004e-14,7.105427357601002e-15,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
89,41fc686a95397a62815f6d43af6022fd5020d43df586b9c8527de4849e392a76,Sphere,"[-54.0000001,-2.0000001,-20.0000001,-51.9999999,1e-07,-17.9999999]",6.283185307,75,6.283005479445747,0.0001798275542528316,2.8620444164282164e-05,3.580361673049448e-15,8.259156341757065e-05,2.4414365008584976e-05,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
90,15347234fd20ab8a6b0e32fd690971fed0708e525864cab4f2f95c590e138400,Plane,"[-52.0000001,-15.8750001,-20.0000001,-13.9999999,-1.9999999,-19.9999999]",527.25,865,527.25,0.0,0.0,0.0,7.105427357601002e-15,3.2023728339893768e-15,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
91,3b29a61d53af393548af5612d1d4a2edfa54dd982677e8bb0d9ec4eaca2e85e0,Sphere,"[-14.0000001,-2.0000001,-20.0000001,-11.9999999,1e-07,-17.9999999]",6.283185307,79,6.2830162374526815,0.00016906954731865653,2.690825418284238e-05,3.552713678800501e-15,8.5642821902652e-05,2.2902826644983102e-05,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
92,ff829ffc9370905c3e8610629bcd5d8d27bfd9198f837d11df8e73201fa5667b,Plane,"[-12.0000001,-15.8750001,-18.0000001,-11.9999999,-1.9999999,15.0000001]",457.875,886,457.87499999999994,5.684341886080802e-14,1.2414615093815565e-16,0.0,3.552713678800501e-15,1.6011864169946884e-15,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
93,03e14566612dc333701e6c8ee2af681cbe74c12f3dbf10d0afb51354ec94ef2c,Sphere,"[-14.0000001,-2.0000001,14.9999999,-11.9999999,1e-07,17.0000001]",6.283185307,75,6.283005479445741,0.00017982755425904884,2.862044416527167e-05,1.897149936107019e-15,8.25915634074116e-05,2.4414365007280037e-05,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
94,f1219a7b1b2514e82430e138caf21fa08402eddd74f275e1333f56e5ecff9b17,Plane,"[-54.0000001,-15.8750001,-20.0000001,-11.9999999,-15.8749999,22.0000001]",1608.092037938,1289,1608.082844909508,0.009193028492063604,5.716730308453925e-06,0.0,3.552713678800501e-15,2.082963028648268e-15,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
95,3b3f00796708545096ff5f29a2341a23ff4bc2d5d48786f1a4406a8d2bb41f6b,Plane,"[-32.0000001,-15.8750001,16.9999999,-13.9999999,-1.9999999,17.0000001]",249.75,372,249.75,0.0,0.0,0.0,7.105427357601002e-15,2.808666774861361e-15,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
96,6d3441039d158917ac15e3ac36fc5d9ce06cf32571e483927537733856cb1b1c,Plane,"[13.9999999,-15.8750001,16.9999999,32.0000001,-1.9999999,17.0000001]",249.75,380,249.75,0.0,0.0,0.0,7.105427357601002e-15,2.808666774861361e-15,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
97,135165e71980ebe2ba0d4d7f7946fc31626f91b86b58def98f0cd02851c666e5,Sphere,"[11.9999999,-2.0000001,14.9999999,14.0000001,1e-07,17.0000001]",6.283185307,75,6.283006221047566,0.00017908595243376624,2.8502414568968597e-05,3.552713678800501e-15,7.715077796333125e-05,2.4292173473826924e-05,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
98,39d7ab09fd05093554dddd089ddac6689d56e900369c82c4b60c5f0fd3398219,Plane,"[11.9999999,-15.8750001,-18.0000001,12.0000001,-1.9999999,15.0000001]",457.875,898,457.875,0.0,0.0,0.0,3.552713678800501e-15,1.6011864169946884e-15,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
99,38c2f881b61aaa459c67c937540dcf38e49977a7f155bda442d0468969cfc9a0,Sphere,"[11.9999999,-2.0000001,-20.0000001,14.0000001,1e-07,-17.9999999]",6.283185307,79,6.283016237452679,0.00016906954732132107,2.6908254183266453e-05,1.897149936107019e-15,8.564282190428805e-05,2.2902826644932785e-05,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
